id_zoom,pourcentage,type,nbr_point_t
0,0.1111111111111111,in,45
1,0.06666666666666667,out,30
3,0.3333333333333333,out,12
4,0.29411764705882354,out,17
5,0.7692307692307693,in,13
6,0.2857142857142857,out,7
7,0.38461538461538464,out,13
8,0.2222222222222222,out,9
9,0.42857142857142855,out,14
10,0.2222222222222222,out,18
11,0.35714285714285715,in,14
12,0.2857142857142857,out,14
13,0.4,out,10
14,0.16666666666666666,in,24
15,0.16666666666666666,in,6
16,0.5454545454545454,in,11
17,0.7037037037037037,in,27
18,0.5333333333333333,in,15
19,0.36363636363636365,out,11
20,0.23076923076923078,in,13
22,0.3,out,10
23,0.3333333333333333,out,6
24,0.26666666666666666,out,15
25,0.625,in,8
26,0.1388888888888889,in,36
27,0.3076923076923077,in,13
28,0.35714285714285715,in,14
29,0.3333333333333333,in,9
30,0.06451612903225806,in,31
31,0.3333333333333333,in,15
32,0.1875,in,16
33,0.45454545454545453,in,11
34,0.2857142857142857,in,7
35,0.35714285714285715,out,14
36,1.0,in,4
37,0.25,in,12
38,1.0,in,4
39,0.36363636363636365,in,11
40,0.5,in,16
41,0.175,in,40
42,0.6666666666666666,in,9
43,0.4,in,10
44,0.5,in,10
45,0.6666666666666666,in,9
46,0.6666666666666666,in,9
47,0.25,in,8
48,0.3333333333333333,in,15
49,0.35714285714285715,in,14
50,0.23076923076923078,in,13
