id_zoom,pourcentage,type,nbr_point_t
0,0.16666666666666666,out,42
1,0.1891891891891892,in,37
2,0.13333333333333333,in,60
3,0.3684210526315789,out,19
4,0.09615384615384616,out,52
5,0.6470588235294118,out,17
6,0.21428571428571427,out,14
7,0.21428571428571427,in,28
8,0.35714285714285715,out,14
9,0.4166666666666667,out,12
11,0.25,out,8
12,0.07317073170731707,out,41
13,0.13333333333333333,out,45
14,0.2222222222222222,out,18
15,0.6666666666666666,out,3
16,0.125,in,40
17,0.3076923076923077,out,13
18,0.3333333333333333,out,12
19,0.2857142857142857,out,7
20,0.16363636363636364,in,55
21,0.06349206349206349,in,63
22,0.125,out,8
23,0.5,in,14
24,0.4,in,15
25,0.42105263157894735,out,19
26,0.4,in,10
28,0.5,in,14
29,0.5,in,12
30,0.10869565217391304,out,46
31,0.4117647058823529,in,17
32,1.0,in,15
33,0.3125,in,16
34,0.5,out,8
35,0.2711864406779661,in,59
36,0.7272727272727273,in,11
37,0.12195121951219512,in,41
38,0.21052631578947367,out,19
39,0.12698412698412698,in,63
40,0.5833333333333334,in,12
41,0.5294117647058824,out,34
42,0.18181818181818182,in,22
43,0.2222222222222222,in,27
44,0.6,in,15
45,0.09615384615384616,in,52
46,1.0,in,15
47,0.23529411764705882,in,51
48,0.42857142857142855,out,7
49,0.2222222222222222,in,18
50,0.4,in,15
51,0.42857142857142855,in,14
52,0.5,in,16
53,0.26666666666666666,in,15
54,0.7058823529411765,in,17
55,0.9523809523809523,out,21
56,0.26666666666666666,in,15
57,0.8461538461538461,in,13
58,0.3783783783783784,in,37
59,0.6,in,15
