center,time,id_pan
"(260294.1851719272, 6255336.922034786)",1652878993009,0
"(260288.81069337588, 6255337.817781211)",1652878993108,0
"(260287.91494695062, 6255338.713527635)",1652878993208,0
"(260272.6872577219, 6255341.699349051)",1652878993308,0
"(260264.02837561147, 6255343.192259759)",1652878993415,0
"(260260.44538991054, 6255343.789424041)",1652878993507,0
"(260260.44538991054, 6255343.789424041)",1652878993608,0
"(260260.44538991054, 6255343.789424041)",1652878993718,0
"(260264.02837561147, 6255343.789424041)",1652878993808,0
"(260273.2844220054, 6255343.789424041)",1652878993908,0
"(260277.76315413148, 6255343.789424041)",1652878994008,0
"(260280.7489755489, 6255343.789424041)",1652878994108,0
"(260287.6163648089, 6255343.789424041)",1652878994208,0
"(260287.6163648089, 6255343.789424041)",1652878994307,0
"(260287.6163648089, 6255343.789424041)",1652878994422,0
"(260287.6163648089, 6255343.789424041)",1652878994518,0
"(260287.6163648089, 6255343.789424041)",1652878994613,0
"(260287.6163648089, 6255343.789424041)",1652878994722,0
"(260287.6163648089, 6255343.789424041)",1652878994816,0
"(260299.93353370938, 6255333.301529623)",1652878997108,1
"(260300.04550201254, 6255333.338852391)",1652878997208,1
"(260300.60534352832, 6255333.488143462)",1652878997308,1
"(260301.16518504405, 6255333.52546623)",1652878997408,1
"(260302.5088046819, 6255333.600111765)",1652878997509,1
"(260302.5088046819, 6255333.600111765)",1652878997618,1
"(260281.94330411614, 6255340.705630356)",1652879000107,2
"(260285.82487195876, 6255341.302794639)",1652879000207,2
"(260288.81069337617, 6255341.60137678)",1652879000309,2
"(260293.58800764405, 6255342.795705345)",1652879000409,2
"(260297.46957548667, 6255343.094287487)",1652879000508,2
"(260298.96248619544, 6255343.691451769)",1652879000608,2
"(260299.5596504789, 6255343.094287486)",1652879002508,3
"(260297.17099334497, 6255341.89995892)",1652879002608,3
"(260295.0809183527, 6255340.407048213)",1652879002708,3
"(260293.28942550224, 6255339.511301789)",1652879002808,3
"(260291.49793265178, 6255338.615555366)",1652879002908,3
"(260290.9007683682, 6255338.316973224)",1652879003023,3
"(260290.9007683682, 6255338.316973224)",1652879003117,3
"(260290.9007683682, 6255338.316973224)",1652879003208,3
"(260290.9007683682, 6255338.316973224)",1652879003308,3
"(260290.9007683682, 6255338.316973224)",1652879003409,3
"(260290.9007683682, 6255338.316973224)",1652879003507,3
"(260287.3177826674, 6255338.316973224)",1652879003608,3
"(260279.25606484036, 6255339.809883931)",1652879003708,3
"(260266.71561488733, 6255342.198541063)",1652879003808,3
"(260250.29359709157, 6255344.885780337)",1652879003908,3
"(260240.44038641418, 6255347.274437469)",1652879004007,3
"(260232.67725072894, 6255348.468766035)",1652879004108,3
