center,time,id_pan
"(272670.9355249611, 6250344.917316075)",1655734024175,0
"(272766.4818103175, 6250507.346001182)",1655734024270,0
"(272852.47346713825, 6250664.99737202)",1655734024370,0
"(272928.91049542336, 6250832.203371394)",1655734024477,0
"(272995.79289517284, 6251075.846399054)",1655734024577,0
"(273034.0114093154, 6251271.716284035)",1655734024676,0
"(273057.8979806545, 6251333.821369518)",1655734024771,0
"(272895.46929554845, 6251300.380169643)",1655734025874,1
"(272565.83461106854, 6251118.8422274655)",1655734025973,1
"(272384.2966688913, 6250999.40937077)",1655734026073,1
"(272384.2966688913, 6250999.40937077)",1655734026179,1
"(272384.2966688913, 6250999.40937077)",1655734026270,1
"(272384.2966688913, 6250999.40937077)",1655734026384,1
"(272384.2966688913, 6250999.40937077)",1655734026470,1
"(272384.2966688913, 6250999.40937077)",1655734026571,1
"(272384.2966688913, 6250999.40937077)",1655734026670,1
"(255514.41578114472, 6255375.817857661)",1655734043370,2
"(255968.26063658798, 6255375.817857661)",1655734043475,2
"(256250.12217838952, 6255394.9271147335)",1655734043574,2
"(256441.21474910242, 6255394.9271147335)",1655734043671,2
"(256512.87446311978, 6255394.9271147335)",1655734043774,2
"(256531.98372019106, 6255394.9271147335)",1655734043871,2
"(256531.98372019106, 6255394.9271147335)",1655734043985,2
"(256531.98372019106, 6255394.9271147335)",1655734044080,2
"(256531.98372019106, 6255394.9271147335)",1655734044171,2
"(256531.98372019106, 6255394.9271147335)",1655734044271,2
"(256531.98372019106, 6255394.9271147335)",1655734044371,2
"(256531.98372019106, 6255394.9271147335)",1655734044470,2
"(256531.98372019106, 6255394.9271147335)",1655734044571,2
"(256637.08463408318, 6255218.166486824)",1655734044674,2
"(256766.07211931446, 6254831.20403113)",1655734044774,2
"(256785.18137638568, 6254706.9938601665)",1655734046172,3
"(256670.52583395794, 6254788.20820272)",1655734046272,3
"(256536.76103445888, 6254869.422545274)",1655734046374,3
"(256455.54669190588, 6254898.086430881)",1655734046469,3
"(256455.54669190588, 6254898.086430881)",1655734046573,3
"(256455.54669190588, 6254898.086430881)",1655734046673,3
"(256455.54669190588, 6254898.086430881)",1655734046783,3
"(256499.1516719413, 6255490.524925764)",1655734053869,4
"(543351.3904260076, 5746417.136169988)",1655734108670,5
"(542185.7257446586, 5746359.808398773)",1655734108770,5
"(541411.8008332712, 5746245.152856343)",1655734108870,5
"(541230.2628910941, 5746226.043599271)",1655734108970,5
"(540876.7416352751, 5746159.16119952)",1655734109072,5
"(540485.0018653135, 5746006.287142948)",1655734109171,5
"(539902.1695246388, 5745757.86680102)",1655734109271,5
"(539711.076953926, 5745604.992744449)",1655734109370,5
"(539711.076953926, 5745604.992744449)",1655734109468,5
"(539711.076953926, 5745604.992744449)",1655734109569,5
"(539711.076953926, 5745604.992744449)",1655734109669,5
"(539711.076953926, 5745604.992744449)",1655734109770,5
"(539711.076953926, 5745604.992744449)",1655734109870,5
"(539711.076953926, 5745604.992744449)",1655734109969,5
"(539711.076953926, 5745604.992744449)",1655734110080,5
"(562107.4844148896, 5992099.913689788)",1655734136668,6
"(562040.6020151401, 5992424.771060002)",1655734136769,6
"(562021.4927580688, 5992759.183058751)",1655734136868,6
