center,time,id_pan
"(260302.84405403773, 6255336.922034786)",1655713339136,0
"(260318.66890754996, 6255336.922034786)",1655713339227,0
"(260326.43204323523, 6255335.727706221)",1655713339327,0
"(260327.92495394396, 6255334.533377655)",1655713339428,0
"(260327.92495394396, 6255334.533377655)",1655713339527,0
"(260327.92495394396, 6255334.533377655)",1655713339627,0
"(260327.92495394396, 6255334.533377655)",1655713339727,0
"(260244.11023003218, 6255379.738019653)",1655713342431,1
"(260289.49471557647, 6255364.2117482815)",1655713342529,1
"(256930.66671347548, 6257804.317301977)",1655713350127,2
"(257121.75928418842, 6257727.880273692)",1655713350227,2
"(257465.7259114717, 6257536.7877029795)",1655713350329,2
"(258459.40727917897, 6256619.543363558)",1655713350428,2
"(259261.9960761733, 6255549.4249675665)",1655713350527,2
"(259797.0552741695, 6254632.180628145)",1655713350627,2
"(260026.36635902504, 6254288.214000862)",1655713350728,2
"(260179.2404155954, 6254364.651029147)",1655713351827,3
"(261402.2328681582, 6254479.306571575)",1655713351927,3
"(261669.76246715628, 6254479.306571575)",1655713352027,3
"(261669.76246715628, 6254479.306571575)",1655713352140,3
"(261669.76246715628, 6254479.306571575)",1655713352235,3
"(262319.4772075803, 6254899.710227143)",1655713352327,3
"(262701.6623490063, 6255052.584283713)",1655713352436,3
"(262701.6623490063, 6255052.584283713)",1655713352534,3
"(262701.6623490063, 6255052.584283713)",1655713352628,3
"(262816.31789143407, 6255052.584283713)",1655713352726,3
"(262969.19194800453, 6255014.365769571)",1655713352827,3
"(263007.41046214715, 6255014.365769571)",1655713352927,3
"(263045.62897628976, 6254976.147255428)",1655713353027,3
"(263198.5030328602, 6254899.710227143)",1655713353127,3
"(263274.9400611454, 6254899.710227143)",1655713353234,3
"(263733.5622308566, 6254861.491713)",1655713353327,3
"(264994.77319756214, 6254861.491713)",1655713353428,3
"(266905.69890469156, 6254823.273198858)",1655713353534,3
"(267861.1617582564, 6254670.399142288)",1655713353627,3
"(269007.7171825342, 6254364.651029147)",1655713353726,3
"(270039.6170643843, 6253829.591831151)",1655713353828,3
"(270612.8947765233, 6253447.406689726)",1655713356531,4
"(268663.75055525126, 6253447.406689726)",1655713356627,4
"(267593.63215925865, 6253447.406689726)",1655713356730,4
"(266943.9174188345, 6253562.0622321535)",1655713356828,4
"(265912.01753698447, 6253714.936288724)",1655713356928,4
"(265644.48793798615, 6253829.591831151)",1655713357027,4
"(264115.74737228255, 6254135.339944292)",1655713357127,4
"(263122.0660045751, 6254173.558458434)",1655713357226,4
"(262395.91423586576, 6254173.558458434)",1655713357327,4
"(261899.073552012, 6254173.558458434)",1655713357427,4
"(261364.01435401582, 6254097.121430149)",1655713357530,4
"(261249.35881158803, 6254097.121430149)",1655713357628,4
"(260141.021901453, 6254097.121430149)",1655713357727,4
"(258734.8437001569, 6247147.995667979)",1655713375531,5
"(258773.06221429948, 6247014.230868477)",1655713375629,5
"(258782.6168428351, 6246995.121611405)",1655713375729,5
"(258811.28072844204, 6246909.129954582)",1655713375828,5
"(258811.28072844204, 6246899.575326046)",1655713375931,5
"(258811.28072844204, 6246899.575326046)",1655713376034,5
"(258811.28072844204, 6246899.575326046)",1655713376131,5
"(258811.28072844204, 6246899.575326046)",1655713376234,5
"(257239.82460343116, 6249249.252501855)",1655713378636,6
"(257450.02643121552, 6249612.328386209)",1655713379937,7
"(257564.68197364337, 6249555.000614995)",1655713380035,7
"(257564.68197364337, 6249555.000614995)",1655713380144,7
"(257564.68197364337, 6249555.000614995)",1655713380238,7
"(257564.68197364337, 6249555.000614995)",1655713380332,7
"(257564.68197364337, 6249555.000614995)",1655713380444,7
"(257564.68197364337, 6249555.000614995)",1655713380540,7
"(257564.68197364337, 6249555.000614995)",1655713380635,7
"(254524.00828489938, 6256391.960389441)",1655713427031,8
"(254715.10085561243, 6256258.195589942)",1655713427134,8
"(254925.30268339667, 6255990.665990944)",1655713427232,8
"(255192.83228239493, 6255627.59010659)",1655713427334,8
"(255517.68965260702, 6255226.295708093)",1655713427438,8
"(255747.00073746266, 6254901.438337881)",1655713427533,8
"(255766.10999453394, 6254844.110566667)",1655713427645,8
"(255766.10999453394, 6254844.110566667)",1655713427741,8
"(255766.10999453394, 6254844.110566667)",1655713427833,8
"(542400.2974873972, 5742070.513174033)",1655713474735,9
"(542839.810400037, 5742433.589058386)",1655713474834,9
"(542839.810400037, 5742433.589058386)",1655713474931,9
"(542839.810400037, 5742433.589058386)",1655713475031,9
"(542839.810400037, 5742433.589058386)",1655713475131,9
