center,time,id_pan
"(273095.6433074645, 6250644.326724735)",1655727238676,0
"(273353.618277927, 6250749.427638626)",1655727238778,0
"(273520.82427730074, 6250816.310038374)",1655727238876,0
"(273888.6774759232, 6250907.079009462)",1655727238976,0
"(274098.8793037074, 6250935.74289507)",1655727239076,0
"(274352.07695990195, 6250978.738723482)",1655727239175,0
"(274493.00773080264, 6251045.621123232)",1655727239276,0
"(274526.4489306774, 6251074.285008839)",1655727239376,0
"(274528.8375878113, 6251114.892180118)",1655727239474,0
"(274528.8375878113, 6251141.167408591)",1655727239573,0
"(274526.4489306774, 6251165.053979931)",1655727239675,0
"(274519.28295927565, 6251193.71786554)",1655727239775,0
"(274514.5056450078, 6251236.713693952)",1655727239875,0
"(274636.8003461703, 6251575.523613233)",1655727247074,1
"(256135.91269656218, 6255922.4713608995)",1655727269180,2
"(256169.3538964369, 6255966.661517878)",1655727269273,2
"(256200.40643917775, 6256013.240331991)",1655727269374,2
"(256221.9043533829, 6256039.515560465)",1655727269474,2
"(256264.9001817933, 6256055.041831836)",1655727269574,2
"(256387.9160241898, 6256077.734074609)",1655727269673,2
"(256404.6366241271, 6256082.511388877)",1655727269774,2
"(256404.6366241271, 6256082.511388877)",1655727269875,2
"(256404.6366241271, 6256088.4830317125)",1655727271279,3
"(256399.8593098593, 6256120.729903022)",1655727271377,3
"(256391.4990098906, 6256185.223645636)",1655727271479,3
"(256383.1387099219, 6256242.551416852)",1655727271578,3
"(256379.55572422108, 6256280.769930995)",1655727271677,3
"(256377.16706708714, 6256326.154416541)",1655727271777,3
"(544463.375748429, 5733306.351428867)",1655727318181,4
"(541558.7686735924, 5734987.966051142)",1655727318280,4
"(536361.0507502005, 5738962.691521972)",1655727318379,4
"(533303.5696187936, 5748746.631142475)",1655727318480,4
"(533456.4436753639, 5752262.734443595)",1655727318580,4
"(555481.982200884, 5748529.63179242)",1655727328576,5
"(555023.3600311731, 5747688.824481283)",1655727328677,5
"(555061.5785453157, 5746848.017170147)",1655727328776,5
"(555348.217401385, 5745701.46174587)",1655727328876,5
"(555443.7636867414, 5745109.074776661)",1655727328978,5
"(554870.4859746024, 5744803.32666352)",1655727329078,5
"(554182.5527200358, 5744745.998892306)",1655727329179,5
"(554182.5527200358, 5744745.998892306)",1655727329289,5
"(554182.5527200358, 5744745.998892306)",1655727329382,5
"(553972.3508922517, 5744554.906321594)",1655727329478,5
"(551602.8030154115, 5744459.360036237)",1655727330580,6
"(547972.0441718657, 5744382.923007952)",1655727330678,6
"(547436.9849738695, 5744325.595236738)",1655727330781,6
"(545373.1852101698, 5744822.4359205915)",1655727330878,6
"(544016.4279581078, 5744822.4359205915)",1655727330987,6
"(543939.9909298226, 5744822.4359205915)",1655727331080,6
"(543825.3353873948, 5744860.654434734)",1655727331182,6
"(561847.617750583, 5994945.255129315)",1655727362779,7
"(561737.7395224231, 5995129.181728627)",1655727362894,7
"(561596.8087515224, 5995313.108327936)",1655727362982,7
"(561408.1048379436, 5995504.200898651)",1655727363093,7
"(561355.5543809975, 5995573.471955532)",1655727363181,7
"(561303.0039240515, 5995647.520326682)",1655727363288,7
"(561202.6803244273, 5995714.402726432)",1655727363387,7
"(561131.02061041, 5995752.621240577)",1655727363480,7
"(557222.9761791712, 5995036.9453535555)",1655727388381,8
"(556993.6650943157, 5993985.936214635)",1655727388490,8
"(557070.1021226008, 5992304.321592363)",1655727388584,8
"(557662.4890918111, 5991272.4217105135)",1655727388689,8
