center,time,id_pan
"(260307.02420402202, 6255334.234795511)",1652708123777,0
"(260307.62136830552, 6255333.9362133695)",1652708123887,0
"(260307.91995044728, 6255332.443302661)",1652708123978,0
"(260310.30860758125, 6255327.068824111)",1652708124078,0
"(260310.30860758125, 6255327.068824111)",1652708124180,0
"(260309.11427901426, 6255321.097181276)",1652708124278,0
"(260308.51711473076, 6255318.708524143)",1652708124378,0
"(260308.51711473076, 6255318.708524143)",1652708124479,0
"(260308.51711473076, 6255318.708524143)",1652708124585,0
"(260308.51711473076, 6255318.708524143)",1652708124681,0
"(260308.51711473076, 6255318.708524143)",1652708124792,0
"(260308.51711473076, 6255318.708524143)",1652708124884,0
"(260300.88119361634, 6255331.451808203)",1652708126483,1
"(260302.67268646677, 6255336.22912247)",1652708126583,1
"(260303.86701503373, 6255342.200765305)",1652708126683,1
"(260304.4641793172, 6255349.366736707)",1652708126782,1
"(260304.4641793172, 6255354.741215259)",1652708126883,1
"(260304.4641793172, 6255356.532708109)",1652708126985,1
"(260304.4641793172, 6255356.532708109)",1652708127093,1
"(260304.4641793172, 6255356.532708109)",1652708127187,1
"(260292.52089364766, 6255371.461815197)",1652708127283,1
"(260290.13223651375, 6255373.253308048)",1652708127388,1
"(260290.13223651375, 6255373.850472331)",1652708127484,1
"(260290.13223651375, 6255384.599429434)",1652708127583,1
"(260290.13223651375, 6255384.599429434)",1652708127683,1
"(260290.13223651375, 6255384.599429434)",1652708127796,1
"(260290.13223651375, 6255384.599429434)",1652708127891,1
"(260290.13223651375, 6255384.599429434)",1652708127986,1
"(260295.462562065, 6255431.6398959095)",1652708129684,2
"(260295.462562065, 6255431.6398959095)",1652708129787,2
"(260295.462562065, 6255431.6398959095)",1652708129896,2
"(260326.51510480582, 6255405.364667435)",1652708129983,2
"(260330.09809050668, 6255401.781681734)",1652708130083,2
"(260330.09809050668, 6255401.781681734)",1652708130196,2
"(260330.09809050668, 6255401.781681734)",1652708130291,2
"(260330.09809050668, 6255401.781681734)",1652708130385,2
"(260326.51510480582, 6255406.558996002)",1652708130486,2
"(260291.87957636412, 6255431.6398959095)",1652708130583,2
"(260284.7136049624, 6255435.2228816105)",1652708130695,2
"(260284.7136049624, 6255435.2228816105)",1652708130790,2
"(260275.15897642676, 6255435.2228816105)",1652708130883,2
"(260251.27240508766, 6255436.4172101775)",1652708130982,2
"(260251.27240508766, 6255436.4172101775)",1652708131087,2
"(260251.27240508766, 6255436.4172101775)",1652708131196,2
"(260251.27240508766, 6255436.4172101775)",1652708131291,2
"(260251.27240508766, 6255436.4172101775)",1652708131385,2
"(260256.04971935548, 6255435.2228816105)",1652708131483,2
"(260256.04971935548, 6255435.2228816105)",1652708131585,2
"(260257.24404792243, 6255435.2228816105)",1652708131683,2
"(260260.8270336233, 6255420.890938806)",1652708131783,2
"(260262.02136219025, 6255407.753324569)",1652708131883,2
"(260262.02136219025, 6255402.976010301)",1652708131983,2
"(260262.02136219025, 6255402.976010301)",1652708132086,2
"(260258.4383764894, 6255388.644067497)",1652708132188,2
"(260258.4383764894, 6255387.44973893)",1652708132288,2
"(260258.4383764894, 6255387.44973893)",1652708132397,2
"(260258.4383764894, 6255387.44973893)",1652708132491,2
"(260258.4383764894, 6255376.700781827)",1652708132582,2
"(260258.4383764894, 6255364.757496157)",1652708132682,2
"(260254.85539078852, 6255351.61988192)",1652708132794,2
"(260252.4667336546, 6255343.2595819505)",1652708132882,2
"(260252.4667336546, 6255339.676596249)",1652708132983,2
"(260252.4667336546, 6255332.510624847)",1652708133083,2
