center,time,id_pan
"(260296.87241120284, 6255338.414945493)",1652705427013,0
"(260296.27524691934, 6255338.414945493)",1652705427114,0
"(260294.4837540689, 6255339.907856202)",1652705427214,0
"(260291.19935050973, 6255341.102184767)",1652705427314,0
"(260290.90076836798, 6255341.102184767)",1652705427418,0
"(260278.06173627317, 6255344.386588325)",1652705427540,0
"(260275.97166128102, 6255344.983752608)",1652705427613,0
"(260275.97166128102, 6255344.983752608)",1652705427715,0
"(260275.67307913926, 6255344.983752608)",1652705427813,0
"(260270.298600588, 6255345.28233475)",1652705427914,0
"(260270.298600588, 6255345.28233475)",1652705428028,0
"(260270.00001844624, 6255345.28233475)",1652705428113,0
"(260269.10427202095, 6255345.28233475)",1652705428213,0
"(260269.10427202095, 6255345.28233475)",1652705428324,0
"(260158.11477686418, 6255327.136146301)",1652705433227,1
"(260134.22820552508, 6255343.85674624)",1652705433323,1
"(260098.39834851644, 6255353.411374776)",1652705433423,1
"(260086.45506284692, 6255353.411374776)",1652705433515,1
"(260086.45506284692, 6255353.411374776)",1652705433616,1
"(260086.45506284692, 6255353.411374776)",1652705433713,1
"(260086.45506284692, 6255353.411374776)",1652705433813,1
"(260086.45506284692, 6255353.411374776)",1652705433915,1
"(260085.26073427993, 6255353.411374776)",1652705434018,1
"(260082.87207714602, 6255347.439731941)",1652705434121,1
"(260082.87207714602, 6255347.439731941)",1652705434214,1
"(260082.87207714602, 6255347.439731941)",1652705434313,1
"(260082.87207714602, 6255347.439731941)",1652705434418,1
"(260082.87207714602, 6255347.439731941)",1652705434514,1
"(260079.28909144516, 6255335.4964462705)",1652705434618,1
"(260079.28909144516, 6255335.4964462705)",1652705434715,1
"(260079.28909144516, 6255335.4964462705)",1652705434815,1
"(260079.28909144516, 6255335.4964462705)",1652705434913,1
"(260079.28909144516, 6255335.4964462705)",1652705435014,1
"(260079.28909144516, 6255335.4964462705)",1652705435113,1
"(260079.28909144516, 6255335.4964462705)",1652705435214,1
"(260079.28909144516, 6255335.4964462705)",1652705435313,1
"(260076.90043431128, 6255335.4964462705)",1652705435418,1
"(260063.76282007474, 6255351.022717642)",1652705435514,1
"(260060.1798343739, 6255355.80003191)",1652705435618,1
"(260042.26490586955, 6255379.68660325)",1652705435718,1
"(260032.7102773339, 6255388.046903219)",1652705435813,1
"(260032.7102773339, 6255388.046903219)",1652705435916,1
"(260032.7102773339, 6255388.046903219)",1652705436013,1
"(260032.7102773339, 6255388.046903219)",1652705436114,1
"(260032.7102773339, 6255388.046903219)",1652705436214,1
"(260032.7102773339, 6255388.046903219)",1652705436313,1
"(260032.7102773339, 6255388.046903219)",1652705436414,1
"(260032.7102773339, 6255388.046903219)",1652705436516,1
"(260000.4634060262, 6255403.57317459)",1652705436616,1
"(259945.52429194626, 6255433.431388766)",1652705436718,1
"(259922.8320491741, 6255460.900945807)",1652705436816,1
"(259910.88876350457, 6255490.759159982)",1652705436915,1
"(259908.5001063706, 6255495.53647425)",1652705437012,1
"(259908.5001063706, 6255495.53647425)",1652705437113,1
"(259908.5001063706, 6255495.53647425)",1652705437224,1
"(259908.5001063706, 6255495.53647425)",1652705437312,1
"(259908.5001063706, 6255495.53647425)",1652705437412,1
"(259908.5001063706, 6255495.53647425)",1652705437513,1
"(259908.5001063706, 6255495.53647425)",1652705437613,1
"(259908.5001063706, 6255495.53647425)",1652705437714,1
"(259908.5001063706, 6255495.53647425)",1652705437822,1
"(259910.88876350457, 6255496.730802817)",1652705437914,1
"(259920.4433920402, 6255500.313788518)",1652705438015,1
"(259957.4675776158, 6255505.091102786)",1652705438117,1
"(259975.3825061201, 6255508.674088487)",1652705438216,1
"(259993.29743462446, 6255517.0343884565)",1652705438315,1
"(260047.0422201374, 6255526.589016993)",1652705438414,1
"(260096.00969138258, 6255539.72663123)",1652705438513,1
"(260096.00969138258, 6255539.72663123)",1652705438616,1
"(260096.00969138258, 6255539.72663123)",1652705438716,1
"(260096.00969138258, 6255539.72663123)",1652705438820,1
"(260096.00969138258, 6255539.72663123)",1652705438913,1
"(260096.00969138258, 6255539.72663123)",1652705439013,1
"(260096.00969138258, 6255539.72663123)",1652705439114,1
"(260096.00969138258, 6255539.72663123)",1652705439214,1
"(260104.36999135124, 6255533.754988395)",1652705439314,1
"(260187.97299103808, 6255488.370502848)",1652705439416,1
"(260272.77031929189, 6255440.597360168)",1652705439515,1
"(260308.60017630056, 6255408.350488858)",1652705439613,1
"(259664.06715510614, 6246710.353614839)",1652705460416,2
"(259650.33237658616, 6246721.699736225)",1652705460517,2
"(259636.0004337827, 6246731.2543647615)",1652705460617,2
"(259615.69684814446, 6246746.183471849)",1652705460717,2
"(259636.0004337827, 6246755.738100385)",1652705461917,3
"(259643.7635694679, 6246761.70974322)",1652705462016,3
"(259650.33237658616, 6246778.430343159)",1652705462116,3
"(259652.1238694366, 6246801.719750215)",1652705462217,3
"(259632.41744808183, 6246816.051693019)",1652705462317,3
"(259629.43162666445, 6246817.2460215865)",1652705462415,3
"(259621.07132669576, 6246820.231843004)",1652705462514,3
"(259621.07132669576, 6246820.231843004)",1652705462620,3
"(259621.07132669576, 6246820.231843004)",1652705462716,3
"(259621.07132669576, 6246820.231843004)",1652705462825,3
"(259621.07132669576, 6246820.231843004)",1652705462917,3
"(259637.19476234965, 6246789.776464545)",1652705463017,3
"(259665.2614836731, 6246749.169293267)",1652705463115,3
"(259668.84446937396, 6246734.837350463)",1652705463215,3
"(259669.44163365744, 6246733.045857612)",1652705463313,3
"(259669.44163365744, 6246733.045857612)",1652705463414,3
"(259669.44163365744, 6246733.045857612)",1652705463516,3
"(259670.6359622244, 6246732.448693329)",1652705463616,3
"(259657.81444694859, 6246727.101270066)",1652705466814,4
"(259656.62011838166, 6246716.3523129625)",1652705466914,4
"(259655.4257898147, 6246706.797684426)",1652705467012,4
"(259655.4257898147, 6246706.797684426)",1652705467126,4
"(259655.4257898147, 6246706.797684426)",1652705467220,4
"(259655.4257898147, 6246706.797684426)",1652705467315,4
"(259655.4257898147, 6246706.797684426)",1652705467426,4
"(259655.4257898147, 6246706.797684426)",1652705467519,4
"(259649.4541469799, 6246718.740970097)",1652705467613,4
"(259649.4541469799, 6246719.935298664)",1652705467714,4
"(259631.5392184756, 6246752.182169973)",1652705467813,4
"(259612.4299614043, 6246815.481584023)",1652705480913,7
"(259602.8753328687, 6246807.121284055)",1652705481013,7
"(259588.54339006526, 6246797.566655518)",1652705481113,7
"(259570.6284615609, 6246786.817698414)",1652705481214,7
"(259553.9078616235, 6246774.874412745)",1652705481313,7
"(259485.86616694514, 6246703.977941892)",1652705483713,8
"(259457.20228133816, 6246680.091370552)",1652705483814,8
"(259454.81362420428, 6246680.091370552)",1652705483914,8
"(259442.87033853473, 6246658.593456346)",1652705485114,9
"(259442.87033853473, 6246641.872856407)",1652705485213,9
"(259438.0930242669, 6246622.763599335)",1652705485313,9
"(259438.0930242669, 6246615.597627933)",1652705485416,9
"(259428.5383957313, 6246546.326571048)",1652705485513,9
"(259426.14973859733, 6246491.387456968)",1652705485613,9
"(259426.14973859733, 6246491.387456968)",1652705485713,9
"(259426.14973859733, 6246491.387456968)",1652705485813,9
"(259426.14973859733, 6246491.387456968)",1652705485913,9
"(259426.14973859733, 6246491.387456968)",1652705486013,9
"(259426.14973859733, 6246491.387456968)",1652705486113,9
"(259426.14973859733, 6246491.387456968)",1652705486213,9
"(259426.14973859733, 6246491.387456968)",1652705486313,9
"(259426.14973859733, 6246491.387456968)",1652705486413,9
"(259428.5383957313, 6246467.500885629)",1652705486513,9
"(259447.64765280252, 6246276.408314915)",1652705487913,10
"(259447.64765280252, 6246276.408314915)",1652705488013,10
"(259521.69602395382, 6246300.294886256)",1652705488117,10
"(259590.96708083726, 6246309.849514792)",1652705488212,10
"(259622.0196235781, 6246321.792800462)",1652705488316,10
"(259626.7969378459, 6246321.792800462)",1652705488414,10
"(259626.7969378459, 6246321.792800462)",1652705488525,10
"(259626.7969378459, 6246321.792800462)",1652705488619,10
"(259643.5175377833, 6246307.460857658)",1652705488716,10
"(259650.68350918504, 6246297.906229122)",1652705488813,10
"(259650.68350918504, 6246297.906229122)",1652705488916,10
"(259653.07216631892, 6246293.128914854)",1652705489016,10
"(259657.84948058674, 6246283.574286317)",1652705489113,10
"(259657.84948058674, 6246283.574286317)",1652705489217,10
"(259667.4041091224, 6246254.910400709)",1652705489316,10
"(259672.18142339017, 6246242.967115039)",1652705489414,10
"(259672.18142339017, 6246242.967115039)",1652705489515,10
"(259672.18142339017, 6246242.967115039)",1652705489626,10
"(259672.18142339017, 6246242.967115039)",1652705489722,10
"(259672.18142339017, 6246242.967115039)",1652705489816,10
"(259672.18142339017, 6246242.967115039)",1652705489923,10
"(259679.34739479196, 6246252.521743575)",1652705490015,10
"(259681.73605192587, 6246285.9629434515)",1652705490116,10
"(259681.73605192587, 6246314.62682906)",1652705490216,10
"(259681.73605192587, 6246355.234000337)",1652705490315,10
"(259676.95873765802, 6246414.950428685)",1652705490417,10
"(259672.18142339017, 6246477.055514167)",1652705490516,10
"(259669.7927662563, 6246531.994628247)",1652705490616,10
"(259653.07216631892, 6246582.156428059)",1652705490715,10
"(259650.68350918504, 6246586.933742327)",1652705490813,10
"(259650.68350918504, 6246586.933742327)",1652705490913,10
"(259650.68350918504, 6246586.933742327)",1652705491020,10
"(259650.68350918504, 6246586.933742327)",1652705491114,10
"(259650.68350918504, 6246586.933742327)",1652705491214,10
"(259650.68350918504, 6246586.933742327)",1652705491314,10
"(259650.68350918504, 6246586.933742327)",1652705491414,10
"(259650.68350918504, 6246613.208970799)",1652705491514,10
"(259650.68350918504, 6246725.475856093)",1652705491614,10
"(259648.2948520511, 6246737.419141763)",1652705491713,10
"(259648.2948520511, 6246737.419141763)",1652705491813,10
"(259648.2948520511, 6246737.419141763)",1652705491913,10
"(259648.2948520511, 6246737.419141763)",1652705492014,10
"(259648.2948520511, 6246737.419141763)",1652705492113,10
"(259648.2948520511, 6246737.419141763)",1652705492213,10
"(259648.2948520511, 6246737.419141763)",1652705492319,10
"(259608.95207661757, 6246757.084493201)",1652705493714,11
"(259575.51087674283, 6246833.521521488)",1652705493813,11
"(259537.29236260027, 6246924.290492577)",1652705493914,11
"(259513.40579126118, 6246976.840949524)",1652705494015,11
"(259513.40579126118, 6246981.618263792)",1652705494114,11
"(259513.40579126118, 6246981.618263792)",1652705494213,11
"(259513.40579126118, 6246981.618263792)",1652705494314,11
"(259513.40579126118, 6246981.618263792)",1652705494413,11
"(259513.40579126118, 6246981.618263792)",1652705494513,11
"(259513.40579126118, 6246981.618263792)",1652705494614,11
"(259513.40579126118, 6246981.618263792)",1652705494713,11
"(259513.40579126118, 6247000.7275208635)",1652705494813,11
"(259499.07384845772, 6247067.609920614)",1652705494912,11
"(259456.07802004734, 6247010.2821494015)",1652705497012,12
"(273223.4364641282, 6250491.6766047785)",1652705516814,13
"(273185.21794998564, 6250513.174518985)",1652705516913,13
"(273127.8901787718, 6250539.449747459)",1652705517013,13
"(273070.56240755797, 6250558.559004531)",1652705519314,14
"(273056.2304647545, 6250599.16617581)",1652705519414,14
"(273056.2304647545, 6250630.218718551)",1652705519513,14
"(273072.9510646919, 6250749.651575247)",1652705519613,14
"(273087.28300749534, 6250818.92263213)",1652705519713,14
"(273049.0644933528, 6251014.792517112)",1652705520813,15
"(273022.7892648798, 6251148.557316611)",1652705520914,15
"(273027.5665791476, 6251217.828373493)",1652705521014,15
"(273115.94689310226, 6251239.326287699)",1652705522613,16
"(273273.5982639403, 6251201.1077735545)",1652705522714,16
"(273390.642463502, 6251184.387173616)",1652705522813,16
"(273455.1362061175, 6251174.83254508)",1652705522914,16
"(273452.7475489836, 6251119.8934309995)",1652705526713,18
"(273419.30634910887, 6251043.456402714)",1652705526813,18
"(273402.5857491715, 6250952.687431626)",1652705526913,18
"(273390.642463502, 6250904.914288947)",1652705527014,18
"(273383.4764921002, 6250890.582346143)",1652705527113,18
"(273381.0878349663, 6250888.193689009)",1652705527214,18
"(273381.0878349663, 6250888.193689009)",1652705527318,18
"(273381.0878349663, 6250888.193689009)",1652705527414,18
"(273381.0878349663, 6250888.193689009)",1652705527513,18
"(273381.0878349663, 6250888.193689009)",1652705527614,18
"(273381.0878349663, 6250888.193689009)",1652705527714,18
"(273381.0878349663, 6250888.193689009)",1652705527814,18
"(273161.3313786464, 6250859.529803401)",1652705527913,18
"(272920.07700812136, 6250830.8659177935)",1652705528014,18
"(272846.02863697015, 6250830.8659177935)",1652705528113,18
"(272838.8626655684, 6250830.8659177935)",1652705528215,18
"(272838.8626655684, 6250830.8659177935)",1652705528314,18
"(272838.8626655684, 6250830.8659177935)",1652705528414,18
"(272838.8626655684, 6250830.8659177935)",1652705528513,18
"(272838.8626655684, 6250830.8659177935)",1652705528614,18
"(272838.8626655684, 6250830.8659177935)",1652705528713,18
"(272838.8626655684, 6250830.8659177935)",1652705528814,18
"(272810.1987799615, 6250881.027717605)",1652705528914,18
"(272743.316380212, 6250978.962660096)",1652705529013,18
"(272719.4298088729, 6251029.124459908)",1652705529114,18
"(272516.39395249047, 6251193.941802149)",1652705530313,19
"(272459.06618127663, 6251251.2695733635)",1652705530414,19
"(272459.06618127663, 6251251.2695733635)",1652705530516,19
"(272399.3497529289, 6251318.151973114)",1652705530613,19
"(256067.23880396257, 6255749.293718693)",1652705552814,20
"(256060.0728325608, 6255743.322075858)",1652705552913,20
"(256027.82596125302, 6255725.407147353)",1652705553014,20
"(255991.99610424438, 6255707.492218847)",1652705554614,21
"(255991.99610424438, 6255707.492218847)",1652705554714,21
"(255991.99610424438, 6255707.492218847)",1652705554823,21
"(255991.99610424438, 6255707.492218847)",1652705554917,21
"(255991.99610424438, 6255707.492218847)",1652705555027,21
"(255991.99610424438, 6255707.492218847)",1652705555122,21
"(255991.99610424438, 6255707.492218847)",1652705555218,21
"(255991.99610424438, 6255707.492218847)",1652705555328,21
"(255956.1662472357, 6255724.212818785)",1652705555413,21
"(255860.61996187922, 6255738.544761587)",1652705558414,22
"(255854.64831904444, 6255675.245347539)",1652705558513,22
"(256040.57463841088, 6255543.672573612)",1652705566818,23
"(255935.4737245188, 6255517.397345138)",1652705566913,23
"(255801.70892501966, 6255515.008688004)",1652705567013,23
"(255739.60383953797, 6255522.174659406)",1652705567113,23
"(255739.60383953797, 6255522.174659406)",1652705567213,23
"(255739.60383953797, 6255522.174659406)",1652705567313,23
"(255739.60383953797, 6255522.174659406)",1652705567413,23
"(255739.60383953797, 6255522.174659406)",1652705567517,23
"(255739.60383953797, 6255522.174659406)",1652705567613,23
"(255739.60383953797, 6255522.174659406)",1652705567724,23
"(255739.60383953797, 6255522.174659406)",1652705567818,23
"(255739.60383953797, 6255522.174659406)",1652705567924,23
"(255753.9357823414, 6255567.5591449505)",1652705568018,23
"(255799.3202678857, 6255660.716773173)",1652705568118,23
"(255842.31609629607, 6255727.599172923)",1652705568218,23
"(255861.42535336735, 6255756.263058531)",1652705568313,23
"(255959.3602958577, 6255787.315601273)",1652705569716,24
"(255990.41283859854, 6255804.036201211)",1652705569816,24
"(256078.7931525533, 6255854.198001023)",1652705569916,24
"(256133.73226663325, 6255887.639200899)",1652705570013,24
"(256136.1209237672, 6255890.027858033)",1652705570113,24
"(256191.06003784714, 6255885.250543765)",1652705572015,25
"(256470.53292251477, 6255804.0362012135)",1652705572116,25
"(256587.57712207647, 6255784.926944141)",1652705572215,25
"(256726.1192358433, 6255768.206344203)",1652705572316,25
"(256764.3377499859, 6255765.817687069)",1652705572416,25
"(256850.3294068067, 6255651.162144637)",1652705576513,26
"(256998.4261491092, 6255651.162144637)",1652705576613,26
"(257156.07751994743, 6255689.38065878)",1652705576713,26
"(257196.68469122387, 6255715.6558872545)",1652705576813,26
"(257213.4052911612, 6255729.987830059)",1652705576914,26
"(257213.4052911612, 6255729.987830059)",1652705577021,26
"(257213.4052911612, 6255729.987830059)",1652705577114,26
"(257213.4052911612, 6255729.987830059)",1652705577213,26
"(257213.4052911612, 6255729.987830059)",1652705577314,26
"(257213.4052911612, 6255729.987830059)",1652705577414,26
"(257213.4052911612, 6255729.987830059)",1652705577513,26
"(257213.4052911612, 6255729.987830059)",1652705577614,26
"(257215.79394829518, 6255770.595001335)",1652705577713,26
"(257218.18260542906, 6255849.420686755)",1652705577813,26
"(257218.18260542906, 6255897.193829436)",1652705577913,26
"(257218.18260542906, 6255916.303086508)",1652705578014,26
"(257218.18260542906, 6255928.246372178)",1652705578114,26
"(257218.18260542906, 6255928.246372178)",1652705578214,26
"(257227.7372339647, 6255961.687572053)",1652705578313,26
"(256798.19540426973, 6255971.0728740785)",1652705582414,27
"(256712.2037474489, 6255994.959445419)",1652705582514,27
"(256530.6658052716, 6256042.732588099)",1652705582614,27
"(543454.6946861462, 5742436.586441201)",1652705602714,28
"(548425.6758519212, 5743919.067145175)",1652705607913,29
"(547661.3055690692, 5743536.88200375)",1652705608013,29
"(547355.5574559284, 5743460.444975465)",1652705608114,29
"(547126.246371073, 5743384.0079471795)",1652705608214,29
"(546973.3723145025, 5743307.570918894)",1652705608313,29
"(546935.1538003597, 5743422.226461322)",1652705609614,30
"(547088.0278569299, 5743536.88200375)",1652705609714,30
"(547546.650026641, 5743995.50417346)",1652705609814,30
"(547661.3055690688, 5744071.9412017455)",1652705609913,30
"(548005.2721963521, 5744454.126343171)",1652705610014,30
"(548311.0203094927, 5744683.437428026)",1652705610114,30
"(548540.3313943481, 5744912.748512882)",1652705610214,30
"(548616.7684226332, 5745027.4040553095)",1652705612915,31
"(548998.953564059, 5745218.496626022)",1652705613014,31
"(549839.760875196, 5745600.681767448)",1652705613113,31
"(549916.1979034811, 5745638.90028159)",1652705613214,31
"(549877.9793893383, 5747435.170446292)",1652705613314,31
"(549419.3572196271, 5748505.288842283)",1652705613413,31
"(549419.3572196271, 5749231.440610992)",1652705613514,31
"(549419.3572196271, 5749537.188724132)",1652705613618,31
"(549419.3572196271, 5749537.188724132)",1652705613717,31
"(549419.3572196271, 5749537.188724132)",1652705613813,31
"(549419.3572196271, 5749537.188724132)",1652705613923,31
"(549419.3572196271, 5749537.188724132)",1652705614018,31
"(549457.5757337697, 5749613.625752417)",1652705614113,31
"(549686.8868186253, 5749690.0627807025)",1652705614213,31
"(549725.1053327678, 5749728.281294845)",1652705614314,31
"(549686.8868186253, 5749690.0627807025)",1652705614414,31
"(546361.8760882202, 5748811.036955424)",1652705614513,31
"(543533.7060416685, 5748237.759243285)",1652705614613,31
"(543189.7394143852, 5748046.6666725725)",1652705614714,31
"(543189.7394143852, 5748046.6666725725)",1652705614821,31
"(543189.7394143852, 5748046.6666725725)",1652705614914,31
"(543189.7394143852, 5748046.6666725725)",1652705615013,31
"(543189.7394143852, 5748046.6666725725)",1652705615114,31
