center,time,id_pan
"(260117.06324654416, 6255413.8293085825)",1652880447178,0
"(260021.5169611877, 6255394.72005151)",1652880447278,0
"(259959.41187570605, 6255375.610794438)",1652880447379,0
"(259830.42439047477, 6255351.724223098)",1652880447479,0
"(259701.4369052435, 6255327.8376517575)",1652880447578,0
"(259615.44524842277, 6255303.951080417)",1652880447680,0
"(259486.45776319143, 6255280.064509077)",1652880447779,0
"(259319.2517638176, 6255270.509880541)",1652880447878,0
"(259300.14250674634, 6255270.509880541)",1652880447979,0
"(259300.14250674634, 6255270.509880541)",1652880448078,0
"(259300.14250674634, 6255270.509880541)",1652880448190,0
"(259343.13833515678, 6255299.173766147)",1652880448279,0
"(259371.80222076367, 6255342.169594559)",1652880448378,0
"(259386.13416356716, 6255413.829308578)",1652880448479,0
"(259395.6887921028, 6255485.489022597)",1652880448579,0
"(259429.12999197748, 6255538.039479543)",1652880448679,0
"(259505.56702026265, 6255614.476507829)",1652880448778,0
"(259629.77719122608, 6255705.245478918)",1652880448879,0
"(259715.7688480469, 6255729.132050258)",1652880448979,0
"(259859.08827608166, 6255686.1362218475)",1652880449079,0
"(259954.6345614381, 6255624.031136366)",1652880449179,0
"(260016.73964691977, 6255557.148736614)",1652880449279,0
"(260069.2901038658, 6255485.489022596)",1652880449379,0
"(260117.063246544, 6255404.274680042)",1652880449479,0
"(260140.94981788308, 6255342.169594559)",1652880449579,0
"(260183.94564629346, 6255246.6233092025)",1652880449679,0
"(260214.46552398958, 6255265.155333159)",1652880455679,1
"(260214.46552398958, 6255494.466418016)",1652880455779,1
"(260176.24700984702, 6255828.878416765)",1652880455880,1
"(260157.13775277574, 6256029.525616013)",1652880455978,1
"(260147.5831242401, 6256211.063558193)",1652880456079,1
"(260138.02849570446, 6256306.60984355)",1652880456178,1
"(260138.02849570446, 6256411.710757443)",1652880456278,1
"(260138.02849570446, 6256478.593157194)",1652880456379,1
"(260128.47386716882, 6256478.593157194)",1652880456481,1
"(260118.91923863324, 6256574.139442551)",1652880456579,1
"(259465.56258130673, 6246813.856170051)",1652880476230,2
"(259479.8945241102, 6246859.240655596)",1652880476330,2
"(259522.89035252054, 6246940.45499815)",1652880476429,2
"(259551.5542381275, 6246990.616797962)",1652880476529,2
"(259577.8294666005, 6247036.001283508)",1652880476630,2
"(259584.99543800222, 6247055.11054058)",1652880476729,2
"(259596.93872367177, 6247078.99711192)",1652880476829,2
"(259601.7160379396, 6247098.1063689925)",1652880476930,2
"(259606.4933522074, 6247114.826968931)",1652880477031,2
"(259606.4933522074, 6247129.158911735)",1652880477129,2
"(259606.4933522074, 6247138.713540271)",1652880477230,2
"(259606.4933522074, 6247145.879511673)",1652880477330,2
"(259606.4933522074, 6247157.822797343)",1652880477431,2
"(259606.4933522074, 6247162.600111611)",1652880477530,2
"(259606.4933522074, 6247162.600111611)",1652880477633,2
"(259568.27483806486, 6247169.766083013)",1652880477730,2
"(259530.0563239223, 6247169.766083013)",1652880477830,2
"(259472.72855270846, 6247164.988768745)",1652880477929,2
"(259453.61929563718, 6247160.211454477)",1652880478029,2
"(259448.84198136933, 6247157.822797343)",1652880479244,3
"(259116.8887070316, 6247373.358033773)",1652880483430,4
"(259107.33407849597, 6247344.694148165)",1652880483531,4
"(259107.33407849597, 6247344.694148165)",1652880483641,4
"(259107.33407849597, 6247344.694148165)",1652880483736,4
"(259107.33407849597, 6247392.467290844)",1652880483830,4
"(259112.1113927638, 6247554.89597595)",1652880483929,4
"(273576.60282944766, 6250827.324879406)",1652880494031,5
"(273564.06237949454, 6250845.239807911)",1652880494130,5
"(273563.46521521104, 6250847.031300762)",1652880494230,5
"(273563.46521521104, 6250847.031300762)",1652880494330,5
"(273563.46521521104, 6250847.031300762)",1652880494429,5
"(273563.46521521104, 6250847.031300762)",1652880494530,5
"(273559.2850652267, 6250847.031300762)",1652880494631,5
"(273531.2183439031, 6250838.073836509)",1652880494730,5
"(273531.2183439031, 6250835.088015092)",1652880494830,5
"(273531.2183439031, 6250830.907865107)",1652880494933,5
"(273537.1899867379, 6250823.741893705)",1652880495031,5
"(273539.5786438719, 6250820.158908004)",1652880495130,5
"(273539.5786438719, 6250820.158908004)",1652880495229,5
"(273539.5786438719, 6250820.158908004)",1652880495344,5
"(273539.5786438719, 6250820.158908004)",1652880495440,5
"(255910.78990088118, 6255926.695470112)",1652880522129,6
"(255858.2394439351, 6256027.019069737)",1652880522230,6
"(255805.6889869891, 6256170.338497773)",1652880522330,6
"(255772.24778711435, 6256289.771354469)",1652880522431,6
"(255762.6931585787, 6256332.767182881)",1652880522530,6
"(255772.24778711435, 6256399.649582631)",1652880522630,6
"(255800.91167272127, 6256490.41855372)",1652880522730,6
"(255762.69315857868, 6256519.08243933)",1652880523929,7
"(255691.03344456136, 6256476.086610918)",1652880524029,7
"(255600.26447347272, 6256437.8680967735)",1652880524129,7
"(255523.8274451876, 6256390.094954093)",1652880524230,7
"(255456.9450454381, 6256332.767182877)",1652880524329,7
"(255413.9492170277, 6256289.771354466)",1652880524430,7
"(255375.7307028852, 6256241.998211786)",1652880524530,7
"(255351.84413154607, 6256203.779697642)",1652880524630,7
"(255332.7348744748, 6256160.783869229)",1652880524730,7
"(255323.18024593918, 6256132.119983621)",1652880524830,7
"(255313.62561740354, 6256113.010726549)",1652880524930,7
"(255313.62561740354, 6256103.456098013)",1652880525030,7
"(255304.07098886787, 6256065.237583868)",1652880525130,7
"(255304.07098886787, 6256046.128326796)",1652880525230,7
"(255299.29367460002, 6256027.019069724)",1652880525330,7
"(255299.29367460002, 6256027.019069724)",1652880525441,7
"(255299.29367460002, 6256027.019069724)",1652880525535,7
"(255308.8483031357, 6255979.245927044)",1652880525630,7
