center,time,id_pan
"(260296.8750076358, 6255338.337602725)",1655818700389,0
"(260295.0835147853, 6255339.53193129)",1655818700491,0
"(260290.0076183757, 6255342.816334848)",1655818700591,0
"(260283.43881125737, 6255348.48939554)",1655818700689,0
"(260275.37709343035, 6255355.953949084)",1655818700793,0
"(260271.79410772945, 6255358.044024074)",1655818700897,0
"(260263.13522561896, 6255362.224174057)",1655818700996,0
"(260260.14940420154, 6255366.1057418985)",1655818701087,0
"(260278.66149698937, 6255375.660370434)",1655818701196,0
"(260289.11187195027, 6255376.556116858)",1655818701288,0
"(260297.77075406077, 6255375.958952575)",1655818701388,0
"(260297.77075406077, 6255375.958952575)",1655818701496,0
"(260298.06933620252, 6255372.375966875)",1655818701587,0
"(260297.77075406077, 6255369.091563318)",1655818703895,1
"(260294.4863505016, 6255369.987309743)",1655818703989,1
"(260292.6948576512, 6255370.584474025)",1655818704089,1
"(260291.7991112259, 6255371.77880259)",1655818704198,1
"(260290.00761837544, 6255373.271713297)",1655818704295,1
"(260285.82746839104, 6255374.466041862)",1655818704394,1
"(260279.85582555624, 6255376.556116853)",1655818704490,1
"(260273.88418272143, 6255377.750445419)",1655818704588,1
"(260270.30119702054, 6255378.347609702)",1655818704691,1
"(260270.30119702054, 6255378.347609702)",1655818704797,1
"(260270.30119702054, 6255378.347609702)",1655818704889,1
"(260270.30119702054, 6255378.347609702)",1655818704997,1
"(260270.30119702054, 6255378.347609702)",1655818705089,1
"(260270.30119702054, 6255378.347609702)",1655818705199,1
"(260269.1068684535, 6255375.361788285)",1655818705292,1
"(260268.50970417002, 6255374.167459719)",1655818705394,1
"(260267.91253988654, 6255373.868877578)",1655818705488,1
"(260267.91253988654, 6255373.868877578)",1655818705600,1
"(260267.91253988654, 6255373.868877578)",1655818705694,1
"(260267.91253988654, 6255373.868877578)",1655818705789,1
"(260267.91253988654, 6255373.868877578)",1655818705898,1
"(260267.91253988654, 6255373.868877578)",1655818705992,1
"(260267.91253988654, 6255373.868877578)",1655818706099,1
"(260267.91253988654, 6255373.868877578)",1655818706192,1
"(260268.8082863118, 6255374.46604186)",1655818706297,1
"(260269.70403273706, 6255375.361788284)",1655818706388,1
