center,time,id_pan
"(550947.5062238555, 5745609.749344103)",1652363979608,0
"(550947.5062238555, 5745743.514143602)",1652363979709,0
"(551062.1617662832, 5746106.590027956)",1652363979809,0
"(551272.3635940673, 5746565.212197667)",1652363979909,0
"(550756.4136531422, 5747425.128765875)",1652363985109,1
"(550374.2285117161, 5747864.641678514)",1652363985210,1
"(550336.0099975736, 5747979.297220942)",1652363987109,2
"(550718.1951389995, 5747998.406478013)",1652363987213,2
"(550928.3969667837, 5747941.078706799)",1652363987309,2
"(551444.3469077088, 5747883.750935585)",1652363987409,2
"(551578.1117072077, 5747864.641678514)",1652363987509,2
"(551578.1117072077, 5747864.641678514)",1652363987622,2
"(551616.3302213503, 5747883.750935585)",1652363987711,2
"(551616.3302213503, 5747883.750935585)",1652363987809,2
"(551616.3302213503, 5747883.750935585)",1652363987921,2
"(551616.3302213503, 5747883.750935585)",1652363988008,2
"(551616.3302213503, 5747883.750935585)",1652363988111,2
"(551616.3302213503, 5747883.750935585)",1652363988220,2
"(538488.2706133713, 5742374.910420501)",1652364000009,3
"(538946.8927830824, 5744152.07132813)",1652364000109,3
"(539118.876096724, 5744744.458297339)",1652364000209,3
"(539118.876096724, 5744744.458297339)",1652364000308,3
"(539118.876096724, 5744744.458297339)",1652364000408,3
"(539118.876096724, 5744744.458297339)",1652364000509,3
"(539118.876096724, 5744744.458297339)",1652364000609,3
"(561674.9252335031, 5993727.252516135)",1652364018009,4
"(561464.723405719, 5993306.8488605665)",1652364018108,4
"(561713.1437476459, 5992922.87222629)",1652364021109,5
"(560566.5883233683, 5993477.0406813575)",1652364021208,5
"(558082.3849041, 5994872.016447561)",1652364021308,5
"(558141.4466068355, 5995112.928133364)",1652364028109,6
"(558112.7827212285, 5995093.818876292)",1652364028211,6
"(558265.6567777988, 5994682.969849258)",1652364028308,6
"(558456.7493485117, 5994358.112479045)",1652364028409,6
"(558456.7493485117, 5994348.557850509)",1652364028509,6
"(558456.7493485117, 5994348.557850509)",1652364028608,6
"(558456.7493485117, 5994348.557850509)",1652364028709,6
"(558456.7493485117, 5994348.557850509)",1652364028809,6
"(559058.6909462574, 5993536.414424978)",1652364028909,6
"(559049.1363177218, 5992886.699684552)",1652364031709,7
"(559020.4724321149, 5992571.396942874)",1652364031809,7
"(559010.9178035792, 5992399.413629232)",1652364031910,7
"(559001.3631750436, 5992322.976600946)",1652364032009,7
"(559001.3631750436, 5992313.421972411)",1652364032109,7
"(559001.3631750436, 5992313.421972411)",1652364032222,7
"(559001.3631750436, 5992313.421972411)",1652364032317,7
"(559049.1363177218, 5992475.850657516)",1652364032412,7
"(559106.4640889356, 5992676.497856767)",1652364032516,7
"(559106.4640889356, 5992676.497856767)",1652364032609,7
"(559106.4640889356, 5992676.497856767)",1652364032713,7
"(559106.4640889356, 5992676.497856767)",1652364032823,7
"(559106.4640889356, 5992676.497856767)",1652364032917,7
"(559106.4640889356, 5992676.497856767)",1652364033012,7
"(559106.4640889356, 5992676.497856767)",1652364033120,7
"(559106.4640889356, 5992676.497856767)",1652364033216,7
"(559106.4640889356, 5992676.497856767)",1652364033309,7
"(559116.0187174713, 5992772.044142125)",1652364033409,7
"(559135.1279745426, 5992877.145056018)",1652364033508,7
"(559522.9573959972, 5993433.23224372)",1652364036508,8
"(559900.7987060356, 5993513.465168669)",1652364047708,9
"(559891.2440775, 5993420.3075404465)",1652364047809,9
"(559874.5234775626, 5993343.870512163)",1652364047909,9
"(559862.580191893, 5993276.988112413)",1652364048009,9
"(559860.1915347591, 5993214.883026931)",1652364054009,10
"(559850.6369062235, 5993114.559427307)",1652364054108,10
"(559826.7503348844, 5993009.458513415)",1652364054208,10
"(559783.754506474, 5992861.361771112)",1652364054308,10
"(559783.754506474, 5992861.361771112)",1652364054423,10
"(559783.754506474, 5992861.361771112)",1652364054510,10
"(559783.754506474, 5992861.361771112)",1652364054608,10
"(559783.754506474, 5992861.361771112)",1652364054708,10
"(559778.9771922062, 5992804.033999898)",1652364054809,10
"(559747.9246494654, 5992598.609486381)",1652364054910,10
"(559721.6494209924, 5992421.848858472)",1652364055010,10
"(559709.7061353228, 5992345.411830187)",1652364055108,10
"(559709.7061353228, 5992345.411830187)",1652364055208,10
"(559709.7061353228, 5992345.411830187)",1652364055309,10
"(559709.7061353228, 5992345.411830187)",1652364055409,10
"(559709.7061353228, 5992345.411830187)",1652364055508,10
"(559709.7061353228, 5992309.581973179)",1652364055609,10
"(559700.1515067872, 5992218.813002092)",1652364055709,10
"(559676.2649354481, 5992094.602831128)",1652364055808,10
"(559640.4350784394, 5991951.283403092)",1652364055908,10
"(559745.5359923315, 5992032.497745645)",1652364057408,11
"(560118.1665052215, 5992273.752116171)",1652364057509,11
"(560173.1056193014, 5992302.416001778)",1652364057609,11
"(560173.1056193014, 5992302.416001778)",1652364057710,11
"(560173.1056193014, 5992302.416001778)",1652364057809,11
"(559746.6242008236, 5993744.824759923)",1652364060408,12
"(559881.6894489643, 5994544.917177312)",1652364067609,13
"(559900.7987060356, 5994425.484320616)",1652364067709,13
"(559910.3533345712, 5994346.658635199)",1652364067808,13
"(559919.9079631069, 5994272.610264048)",1652364067909,13
"(559919.9079631069, 5994263.055635512)",1652364068009,13
"(559919.9079631069, 5994263.055635512)",1652364068110,13
"(559919.9079631069, 5994263.055635512)",1652364068209,13
"(559919.9079631069, 5994263.055635512)",1652364068309,13
"(559919.9079631069, 5994263.055635512)",1652364068412,13
"(559953.3491629816, 5994150.788750218)",1652364068510,13
"(559962.9037915173, 5994103.01560754)",1652364068610,13
"(559965.2924486512, 5994093.460979003)",1652364068709,13
"(559965.2924486512, 5994091.072321869)",1652364068809,13
"(559965.2924486512, 5994091.072321869)",1652364068909,13
"(559965.2924486512, 5994091.072321869)",1652364069009,13
"(559965.2924486512, 5994091.072321869)",1652364069108,13
"(559965.2924486512, 5994091.072321869)",1652364069209,13
"(559909.1590060041, 5993760.019372215)",1652364071808,14
"(559909.1590060041, 5993671.639058258)",1652364071908,14
"(559909.1590060041, 5993669.250401124)",1652364072008,14
"(559909.1590060041, 5993669.250401124)",1652364072108,14
"(559921.1022916737, 5994039.49225688)",1652364072208,14
"(139792.87748233753, 5753530.101668417)",1652364101309,16
"(139801.2377823062, 5753570.708839696)",1652364101410,16
"(139846.92397370344, 5753590.369134153)",1652364103709,17
"(139849.31263083735, 5753284.621021002)",1652364107008,18
"(139849.31263083735, 5753275.0663924655)",1652364107108,18
"(139846.92397370344, 5753265.511763929)",1652364107208,18
"(139844.53531656953, 5753246.402506857)",1652364107309,18
"(139844.53531656953, 5753229.681906919)",1652364107409,18
"(139983.0774303364, 5753012.314107724)",1652364110609,19
"(140155.060743978, 5752900.047222431)",1652364110708,19
"(140159.83805824583, 5752890.492593895)",1652364110809,19
"(140178.9473153171, 5752857.051394018)",1652364110909,19
"(-188811.86098950877, 6125168.638040777)",1652364129510,20
"(-185525.06877324614, 6125053.98249835)",1652364129608,20
"(-183480.37826661768, 6125053.98249835)",1652364129710,20
"(-182964.42832569272, 6125225.965811992)",1652364132508,21
"(-181129.93964684848, 6126678.269349408)",1652364132609,21
"(-181053.5026185633, 6126754.706377693)",1652364132709,21
"(-181053.5026185633, 6126754.706377693)",1652364132808,21
"(-181053.5026185633, 6126754.706377693)",1652364132909,21
"(-179251.0318913, 6126675.461881254)",1652364134608,22
"(-178935.72914962363, 6127162.747936573)",1652364135808,23
"(-178868.84674987406, 6127296.512736073)",1652364135909,23
"(-178782.85509305325, 6127430.277535574)",1652364136008,23
"(-178782.85509305325, 6127430.277535574)",1652364136110,23
"(-178782.85509305325, 6127430.277535574)",1652364136222,23
"(-178773.3004645176, 6127439.83216411)",1652364136308,23
"(-178744.63657891066, 6127487.605306789)",1652364136410,23
"(-178687.30880769683, 6127602.26084922)",1652364137516,24
"(-178668.19955062555, 6127650.033991898)",1652364137609,24
"(-178649.0902935543, 6127669.143248971)",1652364137709,24
"(-178649.0902935543, 6127669.143248971)",1652364137818,24
"(-178649.0902935543, 6127669.143248971)",1652364137912,24
"(-178649.0902935543, 6127669.143248971)",1652364138021,24
"(-178649.0902935543, 6127669.143248971)",1652364138116,24
"(-178649.0902935543, 6127669.143248971)",1652364138211,24
"(-178620.42640794732, 6127764.689534328)",1652364138309,24
"(-178582.20789380476, 6127888.899705293)",1652364138409,24
"(-178572.65326526915, 6127917.563590901)",1652364138509,24
"(-179403.9059478704, 6127621.370106295)",1652364142709,25
"(-183906.96178865884, 6125676.034909344)",1652364148208,26
"(-184871.9792707592, 6125876.682108593)",1652364148309,26
"(-185999.8216370719, 6125787.51957526)",1652364158409,27
"(-186011.76492274145, 6125806.628832332)",1652364158509,27
"(-186035.65149408055, 6125825.738089404)",1652364158609,27
"(-186059.53806541965, 6125844.847346476)",1652364158709,27
"(-186071.4813510892, 6125859.17928928)",1652364158809,27
"(-186078.64732249093, 6125868.733917817)",1652364158909,27
"(-186078.64732249093, 6125868.733917817)",1652364159009,27
"(-186078.64732249093, 6125868.733917817)",1652364159111,27
"(-186078.64732249093, 6125868.733917817)",1652364159221,27
"(-186078.64732249093, 6125868.733917817)",1652364159309,27
"(-186078.64732249093, 6125868.733917817)",1652364159410,27
"(-186078.64732249093, 6125868.733917817)",1652364159509,27
"(-186064.31537968747, 6125756.467032524)",1652364159609,27
"(-186047.5947797501, 6125658.532090034)",1652364159709,27
"(-186040.42880834843, 6125603.592975954)",1652364159808,27
"(-186038.04015121446, 6125586.872376015)",1652364159909,27
"(-186038.04015121446, 6125586.872376015)",1652364160009,27
"(-186038.04015121446, 6125586.872376015)",1652364160110,27
"(-186038.04015121446, 6125586.872376015)",1652364160208,27
"(-186038.04015121446, 6125586.872376015)",1652364160308,27
"(-185985.48969426844, 6125486.548776391)",1652364160409,27
"(-185940.10520872416, 6125367.115919695)",1652364160509,27
"(-185889.94340891202, 6125319.342777017)",1652364162710,28
"(-185727.514723806, 6125133.027520573)",1652364162809,28
"(232104.8317411822, 6348403.114427187)",1652364187908,29
"(232104.8317411822, 6348412.669055723)",1652364188009,29
"(232104.8317411822, 6348412.669055723)",1652364188111,29
"(232104.8317411822, 6348412.669055723)",1652364188223,29
"(232104.8317411822, 6348412.669055723)",1652364188317,29
"(232104.8317411822, 6348412.669055723)",1652364188412,29
"(232047.50396996833, 6348345.786655973)",1652364188509,29
"(231674.873457078, 6347829.836715047)",1652364188609,29
"(231569.7725431859, 6347485.870087762)",1652364189809,30
"(231598.43642879283, 6347361.659916799)",1652364189910,30
"(231598.43642879283, 6347017.693289506)",1652364196208,31
"(231579.32717172155, 6346950.810889754)",1652364196309,31
"(231560.21791465025, 6346903.037747074)",1652364196409,31
"(231541.10865757897, 6346855.264604393)",1652364196508,31
"(231541.10865757897, 6346826.600718785)",1652364196609,31
"(231541.10865757897, 6346826.600718785)",1652364196709,31
"(231541.10865757897, 6346826.600718785)",1652364196820,31
"(231521.99940050766, 6346769.272947569)",1652364196909,31
"(232409.64757736778, 6347574.0709226485)",1652364201110,32
"(232402.48160596608, 6347646.924965231)",1652364201209,32
"(232382.17802032785, 6347710.224379281)",1652364202809,33
"(232375.01204892612, 6347716.196022116)",1652364202910,33
"(232366.65174895746, 6347716.196022116)",1652364203008,33
"(232222.1379923558, 6347752.025879126)",1652364203109,33
"(232179.14216394536, 6347762.774836229)",1652364206810,34
"(232167.1988782758, 6347761.580507662)",1652364206910,34
"(232077.62423575416, 6347786.661407569)",1652364207009,34
"(232076.42990718718, 6347786.661407569)",1652364207108,34
"(232076.42990718718, 6347786.661407569)",1652364207213,34
"(232076.42990718718, 6347786.661407569)",1652364207309,34
"(232076.42990718718, 6347786.661407569)",1652364207408,34
"(232076.42990718718, 6347786.661407569)",1652364207512,34
"(232076.42990718718, 6347786.661407569)",1652364207621,34
"(232076.42990718718, 6347786.661407569)",1652364207715,34
"(232076.42990718718, 6347786.661407569)",1652364207811,34
"(232076.42990718718, 6347786.661407569)",1652364207919,34
"(232075.23557862022, 6347787.855736136)",1652364208008,34
"(232076.42990718718, 6347789.050064703)",1652364208111,34
"(232076.42990718718, 6347789.050064703)",1652364208210,34
"(232045.37736444635, 6347818.908278878)",1652364208310,34
"(232007.1588503038, 6347830.851564548)",1652364208409,34
"(232007.1588503038, 6347830.851564548)",1652364208508,34
"(232007.1588503038, 6347826.07425028)",1652364208609,34
"(232007.1588503038, 6347785.4670790015)",1652364208710,34
"(231999.99287890206, 6347740.082593456)",1652364208810,34
"(231990.43825036642, 6347711.418707848)",1652364208909,34
"(231901.33802700043, 6347737.516966874)",1652364211310,35
"(231865.50816999178, 6347797.233395223)",1652364211410,35
"(231860.730855724, 6347837.840566501)",1652364212909,36
"(231860.730855724, 6347840.229223635)",1652364213012,36
"(231860.730855724, 6347840.229223635)",1652364213109,36
"(231858.34219859005, 6347845.006537903)",1652364213209,36
"(231848.7875700544, 6347852.172509305)",1652364213308,36
"(231834.45562725095, 6347856.949823573)",1652364213409,36
"(540671.0313644655, 5739281.302565585)",1652364240810,39
"(539792.005539186, 5736835.31766046)",1652364240908,39
"(539104.0722846192, 5734733.29938262)",1652364241009,39
"(539027.6352563341, 5734236.458698766)",1652364241110,39
"(539027.6352563341, 5734121.803156339)",1652364241209,39
"(538721.8871431934, 5732516.625562351)",1652364241310,39
"(538530.7945724806, 5731217.196081504)",1652364241409,39
"(538530.7945724806, 5731102.540539077)",1652364241509,39
"(538530.7945724806, 5731064.322024934)",1652364241609,39
"(538530.7945724806, 5731064.322024934)",1652364241711,39
"(539142.290798762, 5733548.525444202)",1652364241809,39
"(542008.6793594562, 5742338.783696996)",1652364241909,39
"(541323.8902102538, 5745159.85387128)",1652364245009,40
"(541744.2938658223, 5746860.577750625)",1652364245108,40
"(541744.2938658223, 5746860.577750625)",1652364245208,40
"(541744.2938658223, 5746860.577750625)",1652364245309,40
"(542893.2073691231, 5747545.8733402705)",1652364246110,41
"(542004.626915308, 5747861.176081947)",1652364246208,41
"(541560.3366884004, 5747937.613110232)",1652364246309,41
"(541560.3366884004, 5747937.613110232)",1652364246410,41
"(541560.3366884004, 5747937.613110232)",1652364246511,41
"(541560.3366884004, 5747937.613110232)",1652364246622,41
"(541560.3366884004, 5747937.613110232)",1652364246709,41
"(541560.3366884004, 5747937.613110232)",1652364246808,41
"(533399.3928308701, 5749586.70402264)",1652364247808,42
"(537603.4293865548, 5747102.500603374)",1652364247909,42
"(538979.295895688, 5745879.508150812)",1652364248009,42
"(539017.5144098306, 5745841.28963667)",1652364248109,42
"(537259.4627592715, 5745573.760037672)",1652364249709,43
"(535424.9740804273, 5745115.137867961)",1652364249809,43
"(535386.7555662848, 5745115.137867961)",1652364249909,43
"(535386.7555662848, 5745115.137867961)",1652364250008,43
"(535386.7555662848, 5745115.137867961)",1652364250109,43
"(535386.7555662848, 5745115.137867961)",1652364250209,43
"(536102.0026065388, 5743089.2554268595)",1652364251109,44
"(535280.3045524731, 5740719.707550021)",1652364251210,44
"(534668.8083261916, 5738808.781842893)",1652364251310,44
"(534668.8083261916, 5738808.781842893)",1652364251409,44
"(534668.8083261916, 5738808.781842893)",1652364251509,44
