center,time,id_pan
"(260300.7539790455, 6255337.220616927)",1655822374420,0
"(260318.96748969157, 6255339.60927406)",1655822374516,0
"(260348.22853958202, 6255346.47666332)",1655822374616,0
"(260379.28108232288, 6255353.941216863)",1655822374716,0
"(260403.76481794548, 6255366.183084672)",1655822374816,0
"(260438.40034638724, 6255379.619281049)",1655822374923,0
"(260457.50960345857, 6255387.382416733)",1655822375022,0
"(260454.5237820412, 6255385.292341741)",1655822387023,1
"(260428.24855356815, 6255370.064652513)",1655822387117,1
"(260407.6463857881, 6255358.1213668445)",1655822387225,1
"(260399.28608581936, 6255352.149724011)",1655822387321,1
"(274060.9716399202, 6250686.205101964)",1655822414825,2
"(274027.53044004546, 6250762.64213025)",1655822414925,2
"(274003.64386870636, 6250815.192587199)",1655822415021,2
"(273979.75729736726, 6250858.188415609)",1655822415118,2
"(273979.75729736726, 6250858.188415609)",1655822415223,2
"(273955.87072602817, 6250886.852301217)",1655822415324,2
"(273898.5429548144, 6250905.961558289)",1655822420424,3
"(273693.1184412979, 6250920.293501093)",1655822420521,3
"(273129.39535769477, 6250944.180072433)",1655822420618,3
"(273057.7356436775, 6250944.180072433)",1655822420724,3
"(273014.7398152671, 6250925.070815361)",1655822420821,3
"(256193.7335184574, 6255839.918407573)",1655822436416,4
"(256174.6242613861, 6255792.742429176)",1655822436523,4
"(256161.4866471496, 6255756.315407882)",1655822436617,4
"(256157.90366144874, 6255745.566450779)",1655822436724,4
"(256157.3064971653, 6255743.774957929)",1655822436818,4
"(256157.3064971653, 6255743.774957929)",1655822436927,4
"(256157.90366144874, 6255743.774957929)",1655822437020,4
"(256214.6342683791, 6255749.14943648)",1655822437128,4
"(256221.80023978086, 6255750.343765047)",1655822437222,4
"(256221.80023978086, 6255750.343765047)",1655822437331,4
"(256221.80023978086, 6255750.343765047)",1655822437426,4
"(256221.80023978086, 6255750.343765047)",1655822437522,4
"(256221.80023978086, 6255750.343765047)",1655822437620,4
"(256221.80023978086, 6255750.343765047)",1655822437726,4
"(256221.80023978086, 6255750.343765047)",1655822437818,4
"(256221.80023978086, 6255750.343765047)",1655822437917,4
"(256221.80023978086, 6255750.343765047)",1655822438023,4
"(256230.757704033, 6255752.135257898)",1655822438117,4
"(256354.37071071294, 6255770.050186403)",1655822438218,4
"(256365.11966781554, 6255771.841679254)",1655822445117,5
"(256319.13801798777, 6255750.940929331)",1655822445223,5
"(256276.1421895774, 6255733.623165109)",1655822445322,5
"(550798.9376122515, 5744708.331573832)",1655822489716,6
"(549231.9785324055, 5742797.405866704)",1655822489816,6
"(548238.2971646982, 5741115.791244431)",1655822489916,6
"(547550.3639101315, 5740083.891362582)",1655822490018,6
"(552327.678177955, 5741459.757871714)",1655822491327,7
"(565436.6285288627, 5745243.390771832)",1655822491416,7
"(568264.7985754142, 5746351.7276819665)",1655822493017,8
"(571245.8426785362, 5747460.064592101)",1655822493121,8
"(572354.1795886713, 5747880.468247669)",1655822493216,8
"(572354.1795886713, 5747880.468247669)",1655822493324,8
"(570099.2872542585, 5747307.19053553)",1655822493418,8
"(561805.8696853169, 5745319.827800117)",1655822493526,8
"(561767.6511711744, 5745319.827800117)",1655822493620,8
"(561767.6511711744, 5745319.827800117)",1655822493722,8
"(561767.6511711744, 5745319.827800117)",1655822493817,8
"(561767.6511711744, 5745319.827800117)",1655822493917,8
"(561767.6511711744, 5745319.827800117)",1655822494017,8
"(561767.6511711744, 5745319.827800117)",1655822494117,8
"(561767.6511711744, 5745319.827800117)",1655822494219,8
"(561767.6511711744, 5745319.827800117)",1655822494316,8
"(557410.7405589194, 5745893.105512256)",1655822494426,8
"(550072.7858435425, 5745969.542540541)",1655822494516,8
"(547856.1120232723, 5747536.501620387)",1655822495825,9
"(544034.2606090135, 5751625.882633644)",1655822495925,9
"(543728.5124958729, 5752199.1603457825)",1655822496020,9
"(543613.8569534451, 5752504.908458923)",1655822496124,9
"(543613.8569534451, 5752504.908458923)",1655822496217,9
"(543613.8569534451, 5752504.908458923)",1655822496317,9
"(543613.8569534451, 5752504.908458923)",1655822496417,9
"(543613.8569534451, 5752504.908458923)",1655822496518,9
"(543613.8569534451, 5752504.908458923)",1655822496632,9
"(543613.8569534451, 5752619.564001351)",1655822496717,9
"(542887.7051847359, 5755371.297019617)",1655822496824,9
"(542581.9570715952, 5757396.878269172)",1655822496924,9
"(542581.9570715952, 5757396.878269172)",1655822497018,9
"(542581.9570715952, 5757396.878269172)",1655822497127,9
"(542543.7385574527, 5757282.222726745)",1655822497221,9
"(541970.460845314, 5756135.667302468)",1655822497324,9
"(541588.275703888, 5754912.674849906)",1655822497423,9
"(541397.1831331751, 5754033.649024627)",1655822497524,9
"(541244.3090766049, 5753422.152798346)",1655822497617,9
"(541129.6535341772, 5753116.404685207)",1655822497719,9
"(541014.9979917496, 5752504.908458925)",1655822497823,9
"(541014.9979917496, 5752275.5973740695)",1655822497916,9
"(541014.9979917496, 5752275.5973740695)",1655822498017,9
"(541014.9979917496, 5752275.5973740695)",1655822498117,9
"(541014.9979917496, 5752275.5973740695)",1655822498218,9
"(541014.9979917496, 5752275.5973740695)",1655822498318,9
"(541014.9979917496, 5752275.5973740695)",1655822498424,9
"(541014.9979917496, 5749409.208813376)",1655822498520,9
"(540823.9054210366, 5745625.575913259)",1655822498623,9
"(560040.2347933134, 5994731.94745642)",1655822552519,11
"(552014.34682337, 5994273.32528671)",1655822552618,11
"(551785.0357385144, 5994273.32528671)",1655822552717,11
"(551785.0357385144, 5994273.32528671)",1655822552830,11
"(550944.2284273773, 5993814.703117)",1655822552925,11
"(550409.169229381, 5993585.392032144)",1655822553016,11
"(550409.169229381, 5993585.392032144)",1655822553125,11
"(550409.169229381, 5993585.392032144)",1655822553219,11
"(550409.169229381, 5993585.392032144)",1655822553327,11
"(550409.169229381, 5993585.392032144)",1655822553421,11
"(550409.169229381, 5993585.392032144)",1655822553529,11
"(550103.4211162402, 5992591.710664437)",1655822553623,11
"(549874.1100313845, 5991292.28118359)",1655822553722,11
"(549797.6730030993, 5990910.096042165)",1655822553823,11
"(549721.235974814, 5990604.347929024)",1655822553919,11
"(549721.235974814, 5990451.473872454)",1655822554018,11
"(549644.7989465288, 5990375.036844169)",1655822554117,11
"(559998.9669513222, 5992673.262333111)",1655822561019,12
"(559846.0928947519, 5992443.951248256)",1655822561118,12
"(559693.2188381817, 5992119.093878044)",1655822561218,12
"(559616.7818098966, 5991985.329078545)",1655822561318,12
"(559597.6725528253, 5991928.001307331)",1655822561417,12
"(559463.9077533263, 5991698.690222476)",1655822561518,12
"(550164.3517548239, 5990211.52587627)",1655822567717,13
"(547794.8038779834, 5988912.096395423)",1655822567816,13
"(547259.7446799871, 5988682.785310567)",1655822567918,13
"(547259.7446799871, 5988682.785310567)",1655822568026,13
"(547259.7446799871, 5988682.785310567)",1655822568121,13
"(545501.6930294279, 5987841.977999431)",1655822568218,13
"(545043.0708597167, 5987612.666914576)",1655822568325,13
