center,time,id_pan
"(255262.05525495793, 6246987.843395533)",1652366318139,0
"(256026.42553780967, 6249051.643159231)",1652366318239,0
"(256370.39216509298, 6250121.761555223)",1652366318339,0
"(257096.5439338021, 6252032.687262351)",1652366318439,0
"(257211.1994762299, 6252376.653889634)",1652366318539,0
"(257211.1994762299, 6252376.653889634)",1652366318639,0
"(257211.1994762299, 6252376.653889634)",1652366318739,0
"(257211.1994762299, 6252376.653889634)",1652366318840,0
"(257211.1994762299, 6252376.653889634)",1652366318944,0
"(257211.1994762299, 6252376.653889634)",1652366319052,0
"(257211.1994762299, 6252376.653889634)",1652366319139,0
"(258548.54782291444, 6251654.820532984)",1652366324639,1
"(258548.54782291444, 6251329.963162772)",1652366324739,1
"(258548.54782291444, 6250680.248422349)",1652366324839,1
"(258567.65707998577, 6250527.374365779)",1652366324940,1
"(258567.65707998577, 6250489.155851636)",1652366325040,1
"(258567.65707998577, 6250489.155851636)",1652366325139,1
"(258567.65707998577, 6250489.155851636)",1652366325239,1
"(258567.65707998577, 6250489.155851636)",1652366325339,1
"(541973.6049506782, 5745404.691227504)",1652366377638,2
"(541820.730894108, 5745290.035685076)",1652366377740,2
"(541686.966094609, 5745194.48939972)",1652366377838,2
"(541553.2012951099, 5745098.943114364)",1652366377940,2
"(561852.0632740869, 5994921.603717044)",1652366393540,3
"(561890.2817882295, 5994988.486116795)",1652366393640,3
"(561899.8364167651, 5995074.477773617)",1652366393739,3
"(561909.3910453008, 5995275.124972866)",1652366393840,3
"(561938.0549309077, 5995427.999029437)",1652366393940,3
"(561938.0549309077, 5995504.436057723)",1652366394039,3
"(561947.6095594433, 5995619.091600151)",1652366394139,3
"(561947.6095594433, 5995638.200857223)",1652366394240,3
"(561947.6095594433, 5995647.755485759)",1652366394339,3
"(561871.1725311582, 5995638.200857225)",1652366397639,4
"(561794.7355028731, 5995561.763828939)",1652366397739,4
"(561727.8531031236, 5995494.881429188)",1652366397839,4
"(561651.4160748385, 5995389.7805152945)",1652366397939,4
"(561001.7013344145, 5995256.015715794)",1652366399339,5
"(560753.2809924878, 5995208.242573115)",1652366399440,5
"(560743.7263639522, 5995208.242573115)",1652366399539,5
"(560743.7263639522, 5995208.242573115)",1652366399639,5
"(560743.7263639522, 5995208.242573115)",1652366399739,5
"(560743.7263639522, 5995208.242573115)",1652366399839,5
"(560743.7263639522, 5995208.242573115)",1652366399940,5
"(560743.7263639522, 5995208.242573115)",1652366400053,5
"(560122.2884027965, 5994315.042152735)",1652366407138,7
"(560116.9139242452, 5994308.473345617)",1652366407239,7
"(560115.1224313946, 5994304.890359916)",1652366407339,7
"(560107.9564599928, 5994292.947074246)",1652366407439,7
"(560104.3734742919, 5994288.169759978)",1652366407539,7
