center,time,id_pan
"(260059.4660022775, 6255323.924017851)",1652707643459,0
"(260046.328388041, 6255328.70133212)",1652707643558,0
"(260046.328388041, 6255328.70133212)",1652707643657,0
"(260018.8588310011, 6255346.6162606245)",1652707643757,0
"(260011.69285959937, 6255353.782232027)",1652707643857,0
"(260005.7212167646, 6255362.142531996)",1652707643957,0
"(260002.1382310637, 6255366.919846264)",1652707644062,0
"(260002.1382310637, 6255366.919846264)",1652707644172,0
"(260002.1382310637, 6255366.919846264)",1652707644264,0
"(259997.36091679588, 6255371.697160532)",1652707644357,0
"(259984.2233025594, 6255380.057460501)",1652707644458,0
"(259971.08568832284, 6255384.834774769)",1652707644557,0
"(259930.4785170464, 6255401.555374707)",1652707648057,1
"(259917.3409028099, 6255411.110003243)",1652707648158,1
"(259917.3409028099, 6255411.110003243)",1652707648259,1
"(259914.95224567596, 6255419.470303213)",1652707648357,1
"(259908.98060284124, 6255433.802246016)",1652707648457,1
"(259904.2032885734, 6255438.5795602845)",1652707648558,1
"(259899.42597430554, 6255442.162545986)",1652707648658,1
"(259895.84298860468, 6255446.939860254)",1652707648757,1
"(259887.48268863605, 6255457.688817357)",1652707648857,1
"(259889.8713457699, 6255466.049117326)",1652707652957,2
"(259980.6403168586, 6255485.158374398)",1652707653058,2
"(260008.10987389856, 6255485.158374398)",1652707653158,2
"(260051.1057023089, 6255498.295988635)",1652707653258,2
"(260094.1015307193, 6255498.295988635)",1652707653358,2
"(260094.1015307193, 6255498.295988635)",1652707653458,2
"(260094.1015307193, 6255498.295988635)",1652707653558,2
"(259862.79397919954, 6255427.445240627)",1652707654263,3
"(259879.51457913689, 6255448.943154833)",1652707654363,3
"(259893.84652194037, 6255470.4410690395)",1652707654463,3
"(259922.51040754726, 6255527.768840254)",1652707654560,3
"(259936.84235035075, 6255537.32346879)",1652707654663,3
"(259611.2356328372, 6246749.19634856)",1652707664659,4
"(259601.68100430153, 6246773.082919901)",1652707664759,4
"(259600.4866757346, 6246774.277248467)",1652707664858,4
"(259600.4866757346, 6246774.277248467)",1652707664973,4
"(259600.4866757346, 6246774.277248467)",1652707665067,4
"(273547.4600763904, 6250749.841272114)",1652707676659,5
"(273492.5209623105, 6250754.618586382)",1652707676759,5
"(273411.30661975755, 6250765.367543485)",1652707676857,5
"(273406.52930548973, 6250766.561872052)",1652707676958,5
"(273406.52930548973, 6250766.561872052)",1652707677057,5
"(273406.52930548973, 6250766.561872052)",1652707677158,5
"(273263.3224941709, 6250704.111632588)",1652707680159,6
"(273272.87712270656, 6250747.107461)",1652707680257,6
"(273272.87712270656, 6250747.107461)",1652707680369,6
"(273272.87712270656, 6250747.107461)",1652707680463,6
"(273272.87712270656, 6250747.107461)",1652707680570,6
"(273272.87712270656, 6250747.107461)",1652707680658,6
"(273272.87712270656, 6250747.107461)",1652707680757,6
"(273183.05452628375, 6251014.774018979)",1652707682058,7
"(273240.38229749765, 6251196.311961157)",1652707682159,7
"(273240.38229749765, 6251196.311961157)",1652707682258,7
"(273240.38229749765, 6251196.311961157)",1652707682358,7
"(272788.4301913861, 6251039.830254704)",1652707684059,8
"(272807.53944845736, 6250676.754370349)",1652707684158,8
"(272807.53944845736, 6250638.535856207)",1652707684258,8
"(272807.53944845736, 6250638.535856207)",1652707684358,8
"(272807.53944845736, 6250638.535856207)",1652707684463,8
"(554149.4597053753, 5746854.200746066)",1652707710259,9
"(554225.8967336604, 5746596.225775602)",1652707710359,9
"(554283.2245048742, 5746481.570233173)",1652707710458,9
"(554273.6698763386, 5746366.914690744)",1652707710558,9
"(554225.8967336604, 5746156.712862958)",1652707710659,9
"(554388.2684713068, 5746058.7150687575)",1652707715559,10
"(553910.5370445244, 5745953.614154865)",1652707715658,10
"(553848.4319590428, 5745948.836840597)",1652707715758,10
"(553848.4319590428, 5745948.836840597)",1652707715858,10
"(550770.2360797935, 5744386.377383472)",1652707718358,11
"(549814.7732262288, 5743316.258987481)",1652707718457,11
"(549012.1844292342, 5742857.63681777)",1652707718557,11
"(549012.1844292342, 5742819.4183036275)",1652707718658,11
"(548629.9992878083, 5742666.544247057)",1652707718760,11
"(548018.5030615269, 5742437.233162202)",1652707718858,11
"(548018.5030615269, 5742437.233162202)",1652707718963,11
"(548018.5030615269, 5742399.014648059)",1652707719058,11
"(546948.3846655345, 5742399.014648059)",1652707719157,11
"(546871.9476372492, 5742284.359105632)",1652707719260,11
"(546795.510608964, 5742131.4850490615)",1652707719362,11
"(546795.510608964, 5742131.4850490615)",1652707719457,11
"(546795.510608964, 5742131.4850490615)",1652707719558,11
"(546795.510608964, 5742131.4850490615)",1652707719658,11
"(546795.510608964, 5742131.4850490615)",1652707719759,11
"(545113.8959866902, 5742437.233162202)",1652707719860,11
"(538349.218983452, 5743163.384930911)",1652707719960,11
"(538196.3449268816, 5743163.384930911)",1652707720063,11
"(538196.3449268816, 5743163.384930911)",1652707720159,11
"(538196.3449268816, 5743163.384930911)",1652707720259,11
"(538196.3449268816, 5743163.384930911)",1652707720365,11
"(538196.3449268816, 5743163.384930911)",1652707720457,11
"(538196.3449268816, 5743163.384930911)",1652707720558,11
"(564480.51815994, 5994798.653445853)",1652707733559,12
"(562531.373938668, 5994645.779389283)",1652707733658,12
"(560853.2271794373, 5994778.261655056)",1652707738059,13
"(560585.6975804393, 5995255.993081838)",1652707738158,13
"(560432.823523869, 5995752.833765691)",1652707738259,13
"(560375.4957526552, 5995963.035593475)",1652707738359,13
"(560337.2772385126, 5996230.565192473)",1652707738458,13
"(560241.7309531562, 5996822.952161683)",1652707738559,13
"(560222.621696085, 5997033.153989468)",1652707738659,13
"(560222.621696085, 5997033.153989468)",1652707738759,13
"(560222.621696085, 5997033.153989468)",1652707738858,13
"(560222.621696085, 5997033.153989468)",1652707738959,13
"(560222.621696085, 5997033.153989468)",1652707739059,13
"(560222.621696085, 5997033.153989468)",1652707739158,13
"(560537.2735911132, 5997247.357424907)",1652707742558,14
"(560422.6180486855, 5997457.559252693)",1652707742659,14
"(560403.5087916142, 5997495.777766836)",1652707742759,14
"(560403.5087916142, 5997495.777766836)",1652707742867,14
"(560403.5087916142, 5997495.777766836)",1652707742959,14
"(560403.5087916142, 5997495.777766836)",1652707743070,14
"(560403.5087916142, 5997495.777766836)",1652707743159,14
"(560403.5087916142, 5997495.777766836)",1652707743259,14
"(560403.5087916142, 5997495.777766836)",1652707743359,14
"(560408.2861058823, 5995980.473397503)",1652707749959,16
"(559892.3361649571, 5994939.0188871175)",1652707750058,16
"(559835.0083937433, 5994767.035573474)",1652707750158,16
"(559835.0083937433, 5994767.035573474)",1652707750258,16
"(559835.0083937433, 5994767.035573474)",1652707750359,16
"(559835.0083937433, 5994767.035573474)",1652707750458,16
"(559835.0083937433, 5994767.035573474)",1652707750559,16
"(559510.1510235312, 5994432.623574726)",1652707750659,16
"(559328.6130813541, 5994145.984718656)",1652707750758,16
"(559204.4029103908, 5994079.102318905)",1652707750859,16
"(559099.3019964987, 5994050.438433297)",1652707750958,16
"(559099.3019964987, 5994050.438433297)",1652707751069,16
"(559099.3019964987, 5994050.438433297)",1652707751158,16
"(559099.3019964987, 5994050.438433297)",1652707751257,16
"(559099.3019964987, 5994050.438433297)",1652707751358,16
"(559879.8989258549, 5993990.7151123)",1652707752959,17
"(559879.8989258549, 5993907.112112612)",1652707753059,17
"(559879.8989258549, 5993883.225541272)",1652707753159,17
"(559879.8989258549, 5993883.225541272)",1652707753259,17
"(559879.8989258549, 5993883.225541272)",1652707753358,17
"(559879.8989258549, 5993883.225541272)",1652707753458,17
"(559879.8989258549, 5993883.225541272)",1652707753558,17
"(140245.82971506662, 5753635.97755629)",1652707766958,18
"(140164.61537251365, 5753397.1118429)",1652707767059,18
"(140131.17417263892, 5753229.905843526)",1652707767158,18
"(140104.8989441659, 5753103.307015428)",1652707770962,19
"(140097.73297276418, 5753081.809101223)",1652707771058,19
"(140097.73297276418, 5753081.809101223)",1652707771159,19
"(140097.73297276418, 5753081.809101223)",1652707771258,19
"(-185423.35750654532, 6126177.12204685)",1652707787058,21
"(-185194.04642168974, 6126158.012789778)",1652707787159,21
"(-185002.95385097677, 6126158.012789778)",1652707787258,21
"(-185002.95385097677, 6126158.012789778)",1652707787371,21
"(-185002.95385097677, 6126158.012789778)",1652707787467,21
"(-185022.06310804805, 6126177.12204685)",1652707787559,21
"(-185022.06310804805, 6126177.12204685)",1652707787670,21
"(-185022.06310804805, 6126177.12204685)",1652707787766,21
"(-185060.28162219067, 6126215.340560992)",1652707787859,21
"(-185662.32342637004, 6125890.397699002)",1652707792159,22
"(-185767.42434026214, 6125904.729641806)",1652707792258,22
"(-185767.42434026214, 6125904.729641806)",1652707792359,22
"(-185767.42434026214, 6125904.729641806)",1652707792459,22
"(-185767.42434026214, 6125904.729641806)",1652707792558,22
"(-185767.42434026214, 6125904.729641806)",1652707792659,22
"(-185716.48302247762, 6125812.304220312)",1652707795059,23
"(-185604.21613718383, 6125664.207478009)",1652707795159,23
"(-185503.8925375595, 6125635.543592402)",1652707795258,23
"(-185434.62148067608, 6125630.766278134)",1652707795358,23
"(-185360.5731095248, 6125628.377621)",1652707795459,23
"(-185360.5731095248, 6125628.377621)",1652707795558,23
"(-185360.5731095248, 6125628.377621)",1652707795658,23
"(-185360.5731095248, 6125628.377621)",1652707795759,23
