center,time,id_pan
"(260146.08318519517, 6255315.630969346)",1652877937248,0
"(260174.74707080208, 6255198.586769784)",1652877937348,0
"(260167.58109940038, 6255177.088855578)",1652877937447,0
"(260136.5285566595, 6255146.036312837)",1652877937548,0
"(260060.09152837438, 6255069.599284552)",1652877937653,0
"(260033.81629990134, 6255036.1580846775)",1652877937747,0
"(260033.81629990134, 6255036.1580846775)",1652877937848,0
"(260033.81629990134, 6255036.1580846775)",1652877937947,0
"(260033.81629990134, 6255036.1580846775)",1652877938051,0
"(260048.1482427048, 6255064.821970286)",1652877938148,0
"(260072.0348140439, 6255112.595112965)",1652877938247,0
"(260072.0348140439, 6255114.9837700995)",1652877938350,0
"(259655.42578981473, 6246699.631713023)",1652877944848,1
"(259643.48250414518, 6246686.494098786)",1652877944948,1
"(259606.45831856958, 6246663.801856013)",1652877945049,1
"(259605.26399000263, 6246662.607527446)",1652877945155,1
"(259605.26399000263, 6246662.607527446)",1652877945248,1
"(259605.26399000263, 6246662.607527446)",1652877945355,1
"(259255.85122445534, 6246860.595367903)",1652877949247,2
"(259714.47339416647, 6246631.284283048)",1652877949348,2
"(259714.47339416647, 6246631.284283048)",1652877949449,2
"(259580.70859466738, 6247013.469424473)",1652877949549,2
"(256244.0269492016, 6256085.728416516)",1652877965045,3
"(256244.0269492016, 6256162.1654448025)",1652877965146,3
"(256244.0269492016, 6256229.047844553)",1652877965246,3
"(256244.0269492016, 6256229.047844553)",1652877965345,3
"(256244.0269492016, 6256229.047844553)",1652877965445,3
"(256244.0269492016, 6256229.047844553)",1652877965546,3
"(256229.69500639813, 6256267.266358696)",1652877965645,3
"(256153.25797811302, 6256482.245500748)",1652877965745,3
"(256105.4848354348, 6256668.560757195)",1652877965845,3
"(256081.5982640957, 6256759.329728283)",1652877965945,3
"(256014.71586434622, 6256850.098699371)",1652877966046,3
"(255966.94272166802, 6256912.203784855)",1652877966146,3
"(255928.72420752546, 6256950.4222989995)",1652877966245,3
"(255909.61495045415, 6256964.754241804)",1652877966346,3
"(255857.06449350808, 6257012.527384482)",1652877966445,3
"(255818.84597936552, 6257045.968584358)",1652877966546,3
"(255794.95940802642, 6257069.855155697)",1652877966645,3
"(255794.95940802642, 6257069.855155697)",1652877966746,3
"(255794.95940802642, 6257069.855155697)",1652877966845,3
"(255794.95940802642, 6257069.855155697)",1652877966946,3
"(255637.30803718822, 6257189.288012394)",1652877967045,3
"(255517.87518049267, 6257337.384754697)",1652877967145,3
"(255465.3247235466, 6257394.712525912)",1652877967246,3
"(255460.54740927878, 6257394.712525912)",1652877967345,3
"(255460.54740927878, 6257394.712525912)",1652877967445,3
"(255587.97914619406, 6257287.332175101)",1652877968746,4
"(255330.00417573156, 6257430.651603138)",1652877968846,4
"(255330.00417573156, 6257430.651603138)",1652877968945,4
"(255444.65971815935, 6257249.1136609595)",1652877969045,4
"(255492.43286083758, 6257077.130347317)",1652877969145,4
"(255501.98748937325, 6257067.575718781)",1652877969246,4
"(255501.98748937325, 6257067.575718781)",1652877969345,4
"(256306.24210400356, 6255998.571509643)",1652877970246,5
"(256268.02358986094, 6255711.932653574)",1652877970345,5
"(256248.91433278966, 6255711.932653574)",1652877970446,5
"(255713.85513479338, 6255845.697453073)",1652877970545,5
"(255713.85513479338, 6255864.8067101445)",1652877970648,5
"(255713.85513479338, 6255864.8067101445)",1652877970746,5
"(255713.85513479338, 6255864.8067101445)",1652877970845,5
"(255713.85513479338, 6255864.8067101445)",1652877970946,5
"(255713.85513479338, 6255864.8067101445)",1652877971046,5
"(255713.85513479338, 6255864.8067101445)",1652877971146,5
"(536890.5425697139, 5740707.396973666)",1652877980546,6
"(537138.9629116406, 5741758.406112587)",1652877981746,7
"(537903.3331944924, 5743076.944850504)",1652877981846,7
"(537922.4424515637, 5743134.272621718)",1652877981946,7
"(537922.4424515637, 5743134.272621718)",1652877982046,7
"(537922.4424515637, 5743134.272621718)",1652877982146,7
"(539891.0583649669, 5745027.191946021)",1652877984645,8
"(539905.3903077703, 5745106.0176314395)",1652877984745,8
"(559783.108783445, 5993742.778787505)",1652877992646,9
"(559305.3773566624, 5993456.139931436)",1652877992746,9
"(559095.1755288782, 5993398.812160222)",1652877992845,9
"(558980.5199864506, 5993475.249188507)",1652877992946,9
"(559171.6125571635, 5994029.417643574)",1652877993045,9
"(559209.831071306, 5994067.636157717)",1652877993146,9
"(559209.831071306, 5994067.636157717)",1652877993254,9
"(559209.831071306, 5994067.636157717)",1652877993346,9
"(559209.831071306, 5994067.636157717)",1652877993446,9
"(559209.831071306, 5994067.636157717)",1652877993545,9
"(559611.1254698033, 5994832.006440568)",1652877993646,9
"(559744.8902693023, 5995252.410096136)",1652877993746,9
"(559744.8902693023, 5995252.410096136)",1652877993850,9
"(559744.8902693023, 5995252.410096136)",1652877993945,9
"(559744.8902693023, 5995252.410096136)",1652877994046,9
"(559744.8902693023, 5995252.410096136)",1652877994145,9
"(559744.8902693023, 5995252.410096136)",1652877994246,9
"(559744.8902693023, 5995252.410096136)",1652877994346,9
