center,time,id_pan
"(259065.66843679012, 6255144.776217702)",1655812153899,0
"(259127.7735222718, 6255154.330846238)",1655812153999,0
"(259132.55083653962, 6255154.330846238)",1655812154099,0
"(259132.55083653962, 6255154.330846238)",1655812154208,0
"(256239.11520847408, 6255462.023286351)",1655812155598,1
"(256334.66149383056, 6255462.023286351)",1655812155699,1
"(256334.66149383056, 6255462.023286351)",1655812155798,1
"(256334.66149383056, 6255462.023286351)",1655812155898,1
"(256334.66149383056, 6255462.023286351)",1655812155998,1
"(259616.89117671142, 6246730.65720048)",1655812165506,2
"(259621.6684909793, 6246743.794814717)",1655812165599,2
"(259622.26565526274, 6246744.989143284)",1655812165698,2
"(272967.1290095645, 6251086.296773994)",1655812179201,4
"(272890.69198127947, 6251167.511116548)",1655812179300,4
"(272819.03226726217, 6251263.057401906)",1655812179400,4
"(272776.0364388518, 6251296.49860178)",1655812179499,4
"(272776.0364388518, 6251296.49860178)",1655812179604,4
"(272776.0364388518, 6251296.49860178)",1655812179713,4
"(272943.24243822566, 6251344.271744459)",1655812179800,4
"(273253.7678656342, 6251372.935630066)",1655812179900,4
"(273306.3183225802, 6251372.935630066)",1655812180000,4
"(273306.3183225802, 6251372.935630066)",1655812180103,4
"(273306.3183225802, 6251372.935630066)",1655812180212,4
"(273306.3183225802, 6251372.935630066)",1655812180307,4
"(273306.3183225802, 6251372.935630066)",1655812180400,4
"(273301.5410083124, 6251358.603687263)",1655812180499,4
"(273205.994722956, 6251277.389344709)",1655812180598,4
"(273205.994722956, 6251277.389344709)",1655812180713,4
"(273205.994722956, 6251277.389344709)",1655812180805,4
"(256462.22765720825, 6255868.46983747)",1655812192798,5
"(256624.6563423143, 6255763.368923577)",1655812192908,5
"(256959.06834106194, 6255620.049495541)",1655812192999,5
"(257207.48868298874, 6255534.057838718)",1655812193097,5
"(257780.76639512758, 6254989.444012186)",1655812193199,5
"(258172.50616508914, 6254635.9227563655)",1655812193299,5
"(554078.2796720268, 5748453.547218721)",1655812212997,6
"(550294.6467719105, 5749217.9175015725)",1655812213097,6
"(549797.8060880566, 5749256.136015715)",1655812215100,7
"(549300.965404203, 5749561.884128856)",1655812215199,7
"(548536.5951213512, 5749485.44710057)",1655812217301,8
"(547313.6026687884, 5749141.480473287)",1655812217398,8
"(547313.6026687884, 5749141.480473287)",1655812217498,8
"(547313.6026687884, 5749141.480473287)",1655812217599,8
