x,y,time,id_pan
260322.068048224,6255215.233806718,1655819969815,0
260366.25820520133,6255206.873506749,1655819969909,0
260341.17730529528,6255210.45649245,1655819970012,0
260338.78864816137,6255153.128721235,1655819970114,0
260425.97463354908,6255079.080350082,1655819970219,0
260459.41583342385,6255062.359750144,1655819970313,0
260459.41583342385,6255062.359750144,1655819970414,0
260459.41583342385,6255062.359750144,1655819970509,0
260466.58180482555,6255061.165421577,1655819970617,0
260757.99797516275,6255038.473178805,1655819970714,0
260347.08468116683,6255341.436920417,1655819972417,1
260222.87451020337,6255444.149177175,1655819972513,1
260194.21062459642,6255458.481119979,1655819972610,1
260194.21062459642,6255458.481119979,1655819972710,1
260194.21062459642,6255458.481119979,1655819972818,1
260194.21062459642,6255458.481119979,1655819972911,1
260194.21062459642,6255458.481119979,1655819973019,1
260194.21062459642,6255458.481119979,1655819973114,1
260194.21062459642,6255458.481119979,1655819973224,1
260194.21062459642,6255458.481119979,1655819973316,1
260194.21062459642,6255458.481119979,1655819973411,1
260191.82196746254,6255458.481119979,1655819973517,1
260127.32822484695,6255452.509477144,1655819973612,1
259992.36909678084,6255432.205891505,1655819973712,1
259903.98878282617,6255408.319320165,1655819973812,1
259882.49086862098,6255399.9590201955,1655819973910,1
259869.35325438445,6255392.793048793,1655819974012,1
259832.32906880885,6255374.878120288,1655819974112,1
259784.55592613065,6255346.21423468,1655819974212,1
259761.8636833585,6255329.493634742,1655819974312,1
260212.8574073113,6255326.98976142,1655819987709,2
260446.94580643464,6254873.144905976,1655819987810,2
260695.3661483615,6254581.728735638,1655819987910,2
260972.45037589522,6254314.199136641,1655819988010,2
261015.44620430566,6254252.094051158,1655819988110,2
261015.44620430566,6254252.094051158,1655819988209,2
261015.44620430566,6254252.094051158,1655819988309,2
260967.6730616274,6254161.32508007,1655819988410,2
260427.83654936336,6253430.395997093,1655819988509,2
258825.9526440657,6252435.64985415,1655819990509,3
257989.92264719657,6251891.036027618,1655819990614,3
259115.1179945512,6252831.094433885,1655819992021,4
260796.73261682506,6254230.8475143565,1655819992116,4
260734.70505627192,6256088.045366076,1655819994122,5
260629.60414237977,6256322.133765199,1655819994216,5
259712.6890308257,6246868.549943875,1655820009010,6
259657.1527524623,6246961.1104078125,1655820009112,6
259634.4605096902,6246989.177129137,1655820009211,6
259318.1571583705,6247121.630281598,1655820010515,7
259242.91445865232,6247183.735367079,1655820010610,7
259239.7853760326,6247121.863988836,1655820011716,8
259227.84209036303,6247127.835631671,1655820011810,8
259227.84209036303,6247127.835631671,1655820011910,8
259227.84209036303,6247127.835631671,1655820012011,8
259178.8746191179,6247209.647138507,1655820012117,8
259163.34834774747,6247226.964902729,1655820012210,8
259163.34834774747,6247226.964902729,1655820012320,8
259163.34834774747,6247226.964902729,1655820012412,8
259163.34834774747,6247226.964902729,1655820012522,8
259163.34834774747,6247226.964902729,1655820012612,8
259163.34834774747,6247226.964902729,1655820012711,8
259163.34834774747,6247226.964902729,1655820012811,8
259163.34834774747,6247226.964902729,1655820012911,8
259095.271619431,6247301.610438163,1655820013012,8
258954.34084853018,6247411.488666323,1655820013122,8
258864.9633783816,6247668.989248495,1655820014521,9
258801.0668000495,6247770.507176685,1655820014612,9
258782.5547072617,6247794.990912308,1655820014711,9
258782.5547072617,6247794.990912308,1655820014823,9
258782.5547072617,6247794.990912308,1655820014917,9
258782.5547072617,6247794.990912308,1655820015011,9
258782.5547072617,6247794.990912308,1655820015120,9
258782.5547072617,6247794.990912308,1655820015211,9
258782.5547072617,6247794.990912308,1655820015310,9
258790.9150072304,6247804.545540844,1655820015411,9
258940.2060780999,6247942.490490328,1655820015512,9
259013.06012068418,6247996.832440125,1655820015612,9
259020.8232563694,6248001.609754393,1655820015710,9
259021.42042065284,6248001.609754393,1655820015811,9
259021.42042065284,6248001.609754393,1655820015922,9
259021.42042065284,6248001.609754393,1655820016018,9
259021.42042065284,6248001.609754393,1655820016111,9
259021.42042065284,6248001.609754393,1655820016221,9
259021.42042065284,6248001.609754393,1655820016315,9
259021.42042065284,6248001.609754393,1655820016423,9
259021.42042065284,6248001.609754393,1655820016517,9
259021.42042065284,6248001.609754393,1655820016613,9
259020.8232563694,6248000.415425826,1655820016720,9
259019.03176351896,6247993.249454424,1655820016811,9
259021.42042065284,6247955.03094028,1655820016920,9
259035.75236345633,6247874.4137620125,1655820017017,9
259048.29281340935,6247840.375397854,1655820017110,9
259048.88997769283,6247838.583905003,1655820017219,9
259048.88997769283,6247838.583905003,1655820017311,9
259048.88997769283,6247838.583905003,1655820017419,9
259048.88997769283,6247838.583905003,1655820017510,9
259048.88997769283,6247838.583905003,1655820017611,9
259062.6247562128,6247815.89166223,1655820017718,9
259174.8916415067,6247725.122691141,1655820017811,9
259240.57971268924,6247689.292834132,1655820017919,9
259241.77404125617,6247688.6956698485,1655820018014,9
259241.77404125617,6247688.6956698485,1655820018119,9
259241.77404125617,6247688.6956698485,1655820018218,9
259241.77404125617,6247688.6956698485,1655820018310,9
259241.77404125617,6247688.6956698485,1655820018410,9
259241.77404125617,6247688.6956698485,1655820018510,9
259241.77404125617,6247688.6956698485,1655820018610,9
259254.31449120922,6247693.4729841165,1655820018720,9
259315.82241240737,6247720.942541158,1655820018810,9
259365.98421221954,6247769.9100124035,1655820018920,9
259371.3586907708,6247777.075983806,1655820019017,9
259371.3586907708,6247777.075983806,1655820019112,9
259371.3586907708,6247777.075983806,1655820019218,9
259371.3586907708,6247777.075983806,1655820019315,9
259970.03796916825,6247609.237863414,1655820020418,10
260083.49918302908,6247492.193663851,1655820020520,10
260131.27232570728,6247438.448878338,1655820020617,10
260138.438297109,6247426.5055926675,1655820020710,10
260138.438297109,6247426.5055926675,1655820020817,10
260138.438297109,6247426.5055926675,1655820020914,10
260138.438297109,6247426.5055926675,1655820021017,10
260138.438297109,6247426.5055926675,1655820021111,10
260138.438297109,6247426.5055926675,1655820021221,10
260146.7985970777,6247403.813349897,1655820021317,10
260176.65681125157,6247295.1294503035,1655820021412,10
259618.77765208136,6247472.762831065,1655820022914,11
259609.22302354572,6247445.293274024,1655820023016,11
259603.25138071095,6247423.795359817,1655820023116,11
259597.27973787618,6247392.742817075,1655820023216,11
259590.11376647445,6247323.471760192,1655820023311,11
259588.9194379075,6247299.585188853,1655820023411,11
259588.9194379075,6247299.585188853,1655820023516,11
259588.9194379075,6247299.585188853,1655820023615,11
259588.9194379075,6247299.585188853,1655820023710,11
259588.9194379075,6247299.585188853,1655820023810,11
259588.9194379075,6247299.585188853,1655820023910,11
259588.9194379075,6247299.585188853,1655820024011,11
259588.9194379075,6247299.585188853,1655820024111,11
259588.9194379075,6247299.585188853,1655820024210,11
259630.72093775088,6247202.844574929,1655820024315,11
259672.52243759437,6247088.1890325025,1655820024414,11
260190.70497891944,6247259.2314822,1655820027614,12
260242.0611072985,6247317.75358198,1655820027713,12
260264.75335007065,6247335.668510485,1655820027811,12
260092.0879847178,6246843.010887333,1655820030911,13
260028.7885706692,6246745.075944844,1655820031011,13
260002.51334219618,6246688.942502196,1655820031111,13
259621.52210816817,6247098.292635428,1655820035911,14
259645.40867950732,6247050.519492748,1655820036011,14
259676.46122224815,6246997.969035801,1655820036111,14
259721.84570779247,6246900.034093311,1655820036210,14
259750.50959339936,6246849.872293499,1655820036310,14
259054.22745620488,6247013.756951529,1655820038811,15
258667.2650005111,6247137.967122491,1655820038918,15
