x,y,time,id_pan
260315.5846532228,6255356.848336685,1655818700389,0
260313.7931603723,6255358.042665251,1655818700491,0
260308.7172639627,6255361.3270688085,1655818700591,0
260302.14845684436,6255367.0001295,1655818700689,0
260294.08673901734,6255374.464683044,1655818700793,0
260290.50375331644,6255376.554758035,1655818700897,0
260281.84487120595,6255380.734908017,1655818700996,0
260278.85904978853,6255384.616475859,1655818701087,0
260297.37114257636,6255394.171104394,1655818701196,0
260307.82151753726,6255395.066850818,1655818701288,0
260316.48039964776,6255394.469686535,1655818701388,0
260316.48039964776,6255394.469686535,1655818701496,0
260316.7789817895,6255390.886700835,1655818701587,0
260258.6281420625,6255378.407643011,1655818703895,1
260255.34373850332,6255379.303389436,1655818703989,1
260253.5522456529,6255379.900553718,1655818704089,1
260252.65649922763,6255381.094882283,1655818704198,1
260250.86500637716,6255382.58779299,1655818704295,1
260246.68485639276,6255383.782121555,1655818704394,1
260240.71321355796,6255385.872196546,1655818704490,1
260234.74157072316,6255387.066525112,1655818704588,1
260231.15858502226,6255387.6636893945,1655818704691,1
260231.15858502226,6255387.6636893945,1655818704797,1
260231.15858502226,6255387.6636893945,1655818704889,1
260231.15858502226,6255387.6636893945,1655818704997,1
260231.15858502226,6255387.6636893945,1655818705089,1
260231.15858502226,6255387.6636893945,1655818705199,1
260229.96425645522,6255384.677867978,1655818705292,1
260229.36709217174,6255383.483539412,1655818705394,1
260228.76992788826,6255383.1849572705,1655818705488,1
260228.76992788826,6255383.1849572705,1655818705600,1
260228.76992788826,6255383.1849572705,1655818705694,1
260228.76992788826,6255383.1849572705,1655818705789,1
260228.76992788826,6255383.1849572705,1655818705898,1
260228.76992788826,6255383.1849572705,1655818705992,1
260228.76992788826,6255383.1849572705,1655818706099,1
260228.76992788826,6255383.1849572705,1655818706192,1
260229.66567431352,6255383.782121553,1655818706297,1
260230.56142073878,6255384.677867977,1655818706388,1
260279.56681215743,6255291.711315271,1655818707593,2
260280.16397644093,6255290.516986705,1655818707689,2
260280.16397644093,6255290.516986705,1655818707801,2
260280.16397644093,6255290.516986705,1655818707894,2
260280.16397644093,6255290.516986705,1655818707990,2
260280.16397644093,6255290.516986705,1655818708102,2
260280.4625585827,6255290.516986705,1655818708188,2
260283.14979785838,6255290.516986705,1655818708292,2
260284.9412907089,6255290.218404564,1655818708392,2
260288.82285855155,6255287.829747432,1655818708495,2
260293.30159067767,6255286.336836724,1655818708591,2
260298.37748708727,6255284.843926017,1655818708692,2
260301.36330850475,6255282.753851027,1655818708792,2
260310.3207727569,6255276.483626051,1655818708891,2
260316.59099773347,6255272.004893925,1655818708992,2
260330.26807221136,6255259.566337535,1655818710491,3
260340.12128288875,6255244.637230448,1655818710591,3
260354.45322569227,6255232.0967804985,1655818710688,3
260357.7376292514,6255230.006705506,1655818710791,3
260357.7376292514,6255230.006705506,1655818710891,3
260357.7376292514,6255230.006705506,1655818710990,3
260357.7376292514,6255230.006705506,1655818711090,3
260357.7376292514,6255230.006705506,1655818711188,3
260357.7376292514,6255230.006705506,1655818711288,3
260357.7376292514,6255230.006705506,1655818711394,3
260258.3183360959,6255301.091207781,1655818716991,4
260249.36087184376,6255294.522400662,1655818717091,4
260244.58355757594,6255289.147922111,1655818717192,4
260238.0147504577,6255283.176279276,1655818717291,4
260230.84877905596,6255278.996129291,1655818717390,4
260222.4884790873,6255278.398965008,1655818717490,4
260215.91967196902,6255278.996129291,1655818717590,4
260209.94802913425,6255280.190457858,1655818717688,4
260209.94802913425,6255280.190457858,1655818717788,4
260209.94802913425,6255280.190457858,1655818717898,4
260209.94802913425,6255280.190457858,1655818717990,4
260198.6019077482,6255280.190457858,1655818718090,4
260195.0189220473,6255277.801800724,1655818718190,4
260189.644443496,6255274.815979307,1655818718291,4
260186.06145779515,6255273.024486456,1655818718389,4
260186.06145779515,6255272.427322173,1655818718491,4
260185.46429351167,6255272.427322173,1655818718587,4
260181.28414352733,6255270.635829322,1655818718688,4
260181.28414352733,6255270.635829322,1655818718791,4
260181.28414352733,6255270.635829322,1655818718898,4
260181.28414352733,6255270.635829322,1655818718990,4
260180.68697924385,6255270.635829322,1655818719088,4
260178.89548639342,6255270.635829322,1655818719191,4
260178.89548639342,6255270.635829322,1655818719298,4
260178.89548639342,6255270.635829322,1655818719392,4
260178.29832210994,6255270.635829322,1655818719487,4
260174.71533640905,6255274.218815023,1655818719588,4
260174.71533640905,6255274.218815023,1655818719702,4
260172.92384355864,6255274.815979307,1655818719789,4
260169.93802214126,6255276.607472157,1655818719889,4
260169.93802214126,6255277.204636441,1655818719988,4
260167.54936500738,6255278.996129291,1655818720089,4
260165.16070787347,6255280.190457858,1655818720189,4
260162.7720507395,6255280.787622142,1655818720288,4
260160.38339360562,6255281.981950709,1655818720389,4
260155.00891505432,6255287.35642926,1655818720489,4
260153.81458648737,6255289.745086394,1655818720588,4
260152.02309363693,6255292.133743528,1655818720689,4
260149.634436503,6255293.925236379,1655818720788,4
260147.2457793691,6255295.119564946,1655818720888,4
260145.45428651868,6255295.119564946,1655818720988,4
260143.66279366825,6255295.119564946,1655818721089,4
260141.27413653434,6255295.119564946,1655818721188,4
260139.4826436839,6255295.119564946,1655818721288,4
260139.4826436839,6255295.119564946,1655818721388,4
260133.5110008491,6255293.925236379,1655818721488,4
260129.92801514827,6255291.536579245,1655818721588,4
260122.76204374654,6255287.953593544,1655818721688,4
260120.37338661263,6255286.162100693,1655818721787,4
260119.1790580457,6255283.773443559,1655818721888,4
260119.1790580457,6255281.384786425,1655818721988,4
260119.1790580457,6255278.996129291,1655818722087,4
260119.1790580457,6255276.010307874,1655818722188,4
260119.1790580457,6255271.232993606,1655818722288,4
260116.19323662829,6255265.2613507705,1655818722389,4
260111.41592236044,6255259.289707935,1655818722487,4
260110.818758077,6255256.901050801,1655818722588,4
260110.818758077,6255256.901050801,1655818722697,4
260111.41592236044,6255256.901050801,1655818722792,4
260115.5960723448,6255259.289707935,1655818722887,4
260133.5110008491,6255258.095379368,1655818722988,4
260168.7436935743,6255255.706722234,1655818723088,4
