x,y,time,id_pan
260016.8801632241,6254441.69112011,1652443020938,0
260074.207934438,6254336.590206216,1652443021039,0
260102.8718200449,6254298.371692073,1652443021138,0
260131.53570565183,6254260.153177929,1652443021249,0
260141.09033418747,6254250.598549393,1652443021342,0
260141.09033418747,6254250.598549393,1652443021452,0
260141.09033418747,6254250.598549393,1652443021543,0
260572.9161645205,6252234.561294118,1652443022838,1
260687.57170694825,6251967.03169512,1652443022937,1
260687.57170694825,6251967.03169512,1652443023037,1
260687.57170694825,6251967.03169512,1652443023137,1
260687.57170694825,6251967.03169512,1652443023239,1
260687.57170694825,6251967.03169512,1652443023339,1
260687.57170694825,6251967.03169512,1652443023438,1
260687.57170694825,6251967.03169512,1652443023540,1
260687.57170694825,6251967.03169512,1652443023649,1
259648.57241685892,6256148.381188569,1652443024841,2
259820.5557305006,6255632.431247644,1652443024941,2
258771.55149307312,6248079.680334758,1652443032339,3
259230.1736627842,6249990.606041886,1652443032439,3
259230.1736627842,6250028.8245560285,1652443032539,3
259230.1736627842,6250028.8245560285,1652443032643,3
259230.1736627842,6250028.8245560285,1652443032753,3
259230.1736627842,6250028.8245560285,1652443032849,3
259230.1736627842,6250028.8245560285,1652443032945,3
259230.1736627842,6250028.8245560285,1652443033041,3
272121.822969975,6252409.6242003655,1652443040339,4
272580.4451396861,6252218.531629653,1652443040439,4
272656.88216797134,6252180.31311551,1652443040539,4
272656.88216797134,6252180.31311551,1652443040643,4
272656.88216797134,6252180.31311551,1652443040754,4
272656.88216797134,6252180.31311551,1652443040848,4
268987.904810283,6252180.31311551,1652443040939,4
268032.4419567182,6252142.094601368,1652443041039,4
267956.00492843305,6252142.094601368,1652443041144,4
267764.9123577201,6252180.31311551,1652443041240,4
267726.69384357746,6252256.750143795,1652443041345,4
267726.69384357746,6252256.750143795,1652443041440,4
267726.69384357746,6252256.750143795,1652443041549,4
266618.3569334423,6252906.464884219,1652443041639,4
257868.9190710604,6256867.489207981,1652443047440,5
258365.7597549141,6256294.211495843,1652443047540,5
258996.3652382668,6255797.3708119895,1652443047639,5
259665.18923576214,6255338.748642279,1652443047739,5
259970.9373489029,6255166.765328637,1652443047840,5
259990.04660597423,6255147.656071566,1652443047939,5
259990.04660597423,6255147.656071566,1652443048039,5
259990.04660597423,6255147.656071566,1652443048138,5
259990.04660597423,6255147.656071566,1652443048246,5
258779.4518138674,6252984.765086414,1652443048939,6
258779.4518138674,6252984.765086414,1652443049043,6
258779.4518138674,6252984.765086414,1652443049144,6
258779.4518138674,6253596.261312695,1652443049239,6
258779.4518138674,6253634.479826838,1652443049340,6
258779.4518138674,6253634.479826838,1652443049439,6
258779.4518138674,6253634.479826838,1652443049538,6
539925.0402413711,5743530.320182973,1652443057539,7
539934.5948699068,5744103.597895113,1652443057639,7
539948.9268127102,5744438.009893861,1652443057744,7
539948.9268127102,5744438.009893861,1652443057840,7
539948.9268127102,5744438.009893861,1652443057946,7
539948.9268127102,5744438.009893861,1652443058042,7
539948.9268127102,5744438.009893861,1652443058139,7
539948.9268127102,5744438.009893861,1652443058239,7
539948.9268127102,5744438.009893861,1652443058339,7
539905.9309842999,5744753.312635538,1652443058439,7
539901.153670032,5745145.052405498,1652443058540,7
539891.5990414964,5745221.489433784,1652443058640,7
539891.5990414964,5745221.489433784,1652443058739,7
539891.5990414964,5745221.489433784,1652443058839,7
539905.9309842999,5745503.350975586,1652443058938,7
540049.2504123345,5746387.154115133,1652443059039,7
540077.9142979414,5746497.032343294,1652443059138,7
540082.6916122092,5746501.809657562,1652443059239,7
540082.6916122092,5746501.809657562,1652443059338,7
540082.6916122092,5746501.809657562,1652443059439,7
540073.1369836736,5746826.667027773,1652443059538,7
562363.3465485742,5994986.992991496,1652443073839,8
562649.9854046433,5995225.858704887,1652443073939,8
562793.3048326779,5995354.846190119,1652443074039,8
562879.2964894987,5995498.165618154,1652443074140,8
562922.2923179091,5995579.379960707,1652443074239,8
562922.2923179091,5995579.379960707,1652443074339,8
562922.2923179091,5995579.379960707,1652443074439,8
562922.2923179091,5995579.379960707,1652443074539,8
562979.6200891229,5995942.455845063,1652443074638,8
563046.5024888724,5996209.985444062,1652443074740,8
563046.5024888724,5996209.985444062,1652443074844,8
563046.5024888724,5996209.985444062,1652443074947,8
563046.5024888724,5996209.985444062,1652443075039,8
563046.5024888724,5996209.985444062,1652443075140,8
562745.4068804053,5995305.832435473,1652443075738,9
562821.8439086904,5995566.196063069,1652443075839,9
560448.6258916935,5995085.547410191,1652443080739,11
560276.642578052,5994970.891867762,1652443080840,11
559913.5666936974,5994884.900210939,1652443080938,11
559856.2389224835,5994904.009468011,1652443081039,11
559684.255608842,5995267.085352367,1652443081139,11
559684.255608842,5995305.30386651,1652443081239,11
559684.255608842,5995305.30386651,1652443081338,11
559684.255608842,5995305.30386651,1652443081439,11
559684.255608842,5995305.30386651,1652443081539,11
559684.255608842,5995305.30386651,1652443081638,11
140284.2561617241,5752629.906276438,1652443095939,13
140279.47884745625,5752481.809534134,1652443096040,13
140274.70153318846,5752472.254905598,1652443096139,13
140274.70153318846,5752472.254905598,1652443096238,13
466901.77751936717,5379816.928158535,1652443100139,15
-186293.267844734,6125668.3244264675,1652443108638,16
-186159.50304523492,6125754.316083288,1652443108738,16
-186130.839159628,6125763.870711824,1652443108840,16
-183754.0496768374,6125590.778526945,1652443110839,17
-183634.61682014185,6125590.778526945,1652443110939,17
-183625.06219160618,6125586.001212677,1652443111038,17
-185046.4314632865,6124926.962034692,1652443111938,18
-184974.7717492692,6124866.051277778,1652443112039,18
-184941.33054939445,6124837.38739217,1652443112139,18
284228.9696211855,6318486.806812258,1652443122238,19
287897.9469788739,6313747.711058577,1652443122339,19
289426.68754457746,6311148.852096881,1652443122439,19
289426.68754457746,6311148.852096881,1652443122539,19
289426.68754457746,6311148.852096881,1652443122639,19
289426.68754457746,6303352.275211793,1652443122739,19
286369.2064131704,6293262.58747815,1652443122839,19
285910.58424345934,6292651.091251869,1652443122938,19
285910.58424345934,6292498.2171952985,1652443123039,19
285910.58424345934,6292498.2171952985,1652443123142,19
285910.58424345934,6292498.2171952985,1652443123250,19
285910.58424345934,6294332.705874142,1652443123339,19
285910.58424345934,6296472.942666127,1652443123439,19
285910.58424345934,6296472.942666127,1652443123540,19
285910.58424345934,6296472.942666127,1652443123638,19
231456.4431103069,6348867.434099813,1652443128639,20
230883.16539816806,6348810.106328599,1652443128738,20
230806.72836988285,6348790.997071528,1652443128843,20
230806.72836988285,6348790.997071528,1652443128938,20
230806.72836988285,6348790.997071528,1652443129038,20
231572.12435137623,6348028.702868356,1652443130938,21
231619.8974940545,6347770.727897894,1652443131042,21
231648.5613796614,6347656.072355465,1652443131138,21
231715.44377941097,6347570.080698643,1652443131238,21
231724.99840794664,6347560.526070107,1652443131342,21
231724.99840794664,6347560.526070107,1652443131439,21
231724.99840794664,6347560.526070107,1652443131538,21
231724.99840794664,6347560.526070107,1652443131638,21
231724.99840794664,6347560.526070107,1652443131738,21
231782.3261791605,6347560.526070107,1652443131841,21
232269.6122344785,6347751.618640821,1652443131941,21
232699.5705185826,6347904.492697393,1652443132040,21
232804.67143247474,6347933.156583,1652443132139,21
232804.67143247474,6347933.156583,1652443132239,21
232804.67143247474,6347933.156583,1652443132339,21
232804.67143247474,6347933.156583,1652443132450,21
232457.9996499634,6347754.396219896,1652443135140,22
232192.85870809923,6347792.614734041,1652443135239,22
233353.32421787767,6348150.469488034,1652443137038,23
233386.7654177524,6348260.347716195,1652443137140,23
234451.06892728075,6347380.883191604,1652443142840,24
233930.341672088,6347438.210962819,1652443142939,24
233930.341672088,6347438.210962819,1652443143038,24
233930.341672088,6347438.210962819,1652443143139,24
233930.341672088,6347438.210962819,1652443143239,24
231867.6970583201,6347707.752985434,1652443145840,25
231780.5110729324,6347694.6153711965,1652443145939,25
232176.33432590743,6347722.333988346,1652443148139,26
232230.0791114204,6347672.172188533,1652443148239,26
232299.35016830376,6347620.816060152,1652443148339,26
232372.20421088804,6347579.014560307,1652443148438,26
232373.39853945503,6347579.014560307,1652443148540,26
232373.39853945503,6347579.014560307,1652443148648,26
232337.56868244638,6347508.549174857,1652443148739,26
232333.9856967455,6347452.41573221,1652443148839,26
232336.37435387942,6347438.083789405,1652443148939,26
232359.06659665157,6347422.557518034,1652443149039,26
232373.39853945503,6347416.585875199,1652443149140,26
232373.39853945503,6347416.585875199,1652443149244,26
232373.39853945503,6347416.585875199,1652443149339,26
232373.39853945503,6347416.585875199,1652443149439,26
232341.90510265445,6347569.377071668,1652443153539,27
232338.32211695358,6347567.585578818,1652443153644,27
232338.32211695358,6347567.585578818,1652443153740,27
232338.32211695358,6347567.585578818,1652443153849,27
232338.32211695358,6347567.585578818,1652443153943,27
232338.32211695358,6347567.585578818,1652443154039,27
232312.64405276405,6347619.53887148,1652443154138,27
232270.84255292063,6347691.795749782,1652443154238,27
232270.84255292063,6347692.392914065,1652443154349,27
232270.84255292063,6347692.392914065,1652443154445,27
232270.84255292063,6347692.392914065,1652443154539,27
232270.84255292063,6347692.392914065,1652443154651,27
232256.51061011717,6347702.544706885,1652443154740,27
232241.5815030302,6347712.696499704,1652443154840,27
232240.38717446328,6347713.890828271,1652443154939,27
232234.41553162847,6347737.180235328,1652443155039,27
536581.6459445473,5738096.076246782,1652443166339,28
536419.2172594414,5737742.554990962,1652443166439,28
536409.6626309057,5737713.891105355,1652443166539,28
536409.6626309057,5737713.891105355,1652443166638,28
536409.6626309057,5737713.891105355,1652443166739,28
538182.9983806632,5739202.626454866,1652443168038,29
