x,y,time,id_pan
260231.9849612101,6255219.9092107145,1652877937248,0
260260.64884681703,6255102.865011153,1652877937348,0
260253.48287541533,6255081.367096947,1652877937447,0
260222.43033267444,6255050.314554206,1652877937548,0
260145.99330438933,6254973.877525921,1652877937653,0
260119.7180759163,6254940.4363260465,1652877937747,0
260119.7180759163,6254940.4363260465,1652877937848,0
260119.7180759163,6254940.4363260465,1652877937947,0
260119.7180759163,6254940.4363260465,1652877938051,0
260134.05001871975,6254969.100211655,1652877938148,0
260157.93659005885,6255016.873354334,1652877938247,0
260157.93659005885,6255019.262011468,1652877938350,0
259411.45341105503,6246653.427695564,1652877944848,1
259399.51012538548,6246640.290081327,1652877944948,1
259362.48593980988,6246617.597838554,1652877945049,1
259361.29161124292,6246616.403509987,1652877945155,1
259361.29161124292,6246616.403509987,1652877945248,1
259361.29161124292,6246616.403509987,1652877945355,1
266412.21011820657,6247689.273326252,1652877949247,2
266870.8322879177,6247459.962241396,1652877949348,2
266870.8322879177,6247459.962241396,1652877949449,2
266737.0674884186,6247842.147382822,1652877949549,2
256577.10294594665,6256474.079550706,1652877965045,3
256577.10294594665,6256550.516578992,1652877965146,3
256577.10294594665,6256617.398978743,1652877965246,3
256577.10294594665,6256617.398978743,1652877965345,3
256577.10294594665,6256617.398978743,1652877965445,3
256577.10294594665,6256617.398978743,1652877965546,3
256562.7710031432,6256655.617492885,1652877965645,3
256486.33397485808,6256870.596634937,1652877965745,3
256438.56083217985,6257056.911891384,1652877965845,3
256414.67426084075,6257147.680862472,1652877965945,3
256347.79186109127,6257238.449833561,1652877966046,3
256300.01871841308,6257300.5549190445,1652877966146,3
256261.80020427052,6257338.773433189,1652877966245,3
256242.6909471992,6257353.105375993,1652877966346,3
256190.14049025314,6257400.878518672,1652877966445,3
256151.92197611058,6257434.319718547,1652877966546,3
256128.03540477148,6257458.2062898865,1652877966645,3
256128.03540477148,6257458.2062898865,1652877966746,3
256128.03540477148,6257458.2062898865,1652877966845,3
256128.03540477148,6257458.2062898865,1652877966946,3
255970.38403393328,6257577.639146583,1652877967045,3
255850.95117723773,6257725.735888886,1652877967145,3
255798.40072029165,6257783.063660101,1652877967246,3
255793.62340602383,6257783.063660101,1652877967345,3
255793.62340602383,6257783.063660101,1652877967445,3
251831.31208243367,6258811.046185894,1652877968746,4
251573.33711197117,6258954.365613931,1652877968846,4
251573.33711197117,6258954.365613931,1652877968945,4
251687.99265439896,6258772.827671752,1652877969045,4
251735.76579707718,6258600.84435811,1652877969145,4
251745.32042561285,6258591.289729574,1652877969246,4
251745.32042561285,6258591.289729574,1652877969345,4
258272.78901337212,6256143.330679844,1652877970246,5
258234.5704992295,6255856.691823775,1652877970345,5
258215.46124215823,6255856.691823775,1652877970446,5
257680.40204416195,6255990.456623274,1652877970545,5
257680.40204416195,6256009.565880345,1652877970648,5
257680.40204416195,6256009.565880345,1652877970746,5
257680.40204416195,6256009.565880345,1652877970845,5
257680.40204416195,6256009.565880345,1652877970946,5
257680.40204416195,6256009.565880345,1652877971046,5
257680.40204416195,6256009.565880345,1652877971146,5
537394.3708483821,5741101.350195153,1652877980546,6
539515.282902629,5745406.314175619,1652877981746,7
540279.6531854807,5746724.852913536,1652877981846,7
540298.762442552,5746782.18068475,1652877981946,7
540298.762442552,5746782.18068475,1652877982046,7
540298.762442552,5746782.18068475,1652877982146,7
540278.5449886813,5745326.515054271,1652877984645,8
540292.8769314848,5745405.340739689,1652877984745,8
557118.7445738113,5995064.786902661,1652877992646,9
556641.0131470287,5994778.148046592,1652877992746,9
556430.8113192446,5994720.820275378,1652877992845,9
556316.1557768169,5994797.2573036635,1652877992946,9
556507.2483475298,5995351.425758731,1652877993045,9
556545.4668616724,5995389.644272873,1652877993146,9
556545.4668616724,5995389.644272873,1652877993254,9
556545.4668616724,5995389.644272873,1652877993346,9
556545.4668616724,5995389.644272873,1652877993446,9
556545.4668616724,5995389.644272873,1652877993545,9
556946.7612601697,5996154.014555724,1652877993646,9
557080.5260596686,5996574.4182112925,1652877993746,9
557080.5260596686,5996574.4182112925,1652877993850,9
557080.5260596686,5996574.4182112925,1652877993945,9
557080.5260596686,5996574.4182112925,1652877994046,9
557080.5260596686,5996574.4182112925,1652877994145,9
557080.5260596686,5996574.4182112925,1652877994246,9
557080.5260596686,5996574.4182112925,1652877994346,9
557080.5260596686,5996574.4182112925,1652877994446,9
557080.5260596686,5996574.4182112925,1652877994546,9
557500.9297152371,5997377.007008286,1652877994646,9
558112.4259415185,5998867.529059846,1652877994746,9
558246.1907410175,5999230.6049442,1652877994846,9
558341.7370263739,5999479.025286127,1652877994945,9
558341.7370263739,5999479.025286127,1652877995055,9
558341.7370263739,5999192.386430058,1652877995146,9
558341.7370263739,5998982.184602274,1652877995245,9
558341.7370263739,5998848.419802775,1652877995345,9
558399.0647975877,5999001.293859345,1652877995446,9
558437.2833117303,5999058.621630559,1652877995546,9
558437.2833117303,5998963.075345202,1652877995645,9
558246.1907410172,5997587.20883607,1652877995745,9
558093.316684447,5997281.46072293,1652877995846,9
557959.551884948,5996975.712609789,1652877995946,9
557902.2241137342,5996784.620039077,1652877996045,9
557902.2241137342,5996784.620039077,1652877996145,9
557902.2241137342,5996784.620039077,1652877996246,9
557692.0222859499,5996497.981183007,1652877996346,9
556984.9797743119,5995141.223930947,1652877996445,9
556736.559432385,5994778.148046592,1652877996546,9
556736.559432385,5994778.148046592,1652877996647,9
556736.559432385,5994778.148046592,1652877996745,9
556736.559432385,5994778.148046592,1652877996846,9
559792.6621761032,5992163.671373844,1652877998748,10
559792.6621761032,5992163.671373844,1652877998859,10
559792.6621761032,5992149.339431041,1652877998946,10
559768.7756047641,5992006.020003005,1652877999046,10
559759.2209762285,5991853.145946434,1652877999146,10
559759.2209762285,5991834.036689362,1652877999255,10
559759.2209762285,5991834.036689362,1652877999345,10
559759.2209762285,5991834.036689362,1652877999445,10
559759.2209762285,5991834.036689362,1652877999546,10
559721.0024620859,5991480.515433542,1652877999646,10
559697.1158907468,5991394.523776722,1652877999745,10
559697.1158907468,5991394.523776722,1652877999854,10
559763.9982904963,5991671.608004256,1652877999946,10
559787.8848618354,5991986.910745933,1652878000046,10
559787.8848618354,5991986.910745933,1652878000151,10
559787.8848618354,5991986.910745933,1652878000245,10
556922.8632441541,5994514.372338025,1652878001946,11
556769.9891875839,5994801.011194094,1652878002046,11
556731.7706734414,5994915.666736522,1652878002145,11
556731.7706734414,5994915.666736522,1652878002258,11
556731.7706734414,5994915.666736522,1652878002352,11
556731.7706734414,5994934.775993593,1652878002445,11
556712.6614163701,5995164.087078448,1652878002546,11
556712.6614163701,5995164.087078448,1652878002648,11
556712.6614163701,5995278.742620876,1652878002746,11
556712.6614163701,5995412.507420375,1652878002845,11
556712.6614163701,5995412.507420375,1652878002946,11
556712.6614163701,5995412.507420375,1652878003045,11
556712.6614163701,5995412.507420375,1652878003145,11
556808.2077017266,5995508.053705731,1652878003246,11
557133.0650719384,5995794.692561801,1652878003345,11
557228.6113572948,5995928.4573613,1652878003446,11
557419.7039280079,5996176.877703226,1652878003545,11
557591.6872416495,5996291.533245654,1652878003645,11
557591.6872416495,5996291.533245654,1652878003745,11
557591.6872416495,5996291.533245654,1652878003845,11
557591.6872416495,5996291.533245654,1652878003946,11
558547.150095214,5995871.129590086,1652878004045,11
558833.7889512834,5995641.81850523,1652878004146,11
558833.7889512834,5995622.70924816,1652878004245,11
558929.3352366398,5995393.398163304,1652878004346,11
564781.4328670712,5996238.732066659,1652878005446,12
564876.9791524276,5996429.824637372,1652878005549,12
564876.9791524276,5996429.824637372,1652878005646,12
564876.9791524276,5996429.824637372,1652878005745,12
564781.9394033646,5996253.648200531,1652878007348,13
564715.0570036151,5996511.623170993,1652878007448,13
564681.6158037403,5996688.383798904,1652878007548,13
564676.8384894725,5996721.824998779,1652878007648,13
564676.8384894725,5996721.824998779,1652878007748,13
564676.8384894725,5996721.824998779,1652878007848,13
564676.8384894725,5996721.824998779,1652878007946,13
564676.8384894725,5996721.824998779,1652878008046,13
564461.8593474206,5996922.472198028,1652878008146,13
564261.2121481722,5997132.674025812,1652878008246,13
564199.1070626905,5997185.224482759,1652878008346,13
564199.1070626905,5997185.224482759,1652878008446,13
564199.1070626905,5997185.224482759,1652878008545,13
564199.1070626905,5997185.224482759,1652878008645,13
564175.2204913514,5997175.669854223,1652878008746,13
563716.5983216403,5997123.119397277,1652878008846,13
563601.9427792125,5997132.674025813,1652878008945,13
563601.9427792125,5997132.674025813,1652878009045,13
563601.9427792125,5997132.674025813,1652878009145,13
563558.9469508021,5997132.674025813,1652878009246,13
563119.4340381625,5997137.451340081,1652878009346,13
563105.102095359,5997142.228654349,1652878009446,13
563105.102095359,5997142.228654349,1652878009546,13
563105.102095359,5997142.228654349,1652878009646,13
563105.102095359,5997142.228654349,1652878009746,13
563105.102095359,5997142.228654349,1652878009845,13
564485.2372104557,5998391.8799993135,1652878011648,14
564523.4557245983,5998659.409598311,1652878011745,14
564523.4557245983,5998659.409598311,1652878011846,14
564523.4557245983,5998659.409598311,1652878011943,14
564523.4557245983,5998659.409598311,1652878012043,14
564523.4557245983,5998659.409598311,1652878012144,14
564523.4557245983,5998659.409598311,1652878012243,14
564523.4557245983,5998659.409598311,1652878012343,14
564523.4557245983,5998659.409598311,1652878012443,14
564523.4557245983,5998659.409598311,1652878012544,14
