dist,id_pan,world_index,world_index_suiv
2.173643969671896,0,1849,1850
2.1048321459597377,0,1850,1851
3.4575128392575625,0,1851,1852
3.61837151041681,1,1876,1877
1.7231307539798855,1,1877,1878
4.486013118758324,1,1878,1879
202.15380830482943,1,1879,1880
2.320051142305986,1,1880,1881
1.4981963410963517,1,1881,1882
2.847002938277304,1,1882,1883
0.0,1,1883,1883
63.20224069098327,1,1883,1884
1.889648727942669,1,1884,1885
0.9012360365766836,2,2220,2221
1.7323734520981844,2,2221,2222
1.0462988193281537,3,2248,2249
5.27208603415745,3,2249,2250
0.0,3,2250,2250
56.42129066070461,3,2250,2251
1.066295042790232,3,2251,2252
121.94452118241931,3,2252,2253
2.7991226169017174,3,2253,2254
115.04534650004614,3,2254,2256
1.7570121816977065,3,2256,2257
4.649726356611641,3,2257,2258
5.252460578135476,3,2258,2259
48.06129435545288,3,2259,2261
2.158477437292936,3,2261,2262
99.96615627056782,4,2391,2392
1.4358885366660241,4,2392,2393
85.57219656904944,5,3436,3437
4.270894595862091,5,3437,3438
1.746097439601801,5,3438,3439
159.92220307546498,5,3439,3444
4.353941966986825,5,3444,3445
0.0,5,3445,3445
66.64993990862281,5,3445,3446
3.1684242692760156,5,3446,3447
95.2360474722162,5,3447,3449
2.2378272508696595,5,3449,3450
5.006535977483254,5,3450,3451
0.0,5,3451,3451
87.46673208733087,5,3451,3452
1.1852116876319543,5,3452,3453
4.15224606294702,5,3453,3454
0.0,5,3454,3454
41.40916114996193,5,3454,3455
4.2986246203563185,5,3455,3456
5.067444514336783,5,3456,3457
1.9022399181461724,5,3457,3458
0.0,5,3458,3458
13.832726612001482,5,3458,3459
2.03430113535613,5,3459,3460
4.42594140753433,5,3460,3461
0.0,5,3461,3461
6.23504550104783,5,3461,3462
1.286742963253752,5,3462,3463
1.9297999992207364,5,3463,3464
4.382250134572789,5,3464,3465
0.0,5,3465,3465
22.593451328403336,5,3465,3466
6.7926500338355575,5,3466,3467
2.1998340334590902,6,3962,3963
3.566820740773636,6,3963,3964
1.2216186100935937,6,3964,3965
5.791104068495906,7,4073,4074
5.326358156414693,7,4074,4075
101.80396569014556,7,4075,4079
3.9026005921342506,7,4079,4080
3.1296845635941604,7,4080,4081
11.271194455477838,7,4081,4083
2.280205706310419,7,4083,4084
4.990559958687573,7,4084,4085
1.291746540173472,7,4085,4086
5.587855416114008,9,4316,4317
1.794014839346469,9,4317,4318
7.484496759684539,12,5711,5712
3.1490189446964285,12,5712,5713
11.672281821179041,12,5713,5714
3.88362134507307,13,5843,5844
3.812980012530107,13,5844,5845
2.0897236467595137,13,5845,5846
0.0,13,5846,5846
110.40770402522776,13,5846,5847
224.04186549027128,13,5847,5856
2.19857233987004,13,5856,5857
4.310716264020803,13,5857,5858
2.974982847647908,14,6463,6464
1.5928397679476838,14,6464,6465
4.7518088428340395,14,6465,6466
208.78861171324732,14,6466,6467
2.360251097858359,14,6467,6468
8.779643319918849,14,6468,6469
335.3909301903729,14,6469,6480
3.8121040392380547,14,6480,6481
35.8751303830606,14,6481,6484
4.391014121540664,14,6484,6485
637.8935098243306,15,6529,6541
3.7397728672947435,15,6541,6542
51.88071460874016,18,6713,6714
4.710043846601517,18,6714,6715
5.341451827215294,19,6954,6955
3.548992271164481,19,6955,6956
0.0,19,6956,6956
64.45360855956667,19,6956,6957
3.8783737134239966,19,6957,6958
1.6961023671297175,19,6958,6959
80.32675511076269,20,6997,6998
3.387583317816522,20,6998,6999
0.0,20,6999,6999
100.55226023386422,20,6999,7000
3.5936879920152323,20,7000,7001
41.85052817136075,20,7001,7006
1.5102008762241625,20,7006,7007
1.179661599864627,20,7007,7008
4.436834766486431,21,7129,7130
6.787334516555176,21,7130,7131
2.2758415958702476,22,7157,7158
79.59336582750723,22,7158,7167
1.0701007700582394,22,7167,7168
1.1922080664719452,22,7168,7169
0.7874008501231463,23,7378,7379
4.626477490061316,23,7379,7380
1.0064825633955494,23,7380,7381
2.38358621497941,24,7452,7453
1.0174492017643033,24,7453,7454
4.355399418512811,24,7454,7455
28.623507050261548,24,7455,7456
5.149657739407468,24,7456,7457
7.49384537647072,24,7457,7458
132.05817419529635,24,7458,7460
6.309700533470535,24,7460,7461
0.24832739635764065,24,7461,7462
60.131310817639374,24,7462,7468
5.601965429584275,24,7468,7469
3.8164983895816857,24,7469,7470
0.0,24,7470,7470
49.57718593052712,24,7470,7471
4.04750055240145,24,7471,7472
0.0,24,7472,7472
49.52411046675155,24,7472,7473
3.4798907906170107,24,7473,7474
31.773127667826405,24,7474,7475
2.2643099081023115,24,7475,7476
4.034955103476186,24,7476,7477
0.0,24,7477,7477
53.67401608076651,24,7477,7478
2.9865145535970337,24,7478,7479
1.2507501640575038,25,7676,7677
3.3778996224345774,25,7677,7678
2.92809443577926,26,7695,7696
5.038233250392229,26,7696,7697
40.945517472436315,26,7697,7699
10.515720860799775,26,7699,7700
112.45094680210357,26,7700,7701
2.559333896891544,26,7701,7702
1.339587404229618,26,7702,7703
154.2787859008445,26,7703,7704
4.49269944845745,26,7704,7705
2.336002389435513,26,7705,7706
5.347696083579651,27,7763,7764
11.150108026254593,29,8275,8276
7.846978385214546,29,8276,8277
2.5590934993027217,29,8277,8278
0.0,29,8278,8278
39.131745645360084,29,8278,8279
5.24655961504339,29,8279,8280
81.49807350156593,29,8280,8281
4.685467513974214,29,8281,8282
2.3267478914807387,29,8282,8283
0.0,29,8283,8283
63.28443926200315,29,8283,8284
0.2844004525266722,29,8284,8285
211.3471887612251,29,8285,8288
6.242617588069506,29,8288,8289
5.1548156975233805,29,8289,8290
0.0,29,8290,8290
400.0089010375843,29,8290,8291
4.859829938543786,29,8291,8292
0.0,29,8292,8292
302.48465086040716,29,8292,8293
5.02716487153641,29,8293,8294
10.562874239454986,31,8408,8409
8.653010890513972,31,8409,8410
5.734555451969985,32,8454,8455
4.421229991179217,32,8455,8456
185.18962916058936,32,8456,8465
2.4860461737256774,32,8465,8466
0.9039844180771203,32,8466,8467
6.351976326879462,33,8503,8504
3.345965679762593,33,8504,8505
0.23852071558007076,33,8505,8506
6.564418399351438,34,8524,8525
3.117579852531604,34,8525,8526
0.0,34,8526,8526
54.82451766301976,34,8526,8527
13.017091069499648,34,8527,8528
1.9144553731057303,35,8562,8563
7.562282175207135,35,8563,8564
10.35822133451052,35,8564,8565
8.877026985929527,35,8565,8566
0.0,35,8566,8566
37.67548638134949,35,8566,8567
3.9416613443707433,35,8567,8568
1.3910236675964134,35,8568,8569
2.358066329804772,38,8655,8656
3.087475526275414,38,8656,8657
9.521228017898986,40,8875,8876
1.758597531279782,40,8876,8877
0.0,40,8877,8877
33.899159451303575,40,8877,8878
99.82300332868874,40,8878,8884
1.9939147441573775,40,8884,8885
5.320115134804753,41,8945,8946
5.892074318897139,41,8946,8947
0.0,41,8947,8947
12.319513419202739,41,8947,8948
1.8741921267777029,41,8948,8949
