dist,id_pan,world_index,world_index_suiv
82.75311937434907,0,188,189
8.417446753580672,0,189,190
4.338792641706919,0,190,191
0.0,0,191,191
64.38806470837415,0,191,192
1.58961941993713,0,192,193
74.51342795410945,0,193,194
1.1530791466141714,0,194,195
1.6801969868414952,0,195,196
2.753482970037554,0,196,197
0.0,0,197,197
26.181071866746176,0,197,198
0.0,0,198,198
46.11485877410963,0,198,199
6.979533612065691,0,199,200
2.7825819808158627,0,200,201
3.243675944167523,0,201,202
224.96579949164777,0,202,203
2.9352068598243974,0,203,204
4.38950825389379,0,204,205
158.4101712794432,0,205,206
1.8759809105714906,0,206,207
3.334226680725434,0,207,208
3.573692470296261,0,208,209
3.2895608674412933,0,209,210
2.0425551291559767,1,324,325
3.4619579838438055,1,325,326
0.9402201013734791,1,326,327
2.3827772230145965,1,327,328
0.0,1,328,328
29.363698052143366,1,328,329
1.9001193217510586,1,329,330
230.68206076446253,1,330,331
3.462136290312844,1,331,332
3.6629964294883193,1,332,333
5.367375030064861,1,333,334
1.063316807175044,1,334,335
0.0,1,335,335
83.47276546803322,1,335,336
2.211163985906514,1,336,337
0.5695179131241302,1,337,338
0.0,1,338,338
34.46252354996566,1,338,339
0.6026094325790285,1,339,340
2.881717792446479,1,340,341
2.469709613791525,1,341,342
0.15716524906799914,2,407,408
4.222285441197715,2,408,409
0.0,2,409,409
33.38313428490012,2,409,410
1.726404848020138,2,410,411
230.115082380805,2,411,413
1.504493270825489,2,413,414
102.78320364055256,2,414,416
5.325656137993348,2,416,417
2.4004895882677095,2,417,418
3.4504115859277107,2,418,419
2.587257800832552,2,419,420
5.916869949407808,3,689,690
3.6371815717238904,3,690,691
4.677319559183974,3,691,692
5.4150634747279325,3,692,693
0.0,3,693,693
54.01810105030214,3,693,694
6.432795364446703,3,694,695
0.0,3,695,695
19.466242354710523,3,695,696
5.550441320241757,3,696,697
0.0,3,697,697
15.211468121824717,3,697,698
2.727007413791317,3,698,699
5.876875095739642,3,699,700
178.6721819641935,3,700,701
0.4119413162060922,3,701,702
1.583806044483407,3,702,703
0.0,3,703,703
42.42255370082304,3,703,704
3.010467063892721,3,704,705
2.0599127948034783,3,705,706
0.0,3,706,706
12.236596222929197,3,706,707
3.918419882224369,3,707,708
74.53128305459119,3,708,709
6.305989415181723,3,709,710
2.204249636288938,3,710,711
1.6347431070197462,3,711,712
0.0,3,712,712
47.099900360833466,3,712,713
0.7507226884461343,3,713,714
3.070262698457422,3,714,715
2.616531901576843,3,715,716
0.0,3,716,716
37.18332762408334,3,716,717
4.172562440641424,3,717,718
1.4448398405744165,3,718,719
48.16038460964226,3,719,720
6.322279574131242,3,720,721
0.0,3,721,721
88.04791970427428,3,721,722
3.8782114611903844,3,722,723
1.865031098651198,3,723,724
0.0,3,724,724
21.093269310425303,3,724,725
1.8598931545168198,3,725,726
4.2380563911029565,3,726,727
0.3511568805704321,3,727,728
0.0,3,728,728
11.500111416769819,3,728,729
3.229619987652307,3,729,730
4.589088587140453,3,730,731
2.1104640663559104,3,731,732
0.0,3,732,732
48.195107960300604,3,732,733
1.7252752464331989,3,733,734
7.795697358824839,3,734,735
2.3648242890627262,3,735,736
39.21768915462705,3,736,737
2.9447309345414507,3,737,738
2.9605115071958266,3,738,739
2.0862321351795248,3,739,740
100.31394120563108,4,755,756
6.786572685378347,4,756,757
0.0,4,757,757
25.039332858488237,4,757,758
1.3092590447618744,4,758,759
3.813199339609446,4,759,760
698.302086693793,4,760,763
13.808260423388264,4,763,764
0.0,4,764,764
61.1740256555309,4,764,765
1.0032845086574187,4,765,766
2.458787673169022,4,766,767
3.329085485924456,4,767,768
0.0,4,768,768
26.394567656859472,4,768,769
3.801485015744129,4,769,770
2.6526030625420938,4,770,771
117.04639641938103,5,782,783
