world_index,id_fixation,x,y,zoom,etape,id_zoom,x_rel,y_rel,x_pixel,y_pixel
279,43,260265.9042712451,6255359.52131063,19.0,1,0,0.40024497838863754,0.6204816182454427,465.0797653198241,712.2889709472656
280,43,260265.24873660403,6255359.157771576,19.0,1,0,0.40287844729715794,0.6241184790929158,468.08718681335444,714.4710874557495
281,43,260265.09993473385,6255358.9949920345,19.0,1,0,0.4024420536128109,0.6232098539670308,467.5888252258301,713.9259123802185
282,43,260264.672775384,6255358.719560362,19.0,1,0,0.4011893163838026,0.6216724117596943,466.1581993103027,713.0034470558167
283,43,260264.88477469573,6255359.08231137,19.0,1,0,0.4018110502413399,0.6236972649892171,466.86821937561024,714.2183589935303
284,43,260264.1585679224,6255359.576204759,19.0,1,0,0.3996812917305164,0.6264541467030843,464.43603515624983,715.8724880218506
285,43,260240.52940764744,6255377.441593371,18.210978430661665,1,0,0.3998352658727748,0.6304202755292256,464.61187362670887,718.2521653175354
285,44,260222.6772311636,6255376.892210816,18.210978430661665,1,0,0.3998352658727748,0.6304202755292256,464.61187362670887,718.2521653175354
286,44,260221.72641165648,6255376.623298318,18.210978430661665,1,0,0.36792150687837344,0.627776797612508,428.16636085510254,716.6660785675049
287,44,260209.9380184796,6255381.707996922,18.012153249151012,1,0,0.3668813922568085,0.6254923065503438,426.97854995727533,715.2953839302063
288,44,260209.96251616007,6255381.274929264,18.012153249151012,1,0,0.3669176185193704,0.624273403485616,427.01992034912104,714.5640420913696
289,44,260209.18852958656,6255381.644048083,18.0,1,0,0.3668591955288486,0.624251623948415,426.95320129394514,714.5509743690491
290,44,260208.4409750968,6255381.345551651,18.0,1,0,0.36576301287435586,0.6234185298283894,425.7013607025145,714.0511178970337
335,53,260127.18642354885,6255345.974973805,18.0,1,1,0.2466147350972671,0.524700363477071,289.6340274810791,654.8202180862427
336,53,260128.20067500096,6255344.676543158,18.0,1,1,0.24810199102879393,0.52107648452123,291.3324737548827,652.645890712738
337,53,260129.32519308952,6255342.875416072,18.0,1,1,0.24975093734661033,0.516049595673879,293.21557044982904,649.6297574043274
338,53,260130.03324704268,6255343.055820934,18.0,1,1,0.2507891980653885,0.5165530999501545,294.4012641906737,649.9318599700928
339,53,260129.4327773798,6255342.64038617,18.0,1,1,0.24990869445266303,0.5153936346371968,293.39572906494124,649.2361807823181
340,53,260128.6103905585,6255343.072466002,18.0,1,1,0.24870278079538954,0.5165995558102925,292.0185756683349,649.9597334861755
340,54,260111.0120984925,6255335.865382093,18.0,1,1,0.24870278079538954,0.5165995558102925,292.0185756683349,649.9597334861755
341,54,260015.9365432809,6255334.979977111,17.40478650410043,1,1,0.22268152654484144,0.496446939309438,262.302303314209,637.8681635856628
342,54,260015.9001766327,6255334.645069705,17.40478650410043,1,1,0.22264622723367275,0.4958282073338826,262.2619915008543,637.4969244003296
343,54,259936.38360643812,6255333.424371713,17.045505230420268,1,1,0.22257257217701165,0.4952568968137105,262.17787742614735,637.1541380882263
343,55,260016.0745739922,6255375.28525304,17.045505230420268,1,1,0.22257257217701165,0.4952568968137105,262.17787742614735,637.1541380882263
344,55,260017.31275314267,6255376.089653969,17.045505230420268,1,1,0.2838095115487921,0.556703515847524,332.1104621887206,674.0221095085144
345,55,260014.8274222891,6255374.233229524,17.045505230420268,1,1,0.2819289275935986,0.5540298899014791,329.96283531188965,672.4179339408875
345,56,260054.4719010223,6255333.353824604,17.045505230420268,1,1,0.2819289275935986,0.5540298899014791,329.96283531188965,672.4179339408875
346,56,260047.4856990867,6255332.525438684,17.0,1,1,0.3124967782175894,0.4941873391469319,364.87132072448713,636.5124034881592
347,56,260047.8675831676,6255335.476113394,17.0,1,1,0.31277676764386336,0.4983049591382344,365.191068649292,638.9829754829407
348,56,260046.5492698424,6255333.484932688,17.0,1,1,0.31181020786799796,0.4955262978871663,364.08725738525374,637.3157787322998
349,56,260046.81022624223,6255334.190022392,17.0,1,1,0.3120015356461346,0.49651023944218947,364.30575370788574,637.9061436653137
350,56,260044.06418720583,6255333.212691641,17.0,1,1,0.3099881972197684,0.4951463898022969,362.00652122497553,637.0878338813782
351,56,260042.20038377092,6255332.384282354,17.0,1,1,0.3086216954967812,0.4939903577168782,360.4459762573242,636.394214630127
476,79,260114.07064430503,6255310.34763687,17.0,1,2,0.42086012684943996,0.403238566716512,488.62226486206043,581.9431400299072
477,79,260113.669078296,6255306.471757766,17.0,1,2,0.42056570704471824,0.39782983859380083,488.28603744506825,578.6979031562805
478,79,260109.0106118942,6255307.636066836,17.0,1,2,0.41715021684583126,0.3994546135266622,484.38554763793934,579.6727681159973
479,79,260108.28238054752,6255305.644040423,17.0,1,2,0.416616292843259,0.3966747721036275,483.77580642700184,578.0048632621765
480,79,260106.7713141712,6255301.480620647,17.0,1,2,0.4155084105590178,0.39086478551228837,482.51060485839844,574.518871307373
