world_index,id_fixation,x,y,zoom,etape,id_zoom,x_rel,y_rel,x_pixel,y_pixel
179,39,260327.5593382068,6255340.211205489,19.0,1,0,0.585617770246783,0.5183599432309468,676.7754936218262,651.0159659385681
180,39,260328.1941829041,6255340.253702309,19.0,1,0,0.5874795896994461,0.518597157796224,678.9016914367676,651.1582946777344
181,39,260325.0959364444,6255338.293024748,19.0,1,0,0.5783933115089002,0.5076527794202168,668.525161743164,644.5916676521301
182,40,260327.97609278728,6255346.388467098,19.0,1,0,0.5868399932380314,0.552841027577718,678.1712722778319,671.7046165466309
183,40,260319.445228717,6255355.808025745,18.39772395881359,1,0,0.5863192469768891,0.5480095108350117,677.5765800476073,668.8057065010071
184,40,260320.62496929936,6255354.821978803,18.39772395881359,1,0,0.5885982947675232,0.5443839152654012,680.1792526245116,666.6303491592407
185,40,260300.36390491872,6255383.656021396,17.427019817169978,1,0,0.5906668995391257,0.5459892710049946,682.5415992736815,667.5935626029968
185,41,260305.4614494907,6255383.229307141,17.427019817169978,1,0,0.5906668995391257,0.5459892710049946,682.5415992736815,667.5935626029968
186,41,260297.0071216986,6255377.923857076,17.427019817169978,1,0,0.5873580338032148,0.535234793027242,678.7628746032714,661.1408758163452
187,41,260282.2755243072,6255390.82275535,17.047712767907452,1,0,0.5868853386980848,0.5311755379041035,678.2230567932129,658.7053227424622
188,41,260267.58363198087,6255382.1249591885,17.047712767907452,1,0,0.5757513497213974,0.518629773457845,665.5080413818358,651.177864074707
188,42,260248.3488505908,6255396.700601555,17.047712767907452,1,0,0.5757513497213974,0.518629773457845,665.5080413818358,651.177864074707
189,42,260240.6221309863,6255401.882010008,17.0,1,0,0.5578656973229188,0.5435514648755391,645.0826263427733,666.1308789253235
190,42,260239.39146374803,6255399.708233288,17.0,1,0,0.5569633978260795,0.5405179937680562,644.0522003173828,664.3107962608337
191,42,260235.99441759745,6255392.594753862,17.0,1,0,0.5544727545903567,0.5305912454922993,641.2078857421874,658.3547472953796
192,42,260167.9157158431,6255438.352638699,16.23740833702646,1,0,0.5577191888972882,0.530474837621053,644.9153137207031,658.2849025726318
194,43,260152.3841248836,6255439.016339951,16.023832892148455,1,0,0.5624326114687944,0.5183080156644185,650.2980422973633,650.9848093986511
195,43,260145.3564482166,6255446.814089863,16.0,1,0,0.5610295577976205,0.5224434455235799,648.6957550048827,653.466067314148
196,43,260128.8337427785,6255441.365886088,16.0,1,0,0.5549725066550767,0.5186420043309529,641.7786026000975,651.1852025985718
197,43,260139.37040841577,6255451.083838181,16.0,1,0,0.5588351381639256,0.5254226287206013,646.189727783203,655.2535772323608
198,43,260128.92463501685,6255452.871049529,16.0,1,0,0.5550058267997566,0.5266696413358052,641.8166542053222,656.0017848014832
199,44,260477.4160009336,6255368.666532299,16.0,1,0,0.682759119625058,0.46791660388310746,787.7109146118163,620.7499623298645
200,44,260470.65225160524,6255362.469185129,16.0,1,0,0.6802795998060556,0.46359245379765823,784.8793029785155,618.155472278595
200,45,260429.5796209488,6255357.331279255,16.0,1,0,0.6802795998060556,0.46359245379765823,784.8793029785155,618.155472278595
201,45,260439.26791346865,6255353.6153927,16.0,1,0,0.6687744294281807,0.45741478999455765,771.7403984069823,614.4488739967346
202,45,260491.1217740532,6255363.720785274,15.390766998333689,1,0,0.6692713755859803,0.455513854821523,772.3079109191895,613.3083128929138
204,46,260504.35379718328,6255588.0239968095,15.038863733687707,1,0,0.6641371671873716,0.5322158058484395,766.4446449279784,659.3294835090637
205,46,260508.2568722173,6255580.7675981065,15.038863733687707,1,0,0.6648721143785999,0.5296151359875997,767.2839546203612,657.7690815925598
239,54,260325.7517966421,6255481.329800359,15.0,1,1,0.6306004165141678,0.4925018390019734,728.1456756591796,635.5011034011841
240,54,260290.7205432858,6255461.130072659,15.110938187005797,1,1,0.6233911898424245,0.48928876717885333,719.9127388000487,633.573260307312
241,54,260315.40696111388,6255454.997127042,15.738065284699369,1,1,0.625140171752502,0.5139250715573628,721.9100761413573,648.3550429344177
242,54,260317.9425202584,6255471.176066786,15.738065284699369,1,1,0.6259153536447501,0.5233395179112752,722.7953338623047,654.0037107467651
244,55,260239.9806577653,6255350.691841848,16.643358470896676,1,1,0.5741820961706693,0.46697257359822586,663.7159538269043,620.1835441589355
245,55,260259.04631167065,6255340.397696612,16.997028632398052,1,1,0.5715028559055094,0.4608279546101888,660.6562614440918,616.4967727661133
246,55,260259.52780106565,6255335.774848861,16.997028632398052,1,1,0.5718551475404648,0.4543901165326436,661.0585784912108,612.6340699195862
246,56,260271.16976403256,6255344.44751309,16.997028632398052,1,1,0.5718551475404648,0.4543901165326436,661.0585784912108,612.6340699195862
247,56,260270.96025162216,6255337.383784285,17.0,1,1,0.5801089732742978,0.45667020877202347,670.484447479248,614.0021252632141
248,56,260272.55722141467,6255340.04983986,17.0,1,1,0.5812798381478064,0.4603906472524007,671.8215751647949,616.2343883514404
266,59,260297.82355515484,6255334.474779908,17.0,1,2,0.593511437785187,0.4629199703534444,685.7900619506836,617.7519822120667
267,59,260289.149360322,6255329.456733902,17.0,1,2,0.5934448476013076,0.4456081350644429,685.7140159606932,607.3648810386658
268,59,260283.72364041707,6255326.021622355,17.0,1,2,0.5894668231703561,0.4408144911130269,681.1711120605468,604.4886946678162
269,60,260266.40989232663,6255352.612759525,16.449480816627045,1,2,0.5854949116080529,0.4601054747899373,676.6351890563964,616.0632848739624
270,60,260263.64335850824,6255348.189821136,16.449480816627045,1,2,0.5841099961209004,0.45589129527409866,675.0536155700682,613.5347771644592
271,60,260259.6290210824,6255363.625872247,16.051350212336896,1,2,0.5874463196602467,0.4588204820950826,678.8636970520018,615.2922892570496
272,60,260235.7480225512,6255358.648489901,16.000001246489052,1,2,0.5792799780957544,0.45405162175496416,669.5377349853516,612.4309730529785
273,60,260231.37467452808,6255369.520593176,16.000001246489052,1,2,0.5776767530290967,0.46163755257924394,667.7068519592285,616.9825315475464
275,61,259905.6905004244,6255353.982990294,16.0,1,2,0.4582843613499309,0.4507962783177693,531.3607406616211,610.4777669906616
276,61,259863.3291812848,6255345.429906641,15.933413270118802,1,2,0.450040256079358,0.4437807997067769,521.9459724426268,606.2684798240662
