world_index,id_fixation,x,y,zoom,etape,id_zoom,x_rel,y_rel,x_pixel,y_pixel
829,200,260312.05501195835,6255380.261404394,19.0,1,0,0.6937780163125272,0.8020822962125141,800.2944946289061,821.2493777275085
830,200,260311.9011443836,6255380.051899494,19.0,1,0,0.6263867460073814,0.7457481821378071,723.3336639404296,787.4489092826843
831,200,260311.8772424585,6255380.069313387,19.0,1,0,0.6263166484398515,0.7458453853925069,723.2536125183104,787.5072312355042
832,200,260312.75650048724,6255387.569522661,18.761244752897344,1,0,0.6253393410383714,0.7472144921620686,722.1375274658202,788.3286952972412
833,200,260312.8389140225,6255387.481797001,18.761244752897344,1,0,0.6255441722435624,0.7467995007832845,722.3714447021483,788.0797004699707
835,201,260069.83375948487,6255423.075431677,18.0000614485758,1,0,0.26101189361144694,0.7540618499120076,306.07558250427246,792.4371099472046
836,201,260070.1674667165,6255423.153041287,18.0000614485758,1,0,0.26150124878891706,0.7542784651120503,306.6344261169433,792.5670790672302
837,201,260068.8588582156,6255422.9732565405,18.0,1,0,0.2595970150468227,0.7537668069203695,304.45979118347157,792.2600841522217
838,201,260068.6937999611,6255422.997205449,18.0,1,0,0.2593549805221958,0.7538336475690205,304.18338775634766,792.3001885414124
838,202,260089.59838261944,6255429.565818368,18.0,1,0,0.2593549805221958,0.7538336475690205,304.18338775634766,792.3001885414124
839,202,260090.2197814161,6255429.823182645,18.0,1,0,0.2909197798961097,0.772884734471639,340.2303886413573,803.7308406829834
840,202,260067.6913737999,6255440.135256673,17.857052512866787,1,0,0.29072562115831246,0.7754451711972554,340.0086593627929,805.2671027183533
841,202,260067.5920518989,6255438.785709733,17.857052512866787,1,0,0.2905937184803122,0.772033937772115,339.85802650451654,803.220362663269
841,203,260092.37583735003,6255422.676800978,17.857052512866787,1,0,0.2905937184803122,0.772033937772115,339.85802650451654,803.220362663269
842,203,259940.09348857045,6255482.498938574,17.07791943567723,1,0,0.3235485691531526,0.7327995498975117,377.49246597290033,779.6797299385071
843,203,259918.4392489104,6255490.07530718,17.000427608925268,1,0,0.32243955949559505,0.7324408849080403,376.2259769439696,779.4645309448242
844,203,259917.02677169992,6255489.568109702,17.000427608925268,1,0,0.32140365373441077,0.7317328890164693,375.04297256469715,779.0397334098816
845,203,259916.8888016211,6255488.686697346,17.0,1,0,0.32138684334562867,0.7304412444432576,375.023775100708,778.2647466659546
1356,332,259487.288607842,6246680.850220508,19.0,2,1,0.06501290677098995,0.25999648173650103,82.24473953247053,495.99788904190063
1357,332,259487.5463357094,6246681.421428892,19.0,2,1,0.015615140911576487,0.2592549582322438,25.83249092102035,495.5529749393463
1358,332,259487.55534698287,6246680.583044097,19.0,2,1,0.0156415684210648,0.2545751472314198,25.862671136856,492.7450883388519
1359,332,259487.45542585212,6246680.636756157,19.0,2,1,0.015348528082859152,0.25487496455510444,25.528019070625152,492.9249787330627
