world_index,id_fixation,x,y,zoom,etape,id_zoom,x_rel,y_rel,x_pixel,y_pixel
1692,275,273609.88704304263,6250859.861281155,19.0,3,0,0.4812568223622551,0.8471225937207539,557.5952911376953,848.2735562324524
1693,275,273610.04308041336,6250859.945102336,19.0,3,0,0.4677713831752904,0.8340068062146504,542.1949195861816,840.4040837287903
1694,275,273609.8311067291,6250860.033248159,19.0,3,0,0.4671497244759741,0.8344988306363423,541.4849853515624,840.6992983818054
1695,275,273609.69012124976,6250859.967013857,19.0,3,0,0.4667362540490573,0.8341291149457295,541.0128021240234,840.4774689674377
1696,275,273609.932882117,6250859.464836377,19.0,3,0,0.46744820282463423,0.8313259919484456,541.8258476257323,838.7955951690674
1697,275,273618.2939808865,6250877.759663018,18.58105971973007,3,0,0.4683494000008978,0.8304427941640218,542.8550148010253,838.2656764984131
1698,275,273618.90739521105,6250878.033463831,18.58105971973007,3,0,0.46969498268568366,0.831585951646169,544.3916702270508,838.9515709877014
1699,275,273619.4581318627,6250878.381682959,18.58105971973007,3,0,0.4709030759313686,0.8330398162206013,545.7713127136229,839.8238897323608
1699,276,273614.0398252031,6250875.548082243,18.58105971973007,3,0,0.4709030759313686,0.8330398162206013,545.7713127136229,839.8238897323608
1700,276,273632.0396714133,6250923.814557518,17.85044536050621,3,0,0.4586817980230168,0.8247914870580036,531.8146133422852,834.8748922348022
1701,276,273631.8095665345,6250925.89130048,17.85044536050621,3,0,0.45837760764955426,0.8300168593724568,531.467227935791,838.0101156234741
1702,276,273631.81525187986,6250927.081470682,17.85044536050621,3,0,0.4583851234716625,0.8330114920934041,531.4758110046386,839.8068952560425
1703,276,273661.0990838894,6251007.577691677,17.123487672092786,3,0,0.4580010649619293,0.8332410891850789,531.0372161865233,839.9446535110474
1704,276,273660.2721268065,6251007.142522921,17.123487672092786,3,0,0.45734057451505367,0.8325795491536457,530.2829360961913,839.5477294921875
1705,276,273659.83989085595,6251005.971110172,17.123487672092786,3,0,0.45699534775288,0.8307987769444783,529.888687133789,838.479266166687
1706,277,273769.35647148057,6251122.09450689,16.340180718193775,3,0,0.4832989213345556,0.8050434549649556,559.9273681640625,823.0260729789734
1707,277,273768.1363096706,6251121.441508162,16.340180718193775,3,0,0.48273267929691777,0.8044666727383931,559.2807197570801,822.6800036430359
1708,277,273764.3726055264,6251122.228847774,16.340180718193775,3,0,0.4809860523444341,0.8051621158917744,557.2860717773438,823.0972695350647
1709,277,273801.0925620079,6251201.075925238,16.027630214043597,3,0,0.4786369570917507,0.8065754254659017,554.6034049987793,823.945255279541
1710,277,273795.8572576602,6251204.516320294,16.027630214043597,3,0,0.476680638702446,0.8090223511060078,552.3692893981934,825.4134106636047
1711,277,273790.59701307554,6251208.870704635,16.027630214043597,3,0,0.4747150006937271,0.8121193369229635,550.1245307922363,827.2716021537781
1712,277,273788.4492984443,6251218.467060628,16.0,3,0,0.4724815488905497,0.8133593757947285,547.5739288330078,828.0156254768372
1880,306,274689.28842260584,6250270.166538221,16.0,3,1,0.8475548431877497,0.12902378638585407,975.9076309204102,417.41427183151245
