world_index,id_fixation,x,y,zoom,etape,id_zoom,x_rel,y_rel,x_pixel,y_pixel
243,41,260205.5181248528,6255374.044632424,19.0,1,0,0.27721289953709477,0.6700191219647725,324.57713127136225,742.0114731788635
244,41,260206.50055547897,6255373.103225035,19.0,1,0,0.23058669329107118,0.7019611199696858,271.3300037384033,761.1766719818115
245,41,260208.2478647923,6255372.020142361,19.0,1,0,0.2357110559627177,0.6959154208501179,277.18202590942366,757.5492525100708
246,41,260210.139636384,6255370.590377126,19.0,1,0,0.24125908552660824,0.6879345615704854,283.51787567138666,752.7607369422913
247,41,260211.55420663967,6255369.254254817,19.0,1,0,0.24540761890845617,0.6804764111836751,288.255500793457,748.2858467102051
248,41,260211.66996610592,6255367.925916864,19.0,1,0,0.24574710859308713,0.673061712582906,288.64319801330555,743.8370275497437
249,41,260212.51464886163,6255366.953871786,19.0,1,0,0.24822432355997642,0.6676358183224995,291.4721775054931,740.5814909934998
249,42,260238.01145934884,6255364.823110842,19.0,1,0,0.24822432355997642,0.6676358183224995,291.4721775054931,740.5814909934998
250,42,260237.89514461983,6255363.582149887,19.0,1,0,0.32265811960250396,0.6488150795300801,376.47557258605957,729.2890477180481
251,42,260238.1312167068,6255362.567415784,19.0,1,0,0.3233504520823782,0.6431508978207906,377.266216278076,725.8905386924744
252,42,260139.35803054407,6255371.258190462,18.2467651696023,1,0,0.3250519089439912,0.6437519272168477,379.20928001403803,726.2511563301086
252,43,260114.184713234,6255351.640226433,18.2467651696023,1,0,0.3250519089439912,0.6437519272168477,379.20928001403803,726.2511563301086
253,43,260114.4748380947,6255352.926284901,18.2467651696023,1,0,0.28175769211323154,0.583043881257375,329.76728439331043,689.826328754425
254,43,260114.0127319279,6255353.517801817,18.2467651696023,1,0,0.2809536745168281,0.5850027521451314,328.8490962982178,691.0016512870789
255,43,260061.82404988108,6255354.042750457,18.008575098669386,1,0,0.27536498435533185,0.5847819526990254,322.466812133789,690.8691716194153
256,43,260060.64128395988,6255353.711860138,18.008575098669386,1,0,0.273620286463856,0.5838529427846272,320.47436714172363,690.3117656707764
257,43,260028.81745524416,6255353.181228533,17.87175838382793,1,0,0.2740845638482247,0.5817070682843526,321.0045719146727,689.0242409706116
258,43,260030.225567121,6255351.889441621,17.87175838382793,1,0,0.2759737408933622,0.5784083803494771,323.16201210021967,687.0450282096863
261,44,260290.47021387672,6255445.190684661,17.123879227535273,1,0,0.675921876042194,0.7189812382062276,779.9027824401855,771.3887429237366
262,44,260295.11606879867,6255444.809277174,17.0027411377168,1,0,0.6853565376401991,0.7068674166997273,790.6771659851074,764.1204500198364
263,44,260295.8155654784,6255440.897168909,17.0027411377168,1,0,0.6858703693450019,0.7013977487881978,791.2639617919922,760.8386492729187
264,44,260295.2859124586,6255437.891243075,17.0027411377168,1,0,0.6854813002871964,0.6971950491269429,790.8196449279784,758.3170294761658
265,44,260296.43627925563,6255436.15216166,17.0027411377168,1,0,0.6863263292195709,0.6947635730107625,791.78466796875,756.8581438064575
266,44,260226.75206622668,6255506.37273799,16.112926600312356,1,0,0.6880654904554269,0.6926671584447225,793.7707901000975,755.6002950668335
267,44,260206.33818064752,6255538.01157193,15.75591858173988,1,0,0.6954107034018494,0.6855447133382161,802.1590232849121,751.3268280029297
267,45,259944.63009822444,6255363.525905954,15.75591858173988,1,0,0.6954107034018494,0.6855447133382161,802.1590232849121,751.3268280029297
268,45,259962.68584748392,6255358.58526496,15.75591858173988,1,0,0.6199927355069829,0.5798373540242513,716.0317039489745,687.9024124145508
269,45,259974.1770617319,6255359.502734526,15.75591858173988,1,0,0.623549623372467,0.5803778727849324,720.0936698913573,688.2267236709595
