id_participant,id_pan,distance,zoom
12,21,1229.4900962253103,14.529251422938843
12,22,1938.3496843882767,14.0
12,23,8614.868762802775,13.0
12,24,5314.951494805576,14.0
12,25,1086.157835606813,14.0
12,27,469.0299464248211,14.0
12,29,735.4087369766075,15.0
12,30,1991.4021299380527,14.0
12,31,258.4241878173994,17.0
12,33,534.0544729612366,17.0
12,34,541.8500855066746,14.177412357804052
12,35,830.6443458848419,16.0
12,37,1035.0894815028892,16.0
12,38,1484.285721694774,15.0
12,39,204.90526867622862,16.0
13,0,961.9423052371037,16.0
13,2,251.25592871087457,17.0
13,3,127.67756596106689,17.0
13,4,17483.669871479764,10.0
13,5,8054.224517503775,13.0
13,6,4591.312084631535,13.0
13,7,591.7162013785622,16.0
13,8,1794.4186317473052,13.0
13,9,6780.486999360713,13.0
13,10,2874.229504872097,13.0
13,11,247.91581527061584,16.0
13,12,360.4085849316977,15.0
13,13,204.9416452507272,16.0
13,14,309.62462596963564,16.0
13,15,456.1366747736174,17.0
13,16,74.26238001667352,17.0
13,17,734.8326601381146,16.0
13,18,1239.010299773209,16.0
13,19,1470.2079266413937,14.0
13,20,876.0714024100878,13.664123480936048
13,21,499.4263081734366,16.298005672555234
13,22,561.6806825150679,15.0
13,23,277.04217008275845,18.22389264213213
13,24,317.9968062204977,17.0
15,0,993.3497157375095,15.0
15,1,989.0507937593487,15.0
15,2,1361.2348058468936,15.0
15,3,668.5751842068206,15.0
15,5,1327.5895420381821,14.0
15,6,881.1802467186112,15.0
15,7,4070.624633028171,12.0
15,9,284.159857210258,16.0
15,12,741.7309271430872,15.0
15,13,586.4478125892008,15.0
15,14,4248.2285811802785,14.0
15,15,4953.25366585587,14.0
15,18,71.72682754366794,17.0
15,19,70.76459751000942,19.0
15,20,89.86852827632089,18.0
15,21,136.48900792435776,18.0
15,22,56.71042653551554,18.439723300137263
15,23,177.27838633596,18.0
15,24,96.72324143296072,18.0
15,25,52.56439715864392,18.0
15,26,118.71266112866721,18.0
15,27,5.228199689080569,20.0
15,29,5190.167656345495,13.0
15,31,574.9671881282534,15.0
15,32,1099.5752069844746,15.0
15,33,392.86865681227886,15.0
15,35,314.03241232297194,15.0
15,38,352.6486417988483,15.0
15,40,1172.5171854219925,14.0
16,0,4198.852281384324,15.0
16,1,1420.5254678303663,13.515925554037803
16,2,156.24210749634258,18.0
16,4,2087.86787740177,15.0
16,5,2117.927453909103,14.0
16,6,3112.909848072605,12.0
16,7,1358.7173537170381,12.0
16,8,1545.7311684112744,12.647051905762687
16,9,534.0351643588501,15.391828245663632
16,10,835.6865139484092,15.0
16,11,47.11884557159538,15.0
16,12,505.0292841300234,15.0
16,13,656.1199662907935,15.144362994667553
16,15,241.00225086108807,16.289777869361174
16,16,2307.7312284061522,13.338714646958913
16,17,2108.584719241376,13.242287920959606
16,18,746.876974071327,16.0
16,19,107.51071663676629,17.0
16,21,332.55163388265794,16.65279041852049
18,0,27.354229288781607,19.0
18,1,104.34998212428744,19.0
18,2,35.46460016807184,19.0
18,3,37.972576331550904,19.0
18,4,168.00117478664362,18.0
18,5,40.90902243573425,18.0
18,6,456.58575452121613,17.0
18,7,44.62595150174045,17.0
18,9,192.6899100384079,16.0
18,10,1370.820312180476,15.0
18,11,1049.7217554573908,17.0
18,12,1482.3129602055585,16.0
18,13,196.93737450138357,16.0
18,14,1407.1278917974778,14.0
18,15,1459.892701663628,14.0
18,17,635.8040171825998,16.39076699833369
18,19,1804.2091311428712,15.0
18,20,7674.986388363414,10.938411509421526
18,21,5044.458841702988,12.728007053489367
18,23,161.56431508530352,15.0
18,24,3132.5018603654858,13.0
18,25,1579.3860393652076,14.0
18,26,1353.064554750575,15.0
18,27,315.2551683324932,15.0
18,28,179.6119200365331,16.0
18,29,88.65219810627502,17.0
18,30,1150.3016203998477,16.0
18,31,8.685948825539558,16.0
18,32,169.3965053734194,16.0
18,33,101.68336530044945,16.0
18,34,505.62696715513573,16.0
18,35,64.32886548997796,17.0
18,36,155.466484716991,17.0
18,37,950.3725552259763,14.0
18,38,688.5458303448402,16.0
18,39,113.25358788036692,16.0
18,40,1102.2429351353344,16.0
18,41,103.5352986482405,16.0
18,42,1146.6576690734885,13.0
18,43,2126.3990758796735,14.0
18,44,1039.4358248110173,14.0
18,45,1302.3735362185555,12.0
18,46,745.8494792650612,15.0
18,47,322.5071222583752,15.0
18,48,179.00631956153168,18.0
18,50,147.1910024250198,18.0
18,51,21.26201280231635,18.0
18,52,2324.1328417330096,13.0
18,53,719.4748165221666,16.0
18,54,523.5158144773366,16.0
18,55,427.35606238552464,16.0
19,0,421.87579825736793,17.0
19,1,617.7851758891057,17.0
19,2,2316.3235305114313,15.0
19,3,356.14340972982615,15.0
19,4,1420.409267799272,15.0
19,5,110.84453542594878,15.0
19,6,127.7346967390538,18.0
19,7,78.80194179981186,18.0
19,8,143.99281409029732,18.0
19,9,303.6046160350062,18.0
19,10,490.5889772154098,17.0
19,11,350.85590389688923,17.0
19,13,58.17530046509761,17.0
19,14,934.8027492210122,16.0
19,15,469.83714020505545,16.0
19,16,1328.5440788238088,16.0
19,18,710.4949416573071,16.0
19,20,647.0228086346302,16.0
19,21,836.7362032867127,16.0
19,22,529.1530497759724,16.0
19,23,115.70226725230617,16.0
19,24,3834.0072083314153,15.0
19,25,1111.758962602548,15.474957469749256
19,26,2450.2313674506995,14.0
19,27,798.1749507701579,15.0
19,28,1160.8199425979085,13.0
19,29,1568.1542413099378,16.30788293941055
19,30,2487.236767872298,13.0
19,31,868.1288511476215,16.0
19,33,226.06182249145107,16.0
19,34,870.3815203515726,16.381397353723194
19,35,39.058354726431794,18.0
19,37,52.97278354622661,17.0
19,38,1429.0479434852214,14.0
19,39,4159.480830800866,13.0
19,40,691.3515121238374,14.0
19,41,6529.016977440289,12.0
19,42,5158.956703926637,12.0
19,43,677.846856918985,14.0
19,44,1476.3210393084166,13.0
19,45,2126.414307791651,14.0
19,49,1157.7736698370948,15.0
19,50,175.56349716457834,15.0
19,51,226.9192258058014,15.0
19,52,1195.2329510787897,14.287134966256064
19,53,465.1236260069769,16.0
20,0,65.65108203176773,19.0
20,1,113.7325992616465,19.0
20,2,485.2994960842531,15.0
20,3,663.9675429706109,15.0
20,4,302.458393617494,18.0
20,5,61.723386912697,18.0
20,6,4243.523700412406,12.0
20,7,448.3166268491321,12.0
20,8,23425.681887873365,12.0
20,9,10298.149666871048,12.0
20,11,11853.45492817565,11.0
20,12,903.4086586565277,13.0
20,13,10633.318103837748,11.0
20,14,1006.9536950142611,14.0
20,15,482.04448776989494,14.0
20,16,788.9740749933127,15.0
20,17,1629.3015520812137,15.0
20,18,142.0872892537434,14.0
20,19,662.1969919712458,14.0
20,20,699.1619926465701,14.0
20,21,3195.8125374829583,13.110938187005797
20,23,296.9933302429276,15.0
20,25,144.16351500889814,15.034482467118506
20,26,1314.3972835479128,12.0
20,27,7756.4043398443055,12.0
20,28,392.3800322878193,17.0
20,29,991.5884844742734,14.0
20,30,350.25942059348887,16.0
20,32,351.08578868500547,16.0
20,33,226.74981932486182,17.0
20,34,226.33954200626422,17.0
20,35,61.61161388104165,18.0
20,36,218.01618326314826,18.0
20,37,208.89585279886953,18.0
20,38,173.20134514923257,18.0
20,40,109.72859572793301,18.0
20,41,306.4746048617948,18.0
20,43,8591.957760676061,12.0
20,44,721.1038153877264,13.0
20,45,186.4313475314733,15.0
20,46,815.8799474621619,15.0
3,1,4379.184539172632,13.0
3,2,16035.494534493624,13.0
3,3,845.2324030764039,13.0
3,4,977.3635020642398,13.0
3,5,846.9568021363739,13.0
3,6,5474.30496721392,14.0
3,7,1309.7103739664758,14.0
3,9,113.35394173243974,16.0
3,10,227.1392553130654,16.0
3,11,255.5344443769848,16.0
3,13,195.53943645585952,16.094092452317316
3,14,337.432902694073,16.0
3,16,181.63035960709834,17.0
3,18,490.68390539021493,16.0
3,19,96.89916656657311,16.0
3,20,1007.111114918848,13.0
3,21,4032.2358656166703,13.418125198475389
3,23,1479.086682039436,14.0
3,24,2961.2487483974005,14.0
3,26,476.5225966753448,14.0
3,27,1289.0407719900381,16.0
3,28,79.19947026828694,16.0
3,29,1298.8499439001655,14.0
3,30,971.2985132401093,14.0
3,31,2593.6758853136203,14.0
3,32,73.49711952701796,17.0
3,33,375.9285518957478,17.0
3,34,870.8125231970846,17.0
3,35,128.31384081273825,16.0
3,36,1304.7160116158527,16.0
3,39,9726.595916569304,12.0
3,40,1291.4035563105479,13.574540695234646
3,41,1200.255939576858,14.5337333265161
3,42,7570.832777961982,12.0
3,43,5734.75098188908,12.0
3,44,1323.6953238755916,13.635432049870456
3,46,305.39169163735204,16.0
4,0,2719.6954907155045,12.0
4,1,963.9948672334563,13.0
4,2,360.816963090647,13.0
4,3,358.7344343299835,14.0
4,4,2770.585583441766,14.0
4,5,1016.6203182392585,14.0
4,7,20.31968625473103,18.0
4,8,678.3446200364315,16.0
4,9,77.96981078793188,16.0
4,10,119.67321248479007,16.0
4,11,444.4933448654391,15.0
4,12,89.02070452502547,17.0
4,13,3535.112435482668,14.0
4,14,2105.4194681452914,14.0
4,15,811.671328330707,15.0
4,16,369.43423833244873,15.0
4,17,1054.1451916868155,14.68620779943448
4,18,222.23351181468672,15.0
4,19,16.077401504048773,19.0
4,20,116.31020769417243,16.0
4,21,157.83930176101526,18.0
4,22,156.70755953847578,15.0
4,23,1306.7119861959466,14.0
4,24,617.5129568217656,14.0
5,0,143.34145724532868,14.0
5,1,5489.185371631278,12.0
5,2,476.4569779810241,13.0
5,3,1547.2929765978006,13.0
5,4,9833.692032556433,12.0
5,5,2426.652757592375,13.0
5,6,5673.299484243605,12.068665476627435
5,7,1294.2002317442214,15.0
5,8,783.9824209170616,15.0
5,9,40.215525965780245,16.0
5,11,511.10136036512466,14.0
5,13,485.4125522743678,15.0
5,16,315.9034103775321,15.0
5,17,1679.2397155815618,15.017277252772164
5,18,97.20837402668373,17.0
5,19,68195.60519789201,10.0
5,20,1954.053369869994,13.0
5,21,1460.1563249275725,14.0
5,22,133.8998551679968,16.0
5,23,113.05921921035282,16.0
5,24,2098.037700818222,15.0
5,25,27.86772642348429,17.0
5,26,253.12115357911506,16.561677915776027
5,27,126.20057368580055,18.0
5,28,496.739196466804,14.0
5,29,342.55683952914524,15.0
5,30,135.5187287522098,15.0
5,31,480.2971272121658,15.0
5,33,1749.4258339183457,15.303564027658371
6,0,104.07467072040178,19.0
6,1,1052.7336750649406,17.0
6,2,34.2422729294887,18.0
6,3,420.81784761058117,18.0
6,4,354.97140155456776,17.0
6,7,297.246699133353,17.0
6,8,183.92069764939907,16.0
6,9,567.1667857169035,16.0
6,10,720.967706801664,15.561677915776029
6,11,1942.7941184392835,15.0
6,13,91.70383134455605,16.0
6,14,991.8044591470485,16.0
6,15,697.9286466389075,16.0
6,16,502.2804632437928,16.0
6,18,1739.6717445752736,16.0
6,19,567.0266434559958,16.0
6,20,28.431238898145214,17.0
6,21,100.96252034322134,17.0
6,22,91.52261021973725,17.0
6,23,571.7806718656481,16.0
6,24,158.0008909733459,16.0
6,25,122.54311781130284,16.0
6,26,537.066659020824,16.0
6,27,1361.505194475724,15.0
6,29,641.2023066246146,12.0
6,30,940.90886945487,12.0
6,31,25590.347585101616,12.894020242674694
6,33,500.7534266145727,14.0
6,34,2414.26208519768,13.0
6,35,819.2761481118455,13.0
6,36,1884.018156788283,13.0
6,37,416.7929172423418,13.0
6,39,5778.045297132585,13.0
6,40,8324.378403682114,12.0
6,41,12571.270042343056,12.0
6,42,6313.001004733858,12.0
6,44,10440.675397446546,11.25823414964095
6,45,15962.768266529409,12.281936495653836
6,46,2224.6787655619432,13.381397353723198
6,47,895.1603951254139,14.65279041852049
6,48,4180.537514512857,12.0
6,49,1643.5617099729277,13.0
6,50,1930.9917722399725,14.0
6,51,149.13317954090024,15.0
6,52,497.61517027167673,16.0
6,53,1677.4337143709406,14.397723958813588
6,54,2834.140765664456,14.0
6,55,197.0985497769135,14.0
6,56,2122.59063591159,14.397723958813588
6,59,1910.4398263538121,14.160936109251264
6,60,707.8847733641635,15.0
6,61,2757.1455217947005,12.0
6,62,655.7340711180788,13.410851744158268
6,63,1187.2472638725146,14.0
6,64,647.5946266869618,14.0
6,66,63.3070532487087,16.0
6,67,3003.5258430680233,12.0
6,68,5043.37845279447,13.20193847972046
6,70,342.38043657571393,15.0
6,71,1088.2238316332812,15.44684736196669
6,72,385.75699021944877,15.0
6,73,724.32455831768,15.0
6,74,1245.1939140573104,15.0
6,75,923.7549516579726,15.0
6,76,195.39305868528768,15.0
6,77,702.8316826409542,16.0
6,78,1125.0644174139393,16.0
6,79,471.5320857424726,16.0
6,80,1727.5621368771526,15.0
6,83,56.173019127021774,17.0
6,84,448.69502576847304,17.0
7,0,209.07883017130519,17.0
7,1,162.1891687473926,17.0
7,2,227.80231781751482,16.96605409386268
7,3,249.60253610897695,16.0
7,4,667.7320492152082,16.232834769001837
7,5,262.39665692912234,16.68797445614814
7,6,448.01135811454907,15.0
7,7,1960.251532688391,13.068200025469878
7,8,3189.6792235994967,13.0
7,9,414.60110071017095,14.0
7,10,1428.1165421978565,15.0
7,11,4204.472128771824,12.766583100849145
7,12,3900.3986055831197,12.0
7,13,1843.2227606859574,13.0
7,14,4272.273363724932,14.274065160675848
7,16,2088.919454298464,14.0
7,17,60.43250900711263,16.0
7,18,205.35313085559721,16.0
7,19,539.3976899523899,16.0
7,21,2166.401119775525,13.0
7,22,200.26159233473643,15.0
7,23,934.3438871834906,16.0
7,24,37.224404843743315,17.0
7,25,119.91257134626693,17.0
7,26,8887.826394445523,12.0
7,27,290.28558992945483,14.0
7,28,1763.5326009548141,13.0
7,29,444.9295742232774,16.0
7,30,591.5864381317149,16.0
8,0,54.242570425660055,18.38391390532184
8,1,173.80510848357451,17.426625473554058
8,2,1147.7600222355227,17.0
8,3,661.3582812807239,17.0
8,4,187.18875833600097,18.0
8,5,75.98816556004371,18.0
8,6,541.3946796814097,18.0
8,7,65.55717690665497,17.949575302208824
8,8,227.05741118716819,17.0
8,9,966.1873543441535,16.012734441472915
8,10,925.7096780733119,16.0
8,11,375.6497427690229,16.0
8,12,152.7625187063779,18.34488544140993
8,13,157.40216467891867,18.0
8,14,217.5997814805027,18.0
8,15,409.49890520385804,17.0
8,16,408.3850294932266,16.96605409386268
8,17,363.0689222886594,16.0
8,18,4427.389468820904,15.0
8,19,3510.879057222256,14.0
8,20,4442.275035488135,14.0
8,23,601.1721195768972,15.0
8,24,1483.2523105929606,15.0
8,26,2230.200526635578,15.39619591857545
8,27,190.31182857824862,16.0
8,28,270.02317089283645,15.0
8,29,1814.5476858056109,14.46798857622481
8,30,7108.257481771534,12.0
8,31,1197.868779370586,14.599447311284315
8,32,2448.125333460946,14.0
8,33,1254.735923098827,14.281936495653836
8,34,870.6722321154658,14.0
8,35,805.2785145448768,15.0
8,37,1029.3232485685503,15.0
8,38,350.57697042877885,16.0
8,39,82.68132885735612,17.0
8,40,71.46846913285498,18.0
8,41,683.2728575675272,14.0
9,0,927.7363540031677,16.0
9,1,344.5307563280378,16.96605409386268
9,2,6416.3072501570105,13.0
9,3,2100.576460999266,14.498461041377055
9,4,6418.256681617599,14.0
9,5,3391.529017100155,13.0
9,7,310.3796632071428,13.0
9,8,40.137675855257754,16.0
9,9,7789.082305196374,13.49562470404216
9,10,582.1979273239665,15.0
9,11,8076.790288721877,13.0
9,13,956.0365744210246,15.0
9,14,3881.538100531539,13.0
9,15,1239.0564716877593,14.410851744158268
9,17,493.7670198231091,14.0
9,18,20.118470041703876,16.0
9,19,707.046353541075,16.0
9,20,1011.6510303812743,16.0
9,21,255.92860156218242,15.0
9,22,2078.0515405957613,14.0
9,23,4539.50302305061,13.0
9,24,1631.383535886358,14.0
9,25,1134.0455745860245,15.0
9,26,1764.7213945096455,14.90520005539572
9,27,353.562983731945,15.025889040157148
9,29,1869.7383314051126,14.0
9,30,1198.471428649336,14.0
9,31,736.7486494275694,16.008647456281032
9,32,92.71697771160665,17.0
9,33,272.5382046445732,17.641265705359906
9,34,85.73315640980816,18.210062131019807
9,35,88.0125315450209,19.0
9,36,31.453773071629726,18.0
9,37,126.33333302221831,18.0
9,38,4481.136911748156,14.0
9,39,1650.9663707222835,14.0
9,40,15422.907430128638,11.0
9,41,436.0259739407122,15.0
