id_participant,id_pan,coef_corrrelation
1,0,-0.6289351531714797
1,1,0.9122031880278764
1,2,0.9427421146821429
1,3,-0.5225568079700255
1,4,-0.4578663318539521
1,5,0.37394269574105615
1,6,-0.07911611649166676
1,7,0.8133860432425006
1,8,0.4108110032168154
1,9,-0.6176329780275354
1,10,0.6473048123520591
1,11,-0.7379000951555316
1,12,-0.9919404066592139
1,13,-0.9528537575909973
1,14,0.987661405321163
1,15,-0.9754581026460079
1,16,0.9535640763986685
1,17,0.6663545891942583
1,18,0.5041373903995178
1,19,0.6671908235138012
1,20,-0.6069147946986995
1,21,0.9356008427840462
1,22,0.45742352227136956
1,23,0.8519823267897821
1,24,0.4647155833789601
1,25,-0.7272831011616131
1,26,0.9875522624099794
1,27,-0.8656633834247992
1,28,0.042747096461870214
1,29,-0.49467704240197935
1,30,0.2693978486572203
1,31,0.22943623394991416
1,32,0.7269411913933184
1,33,-0.5886800788407145
1,34,0.2719233586517595
1,35,0.4287554810881385
1,36,0.2736874579841175
1,37,0.6149161764803674
1,38,0.7347818479990903
1,39,0.9710762177280725
1,40,-0.13143064398956605
1,41,0.0861769449216143
1,42,0.5000639952321533
1,43,-0.6982780191452317
1,44,-0.3954162160526262
1,45,0.3626071371353548
1,46,-0.16559673453330348
1,47,-0.15302971170742738
1,48,-0.5655934192398517
1,49,0.8579765622316772
1,50,-0.16439787031614309
1,51,0.9863105178064491
1,52,0.31092445597037166
1,53,0.1781280131381541
1,54,0.8461725944274022
1,55,0.07853366691134063
1,56,-0.19472496958324992
1,57,0.9893731220888258
1,58,0.6710523576677341
1,59,0.6631556788967474
1,60,-0.23773869698730918
1,61,0.4448327477680982
1,62,-0.24618401981195523
10,0,-0.4699807749558698
10,1,-0.567785410228264
10,2,0.5195917275376696
10,3,-0.07783650576610898
10,4,-0.2270790734921632
10,5,0.8039363874933166
10,6,0.9154357193966373
10,7,0.8511832791224175
10,8,0.834216877393996
10,9,0.7610366673358411
10,10,0.5875569346678468
10,11,0.9882364170164997
10,12,0.998575134998673
10,13,-0.6249281834986743
10,14,-0.8046906950376206
10,15,0.8356893094343515
10,16,0.7825858108065927
10,17,-0.973765958854038
10,18,0.4674168731608259
10,19,-0.08444020481775201
10,20,0.46727527133985775
10,21,0.9652798344326594
10,22,0.933336186599404
10,23,0.2898049874615281
10,24,-0.6352157344030669
10,25,-0.18341394133062855
10,26,-0.9565818071254669
10,27,-0.9662116300565546
10,28,0.14008570746384405
10,29,0.5630308726581178
10,30,-0.31612574094794965
10,31,0.6388565346783993
10,32,-0.8512323372251677
10,33,-0.9843244026966854
10,34,0.8265839106023003
10,35,-0.741895607633659
10,36,-0.3791908852833841
10,37,-0.13701715006753215
10,38,0.920839472966116
10,39,-0.7671863714655321
10,40,0.5523646192133927
10,41,-0.9110508196754763
10,42,-0.8025373007512562
10,43,0.6322023068321974
10,44,-0.8344426855688482
10,45,0.8889266504551023
10,46,-0.6554212062342948
10,47,-0.3858941395626935
10,48,0.9974280031317599
10,49,0.24593686501037887
10,50,-0.6466870000196256
10,51,0.4746859035531917
10,52,-0.13295203091964933
10,53,0.7686002431596383
10,54,0.0747613975763147
10,55,-0.7752610573225085
10,56,-0.8552234489113
10,57,-0.7317366958360726
10,58,-0.777266502030564
10,59,-0.3479104800732536
10,60,-0.22063063756501508
10,61,0.04970902625505371
10,62,-0.41146958149572216
11,0,0.3519098791063678
11,1,-0.9953509689599646
11,2,-0.8890543460646458
11,3,-0.9996023497283943
11,4,0.7155300379213185
11,5,-0.15472805464546144
11,6,-0.8848288796030218
11,7,-0.33182030737563734
11,8,0.4656649631128745
11,9,0.6347893802908734
11,10,0.9112745812113142
11,11,0.9721754229899243
11,12,-0.6383818644879666
11,13,0.2072793529702255
11,14,-0.3643157606281357
11,15,-0.576810425251419
11,16,-0.5411937766866911
11,17,0.15089489309426377
11,18,0.9126443729241283
11,19,0.4469894341713462
11,20,0.43661972056809
11,21,0.009449296392695818
11,22,-0.6956708854618769
11,23,0.918515447039708
11,24,-0.9922058447714989
11,25,-0.040384142674263004
11,26,-0.7459207878362347
11,27,-0.5985360888197837
11,28,-0.5418074579015554
11,29,-0.14095016707104308
11,30,0.5831327612790367
11,31,-0.09865195201259037
11,32,0.2872070699700654
11,33,-0.2982252868884538
11,34,0.6176438501155337
11,35,0.747973104152474
11,36,0.9049978376247423
11,37,0.6346166084508924
11,38,0.6358302155205977
11,39,0.981569828820482
11,40,-0.8162036481427998
11,41,-0.6706708111582063
12,0,-0.6300550147957462
12,1,-0.778128767428072
12,2,-0.9275574309466285
12,3,-0.49137818595933225
12,4,-0.4032643839323143
12,5,0.9562565420530489
12,7,0.8439872848508994
12,8,-0.8959285327343003
12,9,0.71059034962914
12,10,0.7535940502952353
12,11,0.8099656825020772
12,12,0.7623170048931892
12,13,-0.6685980721010436
12,14,-0.9517271972088879
12,15,-0.9703386653422917
12,16,0.6978143439823568
12,17,-0.7787249364112043
12,18,0.2390378671189315
12,19,-0.008970227827011068
12,20,-0.1073734754000402
12,21,0.3707451982765058
12,22,-0.7475247404233297
12,23,0.6782774759586145
12,24,0.20289625292031974
12,25,0.6175775199316452
12,26,-0.8606406789174267
12,27,0.9902047110703748
12,28,-0.9925149711746927
12,29,0.9997350335459885
12,30,-0.20164829326732045
12,31,-0.0499670182077937
12,32,-0.9215615639158673
12,33,0.9087973267254132
12,34,0.35806233310234853
12,35,0.9947242436114703
12,36,-0.9972710150318733
12,37,0.7230895341289593
12,38,-0.798199165012658
12,39,0.8873078517802815
12,40,0.6618842353499395
13,0,-0.31055670094390564
13,1,1.0
13,2,0.02716809283342301
13,3,-0.4659886694617865
13,4,0.7588994192883799
13,5,0.982600810598882
13,6,0.7580414350197859
13,7,-0.9245360250000872
13,8,-0.7777288297809061
13,9,0.5809890129996717
13,10,-0.6460020812196855
13,11,0.8241291873706115
13,12,0.830789355594347
13,13,0.14279376597496188
13,14,-0.8445879239780659
13,15,-0.8095059589517475
13,16,-0.6054372564627938
13,17,-0.1505357596241964
13,18,0.98330365686558
13,19,-0.7112044460256253
13,20,0.3306617044600263
13,21,0.6488755811625514
13,22,-0.1740289248775164
13,23,-0.7892347246913339
13,24,0.7228726133664822
13,25,-0.7165094771410827
15,0,0.9990075381185928
15,1,0.27709598765238497
15,2,0.8869123153859726
15,3,-0.4420215983907544
15,4,-0.996101329484343
15,5,0.5234082027023905
15,6,-0.9600799712138417
15,7,0.08403114046426433
15,9,0.9931107931585897
15,12,-0.7983591506612738
15,13,-0.12992404220941448
15,14,0.9588671357124193
15,15,-0.9998746823740486
15,18,-0.9234118510481794
15,19,-0.8272543547299475
15,20,-0.9942715720018777
15,21,0.9813866100768981
15,22,0.5443599532910599
15,23,0.596163221504746
15,24,-0.8642853839884367
15,25,0.999936443578878
15,26,0.4671177799178682
15,27,0.9999999999999999
15,29,0.38608682688218876
15,31,-0.9887129993084757
15,32,0.9957966145839783
15,33,-0.9581408387969286
15,34,-0.3679255759671254
15,35,0.7738432714608731
15,38,-0.1504939369445763
15,40,-0.41124539032576257
15,41,-0.704865794274607
15,43,0.8605478976559413
16,0,0.980436241981168
16,1,0.4362917421574362
16,2,-0.7045806575599975
16,3,-0.9071120933659378
16,4,0.7487181164186899
16,5,-0.44322067475818855
16,6,0.9357391443775687
16,7,-0.08782762190142682
16,8,0.4222090343278034
16,9,-0.14459551628971518
16,10,-0.9182188541954018
16,11,-0.5481781229910551
16,12,-0.44808697557395677
16,13,0.9263177583689123
16,14,0.9890715013627694
16,15,0.8640450459210235
16,16,0.34967267763211357
16,17,0.7611750988838227
16,18,-0.9639101816535031
16,19,-0.714654876962203
16,20,-0.07836007551759745
16,21,-0.7043218277872992
16,22,0.8120240227668698
18,0,-0.012777468159335843
18,1,0.2033709949024353
18,2,0.8967952892015222
18,3,0.011836305059803884
18,4,0.4444633897350898
18,5,-1.0
18,6,0.5335762635555927
18,7,0.1575390274399916
18,9,0.9659062385140703
18,10,0.3219813687429188
18,11,0.9191932099299196
18,12,0.05653480749412521
18,13,0.03864634342399262
18,14,0.9122848315663085
18,15,0.7455969701972905
18,17,0.3085100327747372
18,19,-0.4086058609249747
18,20,-0.63859930794431
18,21,0.6973060433537402
18,22,0.17478476033541487
18,23,-0.29083809941256583
18,24,0.7933304551649134
18,25,0.5629854853516565
18,26,0.9305607846377697
18,27,-0.8300552515287499
18,28,0.12337607337506273
18,29,0.5336880126134627
18,30,0.8458685993770222
18,31,-0.9962640405366152
18,32,-0.8502524602498958
