id_participant,id_pan,coef_corrrelation
18,33,-0.025083909768741818
18,34,0.38301436177516973
18,35,-0.1530233840446208
18,36,0.21303666436473656
18,37,0.3551717268235471
18,38,-0.1741423128592177
18,39,-0.9520162567667446
18,40,-0.17794414514960546
18,41,-0.0966999970412229
18,42,-0.24669634055020984
18,43,-0.470605248765633
18,44,-0.6716613408766141
18,45,0.004810005685093597
18,46,-0.03060676778253866
18,47,-0.15488012611891544
18,48,0.034664890871654606
18,50,0.3102446135292744
18,51,0.9703957940518234
18,52,0.18116477016646418
18,53,-0.7214811714399354
18,54,-0.9742274784986924
18,55,-0.3237945081734156
18,56,-1.0
19,0,-0.8276943065989856
19,1,-0.42702769856863226
19,2,0.656600620152186
19,3,0.5724981776516862
19,4,0.9663895151341535
19,5,-0.9489194037571328
19,6,0.43067163053044744
19,7,-0.5822239961772698
19,8,-0.7120856320266641
19,9,-0.3704954721671674
19,10,0.8257359847193947
19,11,-0.39350686809272317
19,12,nan
19,13,0.9558628384548773
19,14,-0.9552321868525451
19,15,-0.3920579070520206
19,16,0.32071097911782986
19,17,0.9742129014173061
19,18,0.8831229973718643
19,19,-0.6005064085684095
19,20,0.930361398774937
19,21,-0.8556989688966786
19,22,0.9828069296917952
19,23,-0.7760951495134297
19,24,-0.9419371222922234
19,25,0.8085697999053828
19,26,0.1666018767168924
19,27,0.28997993037664554
19,28,-0.11611771817245888
19,29,0.7446977798900531
19,30,0.6106745202481627
19,31,0.8419573194241925
19,33,0.2614165957450949
19,34,-0.48614376768011414
19,35,-0.043510136078762494
19,37,0.2939378519020477
19,38,-0.45528333302998447
19,39,-0.9411244171470508
19,40,0.10747361073916163
19,41,-0.08263564921805805
19,42,-0.020333294015603676
19,43,-0.988050368555747
19,44,-0.7602781311178854
19,45,0.18877795596206662
19,46,-0.6814886440482093
19,48,0.6323821871716571
19,49,0.799646978213833
19,50,-0.32180386296684316
19,51,0.8836803934829566
19,52,-0.46562254379770857
19,53,0.9933509548684913
19,54,0.5301615036026336
20,0,0.8721003582735686
20,1,0.9818501733629734
20,2,-0.8405023422224814
20,3,0.9198176706819584
20,4,0.7231898811986662
20,5,0.8370512993703364
20,6,-0.011087852741562935
20,7,0.9941625849331552
20,8,0.17551345049190054
20,9,-0.7019886119812464
20,10,0.7785353231065495
20,11,0.2310569070257876
20,12,0.04581863394412796
20,13,0.7604862323274234
20,14,-0.06394042420773462
20,15,0.8942849278674048
20,16,0.20310513924928905
20,17,-0.07533388096387925
20,18,0.9295805666005297
20,19,0.9543471116468769
20,20,0.941758977142142
20,21,0.8729146502814668
20,22,0.7944473807386077
20,23,0.8302919062227377
20,24,0.830561983956943
20,25,0.18386047755560525
20,26,-0.7797173569727894
20,27,0.5391594898369835
20,28,0.9848083365052271
20,29,0.9146781571822565
20,30,-0.33459903383318135
20,31,-0.8514798793192665
20,32,-0.3015214659732221
20,33,-0.9911806424718279
20,34,-0.3968875246723425
20,35,-0.9839112607552608
20,36,-0.6388568313505635
20,37,-0.944122691425607
20,38,0.27093384995225867
20,39,-0.5727682719032797
20,40,0.5143040093928883
20,41,0.6033839407024892
20,42,0.9978467789138981
20,43,0.9171114235005667
20,44,0.6348564481799845
20,45,-0.09498503327880203
20,46,0.8669681720483603
20,47,0.9288758618524651
3,1,0.7454098243979015
3,2,0.7720816863258566
3,3,0.40732315633555477
3,4,0.6391772251373173
3,5,-0.6979262019741871
3,6,-0.9835092675248531
3,7,0.0354734442361273
3,8,0.9924784367782852
3,9,-0.4119205111434031
3,10,0.8099370648553731
3,11,0.5575250251925686
3,12,-0.9166619034833224
3,13,0.5884623268960922
3,14,0.44368238109775016
3,15,0.21757839108854649
3,16,0.33105741120510174
3,17,0.5498022099353668
3,18,-0.3939267612536538
3,19,-0.8350838610427745
3,20,0.14168884317097868
3,21,0.9352867294743399
3,22,0.5950630879164407
3,23,0.9575519294452232
3,24,0.10502362533959668
3,25,0.9992240204198191
3,26,-0.614273195690284
3,27,-0.4386303871329791
3,28,-0.9901663028812366
3,29,0.15483967995088052
3,30,-0.3438526900914853
3,31,-0.8728370623271777
3,32,0.09861664355560597
3,33,-0.9984233306474343
3,34,-0.38852930808536745
3,35,-0.9948005393965715
3,36,0.9990969038969457
3,37,0.1097257746300387
3,38,-0.9741194605432275
3,39,0.9221209070932398
3,40,0.7728110922246634
3,41,-0.6583617434841392
3,42,0.7279235977899589
3,43,-0.43303216330736444
3,44,0.678492257226571
3,45,-0.7808672235743537
3,46,-0.5108655790719738
3,47,0.44814361400223496
4,0,-0.38033419582759476
4,1,0.7672499464517397
4,2,0.9933627552419274
4,3,-0.687596596570697
4,4,0.9814424957453224
4,5,-0.029661261327652365
4,6,-0.2786101783058599
4,7,-0.9999623925084902
4,8,-0.1741069630254404
4,9,-0.7404331768484423
4,10,0.2679201341706331
4,11,0.8154684286369346
4,12,-0.48666286077843457
4,13,0.8250662420521591
4,14,-0.032300279481891625
4,15,-0.7664046786231504
4,16,-0.4114629765701172
4,17,0.47297272730656925
4,18,0.04705864232653578
4,19,0.860807287186767
4,20,0.3679602036255016
4,21,0.5513184270807769
4,22,-0.8763450349022559
4,23,0.80392933766148
4,24,-0.24163960812659172
4,25,0.05437257883296307
5,0,-0.49952220179628665
5,1,-0.8824329388828325
5,2,-0.018323683808068023
5,3,-0.8763186320443408
5,4,-0.17237324062355916
5,5,-0.9695346053897732
5,6,-0.9825362734735331
5,7,0.8719165658782391
5,8,0.681336658404533
5,9,0.998821894775113
5,10,-0.8947712981303496
5,11,-0.8987026972149914
5,12,0.8681202956854437
5,13,-0.8211637360570553
5,14,0.8394763413600488
5,15,0.953696012823053
5,16,-0.7701347036493462
5,17,0.9630022795277485
5,18,-0.5072707955693944
5,19,-0.252672611006073
5,20,-0.9360578521369164
5,21,0.7305715019200659
5,22,-0.42598290938747124
5,23,-0.332749531021662
5,24,-0.9750999668906466
5,25,0.924717168523142
5,26,-0.9249014271078844
5,27,-0.7916306095536574
5,28,-0.7161800820273757
5,29,-0.7676577312219419
5,30,0.21335474022227516
5,31,0.9800489645454971
5,33,0.14803048279542746
5,34,0.9612413547920472
6,0,-0.9841536838335967
6,1,0.27154277382870023
6,2,-0.28179888899836547
6,3,-0.9784641478867766
6,4,0.4060910259091535
6,5,-0.9080097165252222
6,6,0.90269286017131
6,7,0.9338444654507719
6,8,-0.7554570341318924
6,9,-0.5455836434658561
6,10,-0.03729144387300185
6,11,0.8920705006097466
6,12,0.9933696638350783
6,13,0.03632140803973241
6,14,0.9573495164053935
6,15,0.8954695279436671
6,16,0.2560592790415696
6,17,-0.9170366698363384
6,18,-0.7505702158339264
6,19,0.7071202844142538
6,20,0.8156195767799083
6,21,0.025886833752778532
6,22,0.48645063426969526
6,23,0.08965184576812535
6,24,0.8332741198989784
6,25,-0.9833627075650709
6,26,-0.6078513098371336
6,27,0.35562913340221086
6,28,-0.2602292287317593
6,29,0.4442702787836431
6,30,0.7002374350153551
6,31,0.811545854626796
6,32,0.7444180507006778
6,33,0.01785351748046094
6,34,0.2782791237412195
6,35,-0.43560980409763955
6,36,0.1613942917971183
6,37,0.6623425844022659
6,38,0.24203501089441634
6,39,0.7146443666975998
6,40,0.9466528856421026
6,41,0.636936753504972
6,42,0.9668679266348121
6,43,-1.0
6,44,-0.9225864423186321
6,45,0.3336961109326834
6,46,0.7489196313959192
6,47,-0.6476457879055464
6,48,-0.9730104767933989
6,49,0.6069129110595795
6,50,-0.3002841443559919
6,51,0.9050872299258643
6,52,0.6857842500536728
6,53,0.9809353484821539
6,54,-0.9016671969120243
6,55,0.6645606738407673
6,56,-0.15716728596117205
6,57,0.8479592781393226
6,58,0.7983918502669435
6,59,0.8893691752162068
6,60,0.46912967721199805
6,61,-0.8098706580213626
6,62,0.9016175847177309
6,63,0.965959531094748
6,64,0.906915991343204
6,65,-0.976843639399807
6,66,-0.915817461257149
6,67,0.9990333204195668
6,68,0.6131478756388402
6,69,-0.8920344791957265
6,70,-0.6248242184439052
6,71,-0.4577271038820157
6,72,0.4723833281655252
6,73,0.1694697730909059
6,74,-0.3781672672198142
6,75,-0.8158088470911001
6,76,-0.025128903783380462
6,77,0.5172679405845529
6,78,-0.5638704465470962
6,79,0.6212067036189253
6,80,0.7935686319963524
6,81,0.9884927483149551
6,83,-0.9020131812101093
6,84,-0.4416588561365448
6,85,-0.3829447197659629
7,0,-0.4116472267985568
7,1,-0.6494751712427088
7,2,0.9422016404745185
7,3,-0.5117114324053949
7,4,0.9498116933483953
7,5,-0.9770511637444605
7,6,0.898878923922808
7,7,0.6884556850146287
7,8,0.8978924119974235
7,9,0.24924703938962092
7,10,0.7719662635436653
7,11,-0.3103100491704529
7,12,0.20308615692715712
7,13,-0.667837642388717
7,14,0.6678624415923857
7,16,0.24969817528421767
7,17,-0.02926846253065841
7,18,0.9624050908601118
7,19,0.9343162909228909
7,20,-0.8729549253013096
7,21,-0.01044179676423029
7,22,-0.8957337033915636
7,23,0.7439356230357447
7,24,0.3983203316753622
7,25,-0.830480648661086
7,26,-0.11823442496098806
7,27,-0.5962627338832707
7,28,0.2598877439173064
7,29,-0.49024091843248657
7,30,0.11448742410508934
7,31,0.7879554439889508
8,0,-0.08136751037498322
8,1,-0.7204812375638662
8,2,0.1990300785680515
8,3,0.7043951787507613
8,4,-0.8649454505489119
8,5,0.6198571869769622
8,6,-0.5339618414392681
8,7,0.06675115080732323
8,8,-0.2792651853615301
8,9,-0.8859897154733566
8,10,0.1616590206687076
8,11,-0.10631330671994957
8,12,-0.6973232121468844
8,13,-0.9004657303715444
8,14,0.5383329993450054
8,15,-0.8435196675166841
8,16,0.23957899774642075
8,17,0.6119549791383205
8,18,0.9564473184576988
8,19,0.9999017985240698
8,20,-0.1448589352939629
8,21,-0.9922254316899689
8,22,-0.8108194398678681
8,23,-0.6679504554321516
8,24,0.31809306651555036
8,26,-0.6697954103332007
8,27,-0.48019064728246347
8,28,-0.5389775543441159
8,29,0.83696674189084
8,30,-0.9920675627030042
8,31,-0.8605921049998156
8,32,0.597999108235042
8,33,0.9033837249529226
8,34,-0.27369280834309206
8,35,-0.7384279331177258
8,36,-0.7193747977315669
8,37,-0.12300677551883242
8,38,0.5088871236977867
8,39,-0.20342097899154504
8,40,0.5491900347488928
8,41,-0.3421659702819161
8,42,0.3837549822666125
9,0,-0.6646076199615102
9,1,0.4276876893370378
9,2,-0.9218900277574695
9,3,-0.9739187676549362
9,4,-0.9844575016096171
9,5,-0.5265747211088698
9,6,0.9690773661534577
9,7,0.873748505067921
9,8,-0.07821731339857144
9,9,0.8003591617515404
9,10,0.4765285866586441
9,11,-0.3288290527034283
9,13,-0.802057020167133
9,14,0.9186488801027387
9,15,-0.6679751688441468
9,16,0.6344699607834611
9,17,0.5930091033276
9,18,0.8015895602987014
9,19,-0.944381740038499
9,20,0.9290319783944466
9,21,0.057336384006204985
9,22,-0.8612054776238713
9,23,0.7897738029399248
9,24,0.4617760689512594
9,25,-0.8576575327396837
9,26,-0.8596414493618376
9,27,0.5644239366760642
9,28,-0.5358452831361465
9,29,0.9965677435503745
9,30,0.7901358430815275
9,31,0.6893740503260082
9,32,-0.43258538097694327
9,33,0.6460181567511807
9,34,0.9526114949468925
9,35,0.5947463066374361
9,36,-0.9848161854353804
9,37,-0.7292469840563136
9,38,0.7767056893789948
9,39,0.5465077451262346
9,40,0.8972065433052798
9,41,0.5925806925590108
9,42,0.550668382434544
