id_participant,id_pan,pourcentage,nbr_point_t
4,16,0.23076923076923078,13
4,17,0.22727272727272727,44
4,18,0.3333333333333333,15
4,19,0.3333333333333333,12
4,20,0.4090909090909091,22
4,21,0.09090909090909091,33
4,23,0.21428571428571427,28
4,24,0.36363636363636365,22
4,25,0.09174311926605505,109
5,1,0.5,18
5,3,0.7222222222222222,18
5,4,0.10344827586206896,29
5,5,0.2222222222222222,18
5,6,0.6,25
5,7,0.24242424242424243,33
5,8,0.4117647058823529,17
5,11,0.5714285714285714,14
5,13,0.45454545454545453,11
5,16,0.3333333333333333,15
5,17,0.45454545454545453,11
5,18,0.9285714285714286,14
5,19,0.16129032258064516,31
5,20,0.375,16
5,21,0.175,40
5,24,0.6,15
5,26,0.10344827586206896,29
5,27,0.037037037037037035,27
5,31,0.25,12
5,33,0.05263157894736842,38
5,34,0.19230769230769232,26
6,0,0.6060606060606061,33
6,1,0.06756756756756757,148
6,2,0.23076923076923078,13
6,3,0.043478260869565216,46
6,4,0.59375,32
6,7,0.2,20
6,8,0.6923076923076923,13
6,9,0.22727272727272727,44
6,10,0.02608695652173913,115
6,11,0.19047619047619047,42
6,13,0.6153846153846154,13
6,14,0.058823529411764705,17
6,16,0.2727272727272727,11
6,18,0.1896551724137931,58
6,19,0.375,16
6,20,0.3333333333333333,15
6,21,0.5714285714285714,28
6,23,0.1590909090909091,44
6,24,0.4117647058823529,17
6,25,0.6153846153846154,13
6,26,0.07017543859649122,57
6,27,0.3076923076923077,13
6,29,1.0,14
6,30,0.5714285714285714,21
6,31,0.04807692307692308,104
6,34,0.12903225806451613,62
6,35,0.7692307692307693,13
6,36,0.35714285714285715,14
6,37,0.8181818181818182,11
6,39,0.12727272727272726,110
6,40,0.1111111111111111,18
6,41,0.16,25
6,42,0.625,16
6,44,0.4583333333333333,24
6,45,0.11290322580645161,62
6,46,0.08695652173913043,23
6,47,0.65,20
6,48,0.36363636363636365,11
6,49,0.6923076923076923,13
6,50,0.4444444444444444,18
6,53,0.35714285714285715,28
6,54,0.3333333333333333,15
6,55,0.5454545454545454,11
6,56,0.4,40
6,59,0.5714285714285714,21
6,60,0.09523809523809523,42
6,61,0.7692307692307693,13
6,62,0.35714285714285715,14
6,63,0.38461538461538464,13
6,64,0.48,25
6,68,0.14084507042253522,71
6,71,0.07142857142857142,42
6,72,0.35714285714285715,14
6,74,0.2962962962962963,27
6,75,0.35714285714285715,14
6,76,0.2777777777777778,18
6,77,0.16666666666666666,30
6,78,0.23529411764705882,17
6,80,0.4411764705882353,34
6,83,0.6428571428571429,14
6,84,0.16,50
6,85,0.20512820512820512,39
7,0,0.1111111111111111,36
7,1,0.27586206896551724,29
7,2,0.2,25
7,3,0.15,20
7,4,0.4090909090909091,22
7,5,0.25,20
7,6,0.7,20
7,7,0.25,16
7,8,0.3333333333333333,15
7,10,0.2857142857142857,14
7,11,0.08620689655172414,58
7,12,0.4166666666666667,12
7,13,0.6363636363636364,11
7,14,0.56,25
7,16,0.08823529411764706,34
7,17,0.5454545454545454,11
7,18,0.45454545454545453,11
7,19,0.16666666666666666,12
7,21,0.35714285714285715,28
7,22,0.5714285714285714,14
7,23,0.03225806451612903,31
7,25,0.3055555555555556,36
7,26,0.20588235294117646,34
7,28,0.3548387096774194,31
7,29,0.26666666666666666,15
7,30,0.23076923076923078,13
8,0,0.6470588235294118,34
8,1,0.26,50
8,2,0.1557377049180328,122
8,3,0.07936507936507936,63
8,4,0.20689655172413793,29
8,5,0.3,20
8,6,0.023809523809523808,126
8,7,0.38235294117647056,34
8,8,0.12195121951219512,41
8,9,0.023668639053254437,169
8,10,0.06521739130434782,46
8,11,0.1388888888888889,36
8,12,0.21153846153846154,52
8,13,0.14285714285714285,14
8,14,0.05555555555555555,36
8,15,0.10526315789473684,19
8,16,0.057971014492753624,69
8,17,0.3409090909090909,44
8,18,0.21568627450980393,51
8,20,0.11764705882352941,68
8,22,1.0,12
8,23,0.25,20
8,24,0.3181818181818182,22
8,26,0.19811320754716982,106
8,27,0.4666666666666667,30
8,28,0.4,15
8,29,0.2857142857142857,42
8,30,0.5,24
8,31,0.4166666666666667,24
8,32,0.2692307692307692,26
8,33,0.34285714285714286,35
8,34,0.5,12
8,35,0.125,24
8,37,0.2926829268292683,41
8,38,0.17307692307692307,52
8,39,0.2702702702702703,37
8,40,0.1,20
8,41,0.6842105263157895,19
8,42,0.9166666666666666,12
9,0,0.2692307692307692,26
9,1,0.18181818181818182,22
9,2,0.38461538461538464,13
9,3,0.2222222222222222,63
9,4,0.2777777777777778,18
9,5,0.038461538461538464,26
9,7,0.45454545454545453,11
9,9,0.053763440860215055,93
9,10,0.3611111111111111,36
9,11,0.08620689655172414,58
9,13,0.11764705882352941,34
9,14,0.08928571428571429,56
9,15,0.16,25
9,17,0.46153846153846156,13
9,19,0.30434782608695654,23
9,20,0.35,40
9,22,0.3142857142857143,35
9,23,0.3333333333333333,12
9,24,0.19642857142857142,56
9,25,0.21666666666666667,60
9,26,0.43478260869565216,23
9,27,0.4444444444444444,18
9,29,0.3333333333333333,15
9,30,0.4444444444444444,18
9,31,0.12280701754385964,57
9,32,0.30434782608695654,23
9,33,0.18181818181818182,33
9,34,0.3684210526315789,19
9,35,0.2727272727272727,22
9,37,0.16666666666666666,24
9,38,0.2903225806451613,31
9,39,0.13043478260869565,46
9,40,0.0625,32
9,41,0.5714285714285714,21
9,42,0.11764705882352941,34
