id_participant,id_zoom,coef_corrrelation
1,0,-0.9755149958766448
1,1,-0.10186888281129694
1,2,0.6931108247286014
1,3,-0.8854123974920841
1,4,-0.923516279630109
1,5,0.01054330065045847
1,6,-0.8821521062717559
1,7,0.12687051291294624
1,8,-0.8608872912749956
1,9,-0.3922786698392688
1,10,-0.8311983727032927
1,11,-0.9987499419947998
1,12,-0.14737818280553386
1,13,-0.49086070353586236
1,14,-0.7857975960323548
1,15,0.9992698648552295
1,16,-0.8579510822043105
1,17,0.30541633551786085
1,18,0.16784866313672006
1,19,-0.9941469775204071
1,20,0.5869793090254753
1,21,-0.22544032872166256
1,22,-0.7611452321884515
1,23,-0.5020441586394908
1,24,-0.43124791966364123
1,25,0.3872685278472431
1,26,0.8655823421711768
1,27,-0.21371514142594938
1,28,0.9435671191990023
1,29,0.08955758142961547
1,30,-0.9667073758631068
1,31,0.32864117771066054
1,32,0.45248679098867417
1,33,-0.9506365947227833
1,34,-0.7242474654432731
1,35,-0.8964707988325936
1,36,-0.9259087545201361
1,37,-0.8436561342060923
1,38,-0.6905609360319166
1,39,0.3908705975433354
1,40,-0.9682704514910322
1,41,0.9979458490841282
1,42,-0.6640700644724904
1,43,0.9979588330906859
1,44,0.7783881088804221
1,45,-0.7862761613807786
1,46,0.7111912787400579
1,47,-0.9679326219269869
1,48,-0.4052721319973891
1,49,-0.8751069422560344
1,50,0.5372497301299637
1,51,-0.8856607753423088
1,52,0.39724591952998684
1,53,-0.179604191111083
10,0,-0.45741077553586434
10,1,-0.1759135682393291
10,3,-0.04813067632160434
10,4,0.9681194291111554
10,5,0.9434146133527
10,6,-0.999634077159568
10,7,-0.8744254708572335
10,8,0.9935812017120174
10,9,0.20327318188279264
10,10,0.1990107418927836
10,11,0.9956756975073072
10,12,0.9531104514314817
10,13,-0.6266717183639522
10,14,0.9283735486962401
10,15,-0.9569603981152941
10,16,-0.32038642878061874
10,17,-0.23867390553322254
10,18,0.9945365178913329
10,19,-0.9583957247672191
10,20,-0.9558128585709512
10,22,-0.8164156935049495
10,23,0.9996343272067686
10,24,0.10651970614350117
10,25,-0.24565245013014042
10,26,0.4975142319625413
10,27,0.7501718107083548
10,28,0.22066876827257018
10,29,-0.9460514626453225
10,30,-0.13144311149991397
10,31,-0.9070777094536602
10,32,-0.8685681576755878
10,33,-0.491474588908272
10,34,0.9935949784553526
10,35,-0.9829227373000872
10,36,0.201332861524911
10,37,0.9416723347057654
10,38,0.6057498303394054
10,39,-0.6385468737418657
10,40,-0.5127854427758797
10,41,0.2881760539705694
10,42,0.1418888881733047
10,43,-0.271623920131707
10,44,0.9492905295319963
10,45,0.7624252722032508
10,46,-0.3673722888148927
10,47,-0.9154698363520604
10,48,0.9026939735761739
10,49,0.9090762780668871
11,0,-0.989010931594906
11,1,-0.9963175757137492
11,2,-0.8711207461951903
11,3,-0.9915923417207191
11,4,0.9566571776118651
11,5,-0.9956012344173437
11,6,-0.9994800049996769
11,7,0.6161685694099898
11,8,0.46122636660395216
11,9,0.8107927006538838
11,10,0.02156626869909847
11,11,-0.8635242065659333
11,12,0.4166104496897621
11,13,0.8574238474399106
11,14,0.34192412536599964
11,17,0.9935635705670448
11,18,-0.980657623182501
11,19,0.5372401122920367
11,20,0.9387112528189558
11,21,0.94916786547578
11,22,0.9545400584242684
11,23,0.611806600385217
11,24,-0.16354631566430636
11,25,0.7630972474357881
11,26,0.7628286648383245
11,27,0.6930885973101766
11,28,-0.10194148448201466
11,29,-0.25439909146652046
11,30,-0.34205902473356564
11,31,0.904701584395203
11,32,0.980015363842711
11,33,-0.02888931329428035
11,34,0.9984983127947058
11,35,0.9845918151440143
11,36,0.797160065864295
12,0,-0.9975415411908057
12,1,-0.4158420937597441
12,2,0.9896924384267429
12,3,-0.47761793201404573
12,4,-0.9060006537005454
12,5,-0.913027554744177
12,6,-0.9222244273043766
12,7,0.9854491612345788
12,8,0.9714589966965149
12,9,-0.9932615212082496
12,10,0.9481371395182518
12,11,0.7884424790607482
12,12,-0.7932372004886048
12,13,-0.800936012164817
12,14,-0.7636832586558262
12,15,0.8465868103701889
12,16,0.974753168392477
12,17,0.6020972644731477
12,18,0.3205271388783216
12,19,-0.980560779184953
12,20,-0.6308210118872374
12,21,-0.9717005568746362
12,22,0.24376830968719385
12,23,-0.9756288648029455
12,24,-0.9925591980116906
12,25,-0.7401129319989763
12,26,0.9830117173230287
12,27,-0.9537097107804066
12,28,0.3966153567162224
12,29,-0.9512400935127585
12,30,0.20929119238645688
12,31,-0.9069230644746057
12,32,-0.5811362710863228
12,33,-0.7750650685297359
12,34,-0.9881533492612135
12,35,0.6336235970874343
12,36,0.9328820132491485
12,37,-0.99708647693165
12,38,0.7629939568058831
12,39,-0.9638068217880991
12,40,-0.5753856871493516
12,41,-0.9907682519565197
12,42,-0.40535481707240245
12,43,0.29785283535359236
12,44,-0.06419701951164884
12,45,-0.7412183632653517
12,46,0.01428197845605623
12,47,-0.7117098291407672
12,48,-0.8968344393843419
12,49,0.9964180435490765
12,50,-0.9128452014353329
12,51,-0.699595350446562
12,52,-0.8711191566502132
12,53,-0.5335460331638089
12,54,0.9036718187516688
12,55,0.9332803501074578
12,56,-0.7613448401082966
12,57,-0.8766956972497367
13,0,-0.8975094421562491
13,1,-0.49819786640061203
13,2,0.81955235303602
13,3,0.6643374853599743
13,4,0.9999740627617533
13,5,-0.9962936600829609
13,6,0.9605588683181792
13,7,0.8234617931469183
13,8,-0.9075495893917375
13,9,0.935532568169859
13,10,-0.8629802171819511
13,12,-0.8316186319681151
13,13,-0.9823110252572539
13,14,-0.2561300703548795
13,15,-0.2477133037149837
13,16,0.9857146260623625
13,17,0.6848755003927711
13,18,0.6082579134910047
13,19,0.8286261577745204
13,20,0.5066020711453891
13,21,-0.1391519493494766
13,22,0.8804392760155526
13,23,0.9890057048292699
13,24,-0.8864265373706878
13,25,0.48901652706535875
13,26,0.4272123183476078
13,27,0.5593048036028468
13,28,-0.18032287659100255
13,29,0.7662706091612018
13,30,0.02405094915775256
13,31,-0.3376295255127274
13,32,0.3540926048204639
13,33,0.22453326175802027
13,34,-0.005163876899321406
13,35,0.9076776729867556
13,36,-0.9880353711422536
13,37,-0.9533265411203103
13,38,-0.8745471371848699
13,39,0.8787340667697761
13,40,0.6075707355139411
13,41,0.9342599388000282
13,42,-0.6630138550424733
13,43,-0.4780253035869271
13,44,0.38113001330150725
13,45,0.9691512814279347
13,46,0.6628694002139398
13,47,0.6317619719064844
13,48,0.8959777676411026
13,49,-0.35970707941296975
13,50,0.8731720079758734
13,51,0.847179094281843
13,52,0.5692994557398967
13,53,0.541770605091228
13,54,0.23175351356991072
15,0,0.7328294357114119
15,1,0.9852716877104503
15,2,0.9182798696200403
