id_participant,id_pan,somme_pixel,somme_norm
1,0,518.3091898541327,0.5106494481321504
1,1,1075.5003477271766,0.7737412573576811
1,2,1246.464954751874,0.8315309904949126
1,3,949.1610338466242,0.4316330303986467
1,4,1689.642887360093,0.40181757131036694
1,5,1804.068236875368,0.3848268423368959
1,6,2831.057101820478,0.7082954970779279
1,7,89.52346333062675,0.22380865832656688
1,8,1147.5215874918185,0.425165464057732
1,9,2434.5710396757913,0.4966485189057102
1,10,1828.0750051831294,0.4939408282040339
1,11,66.22915367685071,0.22681217012620108
1,12,124.71617205679374,0.4157205735226458
1,13,99.24802762450884,0.16568952858849556
1,14,1076.8405307151456,0.7615562452016589
1,15,44.67658965896372,0.15405720572056456
1,16,986.9948864140706,0.8224957386783922
1,17,2101.009996628836,0.7781518506032725
1,18,86.45631644535698,0.8732961257106765
1,19,2753.4198383376643,0.5097981555892731
1,20,178.1507001425722,0.25450100020367455
1,21,922.0295018290147,0.28858513359280585
1,22,166.15732317350793,0.33165134365969645
1,23,2696.7444141270516,0.6270040488553945
1,24,197.21800480684732,0.3297959946602798
1,25,842.9525386467454,0.8429525386467455
1,26,1395.2187173618315,2.00174851845313
1,27,210.4748664349671,0.7039293191804921
1,28,1754.4973759996285,0.8382691715239505
1,29,593.6192667786202,0.39574617785241345
1,30,79.81036828384664,0.40105712705450575
1,31,307.504966261828,0.27980433690794176
1,32,427.0296238681463,0.3885619871411704
1,33,103.90604988985586,0.3452028235543384
1,34,363.5494913599381,0.39732184848080665
1,35,424.69032061700096,0.42469032061700096
1,36,716.5940175154891,0.39810778750860504
1,37,267.978855924892,0.334973569906115
1,38,50.94469782661496,0.2547234891330748
1,39,790.2897970320598,0.8780997744800665
1,40,336.01514077936827,0.37293578332893257
1,41,381.4961171886735,0.2961926375688459
1,42,3476.370830031835,0.7239422803065045
1,43,258.93499713813253,0.44186859579886095
1,44,7615.106141854191,0.7050371393254505
1,45,180.80869676991713,0.3660095076314112
1,46,735.9868237065928,0.8177631374517698
1,47,4470.248571907594,0.5079827922622265
1,48,186.57363689663677,0.2665337669951954
1,49,118.98470048573486,0.20304556396883083
1,50,1060.3087519746423,0.5580572378813907
1,51,934.2694546897397,0.8493358678997635
1,52,269.35132173282443,0.2992792463698049
1,53,223.1951527468826,0.2786456338912392
1,54,2737.181479191479,0.5951688365278276
1,55,871.6604201656526,0.7269895080614284
1,56,477.59274880343264,1.586686873101105
1,57,672.1820136878813,0.6728548685564377
1,58,816.3274132640232,0.627461501355898
1,59,86.1143414293106,0.2860941575724605
1,60,2155.9290033060493,0.6161557597330807
1,61,844.5118310241811,0.46891273238433157
1,62,53.81047324038439,0.2745432308182877
10,0,1224.241485071916,0.6142706899507858
10,1,496.3016216677208,0.7069823670480353
10,2,127.17014721013403,0.18167163887162005
10,3,1602.8319007526673,0.3643627871681444
10,4,463.8836774662356,0.6636390235568463
10,5,511.1934187820185,0.3651381562728704
10,6,653.852508697585,0.3269262543487925
10,7,256.3338539882478,0.4279363171757059
10,8,770.1690935303006,1.124334443109928
10,9,137.28319787328704,1.460459551843479
10,10,413.9859378496495,0.34788734273079785
10,11,362.3127512960486,0.9126265775719108
10,12,55.48585429817841,0.09247642383029735
10,13,864.1645446832215,0.7863189669547056
10,14,738.9882961231715,0.9248914845096013
10,15,4143.633614616476,0.5599504884616859
10,16,1370.3032971525065,0.6265675798593994
10,17,674.572536521834,1.1242875608697234
10,18,486.23554349817965,0.6077944293727245
10,19,118.21113894059545,0.5910556947029773
10,20,111.35591415956637,0.11157907230417471
10,21,127.7636626154633,0.2607421686029863
10,22,743.8930184685751,1.239821697447625
10,23,1343.6227057604567,0.6721474265935251
10,24,132.39372424864985,0.26964098624979604
10,25,160.44891930692222,0.14666263190760714
10,26,173.3307568797531,0.5739429035753414
10,27,622.9485829126642,0.5135602497218995
10,28,1324.9161399511822,0.4908914931275221
10,29,48.859316810400216,0.2518521485072176
10,30,1083.0743436486193,0.6033840354588409
10,31,188.3332358311713,0.23659954250147147
10,32,1362.2172841176982,0.6191896745989537
10,33,383.0143433685375,1.9150717168426874
10,34,43.24480815945567,0.14367045900151387
10,35,141.3673582545176,0.17693036076910837
10,36,373.2532718044477,0.3110443931703731
10,37,281.5002404625991,0.4027185128220302
10,38,177.211184062735,0.4430279601568375
10,39,1254.5143037093735,0.9044803920038742
10,40,173.4455831519388,0.2453261430720492
10,41,105.84893250788534,0.5319041834567102
10,42,1114.1595833708839,0.6189775463171577
10,43,407.6134245057353,0.3399611547170436
10,44,629.6853275050065,0.419790218336671
10,45,651.1677897612927,0.9302396996589897
10,46,1717.7936702511943,1.2287508370895524
10,47,206.1115947428271,0.42409793156960307
10,48,262.9886332746875,0.8766287775822917
10,49,37.95730410702031,0.12652434702340104
10,50,467.65950671424673,0.31177300447616446
10,51,1183.3936523732493,0.4733574609492997
10,52,1803.4887690729136,0.5304378732567393
10,53,2554.1231212287053,0.5678352870672978
10,54,366.647786647741,0.36738255175124346
10,55,190.43141931680853,0.38316180949056045
10,56,127.69374368827296,0.21246879149463055
10,57,182.63113896773208,0.365994266468401
10,58,678.9941512315635,1.1335461623231444
10,59,867.2178385960572,0.6665778928486219
10,60,4082.538983302974,0.7702903742081083
10,61,2698.245258519572,0.6582691530908934
10,62,142.60612161725885,0.7059708990953408
11,0,1700.772389046152,0.630850292672905
11,1,727.2353359325145,0.6611230326659223
11,2,1380.8193996942202,0.6904096998471101
11,3,169.9362902336335,0.8670218889471097
11,4,173.07480096972884,0.2472497156710412
11,5,1397.4051558464844,0.8701152900663041
11,6,312.39442064296475,0.39245530231528236
11,7,1266.5595900756073,0.5301630766327364
11,8,1807.25794143141,0.502434790500809
11,9,6573.567448043308,0.5926938461854935
11,10,1371.782207028913,0.4288159446792476
11,11,289.06156510292243,0.7208517832990584
11,12,659.6624349437101,0.8245780436796376
11,13,103.1374414278039,1.0211627864139001
11,14,1167.1093563994957,0.259472956069252
11,15,581.7251625606863,0.38807549203514763
11,16,498.5785116878388,0.415482093073199
11,17,329.1593052870945,0.2530048464927706
11,18,451.76207527875886,0.4110664925193438
11,19,1670.1332735501712,0.5220797979212789
11,20,2433.007999999935,0.45064048897942854
11,21,529.0249964969278,0.5279690583801674
11,22,250.45608734663216,0.4099117632514438
11,23,90.54669123096028,0.2263667280774007
11,24,128.6829556144912,0.321707389036228
11,25,1449.3001357861126,0.5367778280689306
11,26,1390.35518550226,0.6319796297737545
11,27,375.6773633158833,0.37605341673261594
11,28,494.65854615101443,0.5490105950621692
11,29,342.6615956928575,0.685323191385715
11,30,2058.449969942187,0.6640161193361894
11,31,1241.6500836499038,0.7299530180187559
11,32,292.02543576767073,0.587576329512416
11,33,196.375545924074,0.39353816818451703
11,34,111.71780892346666,0.15959686989066665
11,35,1897.9073680493048,0.5422592480140871
11,36,44.881596836242785,0.2362189307170673
11,37,4928.998026205061,0.6401296137928651
11,38,97.88810878993907,0.24472027197484766
11,39,81.76824045751289,0.20391082408357328
11,40,65.5988611962242,0.2186628706540807
11,41,973.1555448547567,0.4634074023117889
12,0,523.1047981231246,0.6546993718687417
12,1,54.25471815480086,0.18024823307242813
12,2,245.76939309126345,0.307981695603087
12,3,1160.1341473589641,0.5287758192155716
12,4,1520.261281508038,1.0937131521640562
12,5,644.9327029059529,0.7118462504480716
12,6,0,0.0
12,7,564.5335384297127,0.6272594871441253
12,8,517.5344749349053,0.5113977025048472
12,9,137.41007179008162,0.16964206393837236
12,10,162.12749558600376,0.5404249852866791
12,11,601.8502779675289,0.4629617522827145
12,12,213.39400092535413,0.43109899176839217
12,13,93.8144211957206,0.188382371878957
12,14,85.63607326701732,0.28833694702699436
12,15,69.98507601759536,0.35706671437548654
12,16,173.8155655378392,0.19486049948188253
12,17,59.04145984655825,0.2937386062017823
12,18,1461.3773587824905,0.768741377581531
12,19,158.90518496328946,0.2276578581135952
12,20,144.77774863964098,0.18074625298332206
12,21,488.0762475194607,0.4091167204689528
12,22,801.4342398390066,0.5024666080495339
12,23,613.7066567125405,0.770988262201684
12,24,2733.0394141505985,0.5158624790771231
12,25,222.64167168946858,0.27934965080234453
12,26,71.64494501060456,0.7236863132384299
12,27,113.26827407181887,0.38526623833951995
12,28,52.40051142844288,0.5188169448360681
12,29,142.52830261517764,0.23794374393184914
12,30,356.882118783663,0.5112924337874828
12,31,469.9948063691991,0.3618127839639716
12,32,104.09946801994116,0.5257548889896018
12,33,497.6100405108641,0.4986072550209059
12,34,189.06869540605663,0.23604081823477732
12,35,346.0058735718359,1.149521174657262
12,36,56.322604390947106,0.2918269657562026
12,37,821.1158466652003,0.5167500608339838
12,38,726.3719022940988,0.6609389465824376
12,39,280.7425335568447,0.46174758808691563
12,40,413.6868264112432,0.29485875011492746
13,0,831.6270633480405,0.593171942473638
13,1,36.893329951247416,0.1863299492487243
13,2,252.91665132087095,0.27762530331599444
13,3,321.0650378960127,0.45605829246592716
13,4,299.3825603902795,0.49897093398379916
13,5,578.8397732523064,0.5266967909484135
13,6,394.7498623033891,0.49037249975576286
13,7,373.61155684710695,0.4146632151466226
13,8,250.29866738887733,0.5005973347777547
13,9,37.40120876852267,0.03421885523195121
13,10,342.003550294157,0.4329158864483
13,11,136.371150822291,0.22690707291562565
13,12,208.7014154830674,0.3537312126831651
13,13,310.69838894949356,0.5195625233269123
13,14,167.69579496240115,0.3353915899248023
13,15,514.0277276376455,0.5079325371913493
13,16,195.72639914516276,0.49177487222402705
13,17,1489.656828753199,0.6479586031984337
13,18,625.3148141982101,0.7806676831438328
13,19,486.89738363222176,0.4859255325670876
13,20,200.6357361547465,0.33383649942553495
13,21,772.7048216757923,0.5168594124921688
13,22,127.17809550248256,0.1587741516884926
13,23,712.5261427215472,0.6501150937240394
13,24,781.1775365933479,0.7114549513600619
13,25,748.6092953892054,0.49609628587753835
15,0,7.735988954889196,0.009730803716841756
15,1,283.73846352859005,0.28317211929001
15,2,2.633609488674868,0.0016460059304217924
15,3,365.4739317655383,0.4540048841807929
15,4,101.40204480723385,0.5173573714654788
15,5,637.1586776813702,0.398473219312927
15,6,6.9882733843263205,0.013976546768652641
15,7,139.78741973143389,0.10752878440879529
15,8,0,0.0
15,9,7.381870255460477,0.012303117092434129
15,10,0,0.0
15,11,0,0.0
15,12,22.30579752556001,0.0318654250365143
15,13,350.7451831237526,0.4367935032674379
