id_participant,id_zoom,distance
1,0,101.29277425834778
1,1,365.2731903606863
1,2,613.2591622229169
1,3,197.42798768099877
1,4,763.4928812482678
1,5,287.79170397755405
1,6,306.4940327168714
1,7,1107.8636163667338
1,8,3572.999196014498
1,9,29.24920043956958
1,10,31.372051315965603
1,11,1279.0465865126296
1,12,12597.540334331885
1,13,13376.486865665873
1,14,2878.741994865499
1,15,11084.017741205656
1,16,2690.0215295432204
1,17,2022.0776870095835
1,18,474.12947659478874
1,19,757.440256768022
1,20,413.33858027581044
1,21,4173.791749792085
1,22,1617.3969489593896
1,23,1193.950777097264
1,24,571.6768042204552
1,25,262.8192141030764
1,26,6570.892223046647
1,27,333.4442956837555
1,28,692.8459968885794
1,29,400.3908920550868
1,30,80.68394124542482
1,31,1635.455267506779
1,32,964.8539349960786
1,33,1140.5957900370402
1,34,388.2509502438609
1,35,16477.495464229916
1,36,5801.94342043305
1,37,2653.65684461527
1,38,986.9583815955883
1,39,319.91094541931596
1,40,84.5787847127787
1,41,189.3281832571278
1,42,51.520650680151206
1,43,123.28790138341827
1,44,50.58597989573908
1,45,15361.842255158253
1,46,4974.535006386977
1,47,1764.941793009139
1,48,1772.108814608809
1,49,1169.6358994118573
1,50,7987.415358521141
1,51,5179.135702241806
1,52,1526.7625621885202
1,53,309.84658341245853
10,0,64.00971694887508
10,1,32.25129469043709
10,3,263.2162885236116
10,4,2045.0399864694773
10,5,234.25358047036653
10,6,156.91204542425783
10,7,139.90156804519373
10,8,984.7207305441631
10,9,2046.2269815221243
10,10,342.9246538680448
10,11,24875.4388520289
10,12,11200.695719673859
10,13,16748.848373611367
10,14,5918.301074651907
10,15,2901.543223271742
10,16,12838.703013096545
10,17,1419.1190588407321
10,18,1298.463070843619
10,19,1527.0219718006383
10,20,313.6136495410987
10,22,163.68878822793513
10,23,1058.5219247405664
10,24,1518.5518792863884
10,25,317.4725054735552
10,26,64.13179069543114
10,27,7155.168716798931
10,28,4342.62456879706
10,29,2279.288004479425
10,30,1535.0876448640872
10,31,100.99018297168621
10,32,3370.5640151112502
10,33,1760.3124330896246
10,34,791.9884393390946
10,35,1994.9002828690116
10,36,298.76870252867553
10,37,329.4381795402667
10,38,4306.710309773929
10,39,10619.570962180302
10,40,4741.067682263146
10,41,2598.8467254927205
10,42,667.3884434813899
10,43,380.2019695766782
10,44,88.37400693830415
10,45,8632.633170989291
10,46,4397.595458697866
10,47,4338.0699016973385
10,48,1170.1398705952204
10,49,620.8571907473339
11,0,1444.5661196577444
11,1,2841.5442956953684
11,2,75.54598159586578
11,3,154.26326931969712
11,4,1115.0327847959181
11,5,2136.7024328649313
11,6,298.11015010877173
11,7,639.9545591970816
11,8,2009.9306503957487
11,9,375.8681070126909
11,10,579.7452434680089
11,11,1748.819549479295
11,12,3075.6367589695433
11,13,3483.58387855893
11,14,896.6065578346984
11,17,3344.8369485518633
11,18,1732.9223686717849
11,19,247.41806958006038
11,20,8722.148073129676
11,21,1249.3844474024315
11,22,1705.8222983514056
11,23,1124.0890239502442
11,24,3961.074032859836
11,25,8890.277030143558
11,26,4974.235844933241
11,27,626.4215848507832
11,28,4547.789117189761
11,29,4276.700813335461
11,30,905.1169994322329
11,31,701.7272402034622
11,32,978.0278385039976
11,33,8265.92674083306
11,34,17221.805072771687
11,35,2895.5983342533227
11,36,579.2179102147916
12,0,223.02019534042518
12,1,847.2937029305806
12,2,3441.75651063829
12,3,5573.615678450434
12,4,5879.971102724866
12,5,78.20829936403572
12,6,196.68465188689208
12,7,351.3480468614553
12,8,1491.6832679321692
12,9,1827.143671648655
12,10,4547.614639544267
12,11,8639.892942226834
12,12,8583.54607775996
12,13,59.39390986456802
12,14,157.963157819124
12,15,638.362859417873
12,16,2161.024006882712
12,17,3122.4443549404364
12,18,1403.0529732669208
12,19,9824.492198061273
12,20,91.75633411037418
12,21,243.64584292256328
12,22,3073.609040006143
12,23,631.7030020246156
12,24,15756.65461116806
12,25,24285.849488730615
12,26,7330.625193914872
12,27,3279.4226416046868
12,28,14544.88132964464
12,29,4751.380567490792
12,30,1938.1479466469766
12,31,616.1771797690664
12,32,8219.00268169468
12,33,2412.5562767509773
12,34,509.04747004923775
12,35,96.52173244705722
12,36,469.21668979853416
12,37,795.6776217501366
12,38,713.0087490037446
12,39,252.64418865773305
12,40,3390.3828107100226
12,41,1421.0827395841377
12,42,3175.844895002402
12,43,9272.302996817529
12,44,1560.6416755844377
12,45,573.6589898070238
12,46,26976.378974222727
12,47,1897.083918773623
12,48,871.6088552518696
12,49,4408.304244113387
12,50,1814.1568535040626
12,51,24.573275524721804
12,52,21973.36841175439
12,53,4298.558207319499
12,54,2538.3767890737713
12,55,1352.6222941971018
12,56,806.7413867914946
12,57,261.8975429012807
13,0,239.70158639236672
13,1,66.84175825913427
13,2,981.0688976140059
13,3,329.1644142026122
13,4,87.3314930017941
13,5,457.67522057127263
13,6,509.06100972411747
13,7,1665.228646170414
13,8,1611.440974292305
13,9,450.52815111592463
13,10,265.4283478816502
13,12,401.962870524468
13,13,812.5729786979481
13,14,986.9463682311317
13,15,11554.498916778533
13,16,8452.531184345999
13,17,52426.61010411175
13,18,7580.275175919409
13,19,2988.907418645936
13,20,1831.5597898155224
13,21,8218.24536289865
13,22,589.696674777944
13,23,3563.8755993730915
13,24,962.2655866994475
13,25,3132.4151325300977
13,26,443.9312578397413
13,27,201.22162157000233
13,28,4810.568241450311
13,29,1355.8225125039694
13,30,632.0521203601596
13,31,512.4815054761424
13,32,1341.2294141531695
13,33,735.551313280887
13,34,406.0555171838908
13,35,2228.2925425175927
13,36,1319.980228014246
13,37,685.5806881362034
13,38,24935.87748681382
13,39,2843.9140072590976
13,40,637.8984170021573
13,41,2932.0241272025387
13,42,7500.6941016289975
13,43,1403.2007399402248
13,44,674.8993628777602
13,45,501.76334331434185
13,46,288.7293060811669
13,47,818.2083271473076
13,48,687.4949296889465
13,49,244.62546025454236
13,50,523.1583500539655
13,51,432.54482195468006
13,52,393.9291729300866
13,53,211.0237546756251
13,54,125.1162973778506
15,0,1802.582590847579
15,1,2872.832537067519
15,2,1312.4658212594352
15,3,939.1587112681399
15,4,5149.458123819252
15,5,1812.7683299164678
15,6,243.30887662739693
15,7,541.2765205950243
15,8,1201.4842862563592
15,9,759.5521476473838
15,10,226.9369712350778
15,11,1065.4818859807456
15,12,1377.7673973716899
15,14,5701.156964453603
15,15,1857.8184825569365
15,16,8755.013010972032
15,17,180.71661778548906
15,18,569.7385500192345
15,19,1484.4098461255996
15,20,5332.002314363723
15,21,2700.6706021574114
15,22,36417.217112981925
15,24,27355.925093962684
15,25,9051.154422656025
15,26,1664.8210625379415
15,27,12642.449523540956
15,28,5278.579192175549
15,29,1105.1719011668783
15,30,4103.76692941597
15,31,8938.274401756611
15,32,9959.026242002335
15,34,319.8990762442321
15,37,5363.763780580259
15,42,210.7843323828053
15,43,9567.346831246039
15,44,3346.025978308674
15,45,1853.3582245985413
15,46,1813.1766938303415
15,48,338.27145187348765
15,49,26728.050661432826
15,50,8400.51058435155
15,51,8457.351610433558
15,53,451.7779358610584
15,55,62.81701952542079
15,56,130.8476767766551
15,58,39.30875865154631
15,59,668.6525551969264
15,60,363.50534042317247
15,61,118.71887599696912
15,62,55.604536261267164
15,63,161.6138861217025
15,64,56.00392177908249
15,67,16535.52321602323
15,68,3600.4155793823907
15,69,2522.0843465137505
15,71,4184.027229658202
15,72,3527.3005092337085
15,73,2315.6032136274653
16,0,559.7887987711123
16,1,5650.878284752698
16,2,2798.9367750889496
16,3,189.27373244873658
16,4,447.8340971576637
16,5,1504.6334246344607
16,6,379.3549983715245
16,7,2010.5811502598142
16,8,2323.3083967177886
16,9,381.3266061102607
16,10,983.4297840605515
16,11,2410.432323679234
16,12,4813.62503179018
16,13,3680.802897758604
16,14,9319.42861525861
16,16,588.0491711065016
16,17,127.99545820963934
16,18,184.08555179719298
16,19,3456.7704679496264
16,20,811.5134886819508
16,21,652.4139153756315
16,22,140.6295858368994
16,23,3827.0054266642187
16,24,6544.444595155944
16,25,3236.866317703736
16,26,392.67931824747143
16,27,5269.069726536096
16,28,477.1933480839389
16,29,510.0582911626679
16,30,50.384373688681364
16,31,9243.557253029172
16,32,2678.5964818622824
16,33,583.4805951875834
18,0,21.84233457194754
18,1,24.005408655247383
18,2,201.90006312797317
18,4,111.25036192925519
18,5,196.51092004545862
18,6,148.94364963066164
18,7,269.65107710844273
18,10,208.38402164328372
18,11,410.9521856303708
18,12,1202.4875496619588
18,13,2547.5115949691776
18,16,895.8817102197665
18,17,41870.14576399215
18,18,6409.833065345815
18,19,14765.672561362375
18,20,6588.3295985659715
18,21,4842.812997514509
18,23,1116.6559264510263
18,24,420.16781979163846
18,25,199.37662093760338
18,26,470.1561251884602
18,27,3904.792900251854
18,28,9721.509178076114
18,29,2403.5803654373194
18,32,3477.69605194032
18,33,2364.4932240435824
18,34,1312.5161681373163
18,35,31417.03245121385
18,36,8257.331943881614
18,37,2741.584579052476
18,38,964.6596410709353
18,39,289.5651139154338
18,40,38420.97149903112
18,41,11128.714377537757
18,42,2582.229567647835
18,43,912.6042033718411
18,44,604.4776563153831
19,0,160.80543922625202
19,1,371.0378731780861
19,2,5979.292138070166
19,3,6115.730188151287
19,4,2865.206456046265
19,5,2201.071199925067
19,6,177.76940146651967
19,7,206.89591956732843
19,8,975.7227069345562
19,9,25.02585937991854
19,10,447.78069644908226
19,11,1020.0735107199678
19,12,2312.7517300743953
19,13,1619.1118905773235
19,15,84.45774429413551
19,16,314.9355939545743
19,17,734.1132804463301
19,18,1421.4824588843298
19,19,2881.6743388672908
19,20,1236.3353793905364
19,21,619.0905958344377
19,22,27296.16397260306
19,23,7794.627709655741
19,24,2032.3629523228224
19,25,8675.981839340695
19,26,1883.515696249405
19,27,2631.3661067649396
19,28,2599.142987892039
19,29,1032.955523225382
19,30,408.2022005059726
19,31,15125.908336916023
19,32,1859.4726904831386
19,33,999.4656823529509
19,34,567.8628132067928
19,35,7016.944194290388
19,36,2837.7667447592107
19,37,2659.6069542296436
19,38,4946.994798459922
19,39,73800.85287511843
19,40,5909.353970260972
19,41,5010.8204342249655
19,42,2980.226892900138
19,43,14706.4975066346
19,44,2317.340173204879
19,45,607.0395238530754
19,46,357.3152836089167
19,47,19248.877749253166
19,48,4355.379827684031
19,49,1055.3759880548027
19,50,2902.162834308671
20,0,436.08840701240274
20,1,784.128573180018
20,2,19.94070663782281
20,3,259.6361436959915
20,4,25465.70220531636
20,5,2879.1699628453475
20,6,3740.603071766386
20,7,1418.4908850912486
20,8,15226.729477658642
20,9,4224.9993027860155
20,10,8056.635217304584
20,11,821.5423120324574
20,12,704.1180678972338
20,13,3254.476765996924
20,14,3252.7177781064615
20,15,1923.844264570144
20,16,220.93344812051046
20,17,191.572653411214
20,18,771.2986455745182
20,19,3842.809521767795
20,20,1871.9811909478858
20,21,859.9960843392449
20,22,854.3842013025444
20,23,531.8116917362522
20,24,2099.840138740179
20,25,869.7472362941743
20,26,1886.9216252532794
20,27,3766.4943302588545
20,28,2410.6751699122287
20,29,2750.5293624754595
20,30,31957.410230687827
20,31,5569.430137528794
20,32,4127.203636378521
20,33,581.5294930771748
20,34,319.8664530328562
20,35,866.905924543932
20,36,478.54728498071177
20,37,139.11655396259457
20,38,95.11697516997125
20,39,143.25302040937498
20,40,8095.657241937544
20,41,1643.767726219322
3,0,2135.2054355733585
3,1,1774.6115829710202
3,2,239.69205056989617
3,3,231.27031948324498
3,4,826.5123768760833
3,5,1252.706181395154
3,6,2906.730926168853
3,7,2648.457663194831
3,8,147.17270229877025
3,9,205.82137830346434
3,11,1659.9837832271237
3,12,4524.991981304466
3,13,289.3109496355365
3,14,649.7778484464599
