world_index,id_fixation,x,y,zoom,etape,id_pan,x_rel,y_rel,x_pixel,y_pixel
306,62,260016.8801632241,6254441.69112011,14.0,1,0,0.578066022508825,0.2699276824792225,668.1513977050781,501.9566094875335
307,62,260102.40524900044,6254471.1094523,14.0,1,0,0.5859041731745891,0.275059284766515,677.1025657653807,505.035570859909
308,62,260021.34522734443,6254397.018985968,14.0,1,0,0.5784752339698803,0.26213527520497637,668.6187171936034,497.28116512298584
309,62,260021.4655057951,6254387.1054447135,14.0,1,0,0.5784862571756393,0.2604060014088948,668.6313056945801,496.2436008453369
310,62,260131.0810166604,6254396.741053904,14.0,1,0,0.5867809188762604,0.26708679397900886,678.1038093566893,500.25207638740534
311,62,260157.7872064669,6254382.427986617,14.0,1,0,0.5892284713985623,0.26459008653958627,680.8989143371582,498.7540519237518
311,63,259908.25589258425,6254535.219410981,14.0,1,0,0.5892284713985623,0.26459008653958627,680.8989143371582,498.7540519237518
312,63,259970.2597619273,6254422.207592035,14.0,1,0,0.5667881305915043,0.2898623963197072,655.272045135498,513.9174377918243
313,63,259986.2409409773,6254390.782010691,14.0,1,0,0.5682527638984853,0.28438065846761057,656.9446563720703,510.62839508056635
345,68,260572.9161645205,6252234.561294118,12.0,1,1,0.5988778850869413,0.30323900183041885,691.918544769287,521.9434010982513
346,68,261169.1704139512,6250898.297385175,12.0,1,1,0.5976530065052145,0.30663269360860185,690.519733428955,523.9796161651611
347,68,261074.4478537416,6250915.608871225,12.0,1,1,0.5954827377132276,0.3073876281579335,688.0412864685059,524.4325768947601
348,69,261169.03438995787,6251543.551653929,12.0,1,1,0.5950229197166429,0.34643817742665606,687.5161743164062,547.8629064559937
349,69,261151.0363599785,6251504.844681709,12.0,1,1,0.594610551610302,0.34475020964940384,687.0452499389648,546.8501257896423
350,69,261129.13037379348,6251487.807512534,12.0,1,1,0.5941086450099109,0.3440072377522786,686.4720726013182,546.4043426513672
351,69,261195.87397950047,6251513.376797622,12.0,1,1,0.5956378642815424,0.34512228568394976,688.2184410095215,547.0733714103699
352,69,261183.2447421821,6251528.4014896285,12.0,1,1,0.5953485051303735,0.3457774957021077,687.8879928588866,547.4664974212646
354,70,261114.14367884223,6252174.217221835,12.0,1,1,0.5937652721505239,0.3739407976468404,686.0799407958983,564.3644785881042
355,70,261503.7496361932,6252341.720272534,12.0,1,1,0.6026918641740094,0.3812454183896382,696.2741088867188,568.747251033783
356,70,261474.26829449803,6252333.749091577,12.0,1,1,0.6020163921883979,0.38089780410130814,695.5027198791504,568.5386824607849
360,71,260343.213482188,6257119.4222561205,12.0,1,1,0.576101837559047,0.5895956595738728,665.9082984924316,693.7573957443237
361,71,260345.80712296025,6257142.723198974,12.0,1,1,0.5761612626591831,0.5906117876370748,665.9761619567871,694.3670725822449
361,72,260433.4376283432,6257705.390164884,12.0,1,1,0.5761612626591831,0.5906117876370748,665.9761619567871,694.3670725822449
