world_index,id_fixation,x,y,zoom,etape,id_pan,x_rel,y_rel,x_pixel,y_pixel
337,59,256507.9798490768,6254605.835402885,15.0,1,0,0.039945613899498085,0.315312482913335,53.617891073226815,529.187489748001
338,59,256508.3586749413,6254600.63245439,15.0,1,0,0.04001505070100097,0.31349732478459674,53.697187900543106,528.098394870758
339,59,256503.501783266,6254594.308712336,15.0,1,0,0.0391248078354602,0.31129115422566717,52.68053054809555,526.7746925354003
340,59,256500.94750635032,6254598.291381279,15.0,1,0,0.038656622223595095,0.31268059213956184,52.145862579345604,527.6083552837371
341,59,256509.2663330336,6254608.6465358,15.0,1,0,0.040181419686552935,0.31629320581754045,53.88718128204346,529.7759234905243
346,60,260678.2651518712,6255185.432928666,15.0,1,0,0.7841970139752334,0.5108506162961324,903.5529899597167,646.5103697776794
347,60,260696.0018495804,6255180.633920995,15.0,1,0,0.7874480579863914,0.5091763814290364,907.265682220459,645.5058288574219
348,60,260715.4971458063,6255173.668056032,15.0,1,0,0.7901457871739376,0.5067461927731831,910.3464889526367,644.0477156639099
349,60,260726.4247164081,6255167.669373325,15.0,1,0,0.7921487537657943,0.5046534260114034,912.6338768005371,642.792055606842
350,60,260737.64806265448,6255164.548250041,15.0,1,0,0.7942059344877921,0.5035645564397175,914.9831771850586,642.1387338638306
350,61,260655.5118222253,6255073.820403704,15.0,1,0,0.7942059344877921,0.5035645564397175,914.9831771850586,642.1387338638306
351,61,260665.9257491708,6255080.215492747,15.0,1,0,0.7810596091943529,0.47414329846700026,899.9700736999511,624.4859790802002
352,61,260674.1719304034,6255092.681841606,15.0,1,0,0.7825710911258088,0.4784924467404683,901.6961860656737,627.095468044281
353,61,260686.4162766797,6255092.835914201,15.0,1,0,0.7848154158183029,0.47854619820912675,904.259204864502,627.1277189254761
354,61,260698.6141517365,6255072.418373843,15.0,1,0,0.787051222579074,0.47142310937245685,906.8124961853026,622.8538656234741
355,61,260705.0509623672,6255041.295402147,15.0,1,0,0.788231056333632,0.4605652054150899,908.1598663330078,616.339123249054
356,61,260710.2573791197,6255019.589003015,15.0,1,0,0.7891853653194606,0.45299247105916335,909.2496871948241,611.795482635498
383,67,260167.7667431005,6254603.456506607,13.0,1,1,0.6826522947401591,0.4267843921979268,787.5889205932617,596.0706353187561
384,67,260218.1481057572,6254546.295266376,13.0,1,1,0.6849609548698999,0.42179891665776564,790.2254104614258,593.0793499946594
385,67,260300.73894405784,6254522.636358452,13.0,1,1,0.6887455721452649,0.4197354396184285,794.5474433898926,591.8412637710571
386,67,260377.01078993743,6254517.921306507,13.0,1,1,0.6922406298475382,0.41932420333226517,798.5387992858887,591.5945219993591
387,67,260422.5657064016,6254507.019978476,13.0,1,1,0.6943281243853727,0.41837341388066607,800.9227180480957,591.0240483283997
388,67,260454.4668318357,6254487.517647783,13.0,1,1,0.6957899517854332,0.4166724642117818,802.5921249389648,590.0034785270691
389,67,260496.9284052372,6254486.307209194,13.0,1,1,0.6977356979183056,0.4165668924649556,804.814167022705,589.9401354789734
389,68,261057.56594565287,6255528.314007243,13.0,1,1,0.6977356979183056,0.4165668924649556,804.814167022705,589.9401354789734
390,68,261092.8796987643,6255538.578132845,13.0,1,1,0.7250443874432618,0.5083436091740926,836.0006904602051,645.0061655044556
391,68,261167.1875068888,6255525.9232179,13.0,1,1,0.7258224754533916,0.5055732091267903,836.8892669677733,643.3439254760742
392,68,261149.686992319,6255446.227399899,13.0,1,1,0.7250205372344382,0.4986223181088765,835.9734535217284,639.1733908653259
393,68,261132.4095396032,6255357.936729838,13.0,1,1,0.724228820533552,0.4909218033154805,835.0693130493164,634.5530819892883
393,69,260718.978608059,6255373.256650769,13.0,1,1,0.724228820533552,0.4909218033154805,835.0693130493164,634.5530819892883
