world_index,id_fixation,x,y,zoom,etape,id_pan,x_rel,y_rel,x_pixel,y_pixel
180,37,260294.6588423617,6255315.344261556,19.0,1,0,0.4974335271297528,0.38606803019841507,576.0690879821777,571.6408181190491
181,37,260295.1081097109,6255315.463045068,19.0,1,0,0.4904475203746254,0.3802172740300496,568.0910682678223,568.1303644180298
182,37,260295.2926107036,6255315.652579731,19.0,1,0,0.4909886094609409,0.38127524455388384,568.7089920043945,568.7651467323303
183,37,260295.2747910411,6255316.219819055,19.0,1,0,0.4909363494445479,0.3844415386517842,568.6493110656737,570.6649231910706
184,37,260303.5622280101,6255314.009885761,19.0,1,0,0.48984700618817373,0.3871058305104573,567.4052810668944,572.2634983062744
185,38,260299.3228226648,6255318.185087785,19.0,1,0,0.477414032623772,0.41041154464085894,553.2068252563477,586.2469267845154
186,38,260299.2927359672,6255318.362974744,19.0,1,0,0.4773257968722208,0.41140449841817217,553.1060600280762,586.8426990509033
187,38,260299.9363543852,6255318.025259394,19.0,1,0,0.47746203367430357,0.41118605931599933,553.2616424560547,586.7116355895996
188,38,260300.0539163197,6255318.064738574,19.0,1,0,0.47780680948715065,0.41140642960866286,553.6553764343261,586.8438577651978
189,38,260300.272967753,6255316.569175419,19.0,1,0,0.4775735684743904,0.4113916238149007,553.3890151977539,586.8349742889404
190,38,260298.7182491833,6255316.920643916,19.0,1,0,0.47301401983418095,0.4133534987767537,548.1820106506347,588.0120992660522
190,39,260284.8198179353,6255315.189864347,19.0,1,0,0.47301401983418095,0.4133534987767537,548.1820106506347,588.0120992660522
191,39,260286.9315612727,6255309.998654532,19.0,1,0,0.4314417530066495,0.40471539100011183,500.70648193359375,582.8292346000671
192,39,260286.24564948885,6255310.212945371,19.0,1,0,0.4294301682721086,0.40591154893239334,498.40925216674805,583.546929359436
193,39,260286.250655396,6255309.930824919,19.0,1,0,0.42944484917796,0.40433677037556964,498.42601776123036,582.6020622253418
194,39,260286.7441216588,6255309.986756961,19.0,1,0,0.4308920457776499,0.40464897950490314,500.0787162780762,582.7893877029419
195,39,260288.0338517669,6255309.994368332,19.0,1,0,0.4346744584118631,0.404691465695699,504.39823150634766,582.8148794174194
195,40,260289.6045789884,6255315.7210983,19.0,1,0,0.4346744584118631,0.404691465695699,504.39823150634766,582.8148794174194
196,40,260289.04977641068,6255309.905892199,19.0,1,0,0.4411565042418898,0.4375309308369954,511.80072784423817,602.5185585021973
197,40,260289.11538283832,6255309.667556348,19.0,1,0,0.44134890928786186,0.4362005551656087,512.0204544067383,601.7203330993652
198,40,260288.0458351909,6255306.938424921,19.0,1,0,0.43996354285138284,0.4343000491460164,510.4383659362792,600.5800294876099
199,40,260287.6722031685,6255306.91562925,19.0,1,0,0.4388677860934763,0.4341728051503499,509.18701171875,600.50368309021
200,40,260287.38942921447,6255307.012193711,19.0,1,0,0.43803849028204866,0.4347118218739827,508.2399559020996,600.8270931243896
202,41,260328.158134678,6255304.606289404,19.0,1,0,0.5576015412285532,0.42128221591313675,644.7809600830078,592.7693295478821
203,41,260328.13812813457,6255304.150126119,19.0,1,0,0.5575428677106279,0.41873594125111896,644.7139549255371,591.2415647506714
204,41,260327.64678041264,6255303.636243273,19.0,1,0,0.5561018841905476,0.4158674796422322,643.0683517456055,589.5204877853394
205,41,260326.3194803737,6255303.010284915,19.0,1,0,0.5522092896042271,0.41237341960271195,638.6230087280273,587.4240517616272
206,41,260325.7902381058,6255302.884908725,19.0,1,0,0.5506571721279057,0.41167357762654616,636.8504905700682,587.0041465759277
209,42,260298.41192411623,6255274.089555696,19.0,1,0,0.470364341802647,0.25093973477681475,545.1560783386229,490.56384086608887
210,42,260298.5880022004,6255273.971368023,19.0,1,0,0.47088072888696675,0.25028001864751165,545.745792388916,490.168011188507
211,42,260299.1083431796,6255274.082540165,19.0,1,0,0.47240674140783195,0.2509005745251973,547.4884986877441,490.5403447151184
212,42,260300.64549836185,6255274.673670736,19.0,1,0,0.4769147816138593,0.25420022805531806,552.6366806030273,492.52013683319086
213,42,260301.0095969502,6255274.982027353,19.0,1,0,0.4779825795135231,0.25592145522435505,553.8561058044434,493.55287313461304
214,42,260291.4009276008,6255245.783870378,18.38391390532184,1,0,0.4780763268679536,0.2583536287148792,553.963165283203,495.01217722892756
237,49,260359.9664539604,6255350.825460315,18.0,1,1,0.5910184395918704,0.5957379182179768,682.943058013916,697.4427509307861
238,49,260358.2871686032,6255351.890014299,18.0,1,1,0.588556005741794,0.5987090547879537,680.1309585571288,699.2254328727722
239,49,260357.1559702768,6255354.069554077,18.0,1,1,0.5868972638024966,0.6014587481816609,678.2366752624512,700.8752489089966
240,49,260356.40723692143,6255354.262183263,18.0,1,1,0.585799352508919,0.601996370156606,676.9828605651855,701.1978220939636
241,49,260356.62773602435,6255354.591719451,18.0,1,1,0.5861226831760172,0.6012494285901387,677.3521041870117,700.7496571540833
242,49,260356.97924296235,6255353.574832637,18.0,1,1,0.5866381182562032,0.5984113295873006,677.940731048584,699.0467977523804
242,50,260347.9226173284,6255346.317698199,18.0,1,1,0.5866381182562032,0.5984113295873006,677.940731048584,699.0467977523804
243,50,260351.6003473672,6255357.013446325,18.0,1,1,0.5743724468919316,0.5713417251904805,663.9333343505859,682.8050351142883
244,50,260351.6132294626,6255356.770881936,18.0,1,1,0.5743913366581637,0.5706647356351217,663.9549064636229,682.398841381073
244,51,260359.6460189554,6255425.013624413,18.0,1,1,0.5743913366581637,0.5706647356351217,663.9549064636229,682.398841381073
245,51,260360.43212747245,6255430.435983128,18.0,1,1,0.5846960298234234,0.7629283746083577,675.7228660583495,797.7570247650146
246,51,260359.8396535929,6255430.499641865,18.0,1,1,0.583827250893187,0.7631060441335041,674.7307205200195,797.8636264801025
247,51,260361.5304041289,6255436.407318433,18.0,1,1,0.5845551833171142,0.7629275163014729,675.5620193481444,797.7565097808838
247,52,260367.2455098857,6255439.261005828,18.0,1,1,0.5845551833171142,0.7629275163014729,675.5620193481444,797.7565097808838
248,52,260369.8558256249,6255439.364874129,18.0,1,1,0.5967632333785555,0.7711819609006245,689.5036125183104,802.7091765403748
249,52,260371.69657341213,6255446.564097227,18.0,1,1,0.5985867722439473,0.7712747653325398,691.5860939025879,802.7648591995239
250,52,260371.79607649404,6255446.539417934,18.0,1,1,0.5987326794038095,0.7712058862050374,691.7527198791504,802.7235317230225
250,53,260364.0328884148,6255431.537290949,18.0,1,1,0.5987326794038095,0.7712058862050374,691.7527198791504,802.7235317230225
251,53,260363.88049015065,6255431.309449565,18.0,1,1,0.5871255944781462,0.7286995251973469,678.497428894043,777.2197151184082
252,53,260363.565545128,6255436.204796175,18.0,1,1,0.5866637722623327,0.7273622830708821,677.970027923584,776.4173698425293
253,53,260362.82214229493,6255435.946509307,18.0,1,1,0.5855736774237477,0.7266414125760395,676.7251396179199,775.9848475456238
254,53,260362.5307062422,6255438.476305116,18.0,1,1,0.5851463277786709,0.7287019928296407,676.2371063232422,777.2211956977844
255,53,260362.9846207133,6255438.142096748,18.0,1,1,0.5858119289845802,0.7277692278226217,676.9972229003906,776.661536693573
256,53,260363.10814531532,6255437.906451786,18.0,1,1,0.5859930602973896,0.72711155017217,677.204074859619,776.266930103302
260,54,260298.804996206,6255511.878634341,18.0,1,1,0.4917016104516131,0.933565576871236,569.5232391357422,900.1393461227417
261,54,260285.6960346656,6255526.943592864,18.0,1,1,0.48999231208226723,0.9339447339375813,567.5712203979492,900.3668403625488
262,54,260285.7526202094,6255527.628001167,18.0,1,1,0.49007528675834267,0.9358548959096271,567.6659774780273,901.5129375457764
263,54,260283.92240362067,6255529.778535443,18.0,1,1,0.4908941606297802,0.936856969197591,568.601131439209,902.1141815185547
263,55,260300.1602336488,6255522.318238914,18.0,1,1,0.4908941606297802,0.936856969197591,568.601131439209,902.1141815185547
264,55,260300.5030614031,6255522.677972283,18.0,1,1,0.5152073440952601,0.9170395215352375,596.3667869567871,890.2237129211426
265,55,260301.93601512656,6255523.239655279,18.0,1,1,0.5173085675348125,0.9169404943784076,598.7663841247559,890.1642966270447
266,55,260303.27930673223,6255522.7435707385,18.0,1,1,0.5192783141929505,0.9155559380849201,601.0158348083495,889.3335628509521
