world_index,id_fixation,x,y,zoom,etape,id_pan,x_rel,y_rel,x_pixel,y_pixel
557,163,260385.2031273817,6255299.473208191,19.0,1,0,0.7439441747715511,0.38453895648320513,857.5842475891113,570.7233738899231
558,163,260385.9234996251,6255300.076274775,19.0,1,0,0.7567833033626843,0.294329293568929,872.2465324401855,516.5975761413574
559,163,260387.6960691216,6255300.679802654,19.0,1,0,0.7619817469875783,0.297698148091634,878.1831550598145,518.6188888549804
560,163,260388.2535016513,6255300.679187594,19.0,1,0,0.7636165385070907,0.29769471486409493,880.0500869750975,518.6168289184569
560,164,260340.13380099213,6255319.9632872185,19.0,1,0,0.7636165385070907,0.29769471486409493,880.0500869750975,518.6168289184569
561,164,260339.78692409105,6255319.457169508,19.0,1,0,0.6214778118500984,0.40251222451527907,717.7276611328124,581.5073347091675
562,164,260344.95390864703,6255319.35645339,19.0,1,0,0.6234962610354982,0.4019500335057576,720.032730102539,581.1700201034546
562,165,260349.9706476497,6255299.749898815,19.0,1,0,0.6234962610354982,0.4019500335057576,720.032730102539,581.1700201034546
563,165,260366.87718713743,6255299.604129533,19.0,1,0,0.6413812119572466,0.2916938086350759,740.4573440551757,515.0162851810455
563,166,260351.42793270145,6255305.339806707,19.0,1,0,0.6413812119572466,0.2916938086350759,740.4573440551757,515.0162851810455
564,166,260351.4369194152,6255304.8882755935,19.0,1,0,0.5960992856535101,0.32118957837422685,688.7453842163086,532.7137470245361
565,166,260358.1084427358,6255302.938076411,19.0,1,0,0.5928978961737477,0.31697035630544024,685.0893974304199,530.1822137832642
565,167,260345.85463136548,6255310.99127181,19.0,1,0,0.5928978961737477,0.31697035630544024,685.0893974304199,530.1822137832642
566,167,260345.13371240188,6255310.911948257,19.0,1,0,0.5548466917929841,0.36148000558217364,641.6349220275879,556.8880033493042
567,167,260346.89405472824,6255310.263524112,19.0,1,0,0.5556309928827236,0.3645272095998128,642.5305938720703,558.7163257598877
568,167,260346.622710644,6255310.316784486,19.0,1,0,0.5548352176378987,0.3648245056470235,641.6218185424804,558.8947033882141
569,167,260347.05983055304,6255310.27196197,19.0,1,0,0.5561171663621678,0.3645743091901143,643.0858039855956,558.7445855140686
569,168,260357.64874214225,6255308.956694047,19.0,1,0,0.5561171663621678,0.3645743091901143,643.0858039855956,558.7445855140686
570,168,260359.25322933792,6255309.565103967,19.0,1,0,0.5918769468985589,0.36062867244084673,683.9234733581543,556.377203464508
571,168,260359.29114096888,6255310.813791617,19.0,1,0,0.5919881309602807,0.36759876807530717,684.0504455566406,560.5592608451843
572,168,260358.1446857311,6255311.969528285,19.0,1,0,0.5886259028874011,0.3740500171979268,680.2107810974121,564.4300103187561
572,169,260370.33688856548,6255310.399529312,19.0,1,0,0.5886259028874011,0.3740500171979268,680.2107810974121,564.4300103187561
573,169,260370.03310005256,6255310.754668949,19.0,1,0,0.623491250487426,0.3672687490781148,720.0270080566406,560.3612494468689
574,169,260369.5799544067,6255311.4347526105,19.0,1,0,0.6221623028222398,0.3710649331410726,718.5093498229979,562.6389598846436
575,169,260370.3821957332,6255310.86143412,18.800841406675,1,0,0.6212833524794169,0.3722920974095662,717.5055885314941,563.3752584457397
576,169,260368.9582725832,6255310.818736726,18.800841406675,1,0,0.6176458448954514,0.3720844944318135,713.3515548706055,563.2506966590881
615,180,260399.8637572672,6255206.624376172,17.0,1,1,0.6381262597185926,0.21135419209798173,736.7401885986328,466.81251525878906
616,180,260399.82459843063,6255206.919758862,17.0,1,1,0.6273013714524784,0.24883484443028764,724.3781661987305,489.3009066581726
617,180,260417.2128303332,6255200.618485302,17.0,1,1,0.626915208512555,0.25004151662190743,723.9371681213378,490.0249099731445
618,180,260419.5126773217,6255202.961480476,17.0,1,1,0.628601408255288,0.2533111294110616,725.862808227539,491.98667764663696
618,181,260406.18186126783,6255217.204546218,17.0,1,1,0.628601408255288,0.2533111294110616,725.862808227539,491.98667764663696
619,181,260450.78460522287,6255201.033999225,17.0,1,1,0.6182543759588184,0.27228802641232797,714.0464973449706,503.3728158473968
620,181,260454.0328979108,6255195.893367154,17.0,1,1,0.616257672552052,0.2667810221513112,711.7662620544434,500.06861329078674
621,181,260453.973852126,6255195.506532692,17.0,1,1,0.6162143814167083,0.26624120076497393,711.7168235778809,499.7447204589844
622,181,260450.5671700313,6255199.260014805,17.0,1,1,0.6137166733082038,0.27147912581761663,708.8644409179688,502.88747549057
