world_index,id_fixation,x,y,zoom,etape,id_pan,x_rel,y_rel,x_pixel,y_pixel
721,115,260449.56222988965,6255398.543712661,19.0,1,0,0.9557551235325908,0.8195447643597921,1099.4723510742188,831.7268586158752
722,115,260450.5882870817,6255398.83394422,19.0,1,0,0.9464267857646774,0.8455883701642354,1088.8193893432617,847.3530220985413
723,115,260452.2387329468,6255398.724771024,19.0,1,0,0.9512670754133715,0.8449789722760518,1094.3470001220703,846.9873833656311
724,115,260454.4605014524,6255397.341212192,19.0,1,0,0.9577828923374049,0.8372560342152913,1101.7880630493164,842.3536205291748
725,115,260456.3391346736,6255395.228018907,19.0,1,0,0.9632923907866202,0.8254603226979573,1108.0799102783203,835.2761936187744
726,115,260457.3008497285,6255394.400743638,19.0,1,0,0.9661128282964542,0.8208425243695576,1111.3008499145508,832.5055146217346
727,115,260459.41450658665,6255394.500353785,19.0,1,0,0.965306330478755,0.8197318752606709,1110.3798294067383,831.8391251564026
728,115,260458.96858789885,6255394.529261618,19.0,1,0,0.9639985774319142,0.8198932369550068,1108.886375427246,831.9359421730042
728,116,260453.98444709,6255400.12039002,19.0,1,0,0.9639985774319142,0.8198932369550068,1108.886375427246,831.9359421730042
729,116,260453.9535232269,6255399.907925142,19.0,1,0,0.9492908150427395,0.8499165972073872,1092.0901107788086,849.9499583244324
730,116,260472.34974094,6255402.367429528,19.0,1,0,0.9498266430535792,0.850312062104543,1092.7020263671875,850.1872372627258
731,116,260471.85048285968,6255402.166420148,19.0,1,0,0.9483624606959247,0.8491900404294331,1091.029930114746,849.5140242576599
732,116,260469.9196036865,6255402.042389402,19.0,1,0,0.9426997396866619,0.848497708638509,1084.563102722168,849.0986251831055
733,116,260496.2589123266,6255409.379953789,19.0,1,0,0.9341311012174536,0.8511221965154011,1074.777717590332,850.6733179092407
733,117,260517.1854150492,6255403.775236399,19.0,1,0,0.9341311012174536,0.8511221965154011,1074.777717590332,850.6733179092407
734,117,260512.9073634176,6255404.842385169,19.0,1,0,0.9829562866959178,0.8257937749226888,1130.5360794067383,835.4762649536133
735,117,260507.72794097645,6255405.432497046,19.0,1,0,0.9677665095821988,0.829087742169698,1113.189353942871,837.4526453018188
736,117,260532.8431020169,6255413.142978589,19.0,1,0,0.9503538529217347,0.8304604967435201,1093.304100036621,838.2762980461121
737,117,260527.27007518004,6255413.031037622,19.0,1,0,0.9340097457431452,0.8298356493314106,1074.6391296386719,837.9013895988464
737,118,260518.21946346865,6255398.4029633785,19.0,1,0,0.9340097457431452,0.8298356493314106,1074.6391296386719,837.9013895988464
738,118,260512.64940942297,6255397.689358934,19.0,1,0,0.8911314795605981,0.7441993673642476,1025.6721496582031,786.5196204185486
739,118,260531.86262534605,6255408.596834291,19.0,1,0,0.8756745400236701,0.7367508729298909,1008.0203247070312,782.0505237579346
740,118,260526.9511299877,6255407.474464642,19.0,1,0,0.8612705170586313,0.7304858764012654,991.570930480957,778.2915258407593
741,118,260520.64881253368,6255406.569230485,19.0,1,0,0.8427876073299481,0.7254329164822896,970.4634475708008,775.2597498893738
742,118,260547.4720335005,6255418.8400798775,19.0,1,0,0.8198763251095853,0.7189280231793721,944.2987632751465,771.3568139076233
743,118,260540.6514423532,6255416.965952827,19.0,1,0,0.7998734656232042,0.7084667642911274,921.4554977416992,765.0800585746765
744,118,260534.9094106251,6255415.372812212,19.0,1,0,0.7830337150293138,0.6995739539464314,902.2245025634764,759.7443723678589
744,119,260532.1083407805,6255414.520665444,19.0,1,0,0.7830337150293138,0.6995739539464314,902.2245025634764,759.7443723678589
745,119,260546.63334872137,6255421.35913491,19.0,1,0,0.7613746689831521,0.6896558960278828,877.4898719787598,753.7935376167297
746,119,260543.79950983296,6255420.84331078,19.0,1,0,0.7530638232122577,0.6867765982945759,867.9988861083984,752.0659589767456
747,119,260541.36262400172,6255420.610106839,19.0,1,0,0.7459171281804554,0.6854748686154682,859.8373603820801,751.284921169281
748,119,260540.6077707969,6255420.748523444,19.0,1,0,0.7410763875824348,0.6845808347066243,854.3092346191405,750.7485008239746
749,119,260540.2995230971,6255419.969088331,19.0,1,0,0.7401723844992508,0.6802300771077473,853.2768630981444,748.1380462646484
750,119,260540.34450792105,6255418.542571384,19.0,1,0,0.7403043122299915,0.6722673495610555,853.4275245666503,743.3604097366333
1094,171,260497.2849763528,6255377.194876383,19.0,1,1,0.6140229180063759,0.4414671262105306,709.2141723632812,604.8802757263184
1095,171,260495.6925340872,6255378.421056671,19.0,1,1,0.6093527364647324,0.44831158717473346,703.8808250427245,608.9869523048401
1096,171,260499.2774640619,6255380.919123913,19.0,1,1,0.6198663193791217,0.46225564082463577,715.887336730957,617.3533844947815
1097,171,260505.8091648225,6255382.7223652685,19.0,1,1,0.6390219452919766,0.47232122023900347,737.7630615234374,623.3927321434021
1098,171,260512.1187946596,6255382.549763984,19.0,1,1,0.657526300166409,0.47135777076085406,758.8950347900391,622.8146624565125
1099,171,260512.92923906093,6255382.20779048,19.0,1,1,0.6599031037499316,0.4694488962491353,761.6093444824219,621.6693377494812
1100,171,260507.46958833176,6255383.831491902,19.0,1,1,0.6438914965414124,0.4785122950871785,743.324089050293,627.1073770523071
1104,172,260380.4174198195,6255332.4844225645,19.0,1,1,0.2826670564828528,0.20522952874501532,330.8057785034179,463.1377172470092
