center,time,id_zoom
"(260297.46118584392, 6255337.440506054)",1652880443588,0
"(260290.4216187931, 6255341.477302488)",1652880443687,0
"(260288.71255804278, 6255342.4573528655)",1652880443784,0
"(260274.0002249598, 6255350.602042672)",1652880443884,0
"(260241.58883112605, 6255368.569986576)",1652880443985,0
"(260171.93613281997, 6255406.836775084)",1652880444103,0
"(260153.50455938137, 6255416.959021621)",1652880444183,0
"(260210.11904242987, 6255106.4840641655)",1652880451078,1
"(260223.59825523093, 6255139.899271332)",1652880451179,1
"(259641.88057026308, 6246728.331554551)",1652880467279,2
"(259627.4488901422, 6246733.368955017)",1652880467378,2
"(259624.9559645038, 6246734.239114601)",1652880467478,2
"(259619.17013495314, 6246736.233398753)",1652880470778,3
"(259579.18411582126, 6246750.015855906)",1652880470878,3
"(259569.66153784114, 6246753.298116202)",1652880470979,3
"(259551.02727671922, 6246759.980631934)",1652880474779,4
"(259477.89355206763, 6246786.220032413)",1652880474879,4
"(259461.08339952707, 6246792.251289903)",1652880474978,4
"(259259.7728702, 6247327.612505624)",1652880480730,5
"(259148.2001015775, 6247420.524500014)",1652880480830,5
"(273599.7369397435, 6250800.367171953)",1652880491735,6
"(273593.061759615, 6250800.44840393)",1652880491837,6
"(273539.0233447959, 6250819.925141507)",1652880495633,7
"(273503.15359832573, 6250804.824909315)",1652880495732,7
"(273493.53622070013, 6250800.776242974)",1652880495832,7
"(273493.1181265937, 6250800.600236209)",1652880495930,7
"(273472.55358659395, 6250791.967878593)",1652880496030,7
"(273412.96333605336, 6250766.953735166)",1652880496131,7
"(273400.3576595851, 6250761.662262211)",1652880496229,7
"(273311.4872827683, 6250785.0324278595)",1652880502930,8
"(273158.7462013092, 6250825.387371132)",1652880503030,8
"(273129.6764988707, 6250833.067729172)",1652880503130,8
"(273129.5576946706, 6250833.099117825)",1652880503230,8
"(273129.5576946706, 6250833.099117825)",1652880503330,8
"(273129.5576946706, 6250833.099117825)",1652880503437,8
"(273129.5576946706, 6250833.099117825)",1652880503530,8
"(273129.5576946706, 6250833.099117825)",1652880503630,8
"(273129.5576946706, 6250833.099117825)",1652880503730,8
"(272928.6713155788, 6250886.576500569)",1652880503830,8
"(272643.12096750457, 6250962.592033955)",1652880503929,8
"(272590.78395734093, 6250976.5245182635)",1652880504030,8
"(256198.68530094984, 6255844.343601829)",1652880511531,9
"(256190.1006447522, 6255844.068211714)",1652880511629,9
"(256156.63131991203, 6255842.994396443)",1652880511729,9
"(256147.86863659957, 6255842.71325832)",1652880511830,9
"(256142.67709106934, 6255842.958825893)",1652880516832,10
"(256092.00244150916, 6255845.616612194)",1652880516930,10
"(256078.6472152208, 6255846.317067703)",1652880517029,10
"(256065.28961827123, 6255847.149490569)",1652880519430,11
"(255964.8765793749, 6255853.442482602)",1652880519529,11
"(255940.1116050098, 6255854.994529907)",1652880519630,11
"(540374.7380646823, 5744615.846557914)",1652880536982,12
"(539753.7968550782, 5743484.244093192)",1652880537080,12
"(539540.3492047716, 5743095.644687707)",1652880537180,12
"(539204.2882395159, 5742486.675232851)",1652880537280,12
"(539112.1941423288, 5742318.639983588)",1652880537380,12
"(538955.3400878714, 5742019.855343184)",1652880537481,12
"(538914.7324638662, 5741942.503601287)",1652880537580,12
"(537273.5516724387, 5738217.291774742)",1652880560881,13
"(537394.6804151662, 5737722.336465188)",1652880560980,13
"(537424.3272086559, 5737601.1939723445)",1652880561081,13
"(539690.8915685746, 5745734.268409558)",1652880566881,14
"(539769.8687023746, 5745542.465947379)",1652880566982,14
"(561068.0158444918, 5994576.005118053)",1652880577481,15
"(560939.7448617927, 5994466.276783693)",1652880577580,15
"(560986.3530486394, 5994448.381821718)",1652880579581,16
"(561099.2399509457, 5994436.5501967)",1652880579681,16
"(561120.6571634935, 5994434.305468369)",1652880579781,16
"(561440.3273325765, 5994529.196530851)",1652880583080,17
"(561538.149782198, 5994558.246446068)",1652880583180,17
"(559341.9976195021, 5994102.376915061)",1652880593180,18
"(559580.3188906796, 5994133.7985279225)",1652880593281,18
"(559632.1902205145, 5994140.637534934)",1652880593380,18
"(559632.8356241577, 5994140.72262857)",1652880593482,18
"(559632.8356241577, 5994140.72262857)",1652880593580,18
"(559632.8356241577, 5994140.72262857)",1652880593681,18
"(559632.8356241577, 5994140.72262857)",1652880593781,18
"(559632.8356241577, 5994140.72262857)",1652880593880,18
"(559632.8356241577, 5994140.72262857)",1652880593981,18
"(559702.4514427179, 5994149.177686966)",1652880594081,18
"(559801.406988192, 5994161.196146749)",1652880594181,18
"(559819.5440257553, 5994163.398946556)",1652880594280,18
"(559902.8867945, 5994253.241751618)",1652880600774,19
"(559968.3508789031, 5994261.839609146)",1652880600873,19
"(559979.8236374757, 5994263.346407028)",1652880600974,19
"(140175.81089709498, 5752904.654252383)",1652880614774,20
"(140127.7803158931, 5753148.017086121)",1652880614874,20
"(140118.75956753994, 5753193.72369276)",1652880614973,20
"(140104.37579624238, 5753276.744620712)",1652880615074,20
"(140084.67810747595, 5753390.467761152)",1652880615174,20
"(140081.11800561057, 5753411.021744374)",1652880615273,20
"(140155.3649398128, 5753468.009593656)",1652880617474,21
"(140179.48392119858, 5753486.507957451)",1652880617573,21
"(140211.41408770366, 5753508.920929272)",1652880617674,21
"(140229.05799766228, 5753521.268108198)",1652880617773,21
"(140201.06939430404, 5753521.166743275)",1652880621273,22
"(140110.5967339153, 5753517.080601161)",1652880621374,22
"(140090.13882827605, 5753516.156632425)",1652880621474,22
"(140101.99365315598, 5753447.541804963)",1652880622974,23
"(140154.02144178143, 5753153.794086526)",1652880623080,23
"(140161.5363138919, 5753111.365288473)",1652880623177,23
"(140161.563083214, 5753111.214149485)",1652880623273,23
"(140161.563083214, 5753111.214149485)",1652880623373,23
"(140161.563083214, 5753111.214149485)",1652880623475,23
"(140161.563083214, 5753111.214149485)",1652880623575,23
"(140161.563083214, 5753111.214149485)",1652880623673,23
"(140161.563083214, 5753111.214149485)",1652880623773,23
"(140165.29820920576, 5753089.923563127)",1652880623878,23
"(140188.7101318361, 5752956.473296211)",1652880623973,23
"(140196.9752610173, 5752909.361245109)",1652880624073,23
"(-188123.73567154686, 6127221.773704295)",1652880640974,24
"(-189173.43979833415, 6126355.765104501)",1652880641073,24
"(-189436.04001132512, 6126139.318010896)",1652880641174,24
"(-190021.4903138058, 6125662.772221581)",1652880641274,24
"(-190170.12235445742, 6125541.788471416)",1652880641373,24
"(-192297.02281734382, 6125113.0377077395)",1652880643273,25
"(-194215.9167287659, 6125204.063974603)",1652880643374,25
"(-196194.5233799424, 6125297.540321405)",1652880643474,25
"(-196546.80123121405, 6125314.183167812)",1652880643574,25
"(-183485.1298242583, 6126821.067568977)",1652880645274,26
"(-181745.5527762266, 6126309.866132931)",1652880645374,26
"(-181475.54802488946, 6126230.521089388)",1652880645474,26
"(-180176.37828395262, 6125847.656089972)",1652880645574,26
"(-179684.20996423278, 6125702.614208603)",1652880645674,26
"(-185923.02548075316, 6125443.10665363)",1652880657373,27
"(-185879.6549929069, 6125388.375025544)",1652880657473,27
"(-185873.9844214975, 6125381.21901645)",1652880657574,27
"(-185840.37727303163, 6125340.467390613)",1652880657673,27
"(-185822.1870684707, 6125318.410166361)",1652880657772,27
"(235449.12489571373, 6350134.805903725)",1652880682099,28
"(235123.89833742392, 6349478.730930471)",1652880682174,28
"(229851.4137141622, 6351411.8441089345)",1652880685774,29
"(230262.56981857924, 6350711.476550492)",1652880685874,29
"(230281.7291220713, 6350678.840394871)",1652880685973,29
"(230808.63108671654, 6349793.209898997)",1652880686073,29
"(231116.93753003352, 6349275.000428171)",1652880686173,29
"(231543.96381437476, 6348831.254232785)",1652880688281,30
"(231677.64765248558, 6348699.220455057)",1652880688373,30
"(231691.73179654044, 6348685.310151674)",1652880688473,30
"(231691.73179654044, 6348685.310151674)",1652880688573,30
"(231691.73179654044, 6348685.310151674)",1652880688673,30
"(231883.7733674286, 6348496.272463232)",1652880688786,30
"(231954.03099310325, 6348427.113795703)",1652880688874,30
"(231860.72392012915, 6349012.7708669)",1652880701673,31
"(231852.55493357382, 6348669.716464699)",1652880701775,31
"(231850.64185499892, 6348589.377242394)",1652880701873,31
"(232390.9657788688, 6347647.158421565)",1652880709984,32
"(232413.3949663994, 6347616.756238365)",1652880710076,32
"(232415.33785550145, 6347614.122702472)",1652880710173,32
"(232415.33785550145, 6347614.122702472)",1652880710274,32
"(232417.05494071613, 6347611.799220586)",1652880710374,32
"(232453.59604784695, 6347562.353450635)",1652880710474,32
"(232463.29087180342, 6347549.2348542735)",1652880710575,32
"(539619.7401959036, 5743651.986495463)",1652880732373,33
"(538897.050909913, 5742724.268450776)",1652880732474,33
"(538792.0360626773, 5742589.460628619)",1652880732573,33
"(538213.333021902, 5741855.597041869)",1652880732675,33
"(537999.8776599065, 5741584.910512633)",1652880732774,33
"(537964.1318910884, 5740439.9195230985)",1652880735873,34
"(537956.1271190012, 5740021.746957056)",1652880735973,34
"(537944.7820821434, 5739430.372542665)",1652880737374,35
"(537940.8568379644, 5739225.784057064)",1652880737473,35
"(536326.022670815, 5737880.312395222)",1652880742273,36
"(536334.9740858283, 5737567.539683365)",1652880742374,36
"(536337.3911710302, 5737483.083952927)",1652880742474,36
"(536304.449152401, 5737334.327040169)",1652880744073,37
"(536331.0547536282, 5737180.130621642)",1652880744173,37
"(536338.2226570669, 5737138.588052122)",1652880744274,37
"(536344.9488613806, 5737099.739741503)",1652880744373,37
"(536354.1615170584, 5737046.538381375)",1652880744473,37
"(536355.7992142282, 5737037.080987116)",1652880744574,37
