center,time,id_zoom
"(260287.7030370558, 6255343.715054104)",1652878995009,0
"(260293.45313504923, 6255338.781128426)",1652878995111,0
"(260294.8198351259, 6255337.608418568)",1652878995212,0
"(260294.86801999612, 6255337.567073087)",1652878995319,0
"(260294.86801999612, 6255337.567073087)",1652878995414,0
"(260294.86801999612, 6255337.567073087)",1652878995515,0
"(260294.86801999612, 6255337.567073087)",1652878995608,0
"(260294.86801999612, 6255337.567073087)",1652878995708,0
"(260294.86801999612, 6255337.567073087)",1652878995808,0
"(260294.86801999612, 6255337.567073087)",1652878995907,0
"(260295.99351053595, 6255336.572850708)",1652878996008,0
"(260297.79569381982, 6255334.980859581)",1652878996109,0
"(260298.11976726307, 6255334.694583457)",1652878996215,0
"(260298.1206199126, 6255334.693830254)",1652878996318,0
"(260298.1206199126, 6255334.693830254)",1652878996416,0
"(260299.39563907986, 6255333.57300551)",1652878996541,0
"(260299.70642973762, 6255333.299800315)",1652878996619,0
"(260302.26943533344, 6255334.113571851)",1652878997808,1
"(260301.60013707512, 6255335.549252498)",1652878997917,1
"(260301.0796423882, 6255336.665741507)",1652878998010,1
"(260300.98895390192, 6255336.860273172)",1652878998130,1
"(260300.98895390192, 6255336.860273172)",1652878998231,1
"(260300.98895390192, 6255336.860273172)",1652878998321,1
"(260300.98895390192, 6255336.860273172)",1652878998418,1
"(260300.98895390192, 6255336.860273172)",1652878998507,1
"(260300.98895390192, 6255336.860273172)",1652878998608,1
"(260300.98895390192, 6255336.860273172)",1652878998708,1
"(260282.75181119598, 6255339.609890265)",1652878998822,1
"(260277.57611595205, 6255340.390230713)",1652878998942,1
"(260189.35779921437, 6255391.329275448)",1652879006921,2
"(260153.30311507953, 6255402.770845726)",1652879007027,2
"(260145.50609525832, 6255405.245146981)",1652879007118,2
"(260171.31381734012, 6255450.021908788)",1652879011922,3
"(260109.1639545848, 6255454.565785484)",1652879012027,3
"(260101.40075944213, 6255455.133365201)",1652879012116,3
"(259857.45418845367, 6255395.577743408)",1652879014484,4
"(259787.7805095866, 6255393.72703139)",1652879014532,4
"(259546.41535236902, 6255387.24079331)",1652879014631,4
"(259493.36899361672, 6255385.8152714325)",1652879014713,4
"(260114.37869640742, 6255491.825051986)",1652879020113,5
"(260209.19519146392, 6255532.944369546)",1652879020215,5
"(260286.79639508558, 6255566.5978866145)",1652879020322,5
"(260306.47071682184, 6255575.130101212)",1652879020409,5
"(259610.5801303825, 6246722.238582687)",1652879037510,6
"(259597.9873548795, 6246723.696867555)",1652879037610,6
"(273622.92507340806, 6250802.998128212)",1652879044809,7
"(273627.4536991482, 6250809.913399258)",1652879044909,7
"(273632.02655155316, 6250816.8962050015)",1652879045009,7
"(273632.8530353386, 6250818.158256608)",1652879045109,7
"(273493.86802199145, 6251082.992874869)",1652879052809,8
"(273393.00738855265, 6251137.502657607)",1652879052910,8
"(273360.10772267764, 6251155.283168972)",1652879053009,8
"(273146.648262264, 6250917.689304274)",1652879056615,9
"(272868.7799643513, 6250942.164855498)",1652879056713,9
"(272823.75069260795, 6250946.131181471)",1652879056809,9
"(256199.8699380474, 6255837.012412328)",1652879071712,10
"(256182.90368750025, 6255826.833929449)",1652879071808,10
"(256161.51340768998, 6255813.975227086)",1652879071908,10
"(256104.67533496287, 6255779.688721158)",1652879072008,10
"(256090.15392372198, 6255770.928951013)",1652879072108,10
"(542074.0266409897, 5744864.377065174)",1652879082909,11
"(544018.7103896749, 5745127.4892245)",1652879083009,11
"(545809.4186268909, 5745329.239553313)",1652879083109,11
"(547119.4561906144, 5745511.8971642535)",1652879083209,11
"(547452.0438681701, 5745558.269628901)",1652879083308,11
"(536476.3028561905, 5737210.970946476)",1652879094409,12
"(535009.6274390537, 5735855.347926172)",1652879094508,12
"(534740.6964946062, 5735606.779650667)",1652879094609,12
"(537169.2889142022, 5735442.896346591)",1652879096312,13
"(531387.0978118122, 5732421.29646602)",1652879096409,13
"(529555.4702023764, 5731464.142738667)",1652879096508,13
"(531947.2086856425, 5741018.5308058895)",1652879097809,14
"(535615.4373486822, 5742016.05109312)",1652879097909,14
"(536341.1076224865, 5742213.386343034)",1652879098009,14
"(536345.3879997719, 5742214.550328044)",1652879098108,14
"(536345.3879997719, 5742214.550328044)",1652879098209,14
"(536407.4205706749, 5742216.315159454)",1652879098310,14
"(538410.295819677, 5742273.297114229)",1652879098409,14
"(538932.4254136954, 5742288.151741309)",1652879098508,14
"(539432.0300933698, 5742998.271738628)",1652879100009,15
"(539668.2903066486, 5743346.696305066)",1652879100109,15
"(560838.5208854363, 5994681.60923734)",1652879108719,16
"(560711.6089513312, 5994649.504071031)",1652879108808,16
"(559810.3168766808, 5995139.499938982)",1652879110413,17
"(559940.8583931234, 5995072.234819917)",1652879110510,17
"(559955.0920970867, 5995064.900511125)",1652879110620,17
"(559955.0920970867, 5995064.900511125)",1652879110709,17
"(559955.0920970867, 5995064.900511125)",1652879110809,17
"(559955.0920970867, 5995064.900511125)",1652879110909,17
"(559955.0920970867, 5995064.900511125)",1652879111009,17
"(559955.0920970867, 5995064.900511125)",1652879111118,17
"(559955.0920970867, 5995064.900511125)",1652879111208,17
"(560148.6591624796, 5994914.018858352)",1652879111312,17
"(560315.7403667453, 5994783.78240415)",1652879111409,17
"(560357.9699975874, 5994750.865252235)",1652879111509,17
"(560354.6828622399, 5994613.007414894)",1652879117110,18
"(560473.4245678715, 5994519.08611262)",1652879117212,18
"(560493.9835049602, 5994502.8117374005)",1652879117313,18
"(560586.1638773222, 5994429.079541495)",1652879117410,18
"(560612.2816395725, 5994408.188760589)",1652879117510,18
"(559838.9935576756, 5994604.427828605)",1652879123909,19
"(559705.6126986591, 5994647.542152438)",1652879124008,19
"(559464.7495349345, 5995135.351964541)",1652879125908,20
"(559537.736767101, 5995086.078740251)",1652879126008,20
"(559590.1203900903, 5995050.858877771)",1652879126108,20
"(559599.7001140313, 5995044.417999105)",1652879126209,20
"(559630.7883913694, 5995041.910334671)",1652879127909,21
"(559650.3913844348, 5995040.336854213)",1652879128008,21
"(559673.8843178632, 5995035.688324886)",1652879130509,22
"(559654.7299594285, 5995028.494823194)",1652879130608,22
