center,time,id_zoom
"(260302.85879114128, 6255312.136135235)",1652708125084,0
"(260298.44216726828, 6255307.006034546)",1652708125183,0
"(260275.8312975032, 6255412.80066814)",1652708128184,1
"(260262.99819749504, 6255438.107350199)",1652708128283,1
"(260260.82726806495, 6255442.388390698)",1652708128383,1
"(259642.56895845002, 6246725.188404379)",1652708162682,2
"(259599.1097033848, 6246727.920529416)",1652708162783,2
"(259589.015223396, 6246728.555132597)",1652708162882,2
"(259578.5569731503, 6246802.9056291925)",1652708179983,3
"(259460.44050546686, 6246796.300092924)",1652708180083,3
"(259430.72329213173, 6246794.638189768)",1652708180183,3
"(259301.1377322002, 6247288.375089375)",1652708190589,4
"(259266.00851329934, 6247302.604336735)",1652708190689,4
"(273566.77381204825, 6250810.557074594)",1652708200991,5
"(273538.08040064835, 6250807.383920478)",1652708201090,5
"(273427.7836835699, 6250736.892381758)",1652708204992,6
"(273354.6035211879, 6250706.259542594)",1652708205089,6
"(273330.1280839649, 6250696.014250598)",1652708205191,6
"(273421.0803989009, 6250638.295094512)",1652708212389,7
"(273247.37567830295, 6250569.896750787)",1652708212489,7
"(273188.39379862265, 6250546.671919211)",1652708212589,7
"(273394.60285905126, 6250867.999229236)",1652708218194,8
"(272987.3636126287, 6250788.384693869)",1652708218292,8
"(272877.3607345947, 6250766.879330375)",1652708218390,8
"(273111.4493838772, 6251584.818870586)",1652708223891,9
"(273020.5361379953, 6251651.496158634)",1652708223988,9
"(256185.95768202108, 6255842.972874111)",1652708235292,10
"(256161.88145202724, 6255841.341765685)",1652708235393,10
"(256107.7758311445, 6255837.85037036)",1652708237089,11
"(256057.64589111294, 6255834.626275373)",1652708237188,11
"(256049.32538472023, 6255834.091144013)",1652708237289,11
"(255966.0786484857, 6255914.780975362)",1652708245094,12
"(255779.8381746177, 6255905.178382208)",1652708245195,12
"(255741.14118719415, 6255903.183158404)",1652708245294,12
"(543045.5535535059, 5743941.826673875)",1652708256309,13
"(543757.801706935, 5743756.582820934)",1652708256398,13
"(542770.8631423457, 5743903.158582164)",1652708257495,14
"(541878.5990610638, 5744043.058261159)",1652708257597,14
"(541779.3682746007, 5744058.616833407)",1652708257695,14
"(541562.2214680051, 5744130.771572289)",1652708257794,14
"(540895.4055742729, 5744352.344836243)",1652708257894,14
"(540752.7386156925, 5744399.751000326)",1652708257995,14
"(560948.2670790931, 5994561.16844374)",1652708266195,15
"(560688.3679135358, 5994397.009774316)",1652708266295,15
"(560658.6667456812, 5994378.249790286)",1652708266395,15
"(560658.6667456812, 5994378.249790286)",1652708266495,15
"(560658.6667456812, 5994378.249790286)",1652708266595,15
"(560658.6667456812, 5994378.249790286)",1652708266695,15
"(560658.6667456812, 5994378.249790286)",1652708266795,15
"(560658.6667456812, 5994378.249790286)",1652708266895,15
"(560658.6667456812, 5994378.249790286)",1652708266999,15
"(560658.6667456812, 5994378.249790286)",1652708267095,15
"(560440.168849905, 5994156.3181548)",1652708267195,15
"(560361.4579166323, 5994076.370262899)",1652708267295,15
"(560319.3732053412, 5993990.169285059)",1652708269594,16
"(560255.6435002881, 5993850.617153003)",1652708269694,16
"(560243.5144545548, 5993824.057573127)",1652708269795,16
"(560235.9319193994, 5993757.02571772)",1652708272494,17
"(560219.1425798123, 5993607.868230284)",1652708272594,17
"(560215.6957617513, 5993577.246494453)",1652708272695,17
"(559880.384181288, 5993403.838489509)",1652708285795,18
"(559987.8892562093, 5993362.102453755)",1652708285895,18
"(560003.5109476317, 5993356.037740324)",1652708285995,18
"(140112.4888762202, 5752854.575413816)",1652708293499,19
"(140083.8652933764, 5752884.615879001)",1652708293595,19
"(140103.94696443668, 5753177.87888275)",1652708296695,20
"(140113.36578040363, 5753294.314037029)",1652708296799,20
"(140120.8027262662, 5753368.016274768)",1652708296897,20
"(140133.2332627048, 5753488.84713806)",1652708297002,20
"(140135.5623161228, 5753511.486670678)",1652708297098,20
"(140135.57040450556, 5753511.565293694)",1652708297197,20
"(140135.57040450556, 5753511.565293694)",1652708297299,20
"(140135.57040450556, 5753511.565293694)",1652708297396,20
"(140135.57040450556, 5753511.565293694)",1652708297495,20
"(140135.57040450556, 5753511.565293694)",1652708297596,20
"(140135.57040450556, 5753511.565293694)",1652708297695,20
"(140135.57040450556, 5753511.565293694)",1652708297794,20
"(140135.57040450556, 5753511.565293694)",1652708297894,20
"(140135.57040450556, 5753511.565293694)",1652708297995,20
"(140173.96614953162, 5753547.4674863815)",1652708298095,20
"(140235.15789526538, 5753604.685228732)",1652708298199,20
"(140246.4969067678, 5753615.287845652)",1652708298297,20
"(140246.53179658024, 5753615.320469599)",1652708298397,20
"(140246.53179658024, 5753615.320469599)",1652708298496,20
"(140246.53179658024, 5753615.320469599)",1652708298595,20
"(140246.53179658024, 5753615.320469599)",1652708298699,20
"(140246.53179658024, 5753615.320469599)",1652708298794,20
"(140246.53179658024, 5753615.320469599)",1652708298895,20
"(140254.96109302551, 5753624.386541122)",1652708298996,20
"(140291.26375066975, 5753663.431613603)",1652708299099,20
"(140299.46530350496, 5753672.25273706)",1652708299195,20
"(140265.4021795449, 5753731.985451969)",1652708301894,21
"(140241.99393057358, 5753772.727108996)",1652708301995,21
"(140266.76591178574, 5753760.632873859)",1652708303295,22
"(140284.50037022802, 5753749.844397649)",1652708303394,22
"(140271.47705572812, 5753757.624264084)",1652708305101,23
"(140244.57696402044, 5753773.7328259)",1652708305199,23
"(140239.3899508212, 5753776.838961139)",1652708305300,23
"(140248.04324129625, 5753408.091269343)",1652708308203,24
"(140276.54950774385, 5753474.434404309)",1652708308300,24
"(140279.32024984545, 5753480.882801104)",1652708308400,24
"(140279.32024984545, 5753480.882801104)",1652708308500,24
"(140279.32024984545, 5753480.882801104)",1652708308600,24
"(140279.32024984545, 5753480.882801104)",1652708308699,24
"(140279.32024984545, 5753480.882801104)",1652708308800,24
"(140316.81582823742, 5753568.304105879)",1652708308911,24
"(140330.92178305186, 5753601.1922763735)",1652708309000,24
"(140332.67118943087, 5753604.836400109)",1652708310200,25
"(140328.31277074202, 5753566.5993493805)",1652708310299,25
"(140325.1737647934, 5753540.003502817)",1652708310400,25
"(140317.3052313667, 5753474.461912662)",1652708310501,25
"(140315.51315904225, 5753459.53470025)",1652708310600,25
"(140315.4859872425, 5753459.308370531)",1652708310700,25
"(140310.88759348326, 5753427.108807745)",1652708310800,25
"(140295.88254930722, 5753322.03823586)",1652708310900,25
"(140292.63170067157, 5753299.274655742)",1652708310999,25
"(140256.92069846232, 5752721.219216588)",1652708313101,26
"(140279.32763247198, 5752759.160374062)",1652708313199,26
"(140282.0447873677, 5752763.761271344)",1652708313299,26
"(140282.0447873677, 5752763.761271344)",1652708313399,26
"(140282.0447873677, 5752763.761271344)",1652708313500,26
