center,time,id_zoom
"(273632.7226233178, 6250798.6143946815)",1655822406919,0
"(273663.2948349251, 6250794.731232095)",1655822407017,0
"(273713.68321582663, 6250788.367812592)",1655822407118,0
"(273805.3446479461, 6250776.742346327)",1655822407218,0
"(273858.26220884547, 6250770.028671257)",1655822407322,0
"(273883.1531157922, 6250755.937988248)",1655822413218,1
"(274060.82889128523, 6250634.480004952)",1655822413318,1
"(274102.7439405227, 6250605.827154917)",1655822413417,1
"(256210.8638558685, 6255844.582250157)",1655822434420,2
"(256197.95743170567, 6255843.223236545)",1655822434516,2
"(256195.0016248431, 6255842.911997607)",1655822434617,2
"(256276.42355609633, 6255731.714597822)",1655822446619,3
"(256279.6747588841, 6255724.651511057)",1655822446722,3
"(256280.414174147, 6255723.045165806)",1655822446822,3
"(542982.2831052652, 5744897.555051153)",1655822482416,4
"(546692.2528119275, 5745274.127512458)",1655822482517,4
"(547351.4779659554, 5745341.040737749)",1655822482616,4
"(551095.5797748648, 5745583.894842842)",1655822484219,5
"(552265.5583251263, 5745659.766055618)",1655822484318,5
"(540604.1268559111, 5744613.6449683765)",1655822513916,6
"(540424.355051243, 5743907.080824836)",1655822514020,6
"(540288.9293383096, 5743381.321109001)",1655822514117,6
"(540201.8663088239, 5743054.7287999755)",1655822514220,6
"(540186.9025088834, 5742998.5963405)",1655822514318,6
"(540024.6193983583, 5742953.308909645)",1655822515617,7
"(539963.5378372497, 5742936.317453046)",1655822515716,7
"(550854.3115545006, 5990176.557741685)",1655822558420,8
"(555100.5024206268, 5991463.820443429)",1655822558520,8
"(556588.492377743, 5991914.915091021)",1655822558618,8
"(557878.7747455328, 5992307.692799467)",1655822558719,8
"(559843.9040451632, 5992906.016636079)",1655822558819,8
"(560208.0483176479, 5993016.88781297)",1655822558919,8
"(559048.9305851376, 5991473.210831157)",1655822564317,9
"(556961.5249724749, 5991234.202927038)",1655822564420,9
"(552945.228266006, 5990774.389563448)",1655822564520,9
"(550915.3130643321, 5990541.991848255)",1655822564616,9
"(550162.2304844022, 5988422.97650947)",1655822569027,10
"(553157.607238637, 5988897.113419086)",1655822569120,10
"(553465.8328920237, 5988945.902326374)",1655822569221,10
