center,time,id_zoom
"(260322.9051336749, 6255337.126927437)",1655713339934,0
"(260298.89286676876, 6255349.5331504205)",1655713340042,0
"(260250.2853763699, 6255374.520270295)",1655713340127,0
"(260227.358681246, 6255386.305945192)",1655713340232,0
"(260208.80262533316, 6255424.85561374)",1655713343964,1
"(260188.67820936764, 6255439.215225252)",1655713344031,1
"(260184.30929203064, 6255442.332630288)",1655713344130,1
"(260184.30929203064, 6255442.332630288)",1655713344231,1
"(260184.30929203064, 6255442.332630288)",1655713344329,1
"(260184.30929203064, 6255442.332630288)",1655713344429,1
"(260184.30929203064, 6255442.332630288)",1655713344528,1
"(260184.30929203064, 6255442.332630288)",1655713344627,1
"(260184.30929203064, 6255442.332630288)",1655713344737,1
"(260181.68072867073, 6255444.231267738)",1655713344837,1
"(260014.7953380174, 6255564.77424474)",1655713344935,1
"(259967.13006276486, 6255599.203346987)",1655713345027,1
"(259754.2787538407, 6255752.8444952415)",1655713346827,2
"(259556.63278540032, 6255895.508810496)",1655713346927,2
"(259526.92155027983, 6255916.954899415)",1655713347027,2
"(259080.10092277513, 6256237.495537969)",1655713348835,3
"(258070.882881294, 6256960.468995168)",1655713348927,3
"(257068.69133768018, 6257678.113893203)",1655713349028,3
"(256892.6649706856, 6257804.162077304)",1655713349128,3
"(259765.98589261036, 6254292.887861057)",1655713358927,4
"(259832.7469041535, 6254479.7737217685)",1655713359028,4
"(259649.54099628664, 6246726.213069838)",1655713366229,5
"(259628.08409496304, 6246737.460468782)",1655713366329,5
"(259622.44321995083, 6246740.4173343)",1655713366429,5
"(259576.2294045153, 6246764.566321262)",1655713367834,6
"(259561.6905056073, 6246772.163517808)",1655713367935,6
"(259465.0706146168, 6246822.985788638)",1655713370530,7
"(259440.38329865155, 6246835.971918605)",1655713370628,7
"(259368.585986918, 6246873.110706214)",1655713372430,8
"(259215.35162643882, 6246952.353866133)",1655713372545,8
"(259195.92989021703, 6246962.397564847)",1655713372635,8
"(258914.35880352958, 6247107.555851193)",1655713374229,9
"(258727.53047745372, 6247203.871191009)",1655713374328,9
"(258254.28828391465, 6247084.457292183)",1655713376438,10
"(257370.86989355847, 6247377.68950841)",1655713376529,10
"(257202.20689712826, 6247433.673654515)",1655713376639,10
"(257119.2420652758, 6249904.386891646)",1655713380838,11
"(255192.59732630866, 6251415.574414657)",1655713380929,11
"(254584.20606520044, 6251892.773591186)",1655713381037,11
"(255133.40941926136, 6251594.85565101)",1655713387333,12
"(257622.1574010164, 6250214.951756517)",1655713387432,12
"(258184.41921297164, 6249903.20172408)",1655713387533,12
"(273615.0782510794, 6250802.0508138575)",1655713394733,13
"(273594.5384072091, 6250808.752780998)",1655713394828,13
"(273588.0250417544, 6250810.878033826)",1655713394934,13
"(273565.05333950964, 6250818.289548892)",1655713397735,14
"(273529.4715548043, 6250829.769107689)",1655713397831,14
"(273521.8212296098, 6250832.237290738)",1655713397931,14
"(273420.3805033132, 6250865.050360026)",1655713400675,15
"(273397.1778985674, 6250872.555722762)",1655713400733,15
"(273189.0868698737, 6250940.940741315)",1655713403356,16
"(273135.18288182653, 6250958.665955195)",1655713403429,16
"(272891.5955031786, 6251037.9096755115)",1655713407131,17
"(272641.77675304044, 6251119.141466407)",1655713407230,17
"(272595.5034116108, 6251134.1878406005)",1655713407329,17
"(272557.78823118185, 6251146.483279745)",1655713410343,18
"(271793.9998110951, 6251395.485187279)",1655713410436,18
"(271553.7157739822, 6251473.819948605)",1655713410536,18
"(271499.3295347558, 6251508.104183667)",1655713413141,19
"(270399.955273954, 6252352.534587468)",1655713413232,19
"(269994.3188245754, 6252664.104325779)",1655713413329,19
"(256212.61409841734, 6255844.906667403)",1655713418930,20
"(256190.8828365527, 6255851.961480971)",1655713419035,20
"(256186.12928526563, 6255853.504668768)",1655713419130,20
"(256177.5988505389, 6255856.238068515)",1655713420733,21
"(256139.72290487133, 6255868.365588839)",1655713420836,21
"(256069.4033184091, 6255890.737004994)",1655713420931,21
"(256026.81148724596, 6255904.283839669)",1655713421031,21
"(255859.10683265945, 6255958.9199609)",1655713423336,22
"(255808.19831029366, 6255975.517060591)",1655713423433,22
"(255643.3250589709, 6256029.077943827)",1655713423536,22
"(255416.2089011629, 6256102.854737317)",1655713423631,22
"(255370.6259231472, 6256117.66198832)",1655713423731,22
"(255360.11826585903, 6256120.992536024)",1655713425532,23
