center,time,id_zoom
"(260239.90880469058, 6255327.849665078)",1655812150811,0
"(260214.10866173753, 6255323.84551898)",1655812150923,0
"(260197.20517180418, 6255321.184227445)",1655812151015,0
"(260070.26965922816, 6255301.181359778)",1655812151121,0
"(260042.78387241514, 6255296.850069463)",1655812151211,0
"(259752.36292797956, 6255251.032967008)",1655812151366,0
"(259575.0261055811, 6255223.070370976)",1655812151399,0
"(259116.4738712192, 6255150.765529176)",1655812151498,0
"(259018.39581323927, 6255135.300511377)",1655812151603,0
"(258261.3079089527, 6255241.417220776)",1655812154462,1
"(258198.86611531273, 6255247.658682549)",1655812154499,1
"(256672.11929393845, 6255395.478557512)",1655812154635,1
"(256271.10999958185, 6255434.272824705)",1655812154699,1
"(257540.24850030342, 6255337.738201582)",1655812156198,2
"(258599.48584215273, 6255230.518483161)",1655812156298,2
"(259261.45844169758, 6255164.662976495)",1655812156401,2
"(259344.19839601425, 6255156.431696807)",1655812156498,2
"(259344.21627170558, 6255156.429918466)",1655812156598,2
"(259544.03537684138, 6255149.905866034)",1655812156698,2
"(259964.3872826402, 6255136.181463297)",1655812156823,2
"(260090.8907826055, 6255132.051067714)",1655812156909,2
"(260216.08887923072, 6255127.962438498)",1655812157030,2
"(260235.8973447686, 6255127.315547906)",1655812157109,2
"(260236.64068332477, 6255127.29127249)",1655812157208,2
"(260252.15173561688, 6255127.224491415)",1655812157312,2
"(260293.3681379424, 6255127.047038873)",1655812157427,2
"(260319.4487181853, 6255126.763965653)",1655812157521,2
"(260328.55092313507, 6255126.665172205)",1655812157616,2
"(259637.80069050615, 6246722.597504127)",1655812163800,3
"(259616.81128399092, 6246719.848160349)",1655812163899,3
"(259612.7236043997, 6246719.312726608)",1655812163998,3
"(259572.99895600573, 6246747.697600218)",1655812167199,4
"(259528.50561737004, 6246746.917261475)",1655812167299,4
"(259522.2581545993, 6246746.807691427)",1655812167399,4
"(259522.2581545993, 6246746.807691427)",1655812167499,4
"(259522.2581545993, 6246746.807691427)",1655812167608,4
"(259522.2581545993, 6246746.807691427)",1655812167699,4
"(259522.2581545993, 6246746.807691427)",1655812167798,4
"(259515.1011934639, 6246746.686152981)",1655812167899,4
"(259361.12503584765, 6246744.071352851)",1655812167998,4
"(259322.38579470586, 6246743.413488839)",1655812168099,4
"(259277.77335196862, 6246747.5330507485)",1655812169507,5
"(259034.7439315642, 6246770.795478034)",1655812169599,5
"(258979.6476335, 6246776.0692166025)",1655812169699,5
"(273594.6120870331, 6250801.459951244)",1655812173804,6
"(273580.6578820949, 6250802.173988436)",1655812173904,6
"(273579.2900687233, 6250802.243979498)",1655812174000,6
"(273579.2900687233, 6250802.243979498)",1655812174104,6
"(273579.2900687233, 6250802.243979498)",1655812174199,6
"(273579.2900687233, 6250802.243979498)",1655812174304,6
"(273579.2900687233, 6250802.243979498)",1655812174399,6
"(273579.2900687233, 6250802.243979498)",1655812174500,6
"(273522.81435182656, 6250805.1526514795)",1655812174603,6
"(273507.46787229396, 6250805.943042066)",1655812174700,6
"(273506.85290511383, 6250805.974714754)",1655812174803,6
"(273506.85290511383, 6250805.974714754)",1655812174903,6
"(273503.4036629557, 6250806.14080947)",1655812174998,6
"(273392.0363337337, 6250811.503588905)",1655812175098,6
"(273363.069414357, 6250812.898461177)",1655812175199,6
"(273361.97857789474, 6250812.950989288)",1655812175299,6
"(273361.97857789474, 6250812.950989288)",1655812175399,6
"(273361.97857789474, 6250812.950989288)",1655812175504,6
"(273300.80945666163, 6250816.195936885)",1655812175600,6
"(273115.8570213851, 6250826.007438965)",1655812175703,6
"(273072.89633608994, 6250828.286451148)",1655812175803,6
"(273144.25994661625, 6251329.001576539)",1655812181000,7
"(272937.06684490305, 6251502.221583691)",1655812181099,7
"(272865.5572536782, 6251562.005870914)",1655812181199,7
"(272852.94770980417, 6251574.228522434)",1655812182400,8
"(272265.2444893913, 6252164.077122673)",1655812182499,8
"(272040.2080339925, 6252389.935061866)",1655812182598,8
"(256211.42914259643, 6255848.729329765)",1655812186401,9
"(256210.55182387057, 6255851.010481065)",1655812186499,9
"(256210.45411839485, 6255851.264528956)",1655812186598,9
"(256210.45411839485, 6255851.264528956)",1655812186699,9
"(256210.45411839485, 6255851.264528956)",1655812186799,9
"(256210.45411839485, 6255851.264528956)",1655812186898,9
"(256210.45411839485, 6255851.264528956)",1655812186997,9
"(256208.79500385124, 6255855.767957145)",1655812187098,9
"(256206.23578838943, 6255862.714580027)",1655812187199,9
"(256205.78214278095, 6255863.94593589)",1655812187299,9
"(256205.78091772948, 6255863.949261117)",1655812187399,9
"(256205.78091772948, 6255863.949261117)",1655812187498,9
"(256205.78091772948, 6255863.949261117)",1655812187598,9
"(256205.19615652278, 6255865.412655169)",1655812187701,9
"(256197.9003902886, 6255883.670673648)",1655812187799,9
"(256195.90342384716, 6255888.668181657)",1655812187897,9
"(256189.2008939407, 6255907.006249503)",1655812189898,10
"(256179.0119107913, 6255934.906905763)",1655812189998,10
"(256177.14944965957, 6255940.0069130035)",1655812190098,10
"(256162.3175800796, 6255977.459475407)",1655812191198,11
"(256141.44727744855, 6256030.158462484)",1655812191298,11
"(256137.38279329718, 6256040.42157182)",1655812191398,11
"(547391.3483312707, 5746489.890330623)",1655812211897,12
"(553470.0156670603, 5748100.065045399)",1655812211998,12
"(554809.6268215847, 5748336.294674694)",1655812212097,12
"(555802.1356961024, 5748402.794676364)",1655812212198,12
"(555988.5413687221, 5748415.284214604)",1655812212297,12
"(544777.0152793875, 5748003.771818823)",1655812217799,13
"(543564.6674544844, 5747428.137948151)",1655812217909,13
"(541980.2917885496, 5746606.833480148)",1655812218007,13
"(541003.6084921028, 5746097.438962041)",1655812218102,13
"(561257.78936824, 5994802.925138365)",1655812227898,14
"(561200.5348424244, 5994799.107457202)",1655812227998,14
"(561146.8179236281, 5994791.7381471945)",1655812228099,14
"(561114.4018874344, 5994787.784195399)",1655812228199,14
"(561093.1130932055, 5994787.480533568)",1655812228298,14
"(561083.1342498602, 5994788.571653873)",1655812228398,14
"(561081.3654036929, 5994788.765065464)",1655812228499,14
"(561081.3606269958, 5994788.765587765)",1655812228603,14
"(561081.3606269958, 5994788.765587765)",1655812228701,14
"(561081.3606269958, 5994788.765587765)",1655812228803,14
"(561081.3606269958, 5994788.765587765)",1655812228903,14
"(561081.3606269958, 5994788.765587765)",1655812229000,14
"(561106.1902386867, 5994775.337383627)",1655812229098,14
"(561128.3456081812, 5994763.355447381)",1655812229198,14
"(561131.4565198442, 5994761.673022484)",1655812229298,14
"(561131.4565198442, 5994761.673022484)",1655812229402,14
"(561150.0606451974, 5994751.9443027405)",1655812229497,14
"(561156.0642235621, 5994748.804830702)",1655812229598,14
"(561156.5044662685, 5994748.574613059)",1655812229700,14
"(561156.5044662685, 5994748.574613059)",1655812229802,14
"(561156.5044662685, 5994748.574613059)",1655812229902,14
"(561156.5044662685, 5994748.574613059)",1655812230002,14
"(561156.5044662685, 5994748.574613059)",1655812230100,14
"(561156.5044662685, 5994748.574613059)",1655812230202,14
"(561156.5044662685, 5994748.574613059)",1655812230299,14
"(561156.5044662685, 5994748.574613059)",1655812230402,14
"(561150.9610551494, 5994751.37432853)",1655812230498,14
"(561134.9784614951, 5994759.446382682)",1655812230598,14
"(561131.4998026958, 5994761.203289152)",1655812230702,14
"(560881.4151986471, 5995096.422814767)",1655812239197,15
"(560671.3399313712, 5995378.043223868)",1655812239298,15
"(560642.9032538009, 5995412.298879596)",1655812242099,16
"(560710.3129539244, 5995075.058697061)",1655812242198,16
"(560729.3673877707, 5994979.732345859)",1655812242297,16
"(560386.4978679038, 5994124.71178314)",1655812248499,17
"(560346.7951942069, 5993986.244569018)",1655812248598,17
"(560341.9723836049, 5993969.424514191)",1655812248698,17
"(560341.9723836049, 5993969.424514191)",1655812248807,17
"(560341.9723836049, 5993969.424514191)",1655812248897,17
"(560341.9723836049, 5993969.424514191)",1655812248998,17
"(560341.9723836049, 5993969.424514191)",1655812249104,17
"(560341.9723836049, 5993969.424514191)",1655812249198,17
"(560341.9723836049, 5993969.424514191)",1655812249298,17
"(560341.9723836049, 5993969.424514191)",1655812249397,17
"(560298.9869678569, 5993909.764638809)",1655812249501,17
"(560283.144357279, 5993887.776525948)",1655812249598,17
"(560292.4894913243, 5993884.371632479)",1655812250998,18
"(560317.0171492985, 5993881.386408686)",1655812251098,18
"(560321.6287714826, 5993880.825135193)",1655812251197,18
"(560321.6687979664, 5993880.820263631)",1655812251305,18
"(560321.6687979664, 5993880.820263631)",1655812251404,18
"(560321.6687979664, 5993880.820263631)",1655812251499,18
"(560321.6687979664, 5993880.820263631)",1655812251598,18
"(560321.6687979664, 5993880.820263631)",1655812251704,18
"(560321.6687979664, 5993880.820263631)",1655812251799,18
"(560313.7505528267, 5993884.654249858)",1655812251898,18
"(560287.9124832003, 5993897.16495158)",1655812251997,18
"(560282.3146554027, 5993899.875399955)",1655812252098,18
"(140279.6718392213, 5752873.19940817)",1655812261899,19
"(140431.98231093737, 5753108.268805893)",1655812261999,19
"(140462.4932571228, 5753155.358081259)",1655812262099,19
"(140462.69406129993, 5753155.667993745)",1655812262199,19
"(140462.69406129993, 5753155.667993745)",1655812262299,19
"(140483.2020022221, 5753350.504798375)",1655812262398,19
"(140494.86335118735, 5753461.294076474)",1655812262498,19
"(140498.75759431667, 5753472.855009826)",1655812270407,20
"(140584.56458755894, 5753471.3110284405)",1655812270501,20
"(140611.58150577467, 5753452.27262662)",1655812270598,20
"(140625.2502005091, 5753434.498137793)",1655812270703,20
"(140627.23641494077, 5753431.915305494)",1655812270799,20
"(140383.3842981298, 5752834.214624643)",1655812271900,21
"(140349.59885543553, 5752617.456029776)",1655812271999,21
"(140341.99731949784, 5752568.686556378)",1655812272103,21
"(140240.91568410926, 5752710.550160208)",1655812275906,22
"(140232.8966482994, 5752638.799899474)",1655812275999,22
"(140231.45098309696, 5752625.864821283)",1655812276103,22
"(140231.44776786133, 5752625.836052988)",1655812276198,22
"(140231.44776786133, 5752625.836052988)",1655812276307,22
"(140236.90867061543, 5752617.042278053)",1655812276404,22
"(140254.54622681643, 5752588.640252487)",1655812276498,22
"(140258.57807855683, 5752582.147700178)",1655812276606,22
"(140258.64062124948, 5752582.046986728)",1655812276701,22
"(140265.37581347674, 5752575.247745964)",1655812276806,22
"(140275.6669473932, 5752564.858748164)",1655812276904,22
"(140277.6055614351, 5752562.901698805)",1655812277006,22
"(-185887.5862599181, 6125069.732413639)",1655812282499,23
