center,time,id_zoom
"(260297.47874185926, 6255340.05219107)",1652366288753,0
"(260296.80439387518, 6255342.433041593)",1652366288841,0
"(260296.70112128052, 6255342.797655437)",1652366288939,0
"(260296.701043632, 6255342.797929583)",1652366289040,0
"(260296.701043632, 6255342.797929583)",1652366289140,0
"(260296.701043632, 6255342.797929583)",1652366289239,0
"(260293.68397735734, 6255352.122952559)",1652366289353,0
"(260293.12404649652, 6255353.853563579)",1652366289439,0
"(260284.36504778583, 6255366.301995037)",1652366292163,1
"(260278.0325234955, 6255375.241010502)",1652366292244,1
"(260276.26685792435, 6255377.733430763)",1652366292347,1
"(260276.26499899384, 6255377.736054836)",1652366292443,1
"(260276.26499899384, 6255377.736054836)",1652366292543,1
"(260267.79479404475, 6255390.503555359)",1652366292649,1
"(260247.99250178813, 6255420.352393524)",1652366292766,1
"(260201.46446871906, 6255490.486078613)",1652366292852,1
"(260180.38303958354, 6255522.263014252)",1652366292945,1
"(260045.00939710863, 6255690.291477972)",1652366298355,2
"(259945.58602500753, 6255813.423556313)",1652366298446,2
"(259927.48111413326, 6255835.84580228)",1652366298542,2
"(259927.47910200965, 6255835.848294219)",1652366298643,2
"(259927.47910200965, 6255835.848294219)",1652366298739,2
"(259609.13505227302, 6256232.730854449)",1652366298852,2
"(259448.9903659462, 6256432.3847608715)",1652366298943,2
"(259663.27816274622, 6256164.397772424)",1652366300744,3
"(259984.52583031548, 6255762.729001865)",1652366300847,3
"(260156.8183812817, 6255547.30475413)",1652366300958,3
"(260174.20094616804, 6255525.570640012)",1652366301040,3
"(259628.43383414357, 6246719.789159376)",1652366314840,4
"(259619.17041932762, 6246717.97238651)",1652366314939,4
"(259618.38408742, 6246717.818168384)",1652366315039,4
"(259583.83572457408, 6246711.070595905)",1652366315139,4
"(259553.86331686343, 6246705.216744182)",1652366315239,4
"(259549.7277116389, 6246704.409027297)",1652366315340,4
"(259549.7277116389, 6246704.409027297)",1652366315439,4
"(259516.42943527436, 6246697.960801913)",1652366315540,4
"(259335.3412081033, 6246662.892989684)",1652366315640,4
"(259165.76242641744, 6246630.053986468)",1652366315741,4
"(259010.593842223, 6246599.8685034)",1652366315840,4
"(258664.50029121398, 6246532.475536421)",1652366315940,4
"(258587.95892883686, 6246517.57104169)",1652366316039,4
"(258130.11769524158, 6246426.288772484)",1652366316140,4
"(257589.47373804485, 6246318.492437902)",1652366316239,4
"(257488.1385868156, 6246298.287721431)",1652366316340,4
"(257487.98405545775, 6246298.256910185)",1652366316439,4
"(257487.98405545775, 6246298.256910185)",1652366316539,4
"(257487.98405545775, 6246298.256910185)",1652366316639,4
"(257487.98405545775, 6246298.256910185)",1652366316738,4
"(257487.98405545775, 6246298.256910185)",1652366316839,4
"(256379.01093555853, 6246096.569041299)",1652366316939,4
"(255023.38434985164, 6245850.022545112)",1652366317040,4
"(254765.69273299002, 6245803.156419953)",1652366317140,4
"(257587.2186961173, 6252634.996393541)",1652366319342,5
"(258801.68092371424, 6253469.387818723)",1652366319444,5
"(259079.30054347505, 6253660.125270187)",1652366319542,5
"(258356.0859520349, 6255620.624331966)",1652366322539,6
"(258138.61439346155, 6256205.774867383)",1652366322639,6
"(258128.44381565193, 6256233.1408323385)",1652366322740,6
"(258128.44381565193, 6256233.1408323385)",1652366322839,6
"(258128.44381565193, 6256233.1408323385)",1652366322939,6
"(258128.44381565193, 6256233.1408323385)",1652366323039,6
"(258128.44381565193, 6256233.1408323385)",1652366323139,6
"(258128.44381565193, 6256233.1408323385)",1652366323243,6
"(258128.44381565193, 6256233.1408323385)",1652366323339,6
"(258464.35298214815, 6253297.80500566)",1652366323446,6
"(258577.54321596585, 6252308.694312372)",1652366323539,6
"(258629.86666965688, 6250192.990604246)",1652366325539,7
"(258918.7511705903, 6248817.679335699)",1652366325640,7
"(259114.01069237205, 6248053.952746605)",1652366325739,7
"(259246.4799587436, 6247563.818867621)",1652366325839,7
"(259400.60311630418, 6247226.367046415)",1652366327547,8
"(259458.13571456293, 6247111.413248519)",1652366327639,8
"(259488.35118126628, 6247047.548734153)",1652366328739,9
"(259540.7023038348, 6246935.126405576)",1652366328840,9
"(259551.14050606886, 6246912.710706661)",1652366328940,9
"(259551.2267551414, 6246912.525489591)",1652366329040,9
"(259551.2267551414, 6246912.525489591)",1652366329139,9
"(259551.2267551414, 6246912.525489591)",1652366329239,9
"(259551.2267551414, 6246912.525489591)",1652366329339,9
"(259560.33081808191, 6246892.9984490415)",1652366329439,9
"(259588.28763661167, 6246833.03467983)",1652366329539,9
"(259594.26906913106, 6246820.205278704)",1652366329639,9
"(259566.26903267612, 6246865.449028651)",1652366334939,10
"(259538.13599467633, 6246910.95126491)",1652366335039,10
"(259533.90909536486, 6246917.7878309125)",1652366335139,10
"(259533.90899092058, 6246917.78799984)",1652366335239,10
"(259533.90899092058, 6246917.78799984)",1652366335339,10
"(259533.90899092058, 6246917.78799984)",1652366335439,10
"(259447.57874764828, 6247058.620242239)",1652366335539,10
"(259415.63964253876, 6247110.723139466)",1652366335639,10
"(259413.6215542313, 6247114.015287049)",1652366335739,10
"(259413.6215542313, 6247114.015287049)",1652366335839,10
"(259290.7608979029, 6247313.944743203)",1652366335940,10
"(259186.24750530487, 6247484.017949445)",1652366336038,10
"(259173.04668085286, 6247505.499469505)",1652366336140,10
"(259173.04668085286, 6247505.499469505)",1652366336240,10
"(259066.0338296109, 6247679.407522484)",1652366336339,10
"(258579.91969760804, 6248468.541512074)",1652366336440,10
"(257877.5511919179, 6249607.500033598)",1652366336539,10
"(257724.67860843267, 6249855.397725846)",1652366336639,10
"(273619.43444544554, 6250805.25840244)",1652366343239,11
"(273616.43235094985, 6250814.911758811)",1652366343339,11
"(273608.0663874271, 6250841.392278982)",1652366343440,11
"(273605.90488531935, 6250848.234013353)",1652366343540,11
"(273605.83185064845, 6250848.465187689)",1652366343640,11
"(273593.33919068315, 6250888.901849485)",1652366343739,11
"(273586.57741378003, 6250910.788596306)",1652366343840,11
"(273555.06229054224, 6251014.130841726)",1652366347238,12
"(273546.68272218184, 6251041.616343772)",1652366347339,12
"(273546.34693445184, 6251042.717748275)",1652366347439,12
"(273546.34693445184, 6251042.717748275)",1652366347540,12
"(273506.5407167516, 6251172.307986311)",1652366347639,12
"(273381.84954221826, 6251578.2435391545)",1652366347740,12
"(273315.69158534706, 6251793.622589821)",1652366347838,12
"(256204.4581317431, 6255852.061526938)",1652366359140,13
"(256196.8950469895, 6255858.550706372)",1652366359239,13
"(256172.36795958088, 6255879.783424067)",1652366359339,13
"(256165.77300325452, 6255885.492575078)",1652366359440,13
"(256165.5400735758, 6255885.694218675)",1652366359539,13
"(256119.8255102906, 6255924.007721646)",1652366359640,13
"(256102.91275542675, 6255938.18234866)",1652366359739,13
"(256101.8441145641, 6255939.077979547)",1652366359839,13
"(256101.8441145641, 6255939.077979547)",1652366359939,13
"(256101.8441145641, 6255939.077979547)",1652366360039,13
"(256101.8441145641, 6255939.077979547)",1652366360140,13
"(256101.8441145641, 6255939.077979547)",1652366360240,13
"(256101.8441145641, 6255939.077979547)",1652366360340,13
"(256101.8441145641, 6255939.077979547)",1652366360439,13
"(256095.84428092465, 6255944.2076884145)",1652366360540,13
"(256000.64856639362, 6256025.597661921)",1652366360640,13
"(255975.67012438312, 6256046.953609965)",1652366360740,13
"(255974.82613154786, 6256047.675202895)",1652366360840,13
"(255974.82613154786, 6256047.675202895)",1652366360939,13
"(255842.59855638177, 6256162.034924606)",1652366361039,13
"(255738.33712242258, 6256252.20755734)",1652366361140,13
"(255392.51425875665, 6256548.749341091)",1652366363140,14
"(255235.16993077, 6256683.618310581)",1652366363239,14
"(540663.3722252864, 5744777.17681538)",1652366375240,15
"(541206.3994513454, 5745056.332494556)",1652366375339,15
"(541313.8242473479, 5745111.5566904135)",1652366375440,15
"(541314.4578941615, 5745111.882431184)",1652366375540,15
"(541314.4578941615, 5745111.882431184)",1652366375638,15
"(541314.4578941615, 5745111.882431184)",1652366375739,15
"(541314.4578941615, 5745111.882431184)",1652366375840,15
"(541314.4578941615, 5745111.882431184)",1652366375939,15
"(541314.4578941615, 5745111.882431184)",1652366376043,15
"(541314.4578941615, 5745111.882431184)",1652366376139,15
"(541696.4283522953, 5745290.719571641)",1652366376240,15
"(542135.9797528634, 5745496.515894074)",1652366376340,15
"(542421.1284462865, 5745630.021446273)",1652366376439,15
"(542470.384976547, 5745653.083169589)",1652366376538,15
"(541309.8609184391, 5745108.935828014)",1652366379839,16
"(540785.6362757022, 5745132.297557435)",1652366379939,16
"(540676.7130433575, 5745137.1516502695)",1652366380040,16
"(561068.4219167249, 5994663.222714798)",1652366385241,17
"(560975.0937805484, 5994613.46387672)",1652366385339,17
"(560809.2762185888, 5994530.790266765)",1652366385440,17
"(560766.0492346066, 5994509.238081514)",1652366385540,17
"(561246.7326780261, 5994656.02549876)",1652366392439,18
"(561653.5908641433, 5994780.517613427)",1652366392539,18
"(560398.6802963646, 5995133.430549881)",1652366400241,19
"(560163.5760275451, 5995082.4558318)",1652366400342,19
"(560126.8151329127, 5994842.382835876)",1652366405939,20
"(560130.0974560345, 5994613.079128057)",1652366406039,20
"(560130.9378565295, 5994554.3685921375)",1652366406140,20
"(560130.9649897465, 5994552.4730605185)",1652366406239,20
"(560130.9649897465, 5994552.4730605185)",1652366406344,20
"(560132.0933286002, 5994473.7631206745)",1652366406442,20
"(560133.5585748883, 5994371.551407578)",1652366406540,20
"(560134.1713620281, 5994328.804994338)",1652366406639,20
"(560108.030807065, 5994312.040821413)",1652366408139,21
"(560114.1152507318, 5994351.753403665)",1652366408239,21
"(560115.2238090101, 5994358.98885759)",1652366408340,21
"(560115.227860388, 5994359.015300546)",1652366408439,21
"(560115.227860388, 5994359.015300546)",1652366408539,21
"(560115.227860388, 5994359.015300546)",1652366408640,21
"(560119.5874431122, 5994387.372442628)",1652366408739,21
"(560133.8132216755, 5994479.90479021)",1652366408839,21
"(560136.8952421142, 5994499.951959171)",1652366408940,21
"(560033.7323118554, 5993997.793051408)",1652366419339,22
"(560066.7481245734, 5993947.248968417)",1652366419440,22
"(560073.934113901, 5993936.247899201)",1652366419539,22
"(140064.2667975545, 5752969.283211216)",1652366427238,23
"(139970.87752938172, 5753109.885370529)",1652366427339,23
"(139985.00515232843, 5753075.498595748)",1652366430640,24
"(140045.94480151645, 5752942.013727582)",1652366430738,24
"(140091.72092707123, 5752841.743703611)",1652366430839,24
"(140101.7965528532, 5752819.673613003)",1652366430940,24
"(140057.7269206755, 5752878.001457463)",1652366435140,25
"(139996.76885662097, 5752958.8435468795)",1652366435240,25
"(139986.08579035127, 5752973.011342593)",1652366435339,25
"(140052.14383481193, 5752828.668328908)",1652366444540,26
"(140098.65972077998, 5752828.202161004)",1652366444640,26
"(140082.4461502143, 5752815.064266189)",1652366448639,27
"(140047.89959914726, 5752792.509803229)",1652366448740,27
"(140041.32469506646, 5752788.217234912)",1652366448839,27
"(140187.35358041516, 5752617.893115289)",1652366451539,28
"(140209.83351974987, 5752600.5097189285)",1652366451640,28
"(140242.93804779078, 5752575.162358773)",1652366451739,28
"(140251.49121766063, 5752568.613397347)",1652366451840,28
"(-184992.65781134146, 6124863.075139725)",1652366463039,29
"(-184331.3989347229, 6124859.4987126645)",1652366463139,29
"(-184167.07696918555, 6124858.609975221)",1652366463239,29
"(-184413.6307591783, 6125399.844700531)",1652366464940,30
"(-184506.9422188137, 6125600.675952001)",1652366465039,30
"(-183613.85657719272, 6127621.468547787)",1652366473540,31
"(-183345.90357918112, 6127174.868225513)",1652366473639,31
"(-183284.31324186776, 6127072.214906845)",1652366473739,31
