center,time,id_zoom
"(260251.08920128667, 6255318.621237992)",1655733952183,0
"(260232.98088093943, 6255311.611426557)",1655733952271,0
"(260231.01297244936, 6255310.849640419)",1655733952372,0
"(260163.00246166237, 6255284.497543033)",1655733952471,0
"(260103.99999121236, 6255261.635799617)",1655733952571,0
"(260089.44780191657, 6255256.001981915)",1655733952672,0
"(259881.51007541805, 6255175.584967827)",1655733952770,0
"(259409.0169921616, 6254992.281817949)",1655733952890,0
"(258570.85175801604, 6254666.352802647)",1655733952973,0
"(258232.09812768764, 6254534.6250326745)",1655733953072,0
"(258205.68252956466, 6254524.353060593)",1655733953174,0
"(257794.83139883814, 6254365.017237924)",1655733953271,0
"(256373.161391935, 6253813.666777447)",1655733953371,0
"(256053.29357943268, 6253689.616002753)",1655733953472,0
"(256175.21870096808, 6253737.261238601)",1655733959271,1
"(257793.64672893938, 6254369.51468228)",1655733959371,1
"(258193.39626630628, 6254525.6804290665)",1655733959470,1
"(258715.70876749442, 6254727.892512337)",1655733960670,2
"(259211.53280896565, 6254919.806670806)",1655733960771,2
"(259284.8030803422, 6254948.16673667)",1655733960871,2
"(259466.55588491203, 6255018.667071021)",1655733963372,3
"(259771.71140987636, 6255137.03424962)",1655733963471,3
"(259824.04600615252, 6255157.334385116)",1655733963571,3
"(259824.2156145408, 6255157.400174736)",1655733963672,3
"(259824.2156145408, 6255157.400174736)",1655733963771,3
"(259824.2156145408, 6255157.400174736)",1655733963874,3
"(259824.2156145408, 6255157.400174736)",1655733963974,3
"(259824.2156145408, 6255157.400174736)",1655733964074,3
"(259824.2156145408, 6255157.400174736)",1655733964171,3
"(259824.2156145408, 6255157.400174736)",1655733964278,3
"(259824.2156145408, 6255157.400174736)",1655733964374,3
"(259824.2156145408, 6255157.400174736)",1655733964479,3
"(259811.37301789818, 6255152.407979811)",1655733964570,3
"(259408.44814775183, 6254995.782373)",1655733964671,3
"(259289.38305918337, 6254949.499199316)",1655733964771,3
"(259284.80363269994, 6254947.719077252)",1655733964873,3
"(259284.80363269994, 6254947.719077252)",1655733964973,3
"(259284.80363269994, 6254947.719077252)",1655733965073,3
"(259284.80363269994, 6254947.719077252)",1655733965172,3
"(258483.5173350348, 6254636.574426022)",1655733965272,3
"(258224.07933168288, 6254535.832971558)",1655733965373,3
"(258146.41994887457, 6254510.6984804785)",1655733967871,4
"(256347.92911382174, 6253963.953640192)",1655733967972,4
"(255737.24697649124, 6253778.305039081)",1655733968070,4
"(255704.36511437164, 6253768.308886695)",1655733968171,4
"(255704.36511437164, 6253768.308886695)",1655733968271,4
"(255704.36511437164, 6253768.308886695)",1655733968371,4
"(255704.36511437164, 6253768.308886695)",1655733968471,4
"(255704.36511437164, 6253768.308886695)",1655733968571,4
"(255704.36511437164, 6253768.308886695)",1655733968681,4
"(255704.36511437164, 6253768.308886695)",1655733968772,4
"(256905.8443951573, 6254135.42525605)",1655733968871,4
"(258041.02504647322, 6254482.283837749)",1655733968971,4
"(258205.97950891496, 6254532.686274419)",1655733969070,4
"(259116.44504796434, 6254853.263362324)",1655733970489,5
"(259424.3480901402, 6254961.676760392)",1655733970576,5
"(259600.55738651834, 6246700.089609785)",1655733988470,6
"(259582.2079505185, 6246691.483555997)",1655733988575,6
"(259553.76930486684, 6246678.096904115)",1655733988675,6
"(259452.06897916517, 6246630.217169855)",1655733988776,6
"(259438.08244787715, 6246623.632418069)",1655733988875,6
"(259320.8959670832, 6246568.448434904)",1655733990577,7
"(259188.45663811357, 6246506.081729391)",1655733990671,7
"(259151.29170793653, 6246488.580475995)",1655733990774,7
"(259078.53457570536, 6246454.275836506)",1655733992074,8
"(258714.6925013625, 6246282.7247167155)",1655733992171,8
"(258584.31755746878, 6246221.253080543)",1655733992273,8
"(258915.0198419622, 6246377.047114899)",1655733994871,9
"(259127.53374910235, 6246477.164069747)",1655733994971,9
"(259150.84387287282, 6246488.14565039)",1655733995071,9
"(259150.84387287282, 6246488.14565039)",1655733995184,9
"(259150.84387287282, 6246488.14565039)",1655733995270,9
"(259150.84387287282, 6246488.14565039)",1655733995373,9
"(259150.84387287282, 6246488.14565039)",1655733995485,9
"(259164.36812481802, 6246494.52760858)",1655733995571,9
"(259359.25086849852, 6246586.490811223)",1655733995671,9
"(259432.57382856414, 6246621.091177102)",1655733995770,9
"(273584.1524301752, 6250775.797105235)",1655734003876,10
"(273556.97197052394, 6250757.880021001)",1655734003970,10
"(273553.6120045338, 6250755.665165387)",1655734004071,10
"(273553.6120045338, 6250755.665165387)",1655734004172,10
"(273553.6120045338, 6250755.665165387)",1655734004270,10
"(273553.6120045338, 6250755.665165387)",1655734004370,10
"(273553.6120045338, 6250755.665165387)",1655734004470,10
"(273553.6120045338, 6250755.665165387)",1655734004578,10
"(273553.6120045338, 6250755.665165387)",1655734004673,10
"(273457.3246319468, 6250692.3736283835)",1655734004779,10
"(273421.7007841681, 6250668.957389896)",1655734004871,10
"(273324.9485579459, 6250605.399039848)",1655734008671,11
"(273176.6146771315, 6250507.95778484)",1655734008770,11
"(273148.29464544187, 6250489.354216899)",1655734008871,11
"(273148.19376441033, 6250489.287947654)",1655734008977,11
"(273148.19376441033, 6250489.287947654)",1655734009070,11
"(273148.19376441033, 6250489.287947654)",1655734009172,11
"(273148.19376441033, 6250489.287947654)",1655734009273,11
"(273034.32824646553, 6250414.118639858)",1655734009371,11
"(272686.43286101584, 6250184.45248823)",1655734009470,11
"(272609.8588025394, 6250133.901460362)",1655734009570,11
"(271932.7363542251, 6249688.671013001)",1655734014872,12
"(271571.0231880352, 6249450.834064764)",1655734014971,12
"(270577.58979495865, 6248797.29651767)",1655734019076,13
"(269625.38508576714, 6248170.868137665)",1655734019171,13
"(269369.34667524614, 6248002.427753814)",1655734019272,13
"(269931.47923371755, 6248372.825795051)",1655734021275,14
"(271121.56071271095, 6249156.986071178)",1655734021370,14
"(271514.34838642133, 6249415.7990147555)",1655734021471,14
"(272293.9235282828, 6249930.109510778)",1655734022791,15
"(272541.04354519816, 6250093.145329108)",1655734022870,15
"(272715.04204138886, 6251023.7871959545)",1655734026871,16
"(272956.3812946818, 6251041.23805691)",1655734026975,16
"(273171.10584968387, 6251056.092216223)",1655734027072,16
"(273217.8412844235, 6251059.325267948)",1655734027174,16
"(273218.4227852244, 6251059.3654948585)",1655734027275,16
"(273218.4227852244, 6251059.3654948585)",1655734027375,16
"(273218.4227852244, 6251059.3654948585)",1655734027473,16
"(273218.4227852244, 6251059.3654948585)",1655734027573,16
"(273218.4227852244, 6251059.3654948585)",1655734027671,16
"(273218.4227852244, 6251059.3654948585)",1655734027772,16
"(273218.4227852244, 6251059.3654948585)",1655734027871,16
"(273218.4227852244, 6251059.3654948585)",1655734027973,16
"(273037.3936117672, 6251046.148338978)",1655734028075,16
"(272949.15451858484, 6251039.705897536)",1655734028172,16
"(272644.8253535494, 6251017.305612342)",1655734028275,16
"(272417.5753917846, 6251000.575631658)",1655734028372,16
"(272383.9465569926, 6250998.099900739)",1655734028471,16
"(272383.9465569926, 6250998.099900739)",1655734028576,16
"(272370.649671114, 6250997.161600539)",1655734028670,16
"(271506.958366792, 6250936.2148697935)",1655734028773,16
"(271279.8053393996, 6250920.185723349)",1655734028871,16
"(271271.4285953569, 6250919.594614974)",1655734028971,16
"(270777.94416813046, 6250885.0445308015)",1655734029070,16
"(269340.89582442417, 6250784.433167003)",1655734029174,16
"(267310.09251176903, 6250638.825152194)",1655734029274,16
"(265018.5740834568, 6250474.039284974)",1655734029371,16
"(264590.47931209905, 6250443.254471166)",1655734029471,16
"(256180.38330016434, 6255826.091431266)",1655734033678,17
"(256160.43048580637, 6255814.625105586)",1655734033770,17
"(256105.19117052644, 6255782.757048071)",1655734033880,17
"(256056.0730624822, 6255754.416805782)",1655734033978,17
"(255949.49282952808, 6255692.410864688)",1655734035970,18
"(255848.12548275976, 6255633.403401923)",1655734036075,18
"(255831.0365541581, 6255623.455678615)",1655734036179,18
"(255771.2064806958, 6255588.8222736595)",1655734040477,19
"(255498.9055732555, 6255431.197473749)",1655734040576,19
"(255399.62597253622, 6255373.728230089)",1655734040672,19
"(256257.78062128392, 6254769.725253817)",1655734046969,20
"(255979.4069604264, 6254589.04526832)",1655734047072,20
"(255564.25993812026, 6254320.963933599)",1655734047172,20
"(254975.86847075232, 6253941.241480701)",1655734047272,20
"(254863.60273481463, 6253868.790021102)",1655734047372,20
"(254875.33348950092, 6253879.079077578)",1655734049569,21
"(255601.04256303678, 6254509.112262331)",1655734049670,21
"(255867.65525564557, 6254740.575323695)",1655734049770,21
"(255883.99208607877, 6254754.758342321)",1655734049870,21
"(255883.99208607877, 6254754.758342321)",1655734049970,21
"(255883.99208607877, 6254754.758342321)",1655734050070,21
"(255883.99208607877, 6254754.758342321)",1655734050170,21
"(255883.99208607877, 6254754.758342321)",1655734050270,21
"(255883.99208607877, 6254754.758342321)",1655734050370,21
"(255883.99208607877, 6254754.758342321)",1655734050470,21
"(255883.99208607877, 6254754.758342321)",1655734050570,21
"(255902.1479419932, 6254770.552431564)",1655734050669,21
"(256290.65294963756, 6255108.519575115)",1655734050769,21
"(256390.8093099756, 6255195.647304091)",1655734050869,21
"(256394.42207627808, 6255198.7901112195)",1655734050969,21
"(256394.42207627808, 6255198.7901112195)",1655734051074,21
"(256394.42207627808, 6255198.7901112195)",1655734051184,21
"(256394.42207627808, 6255198.7901112195)",1655734051277,21
"(256394.42207627808, 6255198.7901112195)",1655734051373,21
"(256394.42207627808, 6255198.7901112195)",1655734051470,21
"(256394.42207627808, 6255198.7901112195)",1655734051570,21
"(256394.42207627808, 6255198.7901112195)",1655734051670,21
"(256507.81930279674, 6255305.635346453)",1655734051770,21
"(256615.4170470726, 6255407.01618839)",1655734051871,21
"(256630.5277991957, 6255421.253854644)",1655734051971,21
"(542870.0732178526, 5744734.411948467)",1655734087571,22
"(547534.1116707092, 5744923.052508185)",1655734087670,22
"(548418.3370946844, 5744958.815673645)",1655734087769,22
"(550813.5851459611, 5745107.194994272)",1655734087870,22
"(553154.1935355817, 5745234.98732941)",1655734087969,22
"(554177.5861468632, 5745289.289211897)",1655734088069,22
"(554277.9007190127, 5745294.611968822)",1655734088184,22
"(554277.9007190127, 5745294.611968822)",1655734088275,22
"(554277.9007190127, 5745294.611968822)",1655734088380,22
"(554277.9007190127, 5745294.611968822)",1655734088473,22
"(554277.9007190127, 5745294.611968822)",1655734088570,22
"(554277.9007190127, 5745294.611968822)",1655734088670,22
"(554277.9007190127, 5745294.611968822)",1655734088774,22
"(554706.9813276463, 5745433.607492664)",1655734088871,22
"(555070.7805828896, 5745577.441067341)",1655734088970,22
"(555244.3726412696, 5745648.505266097)",1655734089071,22
"(555261.8474652754, 5745655.659017127)",1655734089179,22
"(555261.8474652754, 5745655.659017127)",1655734089270,22
"(555261.8474652754, 5745655.659017127)",1655734089370,22
"(555261.8474652754, 5745655.659017127)",1655734089470,22
"(555261.8474652754, 5745655.659017127)",1655734089571,22
"(555261.8474652754, 5745655.659017127)",1655734089671,22
"(555261.8474652754, 5745655.659017127)",1655734089775,22
"(555261.8474652754, 5745655.659017127)",1655734089872,22
"(555261.8474652754, 5745655.659017127)",1655734089970,22
"(554944.7014776715, 5745559.761720563)",1655734090070,22
"(554854.3063274184, 5745532.428407608)",1655734090171,22
"(554850.3858686587, 5745531.242955447)",1655734090276,22
"(554850.3858686587, 5745531.242955447)",1655734090372,22
"(554850.3858686587, 5745531.242955447)",1655734090476,22
"(554686.0847921986, 5745481.452062805)",1655734090570,22
"(554144.643494254, 5745317.3700852655)",1655734090672,22
"(554033.955765959, 5745283.826538778)",1655734090770,22
"(554032.2399896926, 5745283.3065785095)",1655734090878,22
"(554032.2399896926, 5745283.3065785095)",1655734090974,22
"(554032.2399896926, 5745283.3065785095)",1655734091078,22
"(554032.2399896926, 5745283.3065785095)",1655734091175,22
"(554032.2399896926, 5745283.3065785095)",1655734091282,22
"(554032.2399896926, 5745283.3065785095)",1655734091378,22
"(554032.2399896926, 5745283.3065785095)",1655734091471,22
"(554032.2399896926, 5745283.3065785095)",1655734091583,22
"(552801.8644289722, 5744921.091895514)",1655734091684,22
"(552425.7093710366, 5744810.354256198)",1655734091770,22
"(550573.1982329783, 5744242.679890949)",1655734096571,23
