center,time,id_zoom
"(260288.75072043046, 6255345.754306371)",1655727180983,0
"(260287.75552739552, 6255346.668521608)",1655727181071,0
"(260287.74357937975, 6255346.679497426)",1655727181170,0
"(260287.74357937975, 6255346.679497426)",1655727181283,0
"(260287.74357937975, 6255346.679497426)",1655727181371,0
"(260273.92492478612, 6255360.5704271495)",1655727181508,0
"(260266.59724271414, 6255367.936434889)",1655727181575,0
"(260265.0079286336, 6255369.534061492)",1655727181670,0
"(260275.43207615212, 6255359.028656478)",1655727187673,1
"(260286.4993737123, 6255347.87509002)",1655727187785,1
"(260278.8843028706, 6255355.734636587)",1655727189483,2
"(260267.24866159438, 6255367.7125864355)",1655727189591,2
"(260265.01423877414, 6255370.012743672)",1655727189678,2
"(260265.0071836075, 6255370.020006395)",1655727189778,2
"(260251.55468542757, 6255383.722814585)",1655727189871,2
"(260223.74949978112, 6255412.045370034)",1655727189981,2
"(260220.13537903177, 6255415.72673856)",1655727190079,2
"(260245.64288374985, 6255390.023057239)",1655727191183,3
"(260263.41126136313, 6255372.117995095)",1655727191283,3
"(260265.60434789094, 6255369.908038092)",1655727191379,3
"(260265.60434789094, 6255369.908038092)",1655727191474,3
"(260267.97254031687, 6255367.533290643)",1655727191580,3
"(260283.99575076767, 6255351.465728847)",1655727191693,3
"(260288.2329360415, 6255347.216815283)",1655727191778,3
"(273573.94484122156, 6250793.117155712)",1655727214371,4
"(273534.2153472676, 6250787.218709064)",1655727214471,4
"(273400.384723187, 6250767.18054265)",1655727219571,5
"(273348.47228881443, 6250759.40505915)",1655727219669,5
"(273158.5355118432, 6250731.358034831)",1655727228073,6
"(272998.6582404615, 6250707.757115074)",1655727228177,6
"(272805.1635704671, 6250676.743483801)",1655727231678,7
"(272317.9594050317, 6250597.794917541)",1655727231780,7
"(272207.6708227645, 6250579.923302182)",1655727231882,7
"(272360.9239382031, 6250586.767481422)",1655727237477,8
"(272928.57069307705, 6250612.176747395)",1655727237577,8
"(273059.4953396173, 6250618.037256837)",1655727237678,8
"(274532.08429245127, 6251325.191380224)",1655727241576,9
"(274655.6454445679, 6251550.164940631)",1655727241674,9
"(274701.3839299191, 6251633.443137061)",1655727241774,9
"(256193.08581975277, 6255858.5541128265)",1655727258780,10
"(256185.56439815072, 6255863.764296846)",1655727258873,10
"(256146.89501907444, 6255888.428347668)",1655727262474,11
"(256124.07631731997, 6255902.966472738)",1655727262574,11
"(256231.1163554559, 6256466.318346609)",1655727280475,12
"(256117.4106603851, 6256542.590902253)",1655727280573,12
"(255914.5118611663, 6256678.768685903)",1655727282373,13
"(255602.59522563784, 6256888.125690834)",1655727282473,13
"(255549.13351849772, 6256924.008941711)",1655727282573,13
"(255834.59441753177, 6256732.292881181)",1655727288976,14
"(256069.07116281538, 6256574.817939971)",1655727289076,14
"(546105.1622115958, 5744699.571345424)",1655727310282,15
"(548529.5241575744, 5744727.408576453)",1655727310385,15
"(551562.0844090059, 5744763.429246471)",1655727310483,15
"(552777.4911143859, 5744777.883155617)",1655727310585,15
"(552948.4404003138, 5744931.588919615)",1655727312584,16
"(553646.5296585783, 5746297.798197332)",1655727312678,16
"(553820.3508103796, 5746637.978292417)",1655727312783,16
"(553942.4849307949, 5746883.9016753575)",1655727312879,16
"(554245.1214424613, 5747493.984082055)",1655727312985,16
"(554290.6521999537, 5747585.7691543745)",1655727313076,16
"(554072.8700585099, 5747136.332470759)",1655727315978,17
"(553811.3593848668, 5746596.714572975)",1655727316081,17
"(553765.3142290992, 5746501.702045142)",1655727316181,17
"(553765.2805366425, 5746501.632521966)",1655727316278,17
"(553765.2805366425, 5746501.632521966)",1655727316381,17
"(553026.2340060835, 5744977.893995877)",1655727316477,17
"(552733.5792384123, 5744374.509329412)",1655727316581,17
"(552712.3912653335, 5744330.824758097)",1655727316681,17
"(552712.3912653335, 5744330.824758097)",1655727316777,17
"(552712.3912653335, 5744330.824758097)",1655727316876,17
"(552712.3912653335, 5744330.824758097)",1655727316977,17
"(551130.4301730202, 5741299.179978587)",1655727317076,17
"(550601.0965785274, 5740284.773596431)",1655727317181,17
"(550568.3942085726, 5740222.103300915)",1655727317276,17
"(547918.5451015703, 5735172.040314555)",1655727317378,17
"(546437.8011471468, 5732350.049350333)",1655727317476,17
"(539102.3133452556, 5752994.22532729)",1655727326876,18
"(545907.1150020205, 5751353.908628553)",1655727326977,18
"(547097.0336240225, 5751067.075376937)",1655727327076,18
"(547099.2415877085, 5751066.543141042)",1655727327177,18
"(547099.2415877085, 5751066.543141042)",1655727327279,18
"(547099.2415877085, 5751066.543141042)",1655727327376,18
"(547099.2415877085, 5751066.543141042)",1655727327476,18
"(547099.2415877085, 5751066.543141042)",1655727327577,18
"(550883.3868133834, 5750068.957449677)",1655727327678,18
"(552772.9626961057, 5749570.822798141)",1655727327790,18
"(552965.1776903159, 5749520.1506076045)",1655727327884,18
