# timestamps [seconds],pts
151031.689501,12106777
151031.806672,12114456
151031.987764,12126324
151032.239300,12142808
151032.403038,12153539
151032.545425,12162870
151032.688946,12172276
151032.835870,12181904
151032.979658,12191328
151033.092923,12198750
151033.232972,12207929
151033.379693,12217544
151033.523935,12226997
151033.636318,12234362
151033.722875,12240034
151033.809625,12245720
151033.899413,12251604
151034.005374,12258548
151034.122140,12266200
151034.239909,12273918
151034.353938,12281391
151034.454368,12287973
151034.579051,12296144
151034.695595,12303782
151034.832471,12312752
151034.955527,12320816
151035.037261,12326173
151035.140821,12332959
151035.239492,12339426
151035.340889,12346071
151035.467353,12354359
151035.609714,12363688
151035.754634,12373186
151035.841649,12378888
151035.919971,12384021
151036.031321,12391318
151036.165386,12400104
151036.305697,12409300
151036.415574,12416500
151036.561274,12426049
151036.708961,12435728
151036.856550,12445400
151037.015364,12455808
151037.137735,12463827
151037.260642,12471882
151037.398017,12480885
151037.518804,12488801
151037.648451,12497297
151037.757876,12504468
151037.873906,12512072
151038.018659,12521559
151038.249408,12536681
151038.393919,12546151
151038.482925,12551984
151038.626240,12561376
151038.789464,12572073
151038.936305,12581696
151039.079324,12591069
151039.215157,12599971
151039.347640,12608653
151039.466546,12616446
151039.599032,12625128
151039.742732,12634546
151039.854866,12641894
151039.961251,12648866
151040.086550,12657078
151040.291048,12670480
151040.420723,12678978
151040.520609,12685524
151040.618792,12691958
151040.719585,12698564
151040.858615,12707675
151041.013651,12717835
151041.161843,12727547
151041.249668,12733303
151041.391184,12742577
151041.558407,12753536
151041.774586,12767703
151041.918253,12777118
151042.029078,12784381
151042.153020,12792504
151042.298013,12802006
151042.539175,12817811
151042.723002,12829858
151042.896829,12841249
151043.034201,12850252
151043.214995,12862100
151043.358280,12871491
151043.533845,12882996
151043.724990,12895523
151043.915221,12907990
151044.031499,12915610
151044.200299,12926672
151044.363815,12937388
151044.530193,12948292
151044.631123,12954906
151044.736019,12961781
151044.879798,12971203
151045.033219,12981258
151045.222360,12993653
151045.364694,13002981
151045.472447,13010043
151045.644009,13021286
151045.841485,13034227
151045.988295,13043849
151046.111149,13051900
151046.256803,13061445
151046.396621,13070608
151046.555024,13080989
151046.665475,13088228
151046.792947,13096582
151046.880795,13102339
151046.995564,13109860
151047.179884,13121939
151047.318797,13131043
151047.422179,13137818
151047.516573,13144004
151047.641244,13152175
151047.768417,13160509
151047.919224,13170392
151048.068800,13180195
151048.169199,13186774
151048.276939,13193835
151048.412923,13202747
151048.570683,13213085
151048.682360,13220404
151048.785133,13227139
151048.890146,13234021
151048.990929,13240626
151049.098453,13247673
151049.200713,13254374
151049.361438,13264908
151049.501153,13274064
151049.623932,13282110
151049.756923,13290826
151049.881409,13298984
151049.983075,13305647
151050.092994,13312850
151050.205040,13320193
151050.306882,13326867
151050.418990,13334214
151050.574195,13344386
151050.706968,13353087
151050.822831,13360680
151050.924641,13367352
151051.050967,13375631
151051.176462,13383855
151051.302761,13392132
151051.405178,13398844
151051.515878,13406099
151051.622871,13413111
151051.743647,13421026
151051.913076,13432129
151052.081824,13443188
151052.175777,13449345
151052.270565,13455557
151052.394146,13463656
151052.506848,13471042
151052.629369,13479071
151052.712852,13484543
151052.837948,13492741
151052.960086,13500745
151053.090501,13509292
151053.229997,13518434
151053.347158,13526112
151053.482324,13534970
151053.589440,13541990
151053.714710,13550199
151053.832004,13557886
151053.966618,13566708
151054.080002,13574139
151054.237990,13584492
151054.344416,13591467
151054.454782,13598700
151054.593735,13607806
151054.740971,13617455
151054.856280,13625012
151054.965745,13632186
151055.107598,13641482
151055.277998,13652649
151055.377588,13659176
151055.486114,13666288
151055.635024,13676047
151055.766977,13684695
151055.893694,13692999
151056.029243,13701882
151056.191617,13712523
151056.348750,13722821
151056.556246,13736419
151056.709354,13746453
151056.855470,13756029
151056.990905,13764905
151057.121950,13773493
151057.267146,13783008
151057.429272,13793633
151057.598923,13804751
151057.719372,13812645
151057.836705,13820334
151057.975481,13829429
151058.094419,13837223
151058.210245,13844814
151058.331488,13852760
151058.462901,13861372
151058.620333,13871689
151058.760285,13880861
151058.898248,13889902
151058.995367,13896267
151059.132669,13905265
151059.317765,13917395
151059.457215,13926534
151059.622506,13937367
151059.767014,13946837
151059.911441,13956302
151060.035526,13964434
151060.177996,13973771
151060.277191,13980271
151060.382612,13987180
151060.534415,13997129
151060.676835,14006462
151060.815245,14015533
151060.976975,14026132
151061.088053,14033411
151061.200747,14040797
151061.326250,14049022
151061.463161,14057994
151061.615699,14067991
151061.751221,14076872
151061.928689,14088502
151062.068493,14097664
151062.210394,14106964
151062.322899,14114337
151062.438905,14121939
151062.556785,14129665
151062.730962,14141079
151062.902880,14152346
151063.043013,14161530
151063.189979,14171161
151063.352120,14181787
151063.507699,14191983
151063.619714,14199324
151063.722007,14206027
151063.832215,14213250
151063.948335,14220860
151064.087578,14229985
151064.249938,14240625
151064.375881,14248879
151064.502101,14257151
151064.614894,14264543
151064.747015,14273201
151064.861859,14280728
151064.960535,14287194
151065.066032,14294108
151065.178261,14301463
151065.330065,14311412
151065.565136,14326817
151065.720693,14337011
151065.842517,14344995
151065.954963,14352364
151066.064383,14359535
151066.166188,14366207
151066.287480,14374156
151066.396728,14381315
151066.554590,14391661
151066.684902,14400201
151066.866281,14412087
151066.987102,14420005
151067.107446,14427892
151067.272522,14438710
151067.452831,14450527
151067.608595,14460735
151067.774490,14471607
151067.926939,14481598
151068.066374,14490736
151068.238306,14502003
151068.433010,14514763
151068.594611,14525354
151068.844578,14541735
151069.030165,14553898
151069.167897,14562924
151069.293417,14571150
151069.428683,14580014
151069.571782,14589392
151069.698321,14597685
151069.845351,14607321
151069.960814,14614888
151070.221496,14631971
151070.370307,14641724
151070.486915,14649366
151070.623161,14658295
151070.751512,14666706
151070.900597,14676476
151071.086253,14688643
151071.250943,14699436
151071.448374,14712375
151071.604702,14722620
151071.788557,14734669
151071.941487,14744691
151072.064338,14752742
151072.187638,14760823
151072.401413,14774832
151072.594078,14787459
151072.718302,14795600
151072.859788,14804872
151073.004904,14814382
151073.131295,14822665
151073.254266,14830724
151073.391907,14839744
151073.496520,14846600
151073.636377,14855766
151073.781920,14865304
151073.956460,14876742
151074.072961,14884377
151074.186804,14891838
151074.392000,14905285
151074.562755,14916476
151074.701954,14925598
151074.812996,14932875
151074.920629,14939929
151075.045664,14948123
151075.164984,14955943
151075.314259,14965726
151075.450185,14974634
151075.584567,14983440
151075.733423,14993196
151075.894163,15003730
151076.015479,15011680
151076.140381,15019866
151076.241237,15026475
151076.366582,15034690
151076.488880,15042705
151076.624512,15051593
151076.728385,15058400
151076.829536,15065029
151076.988770,15075465
151077.166335,15087102
151077.255154,15092922
151077.389585,15101732
151077.537811,15111446
151077.663813,15119704
151077.795239,15128317
151077.962103,15139252
151078.125998,15149993
151078.282409,15160243
151078.448925,15171156
151078.590827,15180456
151078.710883,15188323
151078.828784,15196050
151078.948812,15203916
151079.099205,15213772
151079.262565,15224478
151079.385574,15232539
151079.484702,15239036
151079.598868,15246518
151079.725347,15254806
151079.872958,15264480
151080.000934,15272867
151080.122633,15280843
151080.226364,15287641
151080.412655,15299849
151080.574949,15310485
151080.750204,15321970
151080.882147,15330617
151081.031156,15340383
151081.188489,15350693
151081.313940,15358915
151081.445830,15367558
151081.607898,15378179
151081.779879,15389450
151081.920760,15398683
151082.081914,15409244
151082.212270,15417787
151082.379268,15428731
151082.539254,15439216
151082.665852,15447512
151082.783575,15455227
151082.889707,15462183
151082.991207,15468835
151083.110670,15476664
151083.239636,15485115
151083.352368,15492503
151083.468400,15500107
151083.609649,15509364
151083.823058,15523350
151084.006873,15535396
151084.126701,15543249
151084.234475,15550312
151084.349581,15557856
151084.470008,15565748
151084.596154,15574015
151084.734540,15583084
151084.878591,15592524
151085.041110,15603175
151085.175211,15611963
151085.305156,15620479
151085.432369,15628816
151085.559144,15637124
151085.675976,15644781
151085.803266,15653123
151085.946525,15662511
151086.161815,15676620
151086.300096,15685683
151086.414135,15693156
151086.540972,15701468
151086.653843,15708865
151086.758253,15715708
151086.866046,15722772
151086.981846,15730361
151087.085841,15737176
151087.244161,15747552
151087.399678,15757744
151087.534699,15766592
151087.660687,15774849
151087.766512,15781784
151087.879268,15789174
151088.017246,15798216
151088.122382,15805106
151088.223019,15811701
151088.357085,15820487
151088.491405,15829290
151088.703009,15843157
151088.861691,15853557
151088.999581,15862593
151089.121667,15870594
151089.258631,15879570
151089.366007,15886607
151089.531153,15897430
151089.652112,15905357
151089.777471,15913572
151089.874448,15919928
151090.016286,15929223
151090.180866,15940009
151090.289730,15947143
151090.386057,15953456
151090.536848,15963338
151090.721196,15975419
151090.856765,15984304
151090.977182,15992195
151091.186530,16005915
151091.331443,16015412
151091.497050,16026265
151091.646419,16036054
151091.746881,16042638
151091.925244,16054327
151092.057189,16062974
151092.218953,16073575
151092.298554,16078791
151092.375958,16083864
151092.488417,16091234
151092.595999,16098285
151092.735366,16107418
151092.903184,16118416
151093.036004,16127120
151093.142831,16134121
151093.260420,16141827
151093.413197,16151840
151093.547840,16160663
151093.649973,16167357
151093.756096,16174312
151093.884491,16182726
151093.991237,16189721
151094.173975,16201697
151094.347692,16213082
151094.479793,16221739
151094.569540,16227621
151094.668474,16234104
151094.791709,16242180
151094.919878,16250580
151095.033495,16258026
151095.138330,16264896
151095.271190,16273603
151095.447786,16285176
151095.619081,16296402
151095.799148,16308203
151095.944882,16317754
151096.097077,16327728
151096.260914,16338465
151096.482517,16352988
151096.594820,16360347
151096.693183,16366793
151096.798400,16373689
151096.909412,16380964
151097.036889,16389318
151097.156361,16397148
151097.258748,16403858
151097.368526,16411052
151097.505661,16420039
151097.642292,16428993
151097.760398,16436733
151097.874513,16444212
151097.981829,16451245
151098.093989,16458595
151098.212616,16466370
151098.342146,16474858
151098.457113,16482393
151098.566855,16489585
151098.747191,16501403
151098.887236,16510581
151099.005738,16518347
151099.132259,16526638
151099.246161,16534103
151099.352418,16541066
151099.462503,16548281
151099.570230,16555341
151099.687293,16563012
151099.827237,16572184
151099.945737,16579950
151100.048492,16586684
151100.191491,16596055
151100.296180,16602916
151100.431481,16611783
151100.539567,16618866
151100.637231,16625267
151100.719478,16630657
151100.808016,16636459
151100.911812,16643261
151101.067499,16653464
151101.206071,16662546
151101.312495,16669520
151101.410662,16675953
151101.523965,16683379
151101.638238,16690868
151101.785239,16700501
151101.890793,16707419
151102.001082,16714647
151102.165868,16725446
151102.279690,16732905
151102.417105,16741911
151102.548902,16750548
151102.688738,16759712
151102.790199,16766361
151102.936087,16775922
151103.064901,16784364
151103.164024,16790860
151103.286521,16798888
151103.400697,16806370
151103.497165,16812692
151103.602371,16819587
151103.729359,16827909
151103.857379,16836299
151103.973796,16843928
151104.072991,16850429
151104.194564,16858397
151104.307354,16865788
151104.492613,16877929
151104.625924,16886666
151104.722685,16893007
151104.822680,16899560
151104.933917,16906850
151105.042280,16913952
151105.148569,16920917
151105.266792,16928665
151105.379324,16936040
151105.496216,16943700
151105.657817,16954291
151105.788182,16962834
151105.909933,16970813
151106.037739,16979189
151106.159421,16987163
151106.254713,16993408
151106.353378,16999874
151106.461636,17006969
151106.585874,17015111
151106.719447,17023865
151106.831707,17031222
151106.931961,17037792
151107.054884,17045848
151107.186669,17054484
151107.305645,17062281
151107.413038,17069319
151107.537944,17077505
151107.633239,17083750
151107.748267,17091288
151107.938613,17103763
151108.085632,17113398
151108.248349,17124061
151108.375131,17132370
151108.802410,17160372
151108.919922,17168073
151109.122809,17181369
151109.279714,17191652
151109.423252,17201059
151109.535951,17208444
151109.630174,17214619
151109.746327,17222231
151109.845161,17228708
151109.953799,17235828
151110.052592,17242302
151110.235848,17254312
151110.363016,17262646
151110.494772,17271281
151110.631411,17280235
151110.781220,17290053
151110.895413,17297537
151111.011707,17305158
151111.150175,17314232
151111.342903,17326863
151111.463138,17334742
151111.590258,17343073
151111.698218,17350148
151111.808857,17357399
151111.934438,17365629
151112.087608,17375667
151112.216203,17384095
151112.338540,17392112
151112.498816,17402616
151112.674937,17414158
151112.801893,17422478
151112.914487,17429857
151113.026968,17437228
151113.147346,17445117
151113.272895,17453345
151113.383060,17460565
151113.587207,17473943
151113.725043,17482976
151113.862995,17492017
151113.989176,17500286
151114.117652,17508706
151114.215358,17515109
151114.321743,17522081
151114.442027,17529964
151114.561951,17537823
151114.785661,17552484
151114.942643,17562772
151115.054024,17570071
151115.202450,17579798
151115.331294,17588242
151115.479310,17597942
151115.591365,17605286
151115.688349,17611642
151115.825017,17620598
151115.951451,17628884
151116.100673,17638663
151116.225266,17646829
151116.313272,17652596
151116.417259,17659411
151116.570554,17669457
151116.698110,17677816
151116.813381,17685371
151116.939776,17693654
151117.088604,17703407
151117.219626,17711994
151117.351747,17720652
151117.564593,17734601
151117.726224,17745194
151117.914827,17757554
151118.134018,17771919
151118.343501,17785647
151118.471862,17794059
151118.590346,17801824
151118.718047,17810193
151118.875459,17820509
151119.061221,17832683
151119.214164,17842706
151119.438054,17857379
151119.640246,17870629
151119.775005,17879461
151119.892453,17887158
151120.032383,17896328
151120.171379,17905437
151120.371758,17918569
151120.574539,17931858
151120.708457,17940634
151120.912553,17954010
151121.031371,17961797
151121.137102,17968726
151121.259758,17976764
151121.387062,17985107
151121.518156,17993698
151121.665549,18003358
151121.802965,18012363
151121.930843,18020744
151122.123246,18033353
151122.314442,18045883
151122.417895,18052662
151122.507133,18058511
151122.599927,18064592
151122.722676,18072636
151122.850568,18081018
151123.000562,18090848
151123.180944,18102669
151123.305028,18110801
151123.471098,18121684
151123.641684,18132864
151123.754160,18140235
151123.915555,18150812
151124.073793,18161182
151124.224977,18171090
151124.362831,18180124
151124.561030,18193113
151124.731353,18204275
151124.895333,18215021
151125.170451,18233051
151125.299093,18241482
151125.430397,18250087
151125.563002,18258777
151125.707456,18268244
151125.838131,18276808
151125.966559,18285224
151126.123861,18295533
151126.281079,18305836
151126.397223,18313448
151126.498642,18320094
151126.601820,18326856
151126.712404,18334103
151126.829952,18341807
151126.958030,18350200
151127.073884,18357793
151127.209285,18366666
151127.380525,18377888
151127.571494,18390404
151127.748385,18401996
151127.890000,18411277
151127.992878,18418019
151128.114735,18426005
151128.250580,18434908
151128.421796,18446128
151128.618058,18458990
151128.737063,18466789
151128.867504,18475338
151129.031701,18486098
151129.184348,18496102
151129.297091,18503491
151129.410704,18510936
151129.528108,18518630
151129.673105,18528133
151129.845122,18539406
151129.993296,18549116
151130.119405,18557381
151130.284237,18568183
151130.455025,18579376
151130.585957,18587956
151130.702274,18595579
151130.842951,18604799
151130.975093,18613458
151131.119585,18622928
151131.258730,18632047
151131.389016,18640585
151131.521343,18649257
151131.636663,18656814
151131.749348,18664199
151131.881568,18672864
151132.010074,18681286
151132.126747,18688932
151132.223502,18695273
151132.322291,18701747
151132.459153,18710716
151132.633116,18722117
151132.752298,18729928
151132.869387,18737601
151133.003497,18746390
151133.205933,18759657
151133.326109,18767532
151133.452150,18775792
151133.576051,18783912
151133.695290,18791727
151133.847781,18801720
151134.047045,18814779
151134.230679,18826813
151134.380465,18836630
151134.553321,18847958
151134.688143,18856793
151134.800889,18864182
151134.891082,18870093
151135.000069,18877235
151135.147098,18886871
151135.285845,18895964
151135.488053,18909215
151135.647068,18919636
151135.794760,18929315
151135.930977,18938242
151136.042836,18945573
151136.163769,18953498
151136.284723,18961425
151136.415126,18969971
151136.615165,18983081
151136.768729,18993144
151136.885272,19000782
151137.029248,19010218
151137.209286,19022016
151137.344478,19030876
151137.444438,19037427
151137.559280,19044953
151137.727180,19055956
151137.860591,19064700
151137.983034,19072724
151138.131250,19082437
151138.228051,19088781
151138.357284,19097250
151138.478955,19105224
151138.592329,19112654
151138.689969,19119053
151138.841411,19128978
151138.976457,19137828
151139.078243,19144498
151139.218025,19153659
151139.340525,19161687
151139.491460,19171579
151139.618268,19179889
151139.769901,19189826
151139.932228,19200464
151140.081207,19210228
151140.211135,19218742
151140.324496,19226172
151140.444117,19234011
151140.559368,19241564
151140.690574,19250163
151140.853865,19260864
151140.962717,19267997
151141.127168,19278775
151141.274155,19288407
151141.419003,19297900
151141.542373,19305985
151141.648211,19312921
151141.751006,19319658
151141.850035,19326148
151141.987596,19335163
151142.142494,19345314
151142.317309,19356771
151142.466366,19366539
151142.615479,19376311
151142.759642,19385759
151142.879741,19393630
151142.999602,19401485
151143.110342,19408742
151143.211468,19415369
151143.345827,19424175
151143.498416,19434174
151143.640676,19443497
151143.762719,19451496
151143.897109,19460303
151144.040085,19469673
151144.172733,19478366
151144.295157,19486389
151144.402161,19493401
151144.536810,19502226
151144.695922,19512653
151144.825989,19521177
151144.944894,19528969
151145.068912,19537097
151145.202656,19545862
151145.381971,19557613
151145.503739,19565593
151145.661637,19575941
151145.792730,19584532
151145.900411,19591589
151146.027252,19599902
151146.178757,19609831
151146.307568,19618272
151146.428526,19626199
151146.547580,19634001
151146.688929,19643265
151147.053117,19667132
151147.270803,19681398
151147.423577,19691410
151147.559297,19700304
151147.717885,19710697
151147.830043,19718048
151148.066425,19733539
151148.200273,19742311
151148.305897,19749233
151148.388514,19754647
151148.476137,19760389
151148.591560,19767954
151148.710966,19775779
151148.832693,19783756
151148.954064,19791710
151149.211251,19808565
151149.417236,19822064
151149.632130,19836147
151149.762764,19844708
151149.887572,19852888
151149.991281,19859684
151150.130950,19868838
151150.463588,19890637
151150.618123,19900764
151150.766879,19910513
151150.915576,19920258
151151.039116,19928354
151151.149508,19935589
151151.258062,19942703
151151.425471,19953674
151151.571048,19963214
151151.749907,19974936
151151.868147,19982685
151151.999174,19991272
151152.156865,20001606
151152.273089,20009223
151152.400229,20017555
151152.524431,20025694
151152.646419,20033689
151152.759798,20041119
151152.875175,20048680
151153.023019,20058369
151153.146701,20066475
151153.271125,20074629
151153.433783,20085289
151153.562406,20093718
151153.747988,20105880
151153.880158,20114542
151153.970040,20120432
151154.079422,20127601
151154.200204,20135516
151154.319133,20143310
151154.459576,20152514
151154.581936,20160533
151154.694313,20167898
151154.873873,20179665
151155.050419,20191235
151155.178065,20199600
151155.295060,20207268
151155.404256,20214424
151155.509604,20221328
151155.674889,20232160
151155.815559,20241378
151155.955684,20250562
151156.152592,20263466
151156.314226,20274059
151156.446336,20282716
151156.559177,20290111
151156.670415,20297401
151156.762300,20303423
151156.861465,20309922
151156.975555,20317399
151157.157882,20329348
151157.282755,20337531
151157.370909,20343308
151157.489625,20351088
151157.638541,20360848
151157.802629,20371601
151158.020945,20385908
151158.247330,20400745
151158.492783,20416830
151158.673236,20428656
151158.933969,20445743
151159.136656,20459027
151159.342681,20472528
151159.546901,20485912
151159.752194,20499366
151159.975069,20513972
151160.160033,20526094
151160.293803,20534860
151160.496302,20548131
151160.710893,20562194
151160.865321,20572315
151160.995001,20580813
151161.143961,20590575
151161.346999,20603881
151161.491606,20613358
151161.625678,20622145
151161.814816,20634540
151161.960693,20644100
151162.127545,20655034
151162.236613,20662182
151162.370055,20670927
151162.511470,20680195
151162.643333,20688837
151162.760008,20696483
151162.944842,20708596
151163.123407,20720298
151163.306208,20732278
151163.455155,20742039
151163.643319,20754371
151163.796712,20764423
151163.946014,20774208
151164.117626,20785454
151164.274654,20795745
151164.437508,20806418
151164.650547,20820379
151164.781662,20828972
151164.897353,20836554
151165.045631,20846271
151165.214051,20857309
151165.364476,20867167
151165.538381,20878564
151165.660949,20886596
151165.815725,20896739
151165.976865,20907300
151166.115141,20916362
151166.251260,20925282
151166.480474,20940304
151166.596790,20947926
151166.748067,20957840
151166.904003,20968060
151167.041316,20977058
151167.188256,20986688
151167.352536,20997454
151167.527629,21008929
151167.633114,21015842
151167.772782,21024995
151167.952031,21036742
151168.113182,21047303
151168.281939,21058363
151168.409795,21066742
151168.558162,21076465
151168.733079,21087928
151168.902435,21099027
151169.022161,21106873
151169.134350,21114225
151169.244047,21121414
151169.374088,21129937
151169.595746,21144463
151169.730430,21153289
151169.851065,21161195
151169.982440,21169805
151170.182032,21182885
151170.308771,21191191
151170.395754,21196891
151170.516842,21204827
151170.648228,21213437
151170.799405,21223345
151170.964344,21234154
151171.121539,21244456
151171.248478,21252775
151171.390257,21262066
151171.797488,21288754
151171.922843,21296969
151172.034801,21304306
151172.199896,21315126
151172.346650,21324743
151172.492398,21334295
151172.614937,21342326
151172.722569,21349379
151172.868166,21358921
151173.003854,21367813
151173.118285,21375313
151173.261723,21384713
151173.371589,21391913
151173.473194,21398572
151173.580742,21405620
151173.691240,21412861
151173.819120,21421242
151173.913110,21427401
151174.011154,21433827
151174.167119,21444048
151174.304011,21453019
151174.485802,21464933
151174.604144,21472688
151174.723079,21480483
151174.812068,21486315
151174.903770,21492324
151175.029915,21500591
151175.155347,21508811
151175.278986,21516914
151175.423235,21526367
151175.610480,21538639
151175.733323,21546689
151175.829082,21552965
151175.955188,21561229
151176.062632,21568270
151176.186945,21576417
151176.312099,21584619
151176.474925,21595290
151176.669810,21608062
151176.870200,21621194
151176.974881,21628055
151177.094140,21635870
151177.198418,21642704
151177.319411,21650633
151177.447466,21659025
151177.584631,21668015
151177.746114,21678597
151177.958643,21692525
151178.078348,21700370
151178.245885,21711350
151178.404365,21721736
151178.547256,21731100
151178.647969,21737700
151178.742323,21743884
151178.863292,21751812
151179.009394,21761386
151179.142809,21770130
151179.262512,21777974
151179.363618,21784600
151179.507601,21794036
151179.700870,21806702
151179.818824,21814432
151179.925546,21821426
151180.006174,21826710
151180.129710,21834806
151180.240705,21842080
151180.373905,21850810
151180.521957,21860512
151180.693473,21871753
151180.823494,21880273
151180.986344,21890946
151181.141415,21901108
151181.282005,21910322
151181.402066,21918190
151181.517890,21925781
151181.651803,21934557
151181.795081,21943946
151181.949932,21954095
151182.083368,21962839
151182.209588,21971111
151182.357276,21980790
151182.522348,21991608
151182.666962,22001085
151182.769295,22007791
151182.848156,22012960
151182.955704,22020008
151183.067740,22027350
151183.202218,22036163
151183.342219,22045338
151183.465770,22053435
151183.620405,22063569
151183.778716,22073944
151183.921804,22083321
151184.047348,22091549
151184.165957,22099322
151184.262832,22105670
151184.366717,22112479
151184.500826,22121267
151184.662240,22131846
151184.817236,22142003
151184.948215,22150587
151185.100248,22160551
151185.234840,22169371
151185.368835,22178152
151185.496770,22186537
151185.614708,22194266
151185.730791,22201873
151185.933764,22215175
151186.114323,22227008
151186.223783,22234181
151186.324051,22240752
151186.448551,22248912
151186.598751,22258755
151186.722604,22266872
151186.808286,22272487
151186.898522,22278400
151187.031026,22287084
151187.165230,22295879
151187.286647,22303836
151187.397679,22311113
151187.527348,22319611
151187.663258,22328517
151187.814305,22338416
151187.949571,22347281
151188.112208,22357939
151188.229315,22365614
151188.338433,22372765
151188.448376,22379970
151188.579453,22388560
151188.741343,22399170
151188.883924,22408514
151189.011825,22416896
151189.193830,22428823
151189.393154,22441886
151189.506066,22449286
151189.620688,22456798
151189.754434,22465563
151189.873138,22473342
151190.004502,22481951
151190.182186,22493595
151190.352944,22504786
151190.495220,22514110
151190.620400,22522314
151190.822762,22535575
151190.963078,22544771
151191.086566,22552864
151191.216660,22561390
151191.369557,22571410
151191.500297,22579978
151191.735080,22595364
151191.882999,22605058
151192.028133,22614569
151192.246533,22628882
151192.461196,22642950
151192.617250,22653177
151192.810767,22665859
151192.935740,22674049
151193.048130,22681415
151193.149563,22688062
151193.292406,22697424
151193.470677,22709107
151193.690802,22723532
151193.848723,22733882
151193.990531,22743175
151194.145739,22753347
151194.274031,22761754
151194.418689,22771235
151194.527964,22778396
151194.639321,22785694
151194.762013,22793734
151194.878504,22801369
151195.029992,22811296
151195.171244,22820553
151195.275328,22827374
151195.371027,22833646
151195.532677,22844240
151195.677020,22853699
151195.809250,22862365
151195.915327,22869317
151196.040898,22877546
151196.205008,22888301
151196.359825,22898447
151196.483585,22906557
151196.580584,22912914
151196.685625,22919798
151196.778600,22925891
151196.887700,22933041
151196.995261,22940090
151197.122876,22948453
151197.209351,22954121
151197.324170,22961645
151197.452536,22970058
151197.581588,22978515
151197.736621,22988675
151197.849017,22996041
151197.950577,23002697
151198.054901,23009534
151198.180196,23017745
151198.308651,23026163
151198.485203,23037734
151198.614452,23046204
151198.740827,23054486
151198.882929,23063799
151199.015423,23072481
151199.142746,23080826
151199.236035,23086939
151199.337737,23093604
151199.428373,23099544
151199.552064,23107650
151199.719409,23118617
151199.882980,23129337
151200.006871,23137456
151200.114070,23144481
151200.316338,23157737
151200.491227,23169198
151200.593988,23175933
151200.693964,23182485
151200.820351,23190767
151200.963194,23200129
151201.096218,23208846
151201.263545,23219812
151201.379231,23227394
151201.469936,23233338
151201.595583,23241572
151201.734911,23250703
151201.917436,23262665
151202.038613,23270606
151202.149213,23277854
151202.274556,23286069
151202.420087,23295606
151202.580038,23306089
151202.705468,23314309
151202.818565,23321720
151202.964091,23331257
151203.184161,23345680
151203.296160,23353020
151203.401231,23359905
151203.507750,23366886
151203.613849,23373839
151203.736818,23381898
151203.912829,23393433
151204.020261,23400474
151204.118720,23406926
151204.266982,23416642
151204.416937,23426470
151204.587779,23437666
151204.707904,23445538
151204.826410,23453305
151204.939958,23460746
151205.033890,23466902
151205.145231,23474198
151205.269699,23482355
151205.406949,23491350
151205.549542,23500695
151205.701070,23510625
151205.855153,23520723
151205.993954,23529820
151206.114593,23537726
151206.228281,23545176
151206.358660,23553721
151206.576632,23568005
151206.716282,23577157
151206.824471,23584247
151206.945650,23592189
151207.084773,23601306
151207.232510,23610988
151207.390736,23621358
151207.525316,23630177
151207.698975,23641558
151207.883932,23653679
151208.042243,23664054
151208.173036,23672626
151208.296022,23680686
151208.494614,23693700
151208.672225,23705340
151208.846914,23716788
151208.985836,23725893
151209.107322,23733854
151209.286781,23745615
151209.450627,23756353
151209.593542,23765719
151209.732589,23774831
151209.920706,23787159
151210.101721,23799022
151210.225507,23807134
151210.340668,23814681
151210.494368,23824754
151210.669584,23836237
151210.810467,23845470
151210.904842,23851655
151211.016496,23858972
151211.194822,23870658
151211.345516,23880534
151211.498965,23890590
151211.616121,23898268
151211.726955,23905532
151211.832492,23912448
151211.984433,23922406
151212.117263,23931111
151212.290414,23942458
151212.422387,23951107
151212.559755,23960109
151212.696255,23969055
151212.813844,23976761
151212.921362,23983807
151213.035301,23991274
151213.169771,24000087
151213.310471,24009307
151213.488028,24020944
151213.642396,24031060
151213.790146,24040743
151213.926795,24049698
151214.061881,24058551
151214.208440,24068156
151214.336615,24076556
151214.533966,24089489
151214.693908,24099971
151214.829245,24108840
151214.960297,24117429
151215.114319,24127523
151215.271978,24137855
151215.406100,24146645
151215.557215,24156548
151215.729095,24167812
151215.869550,24177017
151216.021873,24186999
151216.191790,24198135
151216.332362,24207347
151216.469241,24216317
151216.627005,24226657
151216.797861,24237854
151216.974415,24249424
151217.108633,24258220
151217.232805,24266358
151217.391138,24276734
151217.534498,24286129
151217.680557,24295701
151217.793306,24303090
151217.944556,24313002
151218.073094,24321426
151218.244281,24332645
151218.386420,24341960
151218.504199,24349678
151218.634657,24358228
151218.756892,24366239
151218.885214,24374648
151219.035251,24384481
151219.231673,24397353
151219.359037,24405700
151219.527171,24416719
151219.680423,24426762
151219.818466,24435809
151219.937284,24443596
151220.073548,24452526
151220.274755,24465712
151220.467618,24478351
151220.603470,24487254
151220.746870,24496652
151220.890833,24506086
151221.012949,24514089
151221.111042,24520518
151221.214076,24527270
151221.345564,24535887
151221.546017,24549024
151221.711661,24559879
151221.826462,24567403
151221.940885,24574902
151222.073926,24583620
151222.201927,24592009
151222.341191,24601136
151222.496436,24611310
151222.624521,24619704
151222.741446,24627366
151222.855028,24634810
151222.982005,24643131
151223.087426,24650040
151223.190616,24656803
151223.291014,24663382
151223.382361,24669369
151223.497474,24676913
151223.650145,24686918
151223.800649,24696781
151223.916383,24704366
151224.011023,24710568
