x_min_ini,tps_ini,x_min_f,tps_f,tps,etape
260127.87491897863,1652878992917,260117.12596187595,1652878994910,1993,1
260278.43561950416,1652878997010,260281.1975043153,1652878997712,702,1
260106.97416905707,1652879000009,260130.86074039643,1652879000709,700,1
260130.86074039643,1652879002408,260027.84990149597,1652879006807,4399,1
259804.3390919041,1652879007909,259878.38746305532,1652879008608,699,1
259419.4225582021,1652879012909,259315.51597287704,1652879014309,1400,1
256762.10598186788,1652879018009,257340.16100827444,1652879020009,2000,1
259625.67587785915,1652879022409,259580.2913923149,1652879023008,599,1
259482.22187237765,1652879031023,259476.84739382635,1652879031708,685,2
272950.8929571958,1652879046815,272937.7553429593,1652879046909,94,3
272937.7553429593,1652879049119,272813.545171996,1652879050309,1190,3
271994.4723687307,1652879054611,271786.65919808054,1652879055008,397,3
270093.57447747,1652879057808,270800.61698910774,1652879058408,600,3
270800.61698910774,1652879060510,271641.42430024454,1652879061609,1099,3
271641.42430024454,1652879062510,270069.6879061306,1652879063309,799,3
536552.6549376757,1652879083609,542400.0876014915,1652879091009,7400,5
542400.0876014915,1652879092122,526596.732003531,1652879094309,2187,5
512917.43883036496,1652879095609,515439.860763776,1652879096209,600,5
485807.2728259603,1652879096909,486418.7690522418,1652879097709,800,5
534234.1900728407,1652879100309,533985.769730914,1652879100509,200,5
538874.1136844062,1652879109310,537536.4656894156,1652879110308,998,6
554902.427533251,1652879112619,554797.326619359,1652879113109,490,6
559249.3836858078,1652879118609,558819.425401704,1652879119209,600,6
558819.425401704,1652879121809,558685.6606022051,1652879123808,1999,6
556963.6937031047,1652879124418,556667.5002184999,1652879124909,491,6
559311.5607822932,1652879129315,559357.542432121,1652879130409,1094,6
556648.1077590227,1652879134709,556160.8217037051,1652879135011,302,6
556160.8217037051,1652879137410,556485.6790739169,1652879138623,1213,6
556485.6790739169,1652879140109,556886.9734724137,1652879142808,2699,6
558640.1345154579,1652879144214,558618.6366012527,1652879144408,194,6
559899.4690193773,1652879148415,559812.8801982725,1652879150210,1795,6
559812.8801982725,1652879151613,559815.8660196901,1652879152409,796,6
559815.8660196901,1652879153309,559777.6475055472,1652879155509,2200,6
559777.6475055472,1652879156909,559783.0219840987,1652879157109,200,6
559783.0219840987,1652879161708,559756.7467556254,1652879162009,301,6
135200.40742622758,1652879175510,134713.12137090947,1652879176309,799,7
139175.71131907412,1652879184209,138886.6838058709,1652879185409,1200,7
139864.2193692277,1652879188209,139849.29026214077,1652879188908,699,7
139849.29026214077,1652879197310,139866.60802636162,1652879197710,400,7
139866.60802636162,1652879199921,139910.20101905547,1652879201308,1387,7
-187637.6720857627,1652879226208,-187250.7096300689,1652879226915,707,8
-185700.921355931,1652879227809,-186138.0456114369,1652879228008,199,8
-186138.0456114369,1652879229209,-187466.13897789165,1652879231009,1800,8
-187794.5793338045,1652879234309,-187899.6802476965,1652879235508,1199,8
-187157.63014621893,1652879236409,-186704.97961934283,1652879237909,1500,8
-186704.97961934283,1652879241712,-186589.12974834812,1652879242412,700,8
-186589.12974834812,1652879243410,-186275.02133523888,1652879244808,1398,8
-186275.02133523888,1652879245823,-186174.69773561467,1652879246309,486,8
229174.4404183841,1652879265809,229083.67144729552,1652879266109,300,9
230795.38977399917,1652879267609,230936.32054489988,1652879267909,300,9
231743.2122370065,1652879270209,231699.0220800292,1652879271709,1500,9
231699.0220800292,1652879272808,231882.94867934025,1652879275308,2500,9
232258.92496835365,1652879277309,231867.18519839237,1652879280709,3400,9
516364.0563697799,1652879297112,522135.0520053111,1652879301610,4498,10
528883.7638568418,1652879305011,525940.9382678627,1652879306009,998,10
531121.1189868653,1652879307012,530901.3625305456,1652879307509,497,10
530901.3625305456,1652879308508,530022.3367052667,1652879309109,601,10
534264.1238250068,1652879312509,534218.7393394625,1652879313008,499,10
534852.7534813333,1652879314609,535101.1738232608,1652879315208,599,10
535101.1738232608,1652879316108,534969.7976808948,1652879317409,1301,10
534969.7976808948,1652879318609,534833.6442242616,1652879323909,5300,10
534833.6442242616,1652879325109,534761.9845102447,1652879329208,4099,10
534761.9845102447,1652879330509,534778.7051101824,1652879330711,202,10
