x_min_ini,tps_ini,x_min_f,tps_f,tps,etape
256290.04884718463,1655812153799,256404.7043896124,1655812154299,500,1
245270.4016495513,1655812155502,245423.27570612164,1655812156098,596,1
259271.7302208612,1655812165409,259281.88201368036,1655812165799,390,2
270344.38347652945,1655812177701,270339.6061622616,1655812177802,101,3
270339.6061622616,1655812179101,270478.14827602875,1655812180903,1802,3
250681.6773931418,1655812192703,252726.36789977035,1655812193408,705,4
534166.4338037383,1655812212899,528166.1270833518,1655812213199,300,5
528166.1270833518,1655812214998,527363.5382863574,1655812215299,301,5
527363.5382863574,1655812217198,525490.8310933706,1655812217698,500,5
538662.8188133815,1655812218199,538029.2686536225,1655812219498,1299,5
558002.3156744203,1655812243798,557601.0212759234,1655812244198,400,6
557601.0212759234,1655812245111,557472.0337906922,1655812245398,287,6
557472.0337906922,1655812247498,557710.8995040832,1655812248398,900,6
137899.38996994137,1655812271200,137665.30157081797,1655812271809,609,7
138977.95617986165,1655812272399,139075.89112235195,1655812272598,199,7
139075.89112235195,1655812275398,138882.40989450514,1655812275799,401,7
-187560.4762266407,1655812290098,-184722.75155155343,1655812291402,1304,8
-191232.57165621856,1655812291899,-194882.43975683572,1655812292498,599,8
231080.59180699015,1655812314800,231073.42583558845,1655812315898,1098,9
231848.7890679264,1655812317599,231605.1460402675,1655812319499,1900,9
520912.05955274776,1655812333498,517051.9896243464,1655812333702,204,10
534233.9288903882,1655812341498,533624.8213212409,1655812342299,801,10
534334.8436873357,1655812344299,534429.1956441253,1655812344601,302,10
