x_min_ini,tps_ini,x_min_f,tps_f,tps,etape
259390.64200478225,1652707643358,259284.3467623233,1652707644658,1300,1
259284.3467623233,1652707647961,259203.13241977032,1652707648958,997,1
259203.13241977032,1652707652858,259412.1399189875,1652707653657,799,1
258472.5955272629,1652707654164,258587.25106969057,1652707654758,594,1
258931.6626782393,1652707664558,258918.5250640028,1652707665158,600,2
272904.91130736814,1652707676558,272724.56769375794,1652707677258,700,3
270530.69873297587,1652707680072,270545.03067577933,1652707680857,785,3
267498.0505475738,1652707681958,267784.6894036432,1652707682457,499,3
261838.8258895346,1652707683959,261896.15366074844,1652707684558,599,3
548636.439040307,1652707710157,548760.6492112703,1652707710758,601,5
551746.4136812005,1652707715458,551120.5855121156,1652707715959,501,5
529023.9015326609,1652707718258,516373.57335146377,1652707720659,2401,5
546938.2201684922,1652707733458,539791.358023828,1652707733759,301,6
549980.0599058709,1652707737963,549311.235908376,1652707739259,1296,6
555119.7992114013,1652707742459,554947.8158977597,1652707743459,1000,6
555000.366354706,1652707748058,555009.9209832416,1652707748159,101,6
555009.9209832416,1652707749859,553643.6091026443,1652707751459,1600,6
558513.5870452574,1652707752858,558515.9757023914,1652707753659,801,6
138896.23843440646,1652707766858,138764.8622920414,1652707767259,401,7
138764.8622920414,1652707770858,138733.80974930056,1652707771359,501,7
138781.5828919788,1652707776759,138776.80557771097,1652707776858,99,7
-196736.03769275144,1652707786959,-195990.7766669709,1652707787959,1000,8
-188251.62775953035,1652707792059,-188495.27078718937,1652707792758,699,8
-187197.4504455029,1652707794958,-186593.1201906233,1652707796259,1301,8
231737.2405941717,1652707819970,231790.98537968463,1652707820259,289,9
232054.33482869843,1652707824158,231606.4616160901,1652707826258,2100,9
523033.452614636,1652707832259,513134.85745170526,1652707834258,1999,10
531250.17285384,1652707835959,530390.2562856317,1652707836259,300,10
522625.6149294807,1652707842959,523065.1278421206,1652707844258,1299,10
534696.9400227113,1652707848459,534649.1668800331,1652707849359,900,10
534649.1668800331,1652707851859,534436.5763951151,1652707852660,801,10
534436.5763951151,1652707855858,534393.5805667047,1652707856359,501,10
