x_min_ini,tps_ini,x_min_f,tps_f,tps,etape
258767.8280189281,1652877937148,258712.8889048481,1652877938448,1300,1
258987.7961208864,1652877944748,258923.30237827083,1652877945452,704,2
248153.3728660335,1652877949147,248363.57469381776,1652877949647,500,2
253511.40318800652,1652877964945,252732.70096235155,1652877967547,2602,4
250256.49642330303,1652877968646,250046.2945955188,1652877969445,799,4
245261.0915167956,1652877970146,244802.4693470845,1652877971245,1099,4
525749.8456971494,1652877980446,526074.7030673614,1652877980646,200,5
526074.7030673614,1652877981646,527011.0566638547,1652877982246,600,5
538524.7464843694,1652877984545,538546.2443985746,1652877984845,300,5
549062.815566449,1652877992546,548489.5378543098,1652877996945,4399,6
556947.9850056403,1652877998646,556933.6530628368,1652878000350,1704,6
547830.2684853509,1652878001846,549722.0849354088,1652878004445,2599,6
549722.0849354088,1652878005350,550314.4719046188,1652878005846,496,6
561479.2675886708,1652878007246,559788.0983378618,1652878009946,2700,6
549750.7488210171,1652878011552,547629.6212861035,1652878013843,2291,6
553994.7378223655,1652878014744,553583.888795333,1652878015544,800,6
559314.6001211005,1652878019148,559330.1263924711,1652878019343,195,6
134522.02880019663,1652878028243,133881.86868830826,1652878028643,400,7
138485.3894073736,1652878031343,138506.88732157878,1652878031744,401,7
138506.88732157878,1652878032744,138447.17089323103,1652878034043,1299,7
138447.17089323103,1652878035244,138628.70883540818,1652878037343,2099,7
-192618.0930003211,1652878047443,-192742.3031712844,1652878047743,300,8
-196393.73030784636,1652878050744,-193202.48437694012,1652878052144,1400,8
-200567.4437355456,1652878052943,-200223.47710826225,1652878053344,401,8
-192772.526092836,1652878061943,-190985.8105566698,1652878064643,2700,8
-186973.69619288735,1652878065744,-188010.37338900505,1652878068543,2799,8
-191735.8488967179,1652878074443,-192108.4794096081,1652878075143,700,8
-188891.78787141843,1652878075943,-188829.6827859368,1652878076450,507,8
-187099.5155030125,1652878077246,-186972.9166749153,1652878077443,197,8
226152.298163474,1652878091843,225731.8945079055,1652878092343,500,9
225731.8945079055,1652878094045,225703.2306222985,1652878094743,698,9
230351.09954709143,1652878095843,230575.63331767917,1652878098552,2709,9
231510.31816645004,1652878099143,231444.63009526752,1652878100344,1201,9
231444.63009526752,1652878101543,231396.85695258924,1652878102843,1300,9
231842.104298486,1652878103343,231896.44624828245,1652878103843,500,9
232141.16499971956,1652878104344,232176.39769244485,1652878106244,1900,9
231950.48961593735,1652878107143,231943.32364453565,1652878107443,300,9
231943.32364453565,1652878108643,231840.61138777752,1652878110644,2001,9
533127.5909793511,1652878122644,535506.6934847267,1652878124243,1599,10
535506.6934847267,1652878125343,529382.1765933769,1652878127343,2000,10
473581.8460097396,1652878130743,474957.7125188727,1652878132142,1399,10
532315.6457786774,1652878135142,532129.3305222325,1652878136242,1100,10
533828.3526583565,1652878137543,533343.4552601728,1652878139142,1599,10
