x_min_ini,tps_ini,x_min_f,tps_f,tps,etape
540055.2296932179,1652363979510,540418.3055775722,1652363980009,499,5
540418.3055775722,1652363985009,539405.5149527934,1652363985308,299,5
539405.5149527934,1652363987008,540704.9444336414,1652363988309,1301,5
527443.1200261633,1652363999909,528207.490309015,1652364000710,801,5
550878.1949882219,1652364017909,550515.1191038676,1652364018219,310,6
550820.8672170083,1652364021009,546425.7380906107,1652364021409,400,6
552771.7453698018,1652364028009,553650.7711950812,1652364029009,1000,6
553650.7711950812,1652364031609,553698.5443377594,1652364033609,2000,6
556733.0058635884,1652364036410,556833.3294632126,1652364036609,199,6
558539.2641397059,1652364047621,558491.4909970277,1652364048108,487,6
558491.4909970277,1652364053908,558271.734540708,1652364056008,2100,6
558271.734540708,1652364057310,558809.1823958379,1652364057909,599,6
554415.1414779326,1652364060308,554109.393364792,1652364060508,200,6
558503.4342826973,1652364067512,558601.3692251876,1652364069309,1797,6
558504.628611264,1652364071710,558569.1223538796,1652364072308,598,6
137305.99619492673,1652364097110,137310.77350919455,1652364097208,98,7
139108.52721347185,1652364101208,139121.66482770833,1652364101511,303,7
138480.6120931059,1652364103609,138487.77806450764,1652364103808,199,7
138487.77806450764,1652364106908,138475.8347788381,1652364107509,601,7
138475.8347788381,1652364110509,138817.4127489874,1652364111008,499,7
-200067.21340450092,1652364129418,-194181.56222654236,1652364129809,391,8
-194181.56222654236,1652364132409,-191964.88840627225,1652364133009,600,8
-185681.29689579044,1652364134509,-184639.8423854049,1652364134709,200,8
-184639.8423854049,1652364135708,-184152.55633008693,1652364136508,800,8
-184152.55633008693,1652364137422,-184018.79153058797,1652364138609,1187,8
-184018.79153058797,1652364142609,-185643.07838164788,1652364142810,201,8
-188865.81399865964,1652364148108,-190566.53787800483,1652364148409,301,8
-187351.801574866,1652364158309,-187301.63977505383,1652364160609,2300,8
-187301.63977505383,1652364162608,-187003.05763331483,1652364162908,300,8
226668.248104399,1652364187809,226085.4157637245,1652364188709,900,9
226085.4157637245,1652364189720,226161.8527920096,1652364190009,289,9
226161.8527920096,1652364196109,226047.19724958195,1652364197009,900,9
231728.88029420297,1652364201009,231718.1313371004,1652364201308,299,9
231718.1313371004,1652364202713,231498.37488078047,1652364203208,495,9
231498.37488078047,1652364206709,231302.50499579983,1652364209009,2300,9
230563.69003200985,1652364211216,230499.19628939423,1652364211516,300,9
230499.19628939423,1652364212808,230460.9777752517,1652364213509,701,9
230460.9777752517,1652364215909,230463.3664323856,1652364216009,100,9
230463.3664323856,1652364216908,230465.75508951952,1652364217009,101,9
519268.66344461625,1652364240710,520873.8410386051,1652364242008,1298,10
530106.7563094042,1652364244908,530832.9080781133,1652364245408,500,10
540294.3484074272,1652364246009,538832.4902414732,1652364246909,900,10
510047.8806897488,1652364247710,517232.9613485553,1652364248209,499,10
517232.9613485553,1652364249608,513563.9839908669,1652364250309,701,10
525209.7260759012,1652364251009,523757.4225384827,1652364251809,800,10
534293.8021473052,1652364256209,534265.1382616983,1652364256409,200,10
534265.1382616983,1652364257520,534274.692890234,1652364258009,489,10
534274.692890234,1652364259308,533648.8647211496,1652364259810,502,10
