x_min_ini,tps_ini,x_min_f,tps_f,tps,etape
260127.87491897863,1652705426914,260098.31528694625,1652705428413,1499,1
259478.54182226636,1652705433115,259649.33080734088,1652705439713,6598,1
259324.87784209067,1652705460321,259269.34156372727,1652705460818,497,2
259269.34156372727,1652705461816,259331.44664920893,1652705463713,1897,2
258978.24149235076,1652705466720,258945.99462104292,1652705467913,1193,2
258945.99462104292,1652705477514,258942.41163534208,1652705477613,99,2
258942.41163534208,1652705478522,258934.0513353734,1652705478613,91,2
258934.0513353734,1652705480813,258868.36326419088,1652705481416,603,2
258157.77280049011,1652705483613,258081.33577220503,1652705484014,401,2
258081.33577220503,1652705485020,258071.7811436694,1652705486617,1597,2
258071.7811436694,1652705487816,258284.37162858748,1652705492414,4598,2
256885.88294395816,1652705493613,256766.45008726267,1652705495014,1401,2
256766.45008726267,1652705496916,256685.23574470973,1652705497113,197,2
271861.9018977985,1652705516713,271709.0278412283,1652705517113,400,3
271709.0278412283,1652705519214,271725.74844116566,1652705519813,599,3
271725.74844116566,1652705520714,271687.5299270231,1652705521113,399,3
271687.5299270231,1652705522514,272095.9902969217,1652705523013,499,3
272095.9902969217,1652705524314,272105.5449254574,1652705524414,100,3
272105.5449254574,1652705526614,271353.11792827543,1652705529214,2600,3
271353.11792827543,1652705530213,271033.0378723314,1652705530725,512,3
255393.63749219943,1652705552713,255325.560763883,1652705553114,401,4
255325.560763883,1652705554514,255179.8526787144,1652705555513,999,4
255179.8526787144,1652705558324,255133.27386460316,1652705558614,290,4
254714.86992908985,1652705566714,254502.27944417155,1652705568417,1703,4
254502.27944417155,1652705569623,254781.7523288392,1652705570218,595,4
254781.7523288392,1652705571913,255436.24438353087,1652705572514,601,4
255436.24438353087,1652705576414,255870.9799819028,1652705578414,2000,4
254404.76095609015,1652705582317,253759.823529934,1652705582714,397,4
500038.4626201661,1652705602627,499732.7145070253,1652705602814,187,5
526717.5598189312,1652705607817,524921.2896542291,1652705608414,597,5
524921.2896542291,1652705609516,526755.7783330728,1652705610314,798,5
526755.7783330728,1652705612821,516666.090599429,1652705616914,4093,5
530391.5382237281,1652705618814,530448.8659949419,1652705619614,800,5
538028.1869472648,1652705620314,538324.3804318696,1652705621213,899,5
530611.2946800474,1652705624613,540127.704701552,1652705627013,2400,5
540127.704701552,1652705628613,541350.697154115,1652705628914,301,5
541350.697154115,1652705630014,542917.656233961,1652705630421,407,5
542917.656233961,1652705631515,543739.3542880266,1652705631814,299,5
543739.3542880266,1652705633913,543185.185832959,1652705634114,201,5
543185.185832959,1652705637713,536152.9792307236,1652705644913,7200,5
523640.969430452,1652705645514,529603.057636696,1652705646113,599,5
529603.057636696,1652705649813,524978.6174254428,1652705650915,1102,5
524978.6174254428,1652705652314,529067.9984387001,1652705653014,700,5
555518.3113119436,1652705654012,555432.3196551228,1652705654113,101,5
497004.0787571909,1652705656313,495246.0271066313,1652705657013,700,5
522987.4079506629,1652705658013,512400.8795331656,1652705660613,2600,5
527035.9402380335,1652705661413,525698.2922430427,1652705662112,699,5
533140.0327664402,1652705663013,532643.1920825866,1652705663612,599,5
540058.8876228265,1652705674813,537345.3731187028,1652705675513,700,6
549158.3618518055,1652705679914,549024.5970523065,1652705680214,300,6
555437.4867312475,1652705687222,553517.0063955825,1652705688614,1392,6
556776.0016919989,1652705691113,556818.9975204093,1652705691414,301,6
558441.3291972155,1652705697214,558598.9805680536,1652705697514,300,6
136601.5321192207,1652705712915,136802.1793184692,1652705713914,999,7
134135.4459020986,1652705714813,134221.43755891942,1652705715113,300,7
134221.43755891942,1652705716215,133973.0172169926,1652705716514,299,7
136940.72143223602,1652705721014,136396.1076057042,1652705722713,1699,7
125692.7328714701,1652705723715,125730.95138561272,1652705723814,99,7
138315.44448986763,1652705725913,138332.165089805,1652705726114,201,7
-190904.59621411716,1652705749715,-190837.71381436763,1652705750415,700,8
-187831.2241039619,1652705751115,-188681.58604363448,1652705752514,1399,8
210484.5387962105,1652705778615,208000.3353769423,1652705779015,400,9
219993.3581112261,1652705780714,219553.84519858623,1652705781714,1000,9
225731.89450790556,1652705785815,225655.45747962035,1652705786115,300,9
225655.45747962035,1652705787214,224919.7510823755,1652705788214,1000,9
230652.07034596437,1652705790128,230656.84766023216,1652705790314,186,9
230656.84766023216,1652705791314,230523.08286073315,1652705791616,302,9
516975.552596061,1652705810914,516058.3082566386,1652705811728,814,10
527374.1325482089,1652705812915,522271.96091017406,1652705816015,3100,10
529735.6978491964,1652705816815,529238.8571653427,1652705817013,198,10
532836.9608353549,1652705819120,532555.0992935535,1652705819414,294,10
532555.0992935535,1652705820814,532000.9308384861,1652705822513,1699,10
531948.2304487706,1652705829214,532053.3313626626,1652705829615,401,10
532053.3313626626,1652705831313,531857.461477682,1652705831617,304,10
531857.461477682,1652705834114,531599.4865072197,1652705835914,1800,10
531599.4865072197,1652705836816,531656.8142784336,1652705837114,298,10
531656.8142784336,1652705838114,531972.1170201097,1652705838814,700,10
533862.0127925889,1652705845114,534119.9877630512,1652705846314,1200,10
534119.9877630512,1652705851315,533697.1954503491,1652705852926,1611,10
533697.1954503491,1652705857214,533379.5040515391,1652705857814,600,10
532043.7767341274,1652705860515,532325.6382759288,1652705861914,1399,10
533883.5107067942,1652705864315,533787.9644214378,1652705864414,99,10
533787.9644214378,1652705868421,533752.1345644292,1652705868614,193,10
534419.9982231349,1652705871415,534396.1116517953,1652705871825,410,10
534396.1116517953,1652705873717,534317.2859663758,1652705877015,3298,10
534317.2859663758,1652705878814,534357.8931376527,1652705880315,1501,10
