x_min_ini,tps_ini,x_min_f,tps_f,tps,etape
259621.2640860182,1652360665122,259718.00469994155,1652360666137,1015,1
259718.00469994155,1652360667132,259540.0497434653,1652360668522,1390,1
256856.64254757937,1652360670324,256961.74346147155,1652360671823,1499,1
259482.22187237765,1652360677823,259457.4395546133,1652360680022,2199,2
259252.405376209,1652360682423,259236.2819405551,1652360686628,4205,2
257972.98385085535,1652360689235,258149.7444787647,1652360693923,4688,2
258149.7444787647,1652360694824,258035.08893633704,1652360698821,3997,2
256413.59278793036,1652360700122,256552.1349016971,1652360700522,400,2
272383.2546480272,1652360711623,272464.46899057995,1652360714322,2699,3
268776.0954372241,1652360716733,266893.8336157019,1652360721635,4902,3
254656.3478293089,1652360731022,254663.51380071064,1652360734723,3701,4
254663.51380071064,1652360735631,255189.01837017125,1652360735923,292,4
255189.01837017125,1652360737223,255650.0291970162,1652360737523,300,4
255650.0291970162,1652360738523,254957.31862818185,1652360739122,599,4
453093.5508316113,1652360751323,459055.6390378548,1652360752737,1414,5
535220.0546286576,1652360758132,535057.6259435518,1652360758422,290,5
539638.4839672579,1652360767322,538874.1136844064,1652360768522,1200,6
549731.6395639443,1652360769622,550457.7913326529,1652360772322,2700,6
556001.2098148504,1652360773123,556010.764443386,1652360773222,99,6
556010.764443386,1652360774322,556268.7394138483,1652360779723,5401,6
556268.7394138483,1652360780722,556306.9579279908,1652360781422,700,6
559317.5328824806,1652360782426,559694.9407096384,1652360785621,3195,6
561121.4025014642,1652360786821,561197.8395297494,1652360787322,501,6
561197.8395297494,1652360788221,561016.3015875722,1652360792522,4301,6
559563.5645672732,1652360793623,557471.1009179667,1652360794221,598,6
548541.9460698945,1652360795222,546974.9869900483,1652360796222,1000,6
553399.8910753396,1652360797024,553829.8493594438,1652360797721,697,6
558335.6133388698,1652360801122,558476.5441097704,1652360801421,299,6
558476.5441097704,1652360803128,558584.0336807964,1652360805221,2093,6
558584.0336807964,1652360806221,558564.9244237251,1652360807721,1500,6
559298.7663775033,1652360808522,559357.2884772844,1652360808721,199,6
133780.88279913497,1652360826322,133933.75685570532,1652360827421,1099,7
138541.35727763327,1652360829622,138629.73759158794,1652360830721,1099,7
140097.81061608237,1652360832821,140109.75390175197,1652360833122,301,7
-206889.28934138743,1652360840522,-209220.6187040853,1652360841437,915,8
-197309.3154048902,1652360844022,-196353.85255132525,1652360845022,1000,8
-192309.1266088572,1652360847722,-191153.01655604388,1652360849522,1800,8
-187907.661132247,1652360850626,-187926.7703893183,1652360851426,800,8
-186488.01927673112,1652360852022,-186478.46464819548,1652360852222,200,8
190205.6891994741,1652360867522,190740.74839747036,1652360868422,900,9
222038.04861785457,1652360869622,221025.25799307588,1652360870523,901,9
226811.5675324336,1652360872734,226467.60090515032,1652360874022,1288,9
230260.3305760028,1652360875921,230057.2947196202,1652360880723,4802,9
230843.88282608864,1652360881736,230811.63595478085,1652360882322,586,9
230811.63595478085,1652360883522,231513.9011521509,1652360894323,10801,9
231513.9011521509,1652360896628,231639.30565168124,1652360897122,494,9
232093.5104618302,1652360900723,232043.9458263016,1652360901623,900,9
231730.0746227699,1652360902322,231597.5041518379,1652360911122,8800,9
232189.6103008592,1652360912422,232228.42597928536,1652360913122,700,9
232228.42597928536,1652360914236,232223.35008287567,1652360914822,586,9
232032.1525289879,1652360915322,231998.7113291132,1652360917222,1900,9
231998.7113291132,1652360918322,231826.7280154716,1652360919422,1100,9
496675.2333756184,1652360934422,491630.3895087968,1652360935322,900,10
529304.16751241,1652360939021,529170.4027129108,1652360939822,801,10
536404.8285670778,1652360940423,535143.6176003726,1652360945022,4599,10
538507.6328712616,1652360945622,539262.4485255779,1652360946821,1199,10
539262.4485255779,1652360949922,539057.0240120617,1652360950223,301,10
539057.0240120617,1652360951523,538211.4393866569,1652360952522,999,10
528942.4986915758,1652360953222,525598.3787040995,1652360954523,1301,10
530730.0827486636,1652360955122,530061.2587511684,1652360955423,301,10
532278.3668318999,1652360957323,532163.7112894721,1652360960822,3499,10
533420.3620721401,1652360961321,533888.5388703864,1652360963122,1801,10
534537.1678473589,1652360963526,534467.8967904751,1652360963722,196,10
