world_index,id_fixation,x,y,zoom,etape,id_pan
744,177,260223.68000005107,6255351.49840695,19.0,1,0
745,177,260222.0957528939,6255352.582706219,19.0,1,0
746,177,260221.44284934396,6255351.754431477,19.0,1,0
746,178,260229.30377220683,6255355.70098485,19.0,1,0
747,178,260228.73774534892,6255355.189946656,19.0,1,0
748,178,260229.24069379072,6255353.965207916,19.0,1,0
749,178,260226.9756387109,6255355.75279015,19.0,1,0
750,178,260227.8146321592,6255355.009393724,19.0,1,0
750,179,260230.3585555605,6255348.143322287,19.0,1,0
751,179,260226.7993567456,6255349.762330741,19.0,1,0
752,179,260226.63964609837,6255348.850945981,19.0,1,0
753,179,260226.2974032207,6255348.676076662,19.0,1,0
754,179,260225.1692033131,6255348.171804132,19.0,1,0
754,180,260227.81755882088,6255345.728669459,19.0,1,0
755,180,260214.49112564084,6255349.436407461,19.0,1,0
756,180,260211.11436167185,6255350.62149247,19.0,1,0
757,180,260211.33308393392,6255350.375449145,19.0,1,0
758,180,260211.814120854,6255350.322496301,19.0,1,0
758,181,260224.079122904,6255355.141320445,19.0,1,0
759,181,260224.11710287505,6255354.83029216,19.0,1,0
760,181,260223.27190301308,6255355.247764311,19.0,1,0
761,181,260223.53692564467,6255354.97904064,19.0,1,0
762,182,260298.3298112935,6255282.960567383,19.0,1,0
763,182,260298.3101464502,6255282.915235519,19.0,1,0
764,182,260298.0669242878,6255282.229289566,19.0,1,0
765,182,260297.6872954279,6255281.430412782,19.0,1,0
766,182,260297.8777032771,6255281.180727148,19.0,1,0
766,183,260303.35522492375,6255286.625461598,19.0,1,0
767,183,260304.1160715492,6255285.707195852,19.0,1,0
768,183,260303.3231426972,6255285.503466751,19.0,1,0
769,183,260303.4972218355,6255285.265217395,19.0,1,0
770,183,260303.31902521048,6255285.472214002,19.0,1,0
771,183,260303.69103415715,6255284.941878294,19.0,1,0
862,210,259658.85110184623,6255140.781436873,17.0,1,1
863,210,259652.5803039524,6255140.139842743,17.0,1,1
864,210,259655.89120749672,6255134.19167186,17.0,1,1
865,210,259631.74161247184,6255150.743476199,17.0,1,1
866,210,259629.153643922,6255142.318611419,17.0,1,1
866,211,259678.41968022392,6255164.338652841,17.0,1,1
867,211,259644.95223550012,6255167.034052486,17.0,1,1
868,211,259631.3018500817,6255167.286304074,17.0,1,1
869,212,259788.75107453176,6255128.761697221,17.0,1,1
870,212,259788.077173508,6255123.81515197,17.0,1,1
871,212,259788.5275342976,6255119.949805773,17.0,1,1
872,212,259790.16796834845,6255116.495627358,17.0,1,1
873,212,259791.53152277265,6255118.344959792,17.0,1,1
873,213,259790.41655520312,6255138.103885937,17.0,1,1
874,213,259794.1819541088,6255140.987057783,17.0,1,1
875,213,259797.0076776188,6255142.995959912,17.0,1,1
876,213,259795.26459684476,6255144.888654095,17.0,1,1
877,213,259795.43302084567,6255140.887879317,17.0,1,1
878,214,259482.5298177443,6255205.986279984,17.0,1,1
879,214,259481.4732638144,6255198.671944943,17.0,1,1
880,214,259480.41470011807,6255192.864254108,17.0,1,1
881,214,259483.677287262,6255195.459577753,17.0,1,1
882,214,259481.83307178787,6255195.705217444,17.0,1,1
882,215,259435.50552431465,6255216.2790984325,17.0,1,1
883,215,259433.28503718457,6255216.075205957,17.0,1,1
884,215,259429.3899374468,6255216.933022811,17.0,1,1
885,215,259426.5686773949,6255216.962084409,17.0,1,1
886,216,259493.2675887232,6255263.964528107,17.0,1,1
887,216,259490.30738057903,6255259.932116167,17.0,1,1
888,216,259487.52233647124,6255260.361581992,17.0,1,1
888,217,259546.0483099927,6255258.507175311,17.0,1,1
889,217,259544.84559040924,6255252.228517745,17.0,1,1
890,217,259542.51664765348,6255253.789233152,17.0,1,1
891,217,259537.29251374849,6255251.375890461,17.0,1,1
892,217,259533.2454855842,6255247.765332975,17.0,1,1
892,218,259543.09762332315,6255248.92825816,17.0,1,1
893,218,259535.54142010608,6255253.152030723,17.0,1,1
894,218,259534.7058436592,6255254.279128648,17.0,1,1
895,218,259531.9704314973,6255252.512521819,17.0,1,1
896,219,259613.01765648287,6255222.601603245,17.0,1,1
897,219,259614.11070398815,6255222.081262266,17.0,1,1
898,219,259614.74911945203,6255219.914635622,17.0,1,1
898,220,259516.38489850136,6255528.057057617,17.0,1,1
899,220,259511.9163832096,6255525.615037741,17.0,1,1
900,220,259511.29251562935,6255521.430321503,17.0,1,1
901,220,259511.6427326493,6255519.122769177,17.0,1,1
902,220,259512.07589737925,6255519.193654872,17.0,1,1
902,221,259525.6089742908,6255522.785299255,17.0,1,1
903,221,259524.22770897864,6255522.111962036,17.0,1,1
904,221,259523.90839873668,6255520.758983231,17.0,1,1
905,221,259509.8825264336,6255535.458459849,17.0,1,1
906,221,259504.0908849701,6255541.534166324,17.0,1,1
906,222,259553.12160092543,6255519.953854546,17.0,1,1
907,222,259548.2591224528,6255524.405122523,17.0,1,1
908,222,259528.45185855156,6255549.563869126,17.0,1,1
909,222,259526.32880721748,6255550.871179707,17.0,1,1
910,222,259516.2464569796,6255558.32657227,17.0,1,1
910,223,259548.437788346,6255530.232772349,17.0,1,1
911,223,259546.62489823252,6255530.010197418,17.0,1,1
912,223,259543.9580652895,6255530.693529366,17.0,1,1
913,223,259544.7804350258,6255529.310335726,17.0,1,1
914,223,259542.3915068098,6255530.201327394,17.0,1,1
914,224,259543.410729999,6255514.057148832,17.0,1,1
915,224,259542.33037665405,6255514.50214493,17.0,1,1
916,224,259541.85978721583,6255516.577742656,17.0,1,1
917,224,259542.7496939856,6255513.775220586,17.0,1,1
918,224,259543.56702364483,6255513.38857833,17.0,1,1
918,225,259528.8870729128,6255554.819652438,17.0,1,1
919,225,259528.94664833287,6255553.874689233,17.0,1,1
920,225,259528.7362806393,6255551.393382383,17.0,1,1
921,225,259528.4557448212,6255551.285208659,17.0,1,1
922,225,259531.25083491323,6255550.415897866,17.0,1,1
922,226,259506.84478254037,6255527.002398986,17.0,1,1
923,226,259511.6148311241,6255528.777539777,17.0,1,1
923,227,259527.2284433293,6255520.506901355,17.0,1,1
924,227,259493.36859357727,6255535.316858172,17.0,1,1
925,227,259496.8931963916,6255537.098380213,17.0,1,1
926,227,259436.9814567976,6255568.444194508,17.0,1,1
927,227,259413.21694188888,6255594.91827652,17.0,1,1
927,228,259473.0234196146,6255569.953518784,17.0,1,1
928,228,259474.16281874443,6255570.12404424,17.0,1,1
929,228,259461.4770186622,6255598.284077041,17.0,1,1
929,229,259465.34111765443,6255719.569577814,17.0,1,1
930,229,259467.39155770792,6255718.367980716,17.0,1,1
931,229,259464.89840867,6255724.844245184,17.0,1,1
932,229,259467.44373304187,6255724.3438167805,17.0,1,1
933,229,259465.7404090796,6255722.297665064,17.0,1,1
933,230,259444.27964109703,6255706.801836899,17.0,1,1
934,230,259446.11672358064,6255707.107752495,17.0,1,1
935,230,259449.46230968955,6255710.797883402,17.0,1,1
936,230,259448.50766782757,6255711.129939059,17.0,1,1
937,230,259448.900554653,6255712.156859044,17.0,1,1
938,230,259447.50255685425,6255711.373887334,17.0,1,1
939,231,259249.38183208916,6255427.700561388,17.0,1,1
940,231,259246.38211486588,6255428.445783774,17.0,1,1
941,231,259246.70091682888,6255429.210226794,17.0,1,1
942,231,259247.02032530968,6255428.228821268,17.0,1,1
942,232,259283.84148006327,6255446.103394985,17.0,1,1
943,232,259283.0358450915,6255443.503150858,17.0,1,1
944,232,259281.30218242767,6255440.992167351,17.0,1,1
945,232,259281.04773541552,6255441.248493713,17.0,1,1
946,232,259281.6545094461,6255443.413736473,17.0,1,1
946,233,259498.50395150695,6255387.240744312,17.0,1,1
947,233,259499.41261761464,6255382.340405463,17.0,1,1
948,233,259502.03800460824,6255380.486034092,17.0,1,1
949,234,260238.74448869523,6255632.659125755,17.0,1,1
950,234,260245.9478785407,6255635.708316034,17.0,1,1
951,234,260283.36440422156,6255639.511682381,17.0,1,1
951,235,260265.332614268,6255641.740276347,17.0,1,1
952,235,260269.58596097917,6255639.837279906,17.0,1,1
953,235,260289.1871796936,6255641.021915009,17.0,1,1
954,236,260156.01057371023,6255734.815161311,17.0,1,1
