world_index,id_fixation,x,y,zoom,etape,id_pan
180,37,260294.6588423617,6255315.344261556,19.0,1,0
181,37,260295.1081097109,6255315.463045068,19.0,1,0
182,37,260295.2926107036,6255315.652579731,19.0,1,0
183,37,260295.2747910411,6255316.219819055,19.0,1,0
184,37,260303.5622280101,6255314.009885761,19.0,1,0
185,38,260299.3228226648,6255318.185087785,19.0,1,0
186,38,260299.29273596717,6255318.362974744,19.0,1,0
187,38,260299.9363543852,6255318.025259394,19.0,1,0
188,38,260300.0539163197,6255318.064738574,19.0,1,0
189,38,260300.272967753,6255316.569175419,19.0,1,0
190,38,260298.7182491833,6255316.920643916,19.0,1,0
190,39,260284.81981793532,6255315.189864347,19.0,1,0
191,39,260286.9315612727,6255309.998654532,19.0,1,0
192,39,260286.24564948885,6255310.212945371,19.0,1,0
193,39,260286.250655396,6255309.930824919,19.0,1,0
194,39,260286.7441216588,6255309.986756961,19.0,1,0
195,39,260288.0338517669,6255309.994368332,19.0,1,0
195,40,260289.6045789884,6255315.7210983,19.0,1,0
196,40,260289.04977641068,6255309.905892199,19.0,1,0
197,40,260289.11538283832,6255309.667556348,19.0,1,0
198,40,260288.0458351909,6255306.938424921,19.0,1,0
199,40,260287.6722031685,6255306.91562925,19.0,1,0
200,40,260287.38942921447,6255307.012193711,19.0,1,0
202,41,260328.158134678,6255304.606289404,19.0,1,0
203,41,260328.13812813457,6255304.150126119,19.0,1,0
204,41,260327.64678041264,6255303.636243273,19.0,1,0
205,41,260326.3194803737,6255303.010284915,19.0,1,0
206,41,260325.7902381058,6255302.884908725,19.0,1,0
209,42,260298.41192411623,6255274.089555696,19.0,1,0
210,42,260298.5880022004,6255273.971368023,19.0,1,0
211,42,260299.10834317957,6255274.082540165,19.0,1,0
212,42,260300.64549836185,6255274.673670736,19.0,1,0
213,42,260301.0095969502,6255274.982027353,19.0,1,0
214,42,260291.4009276008,6255245.783870378,18.38391390532184,1,0
237,49,260359.96645396037,6255350.825460315,18.0,1,1
238,49,260358.2871686032,6255351.890014299,18.0,1,1
239,49,260357.1559702768,6255354.069554077,18.0,1,1
240,49,260356.40723692143,6255354.262183263,18.0,1,1
241,49,260356.62773602435,6255354.591719451,18.0,1,1
242,49,260356.97924296235,6255353.574832637,18.0,1,1
242,50,260347.9226173284,6255346.317698199,18.0,1,1
243,50,260351.6003473672,6255357.013446325,18.0,1,1
244,50,260351.6132294626,6255356.770881936,18.0,1,1
244,51,260359.6460189554,6255425.013624413,18.0,1,1
245,51,260360.43212747245,6255430.435983128,18.0,1,1
246,51,260359.8396535929,6255430.499641865,18.0,1,1
247,51,260361.5304041289,6255436.407318433,18.0,1,1
247,52,260367.2455098857,6255439.261005828,18.0,1,1
248,52,260369.8558256249,6255439.364874129,18.0,1,1
249,52,260371.69657341213,6255446.564097227,18.0,1,1
250,52,260371.79607649404,6255446.539417934,18.0,1,1
250,53,260364.0328884148,6255431.537290949,18.0,1,1
251,53,260363.88049015065,6255431.309449565,18.0,1,1
252,53,260363.565545128,6255436.204796175,18.0,1,1
253,53,260362.82214229493,6255435.946509307,18.0,1,1
254,53,260362.5307062422,6255438.476305116,18.0,1,1
255,53,260362.9846207133,6255438.142096748,18.0,1,1
256,53,260363.10814531535,6255437.906451786,18.0,1,1
260,54,260298.804996206,6255511.878634341,18.0,1,1
261,54,260285.6960346656,6255526.943592864,18.0,1,1
262,54,260285.7526202094,6255527.628001167,18.0,1,1
263,54,260283.92240362067,6255529.778535443,18.0,1,1
263,55,260300.16023364876,6255522.318238914,18.0,1,1
264,55,260300.5030614031,6255522.677972283,18.0,1,1
265,55,260301.93601512656,6255523.239655279,18.0,1,1
266,55,260303.27930673223,6255522.7435707385,18.0,1,1
267,55,260304.6671902067,6255532.36343097,18.0,1,1
267,56,260303.75187803124,6255525.9540802175,18.0,1,1
268,56,260303.162411113,6255525.29473562,18.0,1,1
269,56,260302.5807349581,6255524.420312138,18.0,1,1
270,56,260302.30880998357,6255523.740824317,18.0,1,1
271,56,260302.75271264047,6255522.811698914,18.0,1,1
271,57,260331.78324933583,6255507.143846082,18.0,1,1
272,57,260332.0291709294,6255505.005589091,18.0,1,1
273,57,260331.5402663635,6255498.750580022,18.0,1,1
274,57,260331.5844481921,6255495.364442648,18.0,1,1
275,57,260332.22930470368,6255493.170099851,18.0,1,1
276,57,260333.06677758635,6255491.359516213,18.0,1,1
277,57,260332.9309517792,6255490.344128608,18.0,1,1
277,58,260339.4090056172,6255497.081460244,18.0,1,1
278,58,260337.85659352344,6255495.873712543,18.0,1,1
279,58,260337.73118957065,6255495.306396336,18.0,1,1
280,58,260339.695828718,6255495.123800322,18.0,1,1
281,58,260350.58372137183,6255577.772820227,17.426625473554058,1,1
311,65,260827.63209762037,6255459.418570276,17.0,1,2
312,65,260830.7108159169,6255458.068359243,17.0,1,2
313,65,260832.1283247938,6255458.2912417045,17.0,1,2
314,65,260834.24891588683,6255460.37498898,17.0,1,2
315,65,260870.08832227552,6255448.437581691,17.0,1,2
316,65,260871.57048081968,6255447.58656894,17.0,1,2
316,66,260828.03624232652,6255460.322160428,17.0,1,2
317,66,260829.64701680487,6255459.75115386,17.0,1,2
