world_index,id_fixation,x,y,zoom,etape,id_pan
306,62,260016.8801632241,6254441.69112011,14.0,1,0
307,62,260102.40524900044,6254471.1094523,14.0,1,0
308,62,260021.34522734443,6254397.018985968,14.0,1,0
309,62,260021.4655057951,6254387.1054447135,14.0,1,0
310,62,260131.0810166604,6254396.741053904,14.0,1,0
311,62,260157.7872064669,6254382.427986617,14.0,1,0
311,63,259908.25589258425,6254535.219410981,14.0,1,0
312,63,259970.2597619273,6254422.207592035,14.0,1,0
313,63,259986.2409409773,6254390.782010691,14.0,1,0
345,68,260572.9161645205,6252234.561294118,12.0,1,1
346,68,261169.1704139512,6250898.297385175,12.0,1,1
347,68,261074.4478537416,6250915.608871225,12.0,1,1
348,69,261169.03438995787,6251543.551653929,12.0,1,1
349,69,261151.0363599785,6251504.844681709,12.0,1,1
350,69,261129.13037379348,6251487.807512534,12.0,1,1
351,69,261195.87397950052,6251513.376797622,12.0,1,1
352,69,261183.2447421821,6251528.4014896285,12.0,1,1
354,70,261114.14367884223,6252174.217221835,12.0,1,1
355,70,261503.7496361932,6252341.720272534,12.0,1,1
356,70,261474.26829449803,6252333.749091577,12.0,1,1
360,71,260343.213482188,6257119.4222561205,12.0,1,1
361,71,260345.80712296025,6257142.723198974,12.0,1,1
361,72,260433.4376283432,6257705.390164884,12.0,1,1
362,72,260412.05430669824,6257721.389112341,12.0,1,1
363,72,260400.5294442449,6257680.418718368,12.0,1,1
364,72,260419.27320061828,6257673.992568782,12.0,1,1
365,72,260387.8258529752,6257667.635305945,12.0,1,1
380,77,259648.57241685895,6256148.381188569,13.0,1,2
381,77,259646.87977102617,6256149.677735595,13.0,1,2
382,77,259479.7517704052,6256097.104844895,13.0,1,2
383,77,259598.36381779512,6256173.098000138,13.0,1,2
384,77,259480.80803389,6256132.784490521,13.0,1,2
384,78,259263.17948560225,6256303.840129276,13.0,1,2
385,78,259514.96587464257,6255997.980275633,13.0,1,2
386,78,259324.7870556744,6255952.187809228,13.0,1,2
532,110,258771.55149307312,6248079.680334758,13.0,2,3
533,110,258783.42297615245,6248015.305667808,13.0,2,3
534,110,258768.39254358283,6248009.330972453,13.0,2,3
535,110,258849.1399141632,6248778.617381838,13.0,2,3
536,110,258813.6807334706,6248736.44885048,13.0,2,3
540,111,259327.60146758903,6246766.677585656,13.0,2,3
541,111,259327.71627883735,6246702.38164642,13.0,2,3
542,111,259329.21101194684,6246636.374609543,13.0,2,3
542,112,259358.69016676117,6247196.475544052,13.0,2,3
543,112,259393.69447622212,6247099.0992038455,13.0,2,3
544,112,259371.7633409065,6247022.008781101,13.0,2,3
545,112,259401.51694927635,6246956.401533392,13.0,2,3
546,112,259405.30353359092,6246919.809138343,13.0,2,3
546,113,259052.1386664661,6247431.030003948,13.0,2,3
547,113,259049.7287236912,6247414.584522743,13.0,2,3
548,113,259040.8784166042,6247398.257133107,13.0,2,3
549,113,259043.95207773856,6247410.616153952,13.0,2,3
550,113,259043.3397510807,6247425.412043543,13.0,2,3
684,145,272121.822969975,6252409.6242003655,12.0,3,4
685,145,272315.8430452808,6252307.014927474,12.0,3,4
686,145,272360.02022676467,6252255.231774148,12.0,3,4
687,145,272433.866821703,6252217.336681469,12.0,3,4
688,146,272014.4449298759,6252354.595989112,12.0,3,4
689,146,272645.8761794645,6252089.629760809,12.0,3,4
690,146,272680.32611461205,6252008.136736731,12.0,3,4
691,146,273168.95666432026,6251768.995658584,12.0,3,4
692,146,273242.956340923,6251597.356942703,12.0,3,4
692,147,281764.3784062659,6250526.699407668,12.0,3,4
693,147,282130.89862807107,6250444.897723571,12.0,3,4
694,147,282326.5413690202,6250391.6851702025,12.0,3,4
699,148,263486.4288353883,6251454.98658454,12.0,3,4
700,148,262488.9782326217,6251194.614355212,12.0,3,4
701,148,261586.7477054742,6251233.860120219,12.0,3,4
703,149,261896.6000838314,6251469.3617729135,12.0,3,4
704,149,261167.448789251,6251315.443043328,12.0,3,4
705,149,261086.78787336304,6251212.167045116,12.0,3,4
708,150,271747.43537116103,6250773.77423466,12.0,3,4
709,150,273202.364332021,6250885.519512407,12.0,3,4
710,150,273661.3665816361,6250791.439895188,12.0,3,4
710,151,272375.8720518084,6251208.588524297,12.0,3,4
711,151,272904.0403880227,6251391.871360537,12.0,3,4
712,151,273523.91178506304,6251419.967313169,12.0,3,4
713,151,273479.6471283423,6251353.848335325,12.0,3,4
714,151,273569.16053819825,6251394.033912408,12.0,3,4
716,152,273501.7674288576,6252001.75281217,12.0,3,4
717,152,272143.79368783534,6252657.44101783,12.0,3,4
718,152,272284.3270295768,6252813.257923607,12.0,3,4
828,179,257868.9190710604,6256867.489207981,13.0,4,5
829,179,258072.52380806647,6256670.736752532,13.0,4,5
830,179,257976.4595964119,6256613.913795443,13.0,4,5
831,180,257703.084100232,6256657.345933934,13.0,4,5
832,180,257791.4822008182,6256699.028567688,13.0,4,5
833,181,261129.274594142,6254059.898558313,13.0,4,5
834,181,261126.94447252076,6254049.27646764,13.0,4,5
835,181,261908.40595873,6253661.53999278,13.0,4,5
835,182,261459.4885104818,6254232.764907135,13.0,4,5
836,182,261334.55091002805,6254173.867966852,13.0,4,5
837,182,261760.0952665774,6254062.196232089,13.0,4,5
843,183,256273.3972124021,6256990.785408513,13.0,4,5
844,183,256149.18237609277,6256955.724513508,13.0,4,5
845,183,256103.6537021997,6256983.862290237,13.0,4,5
846,184,255965.02075997856,6256999.291691896,13.0,4,5
847,184,255943.1257081981,6257005.16920773,13.0,4,5
848,184,255941.1979726663,6257092.917394643,13.0,4,5
849,184,256012.0736898735,6257017.999364734,13.0,4,5
854,186,258779.4518138674,6252984.765086414,12.0,4,6
855,186,258989.42518549145,6253039.0921289725,12.0,4,6
856,186,258816.528193001,6252914.018395182,12.0,4,6
857,186,258871.6966379936,6253239.611614375,12.0,4,6
857,187,259187.0973519352,6253393.930233362,12.0,4,6
858,187,259250.06202741087,6253128.910608716,12.0,4,6
859,187,259620.6927105949,6252785.82913971,12.0,4,6
860,187,259801.88454241847,6252651.962504457,12.0,4,6
861,187,259748.7389622778,6252724.195181276,12.0,4,6
862,187,259469.0150236804,6252646.503229598,12.0,4,6
863,188,255077.28795503543,6257263.910668721,12.0,4,6
864,188,255021.8592712133,6257232.591800332,12.0,4,6
865,188,255006.60796367063,6257833.585257631,12.0,4,6
866,188,254972.85126977504,6257807.646936387,12.0,4,6
867,188,254921.7963477948,6257794.386237203,12.0,4,6
868,189,255375.77751881545,6258051.231610774,12.0,4,6
869,189,255360.1435071116,6258116.851159687,12.0,4,6
870,189,255331.93711699333,6258132.891931242,12.0,4,6
871,189,255359.3912200748,6258135.066784319,12.0,4,6
872,189,255537.10591123407,6258202.922692334,12.0,4,6
872,190,255678.1487962301,6257838.925110567,12.0,4,6
873,190,255514.72318500825,6257799.066745542,12.0,4,6
874,190,255491.42196879565,6257825.506955956,12.0,4,6
875,190,255687.23309957565,6257996.323951331,12.0,4,6
876,190,255391.82538012412,6257806.552593434,12.068665476627435,4,6
1038,227,539925.0402413711,5743530.320182973,15.0,5,7
1039,227,539811.5444018957,5743535.357526493,15.0,5,7
1040,227,539781.7331145416,5743529.001493777,15.0,5,7
1040,228,539878.5375853879,5743398.793236944,15.0,5,7
1041,228,539809.5797627483,5743378.33971556,15.0,5,7
