world_index,id_fixation,x,y,zoom,etape,id_pan
3933,734,545773.4628901451,5748488.140737411,13.0,5,1
3934,734,545778.6977363495,5748470.891987507,13.0,5,1
3935,734,545782.5641418179,5748467.458721141,13.0,5,1
3936,734,545795.1408939941,5748461.627949886,13.0,5,1
3936,735,545560.7247543167,5748231.324786501,13.0,5,1
3937,735,545559.1676951011,5748226.88159119,13.0,5,1
3938,735,544993.1476940184,5749070.900947463,13.0,5,1
3939,736,546335.8696172258,5747698.409971039,13.0,5,1
3940,736,546341.4073464378,5747714.882514896,13.0,5,1
3941,736,545978.3355442608,5748217.019632988,13.0,5,1
3942,737,549998.8160676063,5749213.252416441,13.0,5,1
3943,737,550046.4791372783,5749243.7458739625,13.0,5,1
3944,737,550016.4797234929,5749310.038763512,13.0,5,1
3945,737,550031.0082668912,5749299.416672839,13.0,5,1
3946,737,550069.5531365632,5749337.178912501,13.0,5,1
3995,743,557277.3453555901,5748815.322989841,13.0,5,2
3996,743,557269.0833194708,5748789.387128839,13.0,5,2
3997,743,557580.8267666562,5748974.942097908,13.0,5,2
3999,744,560165.4750845438,5748115.647560641,13.0,5,2
4000,744,560541.8868603385,5748053.183835801,13.0,5,2
4001,744,560682.0243766332,5748168.580211476,13.0,5,2
4004,745,561387.8403396587,5751802.99987546,13.0,5,2
4005,745,561402.8751459902,5751784.901112278,13.0,5,2
4006,745,561527.1862050601,5751846.070085158,13.0,5,2
4007,745,561394.7137063933,5751782.840660411,13.0,5,2
4007,746,561498.1334920253,5752535.911830705,13.0,5,2
4008,746,561629.416181679,5752457.628856233,13.0,5,2
4009,746,561644.1229558723,5752458.2008622745,13.0,5,2
4016,747,548034.3883187462,5750525.481583752,13.0,5,2
4017,747,548067.6108669769,5750499.054904663,13.0,5,2
4018,747,548084.1486072213,5750499.866784205,13.0,5,2
4019,747,548115.1339762699,5750443.9590367805,13.0,5,2
4020,747,548175.6072476563,5750479.229052274,13.0,5,2
4024,748,541682.7838992773,5745081.252328796,13.0,5,2
4025,748,541684.5034710815,5745190.107538617,13.0,5,2
4026,748,541674.3967325654,5745135.186347849,13.0,5,2
4027,748,541671.6141316135,5745127.744118715,13.0,5,2
4028,748,541677.3152618344,5745124.589474646,13.0,5,2
4029,748,541683.4239036469,5745140.471560655,13.0,5,2
4030,749,544683.4364241527,5744182.170773495,13.0,5,2
4031,749,544620.7377280691,5744159.999081278,13.0,5,2
4032,749,544591.3698308216,5744137.799096289,13.0,5,2
4033,749,544585.5163706766,5744143.5087006735,13.0,5,2
4365,810,538488.9504417536,5744611.27962749,13.0,5,3
4366,810,538521.0746290417,5744672.323128076,13.0,5,3
4367,810,538573.8528131876,5744832.9030605,13.0,5,3
4368,810,538638.8709698481,5744958.099806342,13.0,5,3
4369,810,538549.5620333583,5745031.378085601,13.0,5,3
4370,810,538669.9760706271,5745232.310891498,13.0,5,3
4371,810,538758.7656228981,5745400.847243432,13.0,5,3
4372,811,538211.2153255617,5745440.952689553,13.0,5,3
4373,811,538233.6100796326,5745585.96298658,13.0,5,3
4374,811,538290.5455244093,5745817.670947596,13.0,5,3
4375,811,538669.2317292577,5747678.4972721385,13.0,5,3
4377,812,538407.3706713986,5745478.64351844,13.0,5,3
4378,812,538277.0752126887,5745498.372191308,13.0,5,3
4379,812,538470.9848505078,5745348.746482098,13.0,5,3
4380,812,538563.5937903074,5745050.068299837,13.0,5,3
4381,812,538692.9040591625,5744916.755218817,13.0,5,3
4382,812,538713.6936426375,5744820.89930757,13.0,5,3
4383,812,538835.5116574574,5744874.73184168,13.0,5,3
4384,813,538314.5266419002,5744527.005064005,13.0,5,3
4385,813,538333.4114520929,5744629.590964606,13.0,5,3
4386,813,538290.8000773484,5744594.269284052,13.0,5,3
4386,814,537737.0894822497,5744414.129205271,13.0,5,3
4387,814,537684.1997671768,5744385.842583959,13.0,5,3
4388,814,537667.5904065822,5744411.816578697,13.0,5,3
4389,814,537731.8639302892,5744369.29500275,13.0,5,3
4390,814,537748.5323366685,5744256.1903416,13.0,5,3
4390,815,538460.0985572834,5744884.448563652,13.0,5,3
4391,815,538473.2832623557,5744783.338807672,13.0,5,3
4392,815,538435.104695238,5744643.117369822,13.0,5,3
4393,815,538469.7984676083,5744613.2389725605,13.0,5,3
4886,905,560403.9004199768,5990088.188737155,13.0,6,4
4887,905,560424.0383129372,5990053.977855428,13.0,6,4
4888,905,560345.1990688564,5990003.9962136,13.0,6,4
4889,905,560323.372903825,5990002.440726205,13.0,6,4
4890,905,560317.6913871925,5989988.322017959,13.0,6,4
4891,905,560326.8139609541,5989985.78304921,13.0,6,4
4892,906,559493.0507390557,5990055.976373006,13.0,6,4
4893,906,559481.6647435408,5990046.995263104,13.0,6,4
4894,906,559438.1326919285,5989969.848869876,13.0,6,4
4895,906,559223.5718637488,5989586.520431661,13.0,6,4
4896,906,559217.0057537837,5989631.584051658,13.0,6,4
4977,923,555269.639475404,5995246.78212164,13.0,6,5
4978,923,555263.1509997117,5995265.429518573,13.0,6,5
4979,923,555231.7946809869,5995221.433028125,13.0,6,5
4980,923,555259.6055190186,5995252.441906143,13.0,6,5
4981,923,555230.8641449311,5995239.245838402,13.0,6,5
4982,923,555194.7171901888,5995256.900528077,13.0,6,5
4983,923,555134.1755787735,5995283.963179474,13.0,6,5
4983,924,554882.8316139675,5994504.807303595,13.0,6,5
4984,924,553725.7015269968,5995053.004753668,13.0,6,5
4985,924,553743.2304710186,5995065.083307034,13.0,6,5
4986,924,551229.0244123155,5996481.67352086,13.0,6,5
4987,925,555623.8377166601,5994857.844320193,13.0,6,5
4988,925,555596.7171129191,5994893.86101884,13.0,6,5
4989,925,554886.5784881695,5995374.068678224,13.0,6,5
4990,925,554977.4925952553,5995468.597289433,13.0,6,5
5178,957,554291.3712618509,5996137.456609131,14.0,6,6
5179,957,554221.1978067794,5996208.017552165,14.0,6,6
5180,957,554170.7099703581,5996304.29477969,14.0,6,6
5181,957,554130.9483748137,5996381.901237992,14.0,6,6
5182,957,554078.8490805136,5996441.295146964,14.0,6,6
5183,957,554032.4497546538,5996486.369888161,14.0,6,6
5183,958,553693.668140026,5996832.838252546,14.0,6,6
5184,958,553666.6364466625,5996863.660152246,14.0,6,6
5185,958,553547.9253609029,5996841.00209771,14.0,6,6
5186,958,553519.5754567242,5996887.421925579,14.0,6,6
5189,959,558820.0318202174,5993444.103065004,14.0,6,6
5190,959,559095.4023714134,5993083.724652704,14.0,6,6
5191,959,559059.9891152201,5993097.209848883,14.0,6,6
5192,959,559235.2814712793,5992801.51310061,14.0,6,6
5193,959,559308.917578929,5992830.402173446,14.0,6,6
5193,960,559037.7241160839,5993179.19608067,14.0,6,6
5194,960,559057.3273166592,5993147.086552318,14.0,6,6
5195,960,559094.9258136126,5993095.175158927,14.0,6,6
5196,960,559112.5679287221,5993022.125399612,14.0,6,6
5197,960,559153.5883475967,5992979.356876971,14.0,6,6
5198,960,559235.4022964502,5993009.128561279,14.0,6,6
5199,960,559269.6444779102,5993054.148204467,14.0,6,6
5200,961,559320.9077002982,5992963.536296989,14.0,6,6
5201,961,559330.2861391277,5992991.0196496025,14.0,6,6
5202,961,559369.1623212593,5993017.428184413,14.0,6,6
5202,962,559172.0335947244,5992605.160365989,14.0,6,6
5203,962,559123.9790733675,5992600.72116857,14.0,6,6
5204,962,559153.9426223058,5992588.076759765,14.0,6,6
