world_index,id_fixation,x,y,zoom,etape,id_pan
408,103,259717.1998518016,6255040.974408042,15.0,1,0
409,103,259714.9648595004,6255040.977175813,15.0,1,0
410,103,259712.57541873417,6255035.9084642185,15.0,1,0
411,103,259684.5535831416,6255031.542317734,15.0,1,0
412,103,259686.51193500636,6255041.965436413,15.0,1,0
412,104,259714.0157896288,6255008.840751104,15.0,1,0
413,104,259617.2533251201,6254991.069250095,15.0,1,0
414,104,259619.93772145055,6254987.112259919,15.0,1,0
415,104,259556.20395640304,6254968.840714919,15.0,1,0
415,105,258324.8532495164,6255340.104311056,15.0,1,0
416,105,258191.68150934303,6255317.275335831,15.0,1,0
417,105,258189.3812523144,6255314.928573413,15.0,1,0
418,105,258193.74660833276,6255316.857709914,15.0,1,0
419,105,258066.31406377623,6255293.660621125,15.0,1,0
420,105,258074.306430142,6255301.805556605,15.0,1,0
420,106,258105.19468800968,6255386.843788017,15.0,1,0
421,106,258022.14998990996,6255369.54328193,15.0,1,0
422,106,258022.70805458492,6255370.2343021305,15.0,1,0
423,106,257881.03351637087,6255336.7767781,15.0,1,0
424,106,257719.4566851676,6255327.289806192,15.0,1,0
424,107,257891.8690101739,6255438.903868805,15.0,1,0
425,107,257884.6734885437,6255436.675197956,15.0,1,0
426,107,257886.91968860963,6255437.531361837,15.0,1,0
427,107,257869.33619102088,6255440.9329526,15.0,1,0
428,107,257868.904282039,6255446.853215123,15.0,1,0
429,107,257857.02268463545,6255455.071957834,15.0,1,0
430,108,257731.27361468,6255666.421424277,15.0,1,0
431,108,257728.71400724203,6255650.538723209,15.0,1,0
431,109,257650.9408676102,6255712.7569888905,15.0,1,0
432,109,257660.76337994667,6255699.88685297,15.0,1,0
433,109,257700.8520918729,6255747.829494866,15.0,1,0
434,109,257707.51531301887,6255753.42193027,15.0,1,0
435,109,257739.83955890723,6255795.308497504,15.0,1,0
436,109,257746.75953354136,6255796.611195133,15.0,1,0
436,110,257646.51762758748,6255628.836902861,15.0,1,0
437,110,257662.5399610028,6255706.252658313,15.0,1,0
438,110,257660.4115791465,6255714.946535074,15.0,1,0
439,110,257666.63736488036,6255787.006038262,15.0,1,0
440,110,257660.63000299048,6255786.896865065,15.0,1,0
441,111,257377.11541156872,6256594.5125176655,15.0,1,0
442,111,257374.05548678013,6256594.532814654,15.0,1,0
443,111,257459.62964525312,6256680.000157662,15.0,1,0
444,111,257465.7214070785,6256680.334135382,15.0,1,0
445,111,257602.1101128705,6256777.223263579,15.0,1,0
446,111,257613.48531066085,6256779.636760036,15.0,1,0
446,112,257592.77821360063,6256874.066654072,15.0,1,0
447,112,257685.0148505914,6256891.256756842,15.0,1,0
448,112,257695.27432907184,6256884.842293401,15.0,1,0
449,112,257867.7934695432,6256837.822740776,15.0,1,0
450,113,261156.01844362117,6256961.952049539,15.0,1,0
451,113,261275.86972353293,6256887.4125983305,15.0,1,0
452,113,261313.32744002712,6256891.133405368,15.0,1,0
453,113,261413.91315555372,6256831.840541682,15.0,1,0
454,114,261781.2432704839,6256586.151645917,15.0,1,0
455,114,261848.01146037728,6256510.138842916,15.0,1,0
456,114,261861.38970441112,6256490.121091726,15.0,1,0
