world_index,id_fixation,x,y,zoom,etape,id_pan
1312,197,261381.15174325704,6250941.182173277,12.0,2,0
1313,197,261492.4333658,6250827.029449445,12.0,2,0
1314,197,261605.4601193178,6250685.550828425,12.0,2,0
1315,197,261762.7318476281,6250477.621097022,12.0,2,0
1316,197,261812.37185765253,6250491.43535044,12.0,2,0
1317,197,261862.8210136177,6250330.93660597,12.0,2,0
1318,197,262079.23912331573,6250324.712196149,12.0,2,0
1319,197,261990.4298891164,6250160.606738321,12.0,2,0
1319,198,261010.0927229966,6251483.023198817,12.0,2,0
1320,198,261109.8385486816,6251346.944806872,12.0,2,0
1321,198,261624.305492758,6252468.26666873,12.0,2,0
1322,198,261569.4038472378,6252478.698090723,12.0,2,0
1323,198,261671.4349634852,6252410.697028486,12.0,2,0
1324,198,262327.9220367451,6254388.427719779,12.0,2,0
1325,198,262243.4012760317,6254250.728028991,12.0,2,0
1325,199,262535.7719469949,6254662.756896504,12.0,2,0
1326,199,262499.6949724422,6254532.573242081,12.0,2,0
1327,199,262968.5762379295,6255337.590825475,12.0,2,0
1328,199,262753.3565389762,6255328.635548104,12.0,2,0
1329,199,262733.1519461476,6255132.48299054,12.0,2,0
1329,200,260961.1332703148,6253017.133304363,12.0,2,0
1330,200,261674.7082868476,6254762.243686142,12.0,2,0
1331,200,261506.0166663681,6254564.295152622,12.0,2,0
1332,200,261516.24033467352,6254357.637365834,12.0,2,0
1333,200,261693.49971722503,6254591.97565255,12.0,2,0
1334,200,261550.84072722844,6254494.316384624,12.0,2,0
1335,200,261511.3041070588,6254406.392290478,12.0,2,0
1336,201,261995.4358053364,6253590.012967723,12.0,2,0
1337,201,262207.1718029827,6253430.503240151,12.0,2,0
1338,201,262240.03187570075,6253405.152916515,12.0,2,0
1338,202,262706.0212098583,6252055.710708238,12.0,2,0
1339,202,262682.31760755624,6252046.361792301,12.0,2,0
1340,202,262697.6651378593,6252018.349487864,12.0,2,0
1341,202,262757.3516788346,6251929.475740678,12.0,2,0
1342,202,262782.49643566355,6251851.126904644,12.0,2,0
1343,202,262737.8009634014,6251837.885887387,12.0,2,0
1344,202,262735.7627903831,6251909.12954731,12.0,2,0
1345,202,262712.38940710004,6251943.474512173,12.0,2,0
1345,203,263146.5224468822,6250353.499458282,12.0,2,0
1346,203,263095.0257749559,6250376.136136055,12.0,2,0
1347,203,262993.1739829441,6250443.534439238,12.0,2,0
1348,204,263424.5952903843,6249421.661023706,12.0,2,0
1349,204,263549.4333877562,6249300.3514587,12.0,2,0
1350,204,263464.6786307842,6249371.644323443,12.0,2,0
1351,204,263427.840621671,6249380.078029715,12.0,2,0
1352,204,263424.80960471457,6249292.316311477,12.0,2,0
1353,204,263510.97708676144,6249249.855011435,12.0,2,0
1354,204,263374.72784474416,6249228.281157791,12.0,2,0
1507,231,259166.36588456217,6246796.463670211,13.0,2,1
1508,231,259250.8450945381,6246800.968986609,13.0,2,1
1509,231,259261.5509700865,6246789.634041095,13.0,2,1
1510,231,259337.8632732632,6246711.818462306,13.0,2,1
1511,231,259291.25756051656,6246710.396442987,13.0,2,1
1512,231,259323.98642037937,6246664.731394288,13.0,2,1
1513,231,259304.23451190145,6246658.682891701,13.0,2,1
1513,232,259668.81052367177,6247549.863997975,13.0,2,1
1514,232,259686.30557103927,6247608.220300291,13.0,2,1
1515,232,259415.14487495992,6247148.422950889,13.0,2,1
1516,232,259663.2421416787,6247060.970607961,13.0,2,1
1517,232,259472.24214892476,6247017.315475957,13.0,2,1
1518,232,259529.3077131162,6246741.806850567,13.0,2,1
1519,232,259505.75172527632,6246725.740861542,13.0,2,1
1520,232,259523.43484440303,6246737.06412091,13.0,2,1
1531,234,259330.4253996669,6245495.481699819,13.0,2,1
1532,234,259204.7289515336,6245493.134629871,13.0,2,1
1533,234,259205.47030416585,6245473.391195556,13.0,2,1
1534,234,259269.40158100857,6245354.85924268,13.0,2,1
1534,235,259037.2346483584,6245807.680751752,13.0,2,1
1535,235,259038.0175517281,6245803.318744395,13.0,2,1
1536,235,258979.42991841564,6245736.013930372,13.0,2,1
1537,235,258945.07183226675,6245734.452907435,13.0,2,1
1538,235,258909.7449578699,6245780.108215401,13.0,2,1
1539,235,258907.2191104062,6245726.105309599,13.0,2,1
1540,235,258894.3974275668,6245755.096174908,13.0,2,1
1541,235,258832.1030310933,6245747.985463253,13.0,2,1
3093,459,540329.254779297,5744000.457045784,13.0,5,2
3094,459,540317.7506922125,5743987.874143005,13.0,5,2
3095,459,540301.8285589473,5743974.098023324,13.0,5,2
3096,459,540301.326669776,5743948.735398483,13.0,5,2
3097,459,539815.486543675,5743688.487447776,13.0,5,2
3098,459,539773.9183111297,5743677.421283596,13.0,5,2
3099,459,539746.7113255924,5743639.751302972,13.0,5,2
3100,459,539589.3716581815,5743527.013518432,13.0,5,2
3100,460,540048.6057171742,5743862.552262015,13.0,5,2
3101,460,540103.7369851911,5743872.139821332,13.0,5,2
3102,460,540084.47603148,5743860.456136651,13.0,5,2
3103,460,539996.2880172543,5743809.595209233,13.0,5,2
3568,534,563100.3439793153,5994557.519475563,14.0,6,3
3569,534,563095.7487957801,5994552.649428433,14.0,6,3
3570,534,563093.8073922426,5994553.597851352,14.0,6,3
3571,534,563238.7423785575,5994670.237860649,14.0,6,3
3571,535,562895.8536648802,5994805.161784488,14.0,6,3
3572,535,562886.1690627218,5994794.976386598,14.0,6,3
3573,535,562876.7578206785,5994787.512630356,14.0,6,3
3574,535,562916.0730556028,5994838.434831445,14.0,6,3
3575,535,562919.2757427116,5994820.811509844,14.0,6,3
3576,535,562916.0675884006,5994816.721359122,14.0,6,3
3577,535,562960.7599261334,5994894.332819914,14.0,6,3
3577,536,562982.7112900976,5994825.45960223,14.0,6,3
3578,536,562951.1759204974,5994843.74165337,14.0,6,3
3579,536,562982.671926241,5994847.778293849,14.0,6,3
3580,536,562929.8075060907,5995043.067088122,14.0,6,3
3690,551,562760.391116826,5994716.754093526,14.0,6,4
3691,551,562760.6108983586,5994702.510220517,14.0,6,4
3692,551,562752.4746078922,5994664.482582353,14.0,6,4
3693,551,562780.2654906355,5994682.613636198,14.0,6,4
3694,551,562635.3576216439,5994655.622764612,14.0,6,4
3694,552,562993.4489847635,5994710.467995438,14.0,6,4
3695,552,563024.2501090944,5994708.550852611,14.0,6,4
3696,552,563022.1184469168,5994739.149485436,14.0,6,4
3697,552,562900.8066221339,5994645.445255439,14.0,6,4
3699,553,560449.5831895543,5994457.487760766,14.0,6,4
3700,553,560376.1617424911,5994381.460952614,14.0,6,4
3701,553,560370.8525423353,5994367.188479303,14.0,6,4
3702,554,559900.3973239771,5994337.152319085,14.0,6,4
3703,554,559819.4260714625,5994235.980102596,14.0,6,4
3704,554,559834.1374927778,5994230.159787365,14.0,6,4
3705,554,559810.6736272967,5994244.948911293,14.0,6,4
3706,554,559780.7387629465,5994225.189535527,14.0,6,4
3739,559,560186.3084043001,5994165.020343099,14.0,6,5
3740,559,560165.4534877576,5994171.029481829,14.0,6,5
3741,559,560171.9736732234,5994160.1453754855,14.0,6,5
3742,559,560211.4742098579,5994138.790175762,14.0,6,5
3743,559,560229.1092176044,5994156.967051597,14.0,6,5
3743,560,560062.3234638475,5994238.022767832,14.0,6,5
3744,560,559447.784994621,5994111.236084384,14.0,6,5
3745,560,559394.5765416538,5994116.526525202,14.0,6,5
3746,560,559387.0203213517,5994116.83036497,14.0,6,5
3746,561,559826.4693952927,5993789.208061982,14.0,6,5
3747,561,559595.2335636426,5993754.553232037,14.0,6,5
3748,561,559622.0305090074,5993772.2026937,14.0,6,5
3749,561,559606.6796983829,5993791.67488644,14.0,6,5
3750,561,559612.1650700208,5993809.580828231,14.0,6,5
3751,561,559568.2262585573,5993814.571119642,14.0,6,5
3752,562,560070.5298438475,5993881.67204119,14.0,6,5
3753,562,560053.6886738753,5993873.539714445,14.0,6,5
3754,562,560065.5147791755,5993869.513837519,14.0,6,5
3755,562,560043.9275308847,5993885.144363882,14.0,6,5
3756,562,560050.3257977392,5993880.217731208,14.0,6,5
3757,562,560051.3109875941,5993881.838107459,14.0,6,5
3758,562,560085.9140044061,5993885.92272264,14.0,6,5
3762,563,559993.2673409107,5993102.136365602,14.0,6,5
3763,563,560008.9729729646,5993132.52926077,14.0,6,5
3764,563,560021.668363431,5993150.419518525,14.0,6,5
3765,563,560033.4862679277,5993170.54613538,14.0,6,5
3881,580,560283.2606287507,5994238.588798325,15.0,6,6
3882,580,560044.9149374185,5994054.307082582,15.0,6,6
3883,580,560194.2365335008,5994160.718657995,15.0,6,6
3884,580,560098.8789577439,5994087.698396514,15.0,6,6
3885,580,560167.0076791542,5994060.543777662,15.0,6,6
3885,581,560208.2640078081,5993727.758812625,15.0,6,6
3886,581,560342.6642420067,5993821.005638253,15.0,6,6
3887,581,560160.5675882022,5993716.460155667,15.0,6,6
3888,581,560287.2561877613,5993689.042083725,15.0,6,6
3986,588,559998.0450926139,5994356.351409602,18.0,6,7
3987,588,559998.8844790173,5994354.258282658,18.0,6,7
3988,588,560000.7159063636,5994349.520281276,18.0,6,7
4055,594,559721.4134209392,5993844.033408731,16.0,6,8
4056,594,559723.5538306406,5993848.105492059,16.0,6,8
4057,594,559729.2234561081,5993846.736982983,16.0,6,8
4058,594,559728.0458207323,5993854.747297148,16.0,6,8
4109,605,560399.7161895381,5993851.568502855,16.0,6,8
4110,605,560387.7017391187,5993852.616027358,16.0,6,8
4111,605,560397.7889460545,5993864.116546525,16.0,6,8
4112,605,560382.6752753298,5993863.856914213,16.0,6,8
4122,606,559874.4209865897,5993758.699203492,16.0,6,8
4123,606,559874.8015038699,5993756.021615538,16.0,6,8
4124,606,559875.7802697622,5993752.986062512,16.0,6,8
4125,606,559871.8872116827,5993752.447654137,16.0,6,8
4126,606,559876.2386946752,5993747.621045637,16.0,6,8
4126,607,560027.1295144984,5993734.62044006,16.0,6,8
4127,607,560033.9708980994,5993728.596693648,16.0,6,8
4128,607,560032.7779545571,5993722.3961174125,16.0,6,8
4129,607,560034.6445941031,5993713.317219193,16.0,6,8
4129,608,560000.4510707435,5993868.332778336,16.0,6,8
4130,608,560001.91505084,5993861.401433629,16.0,6,8
4131,608,560004.4715146367,5993850.023126368,16.0,6,8
4132,608,560021.5240375377,5993804.590730474,16.0,6,8
4133,608,560022.9211810861,5993805.742892105,16.0,6,8
4136,609,559959.3324609157,5994136.006507022,16.0,6,8
4137,609,559962.2474365032,5994132.7406908125,16.0,6,8
4138,609,559961.3718640545,5994129.566672346,16.0,6,8
4139,609,559961.5977961896,5994126.761536269,16.0,6,8
4140,609,559965.9666375495,5994122.230387341,16.0,6,8
4165,613,560037.5501205426,5993737.162410073,16.0,6,8
4166,613,560025.5474246081,5993733.898285278,16.0,6,8
4167,613,560024.8828861682,5993731.107756883,16.0,6,8
4168,613,560027.7190975946,5993685.726571023,16.0,6,8
4176,614,560102.7493782793,5993411.56446061,16.0,6,8
4177,614,560118.7717800346,5993331.580988606,16.0,6,8
4178,614,560117.0669696768,5993333.267483837,16.0,6,8
4179,614,560118.7969291653,5993334.799137647,16.0,6,8
4215,620,560005.6507172771,5993650.240633501,16.0,6,9
4216,620,560009.7185891502,5993651.249947386,16.0,6,9
4217,620,560007.2475503896,5993650.993774788,16.0,6,9
4218,620,560008.2253595213,5993646.099894072,16.0,6,9
4219,620,560010.00302035,5993643.468512519,16.0,6,9
4220,620,560004.2273311578,5993642.064791243,16.0,6,9
4221,620,560004.8710942288,5993640.161794801,16.0,6,9
4221,621,560078.2993115109,5993621.930332369,16.0,6,9
4222,621,560057.9476691644,5993664.621699686,16.0,6,9
4223,621,560057.6728055687,5993666.007814862,16.0,6,9
4224,621,560046.6703342954,5993668.396632026,16.0,6,9
4225,621,559959.8170737277,5993822.374235408,16.0,6,9
4226,621,559961.7382486168,5993814.808379162,16.0,6,9
4227,621,559956.0210584892,5993820.680436337,16.0,6,9
4274,629,560096.327128631,5993751.466803302,16.0,6,10
4275,629,560106.1183412342,5993745.034733761,16.0,6,10
4276,629,560102.9084100825,5993742.952985432,16.0,6,10
4277,629,560096.5303718764,5993742.966439875,16.0,6,10
4278,629,560102.7016131553,5993737.310730145,16.0,6,10
4279,629,560126.7269420888,5993622.731378307,16.0,6,10
4280,630,560079.6658113905,5993673.271956146,16.0,6,10
4281,630,560083.2595401439,5993672.935979479,16.0,6,10
4282,630,560129.1080818196,5993578.028126672,16.0,6,10
4283,630,560131.0244729066,5993578.204418319,16.0,6,10
4284,630,560123.9739688175,5993577.465423418,16.0,6,10
4285,630,560149.2018817934,5993529.631927951,16.0,6,10
4285,631,560127.2804507619,5993737.753788803,16.0,6,10
4286,631,560132.7461495836,5993745.704365241,16.0,6,10
4287,631,560141.9678163871,5993746.101079108,16.0,6,10
4288,631,560137.4095729155,5993751.8848814005,16.0,6,10
4289,631,560142.0512276702,5993759.6358707845,16.0,6,10
4290,631,560144.1306780658,5993763.478921048,16.0,6,10
4291,631,560150.157858564,5993765.186020797,16.0,6,10
4291,632,560156.6639659839,5993808.423834415,16.0,6,10
4292,632,560147.5182932925,5993813.600950381,16.0,6,10
4293,632,560147.111123401,5993859.830374956,16.0,6,10
4294,632,560148.65219105,5993853.83261484,16.0,6,10
4295,632,560151.4676635556,5993844.638232794,16.0,6,10
5035,750,140753.51424501822,5751669.306499956,15.0,7,11
5036,750,140733.54638204933,5751650.143374996,15.0,7,11
5037,750,140767.7549402153,5751637.533255802,15.0,7,11
5038,750,140769.3997480279,5751643.392627358,15.0,7,11
5039,750,140780.45224420234,5751635.281058898,15.0,7,11
5039,751,140764.35707398434,5751825.669579244,15.0,7,11
5040,751,140759.61159705796,5751748.301594611,15.0,7,11
5041,751,140777.91086988413,5751741.052648163,15.0,7,11
5042,751,140756.16042560458,5751746.834060833,15.0,7,11
5043,752,140889.15598973972,5752092.597948864,15.0,7,11
5044,752,140911.78556014947,5752076.790592677,15.0,7,11
5045,752,140907.29390720197,5752053.637634461,15.0,7,11
5046,752,140903.80719893365,5752041.342887414,15.0,7,11
