world_index,id_fixation,x,y,zoom,etape,id_pan
1849,455,275003.35315250093,6252664.750286778,15.0,3,0
1850,455,275007.8236838236,6252674.122882536,15.0,3,0
1851,455,275013.91633406933,6252682.122356264,15.0,3,0
1852,455,275037.03618495754,6252725.248552392,15.0,3,0
1876,458,272228.6116867052,6251475.502937642,15.0,3,1
1877,458,272224.34344186774,6251492.253796266,15.0,3,1
1878,458,272232.5647473299,6251491.83555529,15.0,3,1
1879,458,272249.5177215892,6251478.724930809,15.0,3,1
1880,459,273214.994758491,6251455.66970453,15.0,3,1
1881,459,273214.6470444246,6251466.747862386,15.0,3,1
1882,459,273216.3566385845,6251473.698043312,15.0,3,1
1883,459,273217.5432948443,6251460.148880866,15.0,3,1
1883,460,273072.7419816255,6251757.968131474,15.0,3,1
1884,460,273077.64305512945,6251727.719160406,15.0,3,1
1885,460,273078.5804069642,6251718.740510745,15.0,3,1
2220,536,255924.31008886345,6254329.472243444,15.0,4,2
2221,536,255921.52823965196,6254326.186130245,15.0,4,2
2222,536,255928.7538308948,6254330.221540605,15.0,4,2
2248,539,255569.7304373508,6255062.089273876,15.0,4,3
2249,539,255574.63984833824,6255061.14976933,15.0,4,3
2250,539,255552.8042979428,6255050.378950253,15.0,4,3
2250,540,255663.1763147027,6255312.111385344,15.0,4,3
2251,540,255676.8091936838,6255289.702587397,15.0,4,3
2252,540,255565.86068777717,6255367.423080149,15.0,4,3
2253,541,256140.93861295408,6255274.310030127,15.0,4,3
2254,541,256005.7001290744,6255342.233535544,15.0,4,3
2256,542,255975.33145133356,6254823.646633104,15.0,4,3
2257,542,255975.25163017996,6254815.253213278,15.0,4,3
2258,542,255974.34653483875,6254793.058456302,15.0,4,3
2259,542,255952.75409270576,6254780.275351409,15.0,4,3
2261,543,255999.41844119705,6254555.463446016,15.0,4,3
2262,543,255994.956384038,6254546.167117731,15.0,4,3
2391,583,256139.0331522161,6256091.766329799,16.0,4,4
2392,583,255977.8084452892,6256113.1964666415,16.0,4,4
2393,583,255980.2740168475,6256110.812185547,16.0,4,4
3436,776,542055.559949763,5747655.067383805,14.0,5,5
3437,776,542081.3998613647,5747682.492305694,14.0,5,5
3438,776,542117.3765127553,5747701.750457465,14.0,5,5
3439,776,541939.3485326802,5747695.834807893,14.0,5,5
3444,777,540644.256766587,5746219.269371139,14.0,5,5
3445,777,540602.8246673791,5746223.006477272,14.0,5,5
3445,778,540970.9734958541,5746761.055041255,14.0,5,5
3446,778,540584.1547911329,5746697.79596149,14.0,5,5
3447,778,540162.6154883021,5746539.588102352,14.0,5,5
3449,779,539385.0485089807,5747180.0313196415,14.0,5,5
3450,779,539372.84133968,5747162.476884789,14.0,5,5
3451,779,539325.0421366708,5747164.342362555,14.0,5,5
3451,780,540142.8432053834,5746876.943155325,14.0,5,5
3452,780,539923.5546322366,5746737.719131082,14.0,5,5
3453,780,539912.2550185182,5746736.972447928,14.0,5,5
3454,780,539945.3108170786,5746715.034478609,14.0,5,5
3454,781,540281.6738780879,5746866.897161982,14.0,5,5
3455,781,540323.6231746336,5746830.87062237,14.0,5,5
3456,781,540364.1039806409,5746837.812807513,14.0,5,5
3457,781,540398.2543131022,5746872.135015148,14.0,5,5
3458,781,540416.2829594145,5746869.831614478,14.0,5,5
3458,782,540243.0098234056,5746943.872568457,14.0,5,5
3459,782,540295.3883550634,5746923.240372069,14.0,5,5
3460,782,540314.0719722114,5746917.881352033,14.0,5,5
3461,782,540354.1066545108,5746931.501861468,14.0,5,5
3461,783,540390.894912083,5746923.405823279,14.0,5,5
3462,783,540410.5380232352,5746912.409775968,14.0,5,5
3463,783,540420.3314227194,5746904.977387798,14.0,5,5
3464,783,540431.6638396517,5746919.522332803,14.0,5,5
3465,783,540450.9882129095,5746956.667051965,14.0,5,5
3465,784,540231.3920185132,5747082.282038785,14.0,5,5
3466,784,540288.6254258153,5747098.931104936,14.0,5,5
3467,784,540332.0765628335,5747147.140758158,14.0,5,5
3962,887,562063.1783167755,5994337.297085588,15.0,6,6
3963,887,562060.3102224477,5994327.18672505,15.0,6,6
3964,887,562038.4949189249,5994379.487160002,15.0,6,6
3965,887,562041.1973570229,5994384.65981678,15.0,6,6
4073,913,554549.6476962478,6004704.038637171,12.0,6,7
4074,913,554664.0653060314,6004893.496878875,12.0,6,7
4075,913,553414.7961670748,6005910.701741016,12.0,6,7
4079,914,556797.8464255376,6005434.891452674,12.0,6,7
