tps_ini,tps_f,zoom_ini,zoom_f,tps,etape
1655727180870,1655727181774,19.0,17.0,904,1
1655727187571,1655727187883,17.0,18.0,312,1
1655727189370,1655727190177,18.0,16.0,807,1
1655727191070,1655727191876,16.0,18.0,806,1
1655727214269,1655727214570,19.0,18.0,301,3
1655727219470,1655727219771,18.0,17.0,301,3
1655727227974,1655727228283,17.0,16.0,309,3
1655727231582,1655727231976,16.0,15.0,394,3
1655727237374,1655727237773,15.0,16.0,399,3
1655727241476,1655727241874,16.0,15.0,398,3
1655727258673,1655727258977,19.0,18.0,304,4
1655727262373,1655727262673,18.0,17.0,300,4
1655727280374,1655727280674,17.0,16.0,300,4
1655727282274,1655727282675,16.0,15.0,401,4
1655727288876,1655727289176,15.0,16.0,300,4
1655727310176,1655727310676,10.0,12.0,500,5
1655727312479,1655727313185,12.0,14.0,706,5
1655727315876,1655727317580,14.0,10.0,1704,5
1655727326777,1655727328277,10.0,13.0,1500,5
1655727332277,1655727332679,13.0,14.0,402,5
1655727335678,1655727336077,14.0,15.0,399,5
1655727350779,1655727351479,11.0,15.0,700,6
1655727361579,1655727361979,15.0,16.0,400,6
1655727383480,1655727384879,16.0,13.0,1399,6
1655727393480,1655727393886,13.0,14.0,406,6
1655727399180,1655727399679,14.0,16.0,499,6
1655727408282,1655727408685,16.0,17.0,403,6
1655727409698,1655727409984,17.0,18.0,286,6
1655727420782,1655727421684,11.0,14.0,902,7
1655727423183,1655727423582,14.0,15.0,399,7
1655727426483,1655727428185,15.0,16.0,1702,7
1655727442383,1655727442685,16.0,17.0,302,7
1655727447594,1655727448482,17.0,14.0,888,7
1655727451083,1655727451386,14.0,15.0,303,7
1655727453193,1655727453882,15.0,17.0,689,7
1655727476584,1655727477385,12.0,14.0,801,8
1655727479486,1655727479884,14.0,15.0,398,8
1655727483986,1655727484384,15.0,16.0,398,8
1655727536686,1655727538786,10.0,13.0,2100,10
1655727540885,1655727541288,13.0,14.0,403,10
1655727542986,1655727543288,14.0,15.0,302,10
1655727544385,1655727544893,15.0,13.0,508,10
1655727545785,1655727547084,13.0,13.0,1299,10
1655727548986,1655727549286,13.0,14.0,300,10
1655727550485,1655727550793,14.0,15.0,308,10
1655727552586,1655727552885,15.0,16.0,299,10
1655727553786,1655727554184,16.0,17.0,398,10
1655727557785,1655727558189,17.0,15.0,404,10
1655727562287,1655727562788,15.0,17.0,501,10
1655727566085,1655727566887,17.0,19.0,802,10
1655727569485,1655727570287,19.0,17.0,802,10
1655727573290,1655727573584,17.0,16.0,294,10
1655727582485,1655727582892,16.0,17.0,407,10
1655727587987,1655727588390,17.0,18.0,403,10
1655727589286,1655727589587,18.0,17.0,301,10
1655727594386,1655727594686,17.0,18.0,300,10
